kmeans_label,점포수_공유오피스,점포수_무인프린트,점포수_밀키트,점포수_사무실,점포수_식음료,점포수_의약업,점포수_패션잡화,점포수_편의점,점포수_플라워,점포수_화상면접,점포수_화장품
0,0.0741222366710013,0.13263979193758127,0.0,0.22366710013003901,1.903771131339402,0.328998699609883,2.527958387516255,0.8907672301690507,0.5149544863459038,0.0,0.33550065019505854
1,0.0,0.42424242424242425,1.0,0.0,0.3939393939393939,0.5454545454545454,2.6666666666666665,0.9393939393939394,0.2727272727272727,0.0,0.5454545454545454
