역명,승하차구분,미성년_아침_유동인구,미성년_점심_유동인구,미성년_저녁_유동인구,성인_아침_유동인구,성인_점심_유동인구,성인_저녁_유동인구,노인_아침_유동인구,노인_점심_유동인구,노인_저녁_유동인구,외국인_아침_유동인구,외국인_점심_유동인구,외국인_저녁_유동인구,총유동인구
남구로역,하차,917,3316,2138,169052,100912,98105,19176,35572,12537,19,75,53,441872
남부터미널역,승차,5159,17889,9735,124577,361163,296499,27679,82636,28733,163,393,102,954728
남부터미널역,하차,4559,20324,8473,340329,287166,164195,50869,72588,16132,50,263,249,965197
남성역,승차,1798,3228,1481,130017,78519,39702,33311,40590,7399,5,28,2,336080
남성역,하차,958,2814,2185,31863,76590,124669,15215,48385,18607,8,13,5,321312
남위례역,승차,1891,7819,2336,64832,62774,45042,13536,21673,5021,0,24,7,224955
남위례역,하차,4779,4366,3586,45805,53590,71600,9585,20736,8759,5,16,26,222853
남태령역,승차,347,1395,324,10799,21106,9942,3090,5548,643,3,3,6,53206
남태령역,하차,1097,489,244,15756,15156,10282,2038,5026,1954,0,2,2,52046
남한산성입구역,승차,8501,8068,1684,155155,104277,40938,38459,37781,5809,2,9,6,400689
남한산성입구역,하차,1216,7475,5622,58688,76498,135237,14581,45195,18181,0,3,7,362703
내방역,승차,1564,4659,2706,70806,133245,132748,20180,46326,13166,17,51,18,425486
내방역,하차,1507,5251,2696,158421,98471,85230,25261,39602,11739,8,24,37,428247
노원역,승차,8957,35289,28312,297318,369050,277789,68205,166005,35392,318,142,62,1286839
노원역,하차,10494,48708,21566,198187,403918,444819,63758,159891,43653,7,145,340,1395486
녹번역,승차,6473,6618,2093,209119,105617,42851,35631,41841,6464,4,7,6,456724
녹번역,하차,783,7424,5898,34518,96074,190267,13165,47027,22820,4,11,6,417997
녹사평역,승차,675,1686,996,18216,49549,65153,5607,10252,2787,85,327,197,155530
녹사평역,하차,348,1955,908,39596,60378,40814,5671,9629,3035,32,314,231,162911
논현역,승차,741,3457,4576,42298,169034,266509,9540,28480,10552,29,137,73,535426
논현역,하차,1452,5945,2303,264148,151999,88102,18539,23295,5836,24,113,62,561818
단대오거리역,승차,4951,5649,1815,140116,86141,42680,34699,38922,7055,2,9,3,362042
단대오거리역,하차,507,6349,5101,42096,72969,138341,15531,46597,16790,0,3,7,344291
답십리역,승차,4133,3843,1309,185480,125346,70643,30694,48585,11930,84,175,42,482264
답십리역,하차,893,4641,3128,73766,100091,166480,20324,50499,16926,34,117,159,437058
당고개역,승차,3926,4466,1606,111575,62909,26493,32599,41345,6447,0,11,1,291378
당고개역,하차,655,4168,4563,24143,48619,92251,15343,44543,19442,0,10,1,253738
당산역,승차,3389,8495,2904,169101,171371,150881,18231,36619,12181,14,55,45,573286
당산역,하차,3168,7310,6737,147335,183552,240786,18114,40449,13692,18,90,86,661337
대림역,승차,7725,9376,3564,350619,298791,164954,64420,103305,24819,163,353,137,1028226
대림역,하차,2655,10998,7036,164462,330498,333549,51783,111795,33131,82,324,256,1046569
대청역,승차,4665,11085,3608,96817,85838,52835,23744,35595,7091,14,14,6,321312
대청역,하차,5055,7486,6153,55520,64492,99427,14545,34754,14962,2,12,19,302427
대치역,승차,4647,13129,21723,81833,84323,67694,22560,43155,10504,4,18,14,349604
대치역,하차,3741,27459,9510,54913,86385,87368,21265,39763,13540,4,55,16,344019
대흥역,승차,2546,7960,4751,53326,87091,70762,13526,29223,7624,16,76,30,276931
대흥역,하차,5068,7228,2836,75017,77651,71928,15108,26557,8055,11,42,57,289558
도곡역,승차,2355,4115,1439,39782,57108,40779,8685,20316,5331,1,18,9,179938
도곡역,하차,1996,4271,2262,53470,43362,41898,10197,17439,4917,6,33,2,179853
도림천역,승차,755,1941,332,9693,10704,6310,2664,4869,1115,0,2,3,38388
도림천역,하차,1172,1276,517,10324,7887,10172,3574,4576,1699,2,2,5,41206
도봉산역,승차,2856,3447,892,127156,59175,20868,18400,27854,3613,1,2,4,264268
도봉산역,하차,780,4327,4338,32743,67212,132772,18506,40938,14037,6,4,0,315663
독립문역,승차,3725,10361,1685,48381,64084,31256,22541,44018,6746,4,91,3,232895
독립문역,하차,6519,6149,2814,48854,49481,50410,23010,39125,11427,21,72,6,237888
독바위역,승차,1590,1794,454,34234,16360,5834,9679,10076,1622,0,4,0,81647
독바위역,하차,249,1479,1503,6085,14749,35129,5338,13813,6972,0,3,2,85322
돌곶이역,승차,3315,2860,1080,118208,75228,40132,24796,32160,7738,1,9,8,305535
돌곶이역,하차,565,3328,2518,37583,64928,107920,12613,37299,14206,3,5,16,280984
동대문역,승차,2634,13913,5986,99365,335050,206147,43472,198604,45790,932,3718,2888,958499
동대문역,하차,3445,16792,3137,218114,280801,157044,89628,170219,23988,657,5098,3878,972801
동대문역사문화공원역,승차,3631,28109,13368,116812,427243,431792,17009,91233,34204,3463,9973,7752,1184589
동대문역사문화공원역,하차,13556,23815,7907,320061,379220,288543,50587,77287,13377,1657,9047,11258,1196315
동대입구역,승차,981,3605,3489,27974,119894,129855,5486,26984,11709,290,787,223,331277
동대입구역,하차,1627,5401,2039,125970,126834,52201,17758,26850,3996,114,737,540,364067
동묘앞역,승차,1988,11578,2971,84712,173984,82948,26340,183291,22422,535,1164,519,592452
동묘앞역,하차,4373,11450,2306,83355,154351,114156,50868,163472,13854,141,955,1012,600293
동작역,승차,202,531,201,5069,13242,9010,2878,8636,1228,9,41,27,41074
동작역,하차,211,572,208,11173,11230,8679,4907,7113,1027,12,47,35,45214
둔촌동역,승차,3541,5327,2888,79300,77815,49483,23673,47991,11894,16,62,9,301999
둔촌동역,하차,1364,6253,3774,51098,69024,85920,20249,48537,15188,18,84,38,301547
디지털미디어시티역,승차,4798,4953,1725,154029,117043,86554,26140,32224,6800,67,82,13,434428
디지털미디어시티역,하차,1407,7525,5993,136313,95323,156834,15403,34510,16165,6,44,142,469665
뚝섬역,승차,2375,14323,9925,70196,261174,328092,17419,38729,11423,46,1326,829,755857
뚝섬역,하차,3304,16996,4399,318974,250876,123259,26321,31793,9647,146,1330,224,787269
마곡역,승차,3320,7576,3431,66351,108085,99122,16085,28035,7008,22,65,10,339110
마곡역,하차,1544,7564,5525,118880,81004,79036,15013,25549,9587,8,31,26,343767
마들역,승차,4566,6574,2275,173097,82487,28160,43063,53752,6810,2,10,2,400798
마들역,하차,2383,5101,4133,25418,80842,157928,19018,59320,23634,0,4,6,377787
마장역,승차,1793,2722,702,49704,47749,32593,13473,27060,6097,3,183,220,182299
마장역,하차,1092,1973,1753,30271,40617,51507,12149,26313,7393,3,258,177,173506
마천역,승차,5690,3182,837,91632,39190,17943,27936,28226,4491,3,0,2,219132
마천역,하차,780,5270,3640,18817,36394,73002,12246,33555,16217,3,1,2,199927
마포구청역,승차,3779,4601,2426,138704,116134,80669,33070,44749,9372,65,112,41,433722
마포구청역,하차,1382,5806,3479,70176,94206,140214,19461,44560,16004,12,81,101,395482
마포역,승차,2129,3574,2252,93242,134543,147390,18297,40980,13988,339,917,268,457919
마포역,하차,731,4011,2778,138321,114204,122886,20421,39778,12396,22,417,788,456753
망원역,승차,2944,6291,4419,94892,149183,140709,25106,52628,10663,112,843,192,487982
망원역,하차,1466,9304,3589,85070,188966,139831,18445,59709,13475,180,726,350,521111
매봉역,승차,1873,4841,2671,58325,108534,114525,19852,49123,11581,2,26,12,371365
매봉역,하차,1822,4820,2509,132592,74390,65898,24989,39358,11356,3,25,9,357771
먹골역,승차,2690,4221,1473,107411,73586,41322,27356,37055,8572,2,5,3,303696
먹골역,하차,784,4211,3248,30537,71697,116490,13409,44734,16505,0,2,11,301628
면목역,승차,4216,4015,1330,179735,105850,47723,38914,52483,11828,4,12,4,446114
면목역,하차,664,4458,3858,46951,94734,161053,23291,60868,20884,0,13,10,416784
명동역,승차,2059,22581,21870,71791,403595,511098,6596,61128,25157,6044,17109,16228,1165256
명동역,하차,9325,35020,9593,333662,503031,233114,32901,58560,6518,4055,25725,18528,1270032
명일역,승차,2999,6562,1990,82910,55756,30051,27589,39097,8244,3,2,9,255212
명일역,하차,1674,5206,4756,23495,52390,90405,18307,42069,15735,12,0,2,254051
모란역,승차,1519,5699,1885,28938,34918,29168,11976,43249,7013,7,10,0,164382
모란역,하차,2700,3530,2490,17802,25735,30062,13051,30760,4286,0,3,7,130426
목동역,승차,4585,8314,5555,182381,125401,74226,32917,49053,10305,45,66,19,492867
목동역,하차,1743,10472,6972,60418,131068,217787,19412,52312,22583,5,38,64,522874
몽촌토성역,승차,1363,3283,1815,49761,64405,59670,8810,25258,7132,6,37,37,221577
몽촌토성역,하차,2495,3136,1201,62466,57290,61840,13497,22112,4997,2,28,24,229088
무악재역,승차,1467,1772,456,47546,28683,13812,13750,17207,2560,5,20,0,127278
무악재역,하차,234,1965,1678,10768,26637,50003,5926,20747,9314,9,16,5,127302
문래역,승차,3114,6049,3114,136091,194069,251430,22792,57033,15538,17,111,71,689429
문래역,하차,1702,6607,4022,248160,178816,178828,33335,49154,13032,26,109,67,713858
문정역,승차,1538,4465,2686,94475,222055,232304,15947,43831,11428,37,46,6,628818
문정역,하차,1356,4290,2644,322454,129117,119268,24493,36869,10142,9,24,40,650706
미사역,승차,6036,16181,13225,185171,137574,96699,33717,54533,11563,3,35,20,554757
미사역,하차,2820,23250,12231,66961,134174,221391,23192,53457,22439,23,25,17,559980
미아사거리역,승차,10178,21456,5974,260846,198585,118558,65750,108212,22619,9,68,19,812274
미아사거리역,하차,6750,17305,11962,84181,197943,285304,34492,122767,39895,4,39,49,800691
미아역,승차,6111,11476,4770,145683,119805,65268,44967,67573,13631,34,66,14,479398
미아역,하차,7844,7442,4396,63329,105087,143849,28198,73807,24851,5,38,57,458903
반포역,승차,1880,3002,1549,29565,65293,51236,7802,26244,8192,5,46,17,194831
반포역,하차,878,3912,1737,58997,49153,30048,14328,21797,4293,4,20,10,185177
발산역,승차,2600,14710,8205,87659,225641,236544,24312,77951,21274,131,214,94,699335
발산역,하차,5340,13512,6731,239109,183012,151435,35979,68270,15183,29,180,265,719045
방배역,승차,2812,12273,6547,82397,173328,141501,20710,50819,13139,13,78,28,503645
방배역,하차,4400,11481,5598,162460,140941,109328,27602,43930,12415,22,58,46,518281
방이역,승차,2497,7603,8766,48058,50895,48868,19002,29558,7919,1,16,4,223187
방이역,하차,2484,11209,4278,42121,53397,58902,13730,30893,12252,0,11,12,229289
방화역,승차,3016,5943,1273,71294,46888,20160,23004,30923,4429,1,2,4,206937
방화역,하차,2312,3967,3619,21139,39066,70458,11876,32827,12841,0,5,2,198112
버티고개역,승차,556,981,318,17491,18338,13946,5503,7631,1560,5,28,18,66375
버티고개역,하차,358,1054,778,11989,15015,20972,4330,8709,3952,6,19,19,67201
보라매역,승차,1414,3283,1699,64208,56141,42342,9665,20289,5665,4,15,8,204733
보라매역,하차,1881,3117,2002,38849,56010,72182,8464,22088,5771,5,16,11,210396
보문역,승차,2220,3500,1144,82479,74912,45240,13282,17322,3918,7,54,13,244091
보문역,하차,2472,2483,1725,42057,57659,88740,8311,17364,6947,14,37,43,227852
복정역,승차,2568,4621,1843,96443,79814,58225,15642,24884,6171,1,5,0,290217
복정역,하차,1065,3926,3524,49783,62869,84015,14199,19101,8781,3,2,5,247273
봉천역,승차,4176,6841,2372,302897,167752,85942,56693,84368,17985,47,118,9,729200
봉천역,하차,1891,5994,4662,55759,157564,294564,30377,97171,31021,13,23,124,679163
봉화산역,승차,3079,3177,802,115818,58411,23936,22315,29160,4248,0,1,0,260947
봉화산역,하차,557,3928,3089,24562,54477,102941,10361,31734,12883,0,0,3,244535
불광역,승차,3560,7051,2876,199100,155387,88429,52309,119269,25706,46,103,17,653853
불광역,하차,2074,7506,4980,83643,154599,222564,39795,132216,33638,11,83,68,681177
사가정역,승차,4618,5639,1793,180843,114647,64619,41376,58348,13711,1,10,4,485609
사가정역,하차,1016,6194,5170,55764,121024,190551,23338,68715,24527,2,8,6,496315
사당역,승차,11280,24938,12419,553866,579861,633846,76259,210487,84001,143,373,230,2187703
사당역,하차,4735,22338,23461,308068,663827,833674,71268,240614,54714,104,389,338,2223530
산성역,승차,3050,3293,691,84152,42126,13565,17712,17296,2038,0,10,1,183934
산성역,하차,501,3633,3531,14001,38701,84184,7179,22204,10609,0,4,1,184548
삼각지역,승차,2031,7946,1837,64051,151569,172744,8456,29935,11271,154,1036,264,451294
삼각지역,하차,5641,4492,1729,119105,152232,123672,13966,27561,6434,249,838,287,456206
삼성역,승차,3355,33542,20326,77110,650044,753167,15287,91274,31856,632,6000,3559,1686152
삼성역,하차,14621,33297,6848,803649,526514,167657,51249,67989,9426,560,5950,2007,1689767
상계역,승차,8956,16294,6960,228587,130027,60348,53757,72128,13004,1,5,6,590073
상계역,하차,7796,13391,8547,44564,119879,218687,26504,76175,33165,1,4,7,548720
상도역,승차,2967,3547,1308,113183,107233,64704,27626,36076,6336,4,13,6,363003
상도역,하차,949,4035,2994,57449,96162,124187,14837,37394,14928,7,8,8,352958
상봉역,승차,3215,5980,2659,195756,145629,102308,23853,47183,16249,34,79,11,542956
상봉역,하차,1263,6381,4813,66061,144337,221875,19476,49986,14483,3,68,49,528795
상수역,승차,1035,5201,5891,48131,101782,139520,7058,12263,3099,145,628,535,325288
상수역,하차,1568,8604,3016,74590,139597,115504,6200,12684,3921,58,495,500,366737
상왕십리역,승차,5640,6032,2068,156545,121109,70904,26082,38153,9234,48,128,71,436014
상왕십리역,하차,1723,7733,4556,60296,111279,166809,18312,41358,15199,17,135,122,427539
상월곡역,승차,3239,2095,696,71386,47059,24041,18808,21555,3460,8,8,1,192356
상월곡역,하차,505,2571,1659,22263,37839,64881,9584,23371,9361,1,7,5,172047
상일동역,승차,6975,12433,2656,182529,92683,40811,43149,49654,8910,5,6,4,439815
상일동역,하차,1040,9789,10574,37100,85057,171635,18893,55407,26252,5,6,5,415763
새절역,승차,4204,5532,1891,157247,82086,33777,40585,45593,7842,11,49,6,378823
새절역,하차,1521,5407,4196,30572,74461,144820,15808,55220,22678,7,22,59,354771
서대문역,승차,5335,18030,2611,70881,201503,211442,16666,50918,11841,172,354,153,589906
서대문역,하차,14599,5972,2902,297772,113333,78575,26982,39810,8304,40,281,298,588868
서울대입구역,승차,6495,14794,5717,481970,414859,284199,62627,100439,23444,41,96,61,1394742
서울대입구역,하차,5180,13357,8669,175486,371832,592393,41333,105154,33612,29,73,94,1347212
서울역,승차,9138,22609,11511,277819,802999,693812,53934,170713,50648,2370,9084,4686,2109323
서울역,하차,7105,24687,17649,764623,741571,471868,86358,155646,36026,3650,9495,5556,2324234
서초역,승차,3737,12392,3489,86226,250003,213959,18249,68064,18676,26,126,77,675024
서초역,하차,5036,6748,3804,285111,164933,89100,41679,55358,9130,22,95,88,661104
석계역,승차,4536,6119,1718,141686,89063,46817,34742,42554,9233,5,9,3,376485
석계역,하차,2284,5703,4652,33446,93076,160150,15782,51078,19743,5,10,9,385938
석촌역,승차,905,3311,3496,57366,72506,72725,16172,36039,8482,14,19,17,271052
석촌역,하차,970,5774,2769,55528,98401,91028,16867,36586,10115,5,34,46,318123
선릉역,승차,3135,13545,16222,123449,571744,650248,25518,162946,56541,251,834,361,1624794
선릉역,하차,8883,14955,7324,683366,328995,179419,83495,117643,14491,88,642,691,1439992
성수역,승차,2121,41094,40832,81181,509259,691279,24014,62156,19238,122,5666,3698,1480660
성수역,하차,7450,73098,8881,568386,614658,203840,43689,48999,13314,1405,8688,1034,1593442
성신여대입구역,승차,5408,16934,10050,165033,230193,168354,26687,56695,14955,510,656,189,695664
성신여대입구역,하차,4565,17311,9940,93167,204214,242125,22634,57105,17513,28,354,882,669838
송정역,승차,1870,2738,902,58999,48285,29959,18401,29491,6724,94,62,12,197537
송정역,하차,709,2462,2397,24110,40239,65433,12029,30380,9833,4,41,141,187778
송파역,승차,3351,8366,2653,90715,74518,41703,26291,40927,7583,4,19,10,296140
송파역,하차,3559,6032,4403,42729,68009,93696,16087,41376,16937,0,14,8,292850
수락산역,승차,4741,5829,1392,132642,87704,41284,38111,62578,11487,2,2,0,385772
수락산역,하차,1124,5484,4228,36412,77974,138833,24111,67429,22775,3,2,0,378375
수서역,승차,5828,10038,2864,131813,182210,125637,38345,73733,19255,14,71,38,589846
수서역,하차,4001,7231,7568,133260,142711,159616,34698,67537,25057,13,45,21,581758
수유역,승차,9973,15654,6526,351480,286338,169703,71212,109408,26918,56,109,28,1047405
수유역,하차,2663,18036,12639,115048,263360,428861,42421,121472,45537,6,92,123,1050258
수진역,승차,1399,7108,2241,56254,38100,18409,15563,28560,5179,1,9,3,172826
수진역,하차,5135,3418,2349,16610,31474,51584,12567,28630,7482,2,1,6,159258
숙대입구역,승차,2592,9361,3483,78472,162394,154360,17312,32662,10165,323,733,353,472210
숙대입구역,하차,4679,6166,3093,118955,140278,122230,15411,31058,9572,78,500,683,452703
숭실대입구역,승차,3863,4598,1411,121410,129258,69316,30216,33395,5125,10,65,6,398673
숭실대입구역,하차,1340,5871,3463,64237,112252,140237,11112,42279,17334,28,12,37,398202
시청역,승차,2857,21174,12548,77761,560604,726508,14272,157920,53455,2653,7792,4322,1641866
시청역,하차,9898,15307,5297,792615,373415,144317,66075,135014,10247,826,5225,4567,1562803
신금호역,승차,2634,6097,1054,65955,47451,26398,14896,21388,4936,26,54,10,190899
신금호역,하차,3929,4118,2526,26855,47300,71788,9396,27093,10062,2,22,52,203143
신길역,승차,613,1158,1023,63737,44925,39763,4270,7667,2748,135,153,31,166223
신길역,하차,283,1552,849,27686,48296,74363,4936,7202,3021,17,130,144,168479
신답역,승차,347,534,96,22515,10700,4035,4333,4501,769,11,38,1,47880
신답역,하차,70,501,622,3589,12038,26311,1706,6235,2241,0,27,19,53359
신당역,승차,4193,14367,6100,161846,205732,212610,27953,84907,26723,198,655,477,745761
신당역,하차,7669,11889,4839,137271,217495,253805,42229,79411,18601,43,588,812,774652
신대방삼거리역,승차,3064,6179,2849,177490,98540,53575,37298,50955,9125,7,16,8,439106
신대방삼거리역,하차,2162,4906,3616,39045,97034,175061,20640,59468,20306,2,19,13,422272
신대방역,승차,5231,6187,2561,341750,185576,83367,58121,67442,13710,45,65,12,764067
신대방역,하차,700,6804,6116,58693,175542,342295,27056,80473,31987,8,46,79,729799
신도림역,승차,8496,18242,7678,467318,460581,389764,65971,146469,41044,41,178,91,1605873
신도림역,하차,3663,18040,14321,258526,466728,559300,53921,147755,39169,43,178,174,1561818
신림역,승차,9785,18398,8969,714357,457168,267006,75493,108877,29683,114,222,70,1690142
신림역,하차,4452,20448,13633,137064,434244,826316,41466,126541,46613,20,111,229,1651137
신사역,승차,1448,9707,9078,58020,293691,391023,13801,46490,17021,284,1959,1421,843943
신사역,하차,3755,13403,4169,327430,298696,157184,27718,38294,9218,362,2144,970,883343
신설동역,승차,2214,4904,1737,103101,156738,112417,31751,105543,23639,439,731,258,543472
신설동역,하차,2676,2811,1953,128780,108163,121260,47697,93044,17782,68,454,763,525451
신용산역,승차,1498,9162,5312,53591,229526,283559,10679,38372,12875,142,821,383,645920
신용산역,하차,3643,11338,3390,237384,243804,127723,19383,35243,8116,138,773,494,691429
신정네거리역,승차,3944,4927,1260,125166,65296,27116,32785,38397,6703,19,28,15,305656
신정네거리역,하차,557,5061,4581,21142,70958,131582,12964,47342,19767,2,15,48,314019
신정역,승차,4828,6240,2091,192453,87705,35352,33818,30030,5559,10,13,1,398100
신정역,하차,2685,5445,4433,28110,76980,147818,10444,38128,18576,1,17,15,332652
신촌역,승차,2764,18779,13438,162918,444384,425173,24403,89511,22967,416,1418,940,1207111
신촌역,하차,5996,20805,7954,247913,449396,356108,41622,78209,14966,172,1205,1358,1225704
신풍역,승차,2489,3897,1360,133764,79157,46306,30928,41665,9032,7,18,4,348627
신풍역,하차,1460,3488,2638,44324,78957,116508,18475,45108,16883,0,26,13,327880
신흥역,승차,1641,4211,1636,55451,33539,17984,14506,24928,5872,5,10,1,159784
신흥역,하차,653,4471,3057,14877,36234,58246,8219,30299,7942,1,9,7,164015
쌍문역,승차,11493,15520,3979,371046,214101,88314,81103,94638,16882,6,43,8,897133
쌍문역,하차,2698,13299,12135,64454,185913,362671,31909,109940,47221,5,24,30,830299
아차산역,승차,5941,18729,4709,136105,109169,62691,39240,60636,13411,19,88,44,450782
아차산역,하차,9105,9278,5283,54110,103448,145221,23091,63941,23205,9,115,24,436830
아현역,승차,2643,9430,2478,103204,94918,49246,23574,37856,7241,24,132,80,330826
아현역,하차,5485,4485,3437,42236,79049,108640,15130,38414,14402,15,103,65,311461
안국역,승차,4277,27114,7619,38863,344026,280308,8991,83905,22689,863,7126,1622,827403
안국역,하차,19298,14332,3243,322789,303190,68052,47670,69837,5848,1745,5472,1118,862594
안암역,승차,766,3719,2021,43396,168117,121849,9738,26426,5004,17,113,105,381271
안암역,하차,1963,3383,1502,117385,123832,88854,17527,19445,3208,24,98,91,377312
암사역,승차,4652,5477,1706,210099,106385,53356,47347,57163,11557,6,11,1,497760
