역명,승하차구분,미성년_아침_유동인구,미성년_점심_유동인구,미성년_저녁_유동인구,성인_아침_유동인구,성인_점심_유동인구,성인_저녁_유동인구,노인_아침_유동인구,노인_점심_유동인구,노인_저녁_유동인구,외국인_아침_유동인구,외국인_점심_유동인구,외국인_저녁_유동인구,총유동인구
내방역,하차,1986,5308,3352,161556,93220,86511,26031,37038,11928,30,19,16,426995
노원역,승차,14989,38568,38604,406153,441181,372687,95696,191555,50713,293,162,88,1650689
노원역,하차,18851,53840,28721,297353,491816,553251,89184,193495,59597,24,161,360,1786653
녹번역,승차,7637,6845,2228,221176,100577,42550,37051,40334,6700,43,58,34,465233
녹번역,하차,1163,8057,6978,36752,93298,193074,14042,45527,23329,4,38,39,422301
녹사평역,승차,813,3339,1492,21923,52003,68380,6065,10977,2809,173,615,450,169039
녹사평역,하차,2324,1769,1083,41869,61897,40940,6194,9875,3243,77,428,498,170197
논현역,승차,923,2744,4941,44872,158231,259563,9705,26914,9961,24,118,56,518052
논현역,하차,1407,5279,2897,262048,137611,84342,18516,21160,5897,28,123,64,539372
단대오거리역,승차,5989,8290,3212,144093,84691,45268,35487,37291,7125,2,7,3,371458
단대오거리역,하차,2020,6874,5891,45334,71551,142328,15199,45461,17450,2,6,0,352116
답십리역,승차,4284,3775,1484,189572,118615,72345,31464,48358,12003,175,178,97,482350
답십리역,하차,809,4572,3803,75024,99881,167026,21859,50253,16559,28,147,285,440246
당고개역,승차,4128,3810,1513,114369,59875,27178,33003,39308,7847,1,1,0,291033
당고개역,하차,467,4065,4489,25384,48266,93093,16259,43082,19290,0,2,1,254398
당산역,승차,3893,7206,2793,166864,153808,135653,18155,34579,11114,7,68,53,534193
당산역,하차,4248,6358,5858,145364,155160,228613,19466,36844,12815,16,79,150,614971
대림역,승차,7126,7701,3816,356199,297754,171011,64198,99058,25267,173,344,155,1032802
대림역,하차,2168,9427,7270,177400,327827,334854,49985,109725,34093,72,419,231,1053471
대청역,승차,4351,12984,3371,98822,81531,51538,24133,34011,7746,12,21,7,318527
대청역,하차,6122,5622,7337,55897,60855,100244,15023,33821,15256,12,13,10,300212
대치역,승차,5080,16714,35825,85457,80805,75087,23626,41627,10757,5,15,18,375016
대치역,하차,8693,37493,11807,58732,88066,88409,21435,38441,13025,18,59,27,366205
대흥역,승차,1902,11070,7346,57363,87108,75524,14107,27495,8649,14,65,41,290684
대흥역,하차,8383,8258,3461,81219,78356,73508,16071,26681,8031,12,37,49,304066
도곡역,승차,1525,4475,1858,40193,52556,40101,8069,18145,4152,2,6,7,171089
도곡역,하차,2961,3680,2093,53027,41763,40672,9657,15587,4044,1,30,2,173517
도림천역,승차,532,1902,424,10361,10378,6543,2589,5075,1147,0,5,2,38958
도림천역,하차,1475,696,586,9740,8496,10535,3269,4810,1685,4,2,6,41304
도봉산역,승차,3737,4178,1218,127949,58666,22545,18861,29940,4375,0,8,1,271478
도봉산역,하차,2038,4436,4978,40080,66025,133925,22158,41623,14052,8,6,0,329329
독립문역,승차,3071,10999,2012,50988,69283,33176,23571,46542,7565,10,188,33,247438
독립문역,하차,4547,8636,3317,54797,57551,50647,26204,41368,11494,58,180,21,258820
독바위역,승차,1748,1775,614,36637,15463,5912,10197,10608,1812,8,9,0,84783
독바위역,하차,244,1499,1640,7007,15232,36333,6269,14229,7352,8,2,2,89817
돌곶이역,승차,4014,3260,1480,119036,73560,40436,25533,35537,7642,3,13,5,310519
돌곶이역,하차,1059,3695,2923,40402,62003,106906,15301,38696,13371,3,16,11,284386
동대문역,승차,3025,11950,5283,101239,344955,228360,45530,212254,48812,1058,4555,4151,1011172
동대문역,하차,3033,14442,3518,241362,297613,161950,98322,179891,24448,1116,6577,5746,1038018
동대문역사문화공원역,승차,2735,21795,10058,132488,407415,409415,17580,89171,33083,4639,10116,7797,1146292
동대문역사문화공원역,하차,11069,16990,6539,322731,358071,275849,52376,74904,11928,1481,10127,12445,1154510
동대입구역,승차,1208,7011,3038,29334,134692,128530,6013,28620,10756,470,991,301,350964
동대입구역,하차,5360,6692,1595,147628,127313,52688,19080,26260,4041,181,947,813,392598
동묘앞역,승차,2140,12462,3407,87242,177244,87511,27489,204437,29613,677,1164,466,633852
동묘앞역,하차,5225,12103,2445,92837,165586,110259,58975,183390,14579,121,1009,1023,647552
동작역,승차,50,451,233,5724,12700,10487,3294,8792,1708,13,54,38,43544
동작역,하차,66,343,257,11406,11478,10020,5332,7564,1221,13,61,33,47794
둔촌동역,승차,2693,4427,3142,73001,71655,45939,21756,40856,10690,12,142,59,274372
둔촌동역,하차,629,4690,3747,52702,58568,78447,18784,41228,13722,51,125,61,272754
디지털미디어시티역,승차,5517,4614,2543,156698,105225,96292,26243,31080,7306,25,51,25,435619
디지털미디어시티역,하차,1065,7214,7405,137430,91312,153977,15489,34431,15314,16,40,106,463799
뚝섬역,승차,2099,10301,6169,72021,246082,337679,16832,36778,12009,44,1130,527,741671
뚝섬역,하차,3171,11237,4330,314143,247997,120721,24926,30309,9771,201,1004,125,767935
마곡역,승차,3927,6245,3373,70010,116960,97266,16394,26798,5896,32,37,13,346951
마곡역,하차,959,6606,6069,134740,74846,77496,15482,23315,9408,9,34,22,348986
마들역,승차,3945,6858,2703,173829,76504,27149,41576,48503,7085,0,4,2,388158
마들역,하차,2865,5140,4107,25592,73450,155714,17942,54009,22910,3,2,2,361736
마장역,승차,1943,3179,1025,51095,46877,32159,14145,26429,6039,2,217,242,183352
마장역,하차,1454,2099,1896,33171,38354,50667,13791,24314,7584,8,289,177,173804
마천역,승차,7060,3172,956,97640,37904,18107,29749,28355,5227,0,1,4,228175
마천역,하차,256,6329,4523,19027,37659,77862,13272,34621,16716,0,6,3,210274
마포구청역,승차,4934,4094,3288,145440,110798,88509,33346,42096,9798,14,96,53,442466
마포구청역,하차,1022,6020,4350,72044,93546,140610,18958,42686,16003,7,64,54,395364
마포역,승차,2917,3031,1599,100476,119102,134080,20065,39570,11795,415,691,325,434066
마포역,하차,510,3679,3177,137848,105073,118385,21043,37943,12192,59,517,701,441127
망원역,승차,3601,5762,4444,98275,141493,146179,25911,50879,10970,81,683,255,488533
망원역,하차,1297,8803,4262,86903,190048,136267,19362,57150,14522,143,637,284,519678
매봉역,승차,2202,3810,2554,61202,99899,115396,20874,44645,10779,2,20,11,361394
매봉역,하차,1164,3954,2985,133613,70215,65768,24053,36593,10992,10,24,8,349379
먹골역,승차,3152,4451,2048,115671,72795,41886,28334,38557,8471,5,3,2,315375
먹골역,하차,819,4700,3938,32104,70649,121615,15346,44261,17381,0,6,3,310822
면목역,승차,5102,8072,2063,189958,110444,52076,40987,51141,12782,3,12,5,472645
면목역,하차,4164,5906,4746,55463,102508,175300,23609,61673,22362,3,9,10,455753
명동역,승차,2701,26926,14084,92537,394205,457482,6659,56542,18272,8500,18702,17471,1114081
명동역,하차,15934,23789,6073,334092,451253,229148,32824,47158,4751,4972,30381,22507,1202882
명일역,승차,2819,6179,2238,96882,58328,31057,31067,41050,9165,1,5,0,278791
명일역,하차,1925,4968,5313,27649,56754,104790,20142,45330,17515,0,8,4,284398
모란역,승차,1565,5818,2662,26531,31368,27388,11684,42062,7612,0,10,1,156701
모란역,하차,3351,3755,2771,16602,23422,27830,13163,29398,4063,0,3,4,124362
목동역,승차,4673,8130,8490,192265,118207,75693,34165,47149,10827,37,57,21,499714
목동역,하차,4405,10673,6900,64559,127820,221695,20134,50925,22547,29,35,63,529785
몽촌토성역,승차,971,1989,1550,51406,57982,53573,8560,23494,5667,48,93,48,205381
몽촌토성역,하차,526,2759,1279,58808,49293,57966,12693,19422,4529,3,63,66,207407
무악재역,승차,1839,1615,568,52303,28118,14050,14929,16900,3072,3,19,8,133424
무악재역,하차,448,2122,2086,12178,26858,52099,6558,20835,9503,4,22,2,132715
문래역,승차,3348,5133,3056,138786,175571,238862,23142,54904,14984,16,83,61,657946
문래역,하차,1370,5924,4405,243001,162338,170093,32679,47519,12778,19,95,87,680308
문정역,승차,1471,4106,3852,91134,201519,237722,16222,40721,10727,45,80,19,607618
문정역,하차,2745,3536,2696,327034,119730,110012,23815,34018,9494,13,28,92,633213
미사역,승차,8542,11529,11479,192220,123798,91072,33996,49715,11465,6,27,20,533869
미사역,하차,1884,20355,11850,63427,129843,223286,22172,50357,21934,5,16,28,545157
미아사거리역,승차,10334,20210,6145,274152,189077,118470,69821,106606,24264,14,45,26,819164
미아사거리역,하차,6211,14726,13417,87593,192846,289700,35896,121511,42596,8,46,48,804598
미아역,승차,4608,15513,7194,147583,120338,64754,45880,66526,13987,15,45,25,486468
미아역,하차,11908,7694,5211,71115,102034,142812,29440,73562,25021,7,32,39,468875
반포역,승차,1915,2622,1627,31768,61650,51464,7912,24114,8092,3,50,21,191238
반포역,하차,789,3727,2213,59917,47404,31731,13738,20252,4423,4,29,10,184237
발산역,승차,2726,12638,9631,89156,209323,234263,24532,72004,19791,174,307,90,674635
발산역,하차,5065,11833,7614,243257,170897,145667,35390,63137,14500,46,207,250,697863
방배역,승차,3015,19855,11283,86569,175071,150098,21755,49081,12147,15,47,12,528948
방배역,하차,13215,14997,6476,177995,140691,109840,28140,41973,11993,6,37,14,545377
방이역,승차,2426,7898,11978,53026,50006,50689,19350,28056,7775,5,7,10,231226
방이역,하차,2628,13823,5718,43873,53056,61947,14164,29419,11866,7,4,12,236517
방화역,승차,3062,6349,1270,74060,45109,20519,23648,30725,4935,9,32,7,209725
방화역,하차,2885,3459,4138,22500,37704,71678,12987,32155,13258,2,14,25,200805
버티고개역,승차,649,902,387,19418,17174,12549,6103,7308,1580,4,26,28,66128
버티고개역,하차,524,1058,1040,10757,14571,21302,4403,8829,3706,8,30,8,66236
보라매역,승차,1380,4346,1564,68406,55509,41641,10187,18304,5053,13,22,4,206429
보라매역,하차,2771,2781,2448,41660,53468,75199,8279,20668,5878,5,17,16,213190
보문역,승차,2217,4281,1738,85988,70517,48667,13149,16922,4073,30,50,10,247642
보문역,하차,3152,2669,2217,45771,55959,87492,8796,16878,6706,16,19,57,229732
복정역,승차,3265,6826,1929,103061,81358,54594,14863,22649,6151,5,4,1,294706
복정역,하차,3153,4192,3980,50965,63668,85781,13594,17172,8121,1,3,1,250631
봉천역,승차,4125,7240,3026,308340,158335,83636,58420,80940,18630,17,43,17,722769
봉천역,하차,3005,5148,5652,58920,150992,295587,30091,94475,33051,6,20,36,676983
봉화산역,승차,3440,3056,1007,123156,54548,24813,22169,27513,4684,4,2,2,264394
봉화산역,하차,510,3873,3608,27230,54946,106761,10548,30227,12827,0,5,3,250538
불광역,승차,4149,7206,3417,204223,148613,90371,53580,116936,26454,64,107,24,655144
불광역,하차,2711,7500,5853,90138,152597,223521,42388,127908,34437,23,77,73,687226
사가정역,승차,4850,6067,2547,188499,114292,66687,42625,52915,13804,8,20,10,492324
사가정역,하차,2241,6403,5186,57573,117637,191814,21988,63681,24287,0,24,10,490844
사당역,승차,12145,22064,14254,570878,536663,568819,78468,195576,72601,122,448,267,2072305
사당역,하차,7857,21614,22654,323112,598597,790994,77247,211100,52033,76,427,344,2106055
산성역,승차,4166,3409,862,87524,42536,15100,17721,17040,2516,3,7,0,190884
산성역,하차,885,4119,4183,17681,38553,87838,8154,21602,10571,6,5,2,193599
삼각지역,승차,1789,4502,1768,70282,143074,160443,8606,30099,11517,252,1700,369,434401
삼각지역,하차,1691,4279,2133,119396,142098,115988,14176,26890,6490,385,1316,436,435278
삼성역,승차,1762,16585,14857,78145,618737,736837,15157,83424,25898,753,5957,3046,1601158
삼성역,하차,8948,18644,4463,847841,458224,140697,49160,57504,8394,778,5192,2006,1601851
상계역,승차,7791,16253,8559,238769,122562,60206,54020,66485,13771,4,11,3,588434
상계역,하차,9131,12303,9290,46722,116562,219248,26492,70834,33026,0,8,8,543624
상도역,승차,3529,5383,2660,116797,110812,74173,28553,33877,6905,15,27,24,382755
상도역,하차,2641,5620,4206,68182,100427,130160,14458,36444,15202,0,12,51,377403
상봉역,승차,3994,5633,3446,200321,135608,98485,23951,40816,15678,9,63,23,528027
상봉역,하차,1223,6022,5977,65950,133692,218839,19141,44048,14318,7,39,32,509288
상수역,승차,1584,6056,6947,46153,105389,142863,7670,12284,3119,148,716,729,333658
상수역,하차,3252,8575,4608,87805,137432,109509,6762,12386,4172,84,603,487,375675
상왕십리역,승차,6193,5820,2280,162049,116386,70935,26988,36794,9475,69,133,113,437235
상왕십리역,하차,1988,8388,4833,63714,107453,167252,18743,39807,15380,50,146,212,427966
상월곡역,승차,3589,2776,859,73798,53452,26818,18909,21594,4177,1,11,5,205989
상월곡역,하차,1161,3261,2274,32529,42986,66795,10014,23207,10073,1,4,8,192313
상일동역,승차,5856,9783,2532,193203,86502,40860,43371,45989,9267,5,15,4,437387
상일동역,하차,822,6632,9789,38207,83737,179702,18943,52344,25598,0,8,5,415787
새절역,승차,3697,9055,2263,164171,85523,36253,42092,45206,8692,8,24,4,396988
새절역,하차,3448,5405,4916,35717,75340,148513,17000,55370,24066,2,7,28,369812
서대문역,승차,1929,14390,4495,72303,189355,215629,16854,47592,11198,333,475,219,574772
서대문역,하차,8743,5430,3125,304228,108046,72894,26872,36362,8099,77,327,473,574676
서울대입구역,승차,6446,18032,12643,484094,407306,308112,64215,97464,26344,36,106,54,1424852
서울대입구역,하차,9072,13812,11517,196712,369880,598897,39877,106399,34194,18,87,87,1380552
서울역,승차,8254,17762,10075,283511,740926,692204,54055,165998,51765,2997,10313,6080,2043940
서울역,하차,7314,21569,14034,812659,696380,420942,93435,149877,33748,5402,11778,6064,2273202
서초역,승차,3055,11623,3122,92325,227971,212888,18460,66196,14006,38,163,72,649919
서초역,하차,4674,5332,3391,285146,145586,81351,43685,46624,7707,50,136,113,623795
석계역,승차,4306,7431,2830,147425,86899,48126,35996,39929,9127,3,9,3,382084
석계역,하차,3115,6077,5370,39236,91760,164768,15377,50267,20360,3,7,8,396348
석촌역,승차,1308,2479,2893,60025,62683,60558,15618,32702,7830,3,37,23,246159
석촌역,하차,923,4944,2610,51670,87589,82445,16551,33197,9878,22,70,16,289915
선릉역,승차,3043,10182,16484,121404,511928,660791,25508,156354,55558,449,913,482,1563096
선릉역,하차,6365,14057,6989,667284,304660,165192,82191,112150,14450,99,598,754,1374789
성수역,승차,2608,12619,11881,90450,415794,624587,26600,60085,20543,167,3616,1983,1270933
성수역,하차,3311,20468,5692,556487,504272,188282,45937,49247,13726,1137,4980,654,1394193
성신여대입구역,승차,7144,21137,15847,172374,221699,177033,28745,55542,14770,460,610,203,715564
성신여대입구역,하차,7878,20637,13926,103001,202788,240197,23681,55785,17455,39,398,775,686560
송정역,승차,2236,2476,1033,59690,44568,29861,18909,28285,7115,74,36,21,194304
송정역,하차,767,2392,2739,24919,39334,62817,12456,29416,9867,6,39,91,184843
송파역,승차,2538,7907,2525,95745,66258,39844,26391,36960,7416,4,9,13,285610
송파역,하차,4118,4818,4093,42158,64778,91266,15496,38343,16024,6,11,13,281124
수락산역,승차,4022,5099,1655,137204,84493,40896,36993,60105,12386,9,1,4,382867
수락산역,하차,858,4153,4731,39916,73919,137872,27120,61955,22040,4,2,2,372572
수서역,승차,6243,11668,3156,134104,169974,122145,37602,69610,19203,11,61,54,573831
수서역,하차,4511,7097,8955,134031,141211,156427,35391,64372,24241,60,30,21,576347
수유역,승차,11973,15020,7671,363069,270796,168446,74827,107316,27330,50,129,39,1046666
수유역,하차,2051,17443,15714,119163,253882,426286,43392,120283,46580,10,86,127,1045017
수진역,승차,1343,7318,3298,55457,36150,17922,16259,27982,5251,2,5,3,170990
수진역,하차,6216,3882,2634,15990,31096,51316,13258,28298,7444,0,1,3,160138
숙대입구역,승차,2312,13774,5746,78284,164052,158404,17849,32107,9567,391,626,423,483535
숙대입구역,하차,9115,6728,3603,131951,138491,118645,15462,29853,10171,96,599,660,465374
숭실대입구역,승차,4348,12790,6547,130876,164545,97354,31804,32525,5650,4,41,13,486497
숭실대입구역,하차,8825,9882,5908,106824,132772,151923,11846,41977,18868,2,19,24,488870
시청역,승차,2019,16188,7562,92122,518935,690975,14874,121682,37179,3855,8173,4843,1518407
시청역,하차,7423,9606,3379,807506,324529,124644,64557,91445,7594,1279,6419,5319,1453700
신금호역,승차,2578,7295,1401,69821,45921,27174,16090,20788,5256,17,27,13,196381
신금호역,하차,4781,4136,3121,26558,48078,73618,9925,27684,10454,6,22,32,208415
신길역,승차,604,737,424,64814,36846,29437,4146,6809,2294,268,190,75,146644
신길역,하차,146,806,924,27816,36002,70726,4708,6568,2702,14,184,248,150844
신답역,승차,388,471,82,23770,10992,4100,4425,5176,971,3,25,0,50403
신답역,하차,39,431,537,4128,11716,26611,1914,6564,2536,0,10,14,54500
신당역,승차,4381,12942,5307,166495,194829,201916,29303,82672,26583,205,671,582,725886
신당역,하차,9101,8590,5098,147017,199499,241575,43941,76650,18224,74,640,820,751229
신대방삼거리역,승차,3488,6594,3664,189498,98188,54448,37967,50631,9498,21,28,6,454031
신대방삼거리역,하차,2617,5110,4475,40742,96647,183280,21396,58301,20680,4,26,20,433298
신대방역,승차,5626,5957,2616,351300,182481,85024,58770,64460,14589,29,86,25,770963
신대방역,하차,594,6457,7428,62151,175915,354828,27692,78302,32669,5,57,94,746192
신도림역,승차,8981,15433,7730,465919,428273,371376,66091,137975,38068,49,188,88,1540171
신도림역,하차,3771,16527,14498,265833,439466,549846,54441,137866,37568,48,225,140,1520229
신림역,승차,8790,17107,10215,725229,429002,256697,77521,105571,29476,112,240,92,1660052
신림역,하차,4883,16722,14488,133810,411399,805419,42011,120611,46778,26,115,271,1596533
신사역,승차,1634,6825,8530,63097,284938,390537,14935,45876,14644,429,2316,1662,835423
신사역,하차,2879,10585,4705,335214,291739,147913,28539,36199,8433,539,2689,1318,870752
신설동역,승차,2156,5438,2612,109165,153741,120944,33773,109368,25876,503,771,542,564889
신설동역,하차,2724,3260,2594,138133,107795,125185,51085,98058,18698,79,670,1014,549295
신용산역,승차,1326,5484,3785,56788,195563,258806,11392,36232,12939,177,1018,502,584012
신용산역,하차,2396,6824,2552,237354,200926,114217,19295,33575,8158,274,1110,590,627271
신정네거리역,승차,3907,4182,1241,133956,62185,27403,34277,37596,7377,6,18,9,312157
신정네거리역,하차,517,4222,4928,22555,70596,136344,13836,46990,19901,0,18,23,319930
신정역,승차,4533,6688,2407,198388,82711,34759,34223,28391,5834,14,23,12,397983
신정역,하차,3717,4904,4946,28950,73895,151326,11465,36638,18484,1,20,25,334371
신촌역,승차,2860,16177,19145,170649,432490,459269,25099,82360,19760,453,1494,914,1230670
신촌역,하차,7902,18938,10982,284029,439271,360746,40875,69788,14423,242,1191,1223,1249610
신풍역,승차,2947,4496,1380,134229,74990,41632,31388,39670,8637,11,13,6,339399
신풍역,하차,1706,3418,3078,45364,71842,113226,18178,42283,17234,5,9,3,316346
신흥역,승차,2015,3922,2149,57937,31999,17993,14538,23924,5909,4,6,2,160398
신흥역,하차,763,4346,3132,14191,35362,61555,8098,29921,8371,2,2,3,165746
쌍문역,승차,11741,14709,4392,382681,200865,86340,83340,87815,17436,11,24,8,889362
쌍문역,하차,2277,12174,13537,63550,180591,365256,32447,105094,48476,1,14,14,823431
아차산역,승차,5342,20865,6971,143862,115929,70133,39498,61013,14530,8,95,61,478307
아차산역,하차,10885,10076,6136,59845,113965,149457,25206,63142,23223,16,67,45,462063
아현역,승차,3049,10974,2933,109955,90064,50974,23993,35510,7917,31,108,58,335566
아현역,하차,7186,4347,4125,45553,76520,110005,15472,36293,14407,20,73,69,314070
안국역,승차,1702,23164,8620,47817,347984,277709,8971,78073,21180,1347,8650,2192,827409
안국역,하차,17799,9917,2691,348653,291291,59648,46246,62923,5081,3538,6077,1376,855240
안암역,승차,1931,11539,8842,44640,183339,152612,9367,22781,4662,24,85,47,439869
안암역,하차,8181,9418,4959,149194,138521,100233,15786,17023,3662,21,74,67,447139
암사역,승차,6215,5673,1532,264647,110077,50155,50465,55053,10821,29,57,12,554736
