역명,승하차구분,미성년_아침_유동인구,미성년_점심_유동인구,미성년_저녁_유동인구,성인_아침_유동인구,성인_점심_유동인구,성인_저녁_유동인구,노인_아침_유동인구,노인_점심_유동인구,노인_저녁_유동인구,외국인_아침_유동인구,외국인_점심_유동인구,외국인_저녁_유동인구,총유동인구
광나루역,하차,4943,10570,7213,74458,103521,123770,29546.0,38941.0,13093.0,12.0,159.0,117.0,406343.0
광명사거리역,승차,5411,9535,4004,230451,129261,74521,55239.0,91815.0,21431.0,5.0,20.0,26.0,621719.0
광명사거리역,하차,2695,6702,7756,71984,141924,208382,34520.0,109640.0,30377.0,6.0,19.0,12.0,614017.0
광화문역,승차,1293,22362,9817,46899,342855,466179,9114.0,65488.0,23980.0,209.0,1668.0,778.0,990642.0
광화문역,하차,11493,17720,3542,545501,275955,91028,39054.0,51468.0,7190.0,657.0,1653.0,436.0,1045697.0
광흥창역,승차,3689,5061,2063,72690,72943,64844,19678.0,34590.0,6139.0,22.0,55.0,25.0,281799.0
광흥창역,하차,2399,5074,3616,67268,58391,72664,19720.0,29656.0,9737.0,7.0,45.0,36.0,268613.0
교대역,승차,5275,14569,12657,161780,441551,499781,40501.0,151415.0,56082.0,107.0,435.0,242.0,1384395.0
교대역,하차,8586,14246,9779,510233,342448,236343,81371.0,134181.0,22973.0,88.0,471.0,281.0,1361000.0
구로디지털단지역,승차,8947,10865,4339,549561,446880,430389,63748.0,107194.0,41105.0,270.0,547.0,288.0,1664133.0
구로디지털단지역,하차,2254,9959,11076,459116,369042,577998,55772.0,117856.0,38510.0,37.0,278.0,704.0,1642602.0
구산역,승차,3642,8136,4795,101996,51302,22749,26479.0,28958.0,4966.0,0.0,10.0,1.0,253034.0
구산역,하차,4155,5009,3086,14675,35919,64133,10545.0,36216.0,15523.0,3.0,2.0,7.0,189273.0
구의역,승차,5847,8424,4101,298038,197650,119324,46516.0,52953.0,14515.0,14.0,101.0,63.0,747546.0
구의역,하차,1611,8571,7964,105743,177266,307218,24801.0,63423.0,25768.0,6.0,74.0,70.0,722515.0
구파발역,승차,9702,14601,6410,251532,163263,82053,48654.0,78288.0,15410.0,5.0,120.0,33.0,670071.0
구파발역,하차,3897,16571,12136,89081,157162,238417,38570.0,73262.0,26129.0,52.0,108.0,9.0,655394.0
군자역,승차,5921,6961,4814,275586,206090,181042,47314.0,73025.0,26177.0,37.0,116.0,52.0,827135.0
군자역,하차,1730,9116,6381,123455,191365,295085,35325.0,73749.0,26481.0,29.0,91.0,70.0,762877.0
굽은다리역,승차,3645,4874,3350,102248,63031,37339,35850.0,42527.0,9665.0,3.0,11.0,10.0,302553.0
굽은다리역,하차,1133,6517,4404,30244,61506,102792,17054.0,45806.0,19604.0,7.0,12.0,13.0,289092.0
금호역,승차,3091,2626,798,96319,55599,30603,24993.0,26767.0,5903.0,6.0,29.0,8.0,246742.0
금호역,하차,337,3390,2893,20144,56546,88020,10572.0,31533.0,13757.0,1.0,46.0,17.0,227256.0
길동역,승차,2401,2752,1965,68854,57139,36482,28802.0,47092.0,11179.0,34.0,63.0,18.0,256781.0
길동역,하차,730,3799,2740,35617,55691,76437,22558.0,50833.0,15360.0,0.0,27.0,71.0,263863.0
길음역,승차,13150,16307,8321,255140,165800,90388,56621.0,64769.0,14549.0,13.0,53.0,29.0,685140.0
길음역,하차,6382,19725,15422,89694,164102,250398,26094.0,76798.0,31846.0,21.0,38.0,52.0,680572.0
김포공항역,승차,1898,7189,5871,56917,90165,82305,9019.0,28686.0,10264.0,90.0,1107.0,463.0,293974.0
김포공항역,하차,3045,7057,2539,67162,79636,30385,12598.0,27029.0,4250.0,349.0,638.0,154.0,234842.0
까치산역,승차,10359,9937,3835,391015,180581,83023,83616.0,76104.0,15373.0,43.0,108.0,33.0,854027.0
까치산역,하차,2249,11139,10602,54697,181677,380578,27847.0,99485.0,48439.0,13.0,67.0,95.0,816888.0
낙성대역,승차,5278,13508,5984,329464,230521,146096,47395.0,57804.0,14205.0,30.0,72.0,29.0,850386.0
낙성대역,하차,6819,7993,7995,115431,199883,365354,27037.0,66148.0,27809.0,12.0,58.0,74.0,824613.0
남구로역,승차,3160,2471,1396,116073,109403,128666,25991.0,31521.0,10214.0,47.0,54.0,25.0,429021.0
남구로역,하차,825,3377,2462,175050,98148,99019,19821.0,35262.0,13139.0,16.0,117.0,37.0,447273.0
남부터미널역,승차,4961,14043,10693,133383,307417,288298,29560.0,74727.0,29371.0,161.0,412.0,183.0,893209.0
남부터미널역,하차,4588,17469,8529,335538,241657,163660,52732.0,65745.0,16346.0,48.0,236.0,372.0,906920.0
남성역,승차,2851,4072,2333,137390,78799,43859,36457.0,40695.0,8275.0,3.0,3.0,1.0,354738.0
남성역,하차,1453,3989,3165,37523,77089,126787,17372.0,48936.0,19402.0,0.0,5.0,2.0,335723.0
남위례역,승차,2523,8324,2456,68432,57057,44335,14762.0,18906.0,5157.0,3.0,15.0,14.0,221984.0
남위례역,하차,5882,4366,3760,45864,52051,73883,9861.0,19349.0,8941.0,4.0,11.0,17.0,223989.0
남태령역,승차,536,1420,293,10514,15948,8176,3579.0,5706.0,738.0,1.0,4.0,0.0,46915.0
남태령역,하차,1080,214,224,13145,6480,6766,2523.0,4795.0,1802.0,0.0,2.0,0.0,37031.0
남한산성입구역,승차,11588,10391,3123,165951,108863,47412,41925.0,37069.0,6716.0,0.0,1.0,3.0,433042.0
남한산성입구역,하차,4661,9300,7350,70308,79557,142870,16766.0,44525.0,19605.0,3.0,3.0,3.0,394951.0
내방역,승차,2179,4486,3223,77140,123900,139201,22511.0,46095.0,13049.0,13.0,73.0,13.0,431883.0
내방역,하차,1615,5154,3427,162226,94585,86507,27302.0,39302.0,12349.0,37.0,22.0,14.0,432540.0
노원역,승차,19285,42807,39244,415899,454024,376864,104005.0,201362.0,54061.0,197.0,111.0,54.0,1707913.0
노원역,하차,20761,60989,30789,306614,501773,565215,97410.0,201719.0,64093.0,12.0,113.0,229.0,1849717.0
녹번역,승차,7530,6782,2360,222773,101594,43850,39573.0,40384.0,7547.0,55.0,56.0,22.0,472526.0
녹번역,하차,1121,8066,7117,36747,94956,193863,15419.0,46484.0,23953.0,11.0,27.0,52.0,427816.0
녹사평역,승차,882,2609,2074,21694,51885,71969,6450.0,10743.0,2953.0,136.0,528.0,449.0,172372.0
녹사평역,하차,1929,2191,1167,43230,63844,44815,6270.0,9949.0,3288.0,54.0,391.0,419.0,177547.0
논현역,승차,872,2783,4837,45411,161698,265224,10675.0,27545.0,10135.0,30.0,149.0,89.0,529448.0
논현역,하차,1422,5013,2961,268720,137589,85337,19804.0,21582.0,6365.0,40.0,139.0,90.0,549062.0
단대오거리역,승차,7040,7257,3129,148254,81899,46152,38715.0,37564.0,7768.0,0.0,3.0,1.0,377782.0
단대오거리역,하차,1724,7743,6128,44650,73320,141771,16550.0,46381.0,17968.0,2.0,9.0,0.0,356246.0
답십리역,승차,4592,3728,1408,188217,116468,72662,33698.0,47022.0,12670.0,90.0,147.0,67.0,480769.0
답십리역,하차,820,4503,3894,74210,98272,163406,22334.0,49707.0,17904.0,13.0,111.0,157.0,435331.0
당고개역,승차,4265,4302,1700,117607,61814,28081,35754.0,40868.0,8757.0,0.0,6.0,4.0,303158.0
당고개역,하차,563,4372,4765,26853,50302,93819,19159.0,44795.0,20145.0,3.0,10.0,6.0,264792.0
당산역,승차,3898,7367,2979,167605,153929,143333,19540.0,32967.0,11700.0,22.0,87.0,49.0,543476.0
당산역,하차,4596,6287,6220,151710,157181,231403,20746.0,35716.0,13426.0,11.0,105.0,91.0,627492.0
대림역,승차,7835,8106,3905,367339,289898,171037,70768.0,97392.0,25417.0,233.0,334.0,131.0,1042395.0
대림역,하차,2252,10238,7846,177275,323425,339921,52379.0,109397.0,35624.0,74.0,371.0,215.0,1059017.0
대청역,승차,4574,12168,3993,100334,81334,51413,25421.0,33513.0,8055.0,16.0,28.0,4.0,320853.0
대청역,하차,5985,6254,6978,55548,62519,99580,15471.0,33889.0,15462.0,0.0,13.0,27.0,301726.0
대치역,승차,5597,14209,31845,86508,81496,77805,24483.0,40545.0,10874.0,1.0,13.0,13.0,373389.0
대치역,하차,7580,33626,11538,62415,88349,87201,21455.0,38180.0,13312.0,4.0,45.0,32.0,363737.0
대흥역,승차,2262,10003,6688,57867,90051,76504,15710.0,29978.0,8806.0,12.0,59.0,40.0,297980.0
대흥역,하차,7738,8000,3613,84164,81048,72897,17223.0,28397.0,8662.0,10.0,65.0,55.0,311872.0
도곡역,승차,1832,4681,1768,41109,52978,40528,8819.0,18131.0,4532.0,4.0,17.0,12.0,174411.0
도곡역,하차,2678,3956,2367,52357,41698,40812,10451.0,15393.0,4293.0,9.0,17.0,2.0,174033.0
도림천역,승차,463,1686,394,9818,10076,6079,2680.0,5273.0,1321.0,0.0,0.0,2.0,37792.0
도림천역,하차,1283,613,622,9779,7890,9751,3648.0,5131.0,1713.0,0.0,0.0,7.0,40437.0
도봉산역,승차,4036,6165,1645,130902,62784,26253,20657.0,34236.0,6674.0,0.0,9.0,1.0,293362.0
도봉산역,하차,2234,5256,5498,43272,70206,136586,26599.0,44781.0,15164.0,8.0,13.0,3.0,349620.0
독립문역,승차,3239,10116,2217,51845,67252,34226,25704.0,47893.0,8661.0,25.0,113.0,29.0,251320.0
독립문역,하차,5450,6829,3340,58044,53315,50819,29733.0,41673.0,12295.0,55.0,110.0,21.0,261684.0
독바위역,승차,2020,1669,545,36636,15480,6168,10522.0,10397.0,1936.0,0.0,5.0,0.0,85378.0
독바위역,하차,232,1651,1781,6923,15471,35409,6385.0,14206.0,7511.0,0.0,9.0,1.0,89579.0
돌곶이역,승차,4430,3209,1429,121781,73431,41796,27397.0,33421.0,8086.0,15.0,11.0,3.0,315009.0
돌곶이역,하차,1018,3681,3149,41577,63111,107661,16474.0,36353.0,14549.0,0.0,14.0,20.0,287607.0
동대문역,승차,3029,14329,5671,104035,348722,222457,49817.0,205304.0,50160.0,759.0,3611.0,2775.0,1010669.0
동대문역,하차,3542,15848,3493,247283,283572,153967,104979.0,170293.0,24901.0,767.0,4413.0,4067.0,1017125.0
동대문역사문화공원역,승차,2821,25122,11681,126019,412578,404599,18905.0,88177.0,34603.0,3683.0,9017.0,6082.0,1143287.0
동대문역사문화공원역,하차,12060,20564,6683,329995,358076,266305,55692.0,72723.0,13044.0,1270.0,8146.0,9824.0,1154382.0
동대입구역,승차,1282,6994,5263,30003,139313,151591,6620.0,28652.0,10965.0,378.0,921.0,355.0,382337.0
동대입구역,하차,5782,8089,2307,156240,150396,59487,20945.0,24828.0,4280.0,177.0,809.0,606.0,433946.0
동묘앞역,승차,2098,20818,5935,87513,173312,88021,30135.0,188708.0,30341.0,549.0,1038.0,355.0,628823.0
동묘앞역,하차,6666,22733,3004,93601,160180,110324,62930.0,167929.0,15652.0,131.0,877.0,809.0,644836.0
동작역,승차,547,3324,428,6292,15978,15981,4007.0,10346.0,2776.0,3.0,44.0,47.0,59773.0
동작역,하차,2162,1770,340,14371,15397,13428,7104.0,9041.0,1641.0,12.0,50.0,37.0,65353.0
둔촌동역,승차,2885,4625,2995,73324,71498,45412,23433.0,40790.0,11056.0,26.0,88.0,27.0,276159.0
둔촌동역,하차,759,4989,3530,55010,56775,76447,20101.0,41761.0,14236.0,44.0,61.0,51.0,273764.0
디지털미디어시티역,승차,5880,5134,1698,157104,107707,96296,28041.0,30539.0,8585.0,22.0,96.0,55.0,441157.0
디지털미디어시티역,하차,1330,7817,7431,137857,95314,151502,16523.0,33988.0,16139.0,21.0,60.0,110.0,468092.0
뚝섬역,승차,2528,11608,7019,72911,252789,335210,19061.0,39585.0,12455.0,52.0,1089.0,750.0,755057.0
뚝섬역,하차,3449,12227,4894,314644,250101,123270,27819.0,33016.0,10154.0,177.0,943.0,259.0,780953.0
마곡역,승차,5129,6762,3232,71477,118050,97001,18148.0,28720.0,6676.0,10.0,26.0,13.0,355244.0
마곡역,하차,1354,7786,6326,137328,77071,77494,17652.0,24881.0,9733.0,9.0,37.0,14.0,359685.0
마들역,승차,4728,7699,2692,177639,77357,28285,44981.0,49144.0,7886.0,0.0,2.0,0.0,400413.0
마들역,하차,2689,5826,4508,25164,76381,157393,18850.0,55884.0,24822.0,0.0,3.0,2.0,371522.0
마장역,승차,2051,3252,977,51782,45857,31107,14980.0,25697.0,6010.0,5.0,126.0,196.0,182040.0
마장역,하차,1573,2307,1813,33340,37514,48868,13977.0,23154.0,7875.0,4.0,234.0,152.0,170811.0
마천역,승차,7205,3082,918,100019,37369,18499,30924.0,27980.0,5250.0,1.0,12.0,6.0,231265.0
마천역,하차,393,6026,4602,19032,37807,78501,14073.0,34000.0,17413.0,0.0,3.0,10.0,211860.0
마포구청역,승차,4760,5443,2743,147507,114232,89508,35596.0,42487.0,11385.0,19.0,96.0,45.0,453821.0
마포구청역,하차,2056,5829,4290,74369,93715,136663,20170.0,43525.0,17062.0,9.0,31.0,49.0,397768.0
마포역,승차,2758,3000,1608,98784,120030,129906,20044.0,38081.0,11569.0,399.0,696.0,224.0,427099.0
마포역,하차,652,3568,3197,137768,102430,115922,20439.0,36629.0,12421.0,76.0,474.0,707.0,434283.0
망원역,승차,3580,6493,4976,99765,145047,145916,28294.0,51456.0,12380.0,106.0,649.0,221.0,498883.0
망원역,하차,1631,9294,4477,88525,192284,139708,21622.0,58371.0,15703.0,183.0,645.0,257.0,532700.0
매봉역,승차,1980,4010,2402,61795,99772,112579,21372.0,44702.0,10969.0,7.0,19.0,16.0,359623.0
매봉역,하차,1102,4125,2796,131749,69802,66000,24624.0,36387.0,11068.0,8.0,16.0,14.0,347691.0
먹골역,승차,3102,4788,2312,115307,78450,46662,29618.0,41381.0,11064.0,2.0,23.0,6.0,332715.0
먹골역,하차,864,5265,4057,32848,76284,120275,16032.0,48031.0,17878.0,1.0,16.0,8.0,321559.0
면목역,승차,5330,7020,2098,190580,110487,52982,44025.0,51170.0,13279.0,23.0,11.0,10.0,477015.0
면목역,하차,2974,5751,5055,55480,102998,174398,24536.0,62440.0,23980.0,3.0,13.0,24.0,457652.0
명동역,승차,1670,23028,12112,85442,383867,427808,6982.0,55209.0,18728.0,6192.0,14749.0,12976.0,1048763.0
명동역,하차,13563,20566,5020,330647,424274,206030,33724.0,44904.0,4839.0,3547.0,23068.0,15206.0,1125388.0
명일역,승차,3961,6180,2245,97191,57070,30595,33040.0,39972.0,9223.0,1.0,3.0,4.0,279485.0
명일역,하차,1833,5799,5436,27268,56569,103052,20389.0,45618.0,18421.0,0.0,4.0,2.0,284391.0
모란역,승차,1927,5812,2731,27603,31128,27624,13364.0,41834.0,8665.0,7.0,18.0,0.0,160713.0
모란역,하차,3553,3799,3131,17394,23221,28392,15969.0,29493.0,4524.0,3.0,2.0,5.0,129486.0
목동역,승차,5121,8803,8165,192220,118337,76587,36323.0,44799.0,10801.0,60.0,134.0,17.0,501367.0
목동역,하차,3952,11387,7319,65857,129808,218521,20417.0,49911.0,22941.0,11.0,75.0,117.0,530316.0
몽촌토성역,승차,2292,9659,1493,52152,62122,54208,9208.0,23977.0,6104.0,22.0,101.0,50.0,221388.0
몽촌토성역,하차,8509,3527,1316,63527,52031,56649,14210.0,19555.0,4911.0,7.0,43.0,66.0,224351.0
무악재역,승차,1739,1659,499,51989,28317,14465,16029.0,16964.0,3056.0,1.0,18.0,5.0,134741.0
무악재역,하차,339,1932,2050,12577,26804,51837,7000.0,21481.0,9831.0,3.0,14.0,9.0,133877.0
문래역,승차,5378,5970,3272,140621,175971,232870,25027.0,54219.0,14984.0,32.0,114.0,61.0,658519.0
문래역,하차,1592,7910,4791,244293,158546,169528,34382.0,46986.0,13439.0,25.0,87.0,101.0,681680.0
문정역,승차,1763,3958,3486,95642,200984,230560,16904.0,40157.0,10651.0,8.0,50.0,26.0,604189.0
문정역,하차,2264,3850,2855,322911,119007,113537,24246.0,33413.0,9892.0,25.0,33.0,25.0,632058.0
미사역,승차,8634,13375,12368,196371,127000,93717,36597.0,49160.0,13797.0,5.0,23.0,19.0,551066.0
미사역,하차,2658,21361,12747,66395,135272,224679,23756.0,51447.0,23251.0,6.0,20.0,20.0,561612.0
미아사거리역,승차,10462,20751,6833,275371,190540,119344,74769.0,103001.0,24932.0,16.0,48.0,33.0,826100.0
미아사거리역,하차,7059,15750,13559,88417,192924,291268,38202.0,120314.0,44239.0,12.0,34.0,33.0,811811.0
미아역,승차,5250,14137,7661,147904,119216,68192,48847.0,65666.0,15014.0,14.0,36.0,16.0,491953.0
미아역,하차,11112,7381,5474,71798,103032,143393,31597.0,72291.0,26838.0,7.0,23.0,40.0,472986.0
반포역,승차,2279,2838,1691,33200,64436,53691,8728.0,25224.0,8795.0,2.0,39.0,31.0,200954.0
반포역,하차,727,4301,2212,61995,49657,33073,14333.0,21134.0,4671.0,10.0,21.0,24.0,192158.0
발산역,승차,3093,13349,8938,90276,211806,230154,26743.0,72902.0,20453.0,187.0,210.0,77.0,678188.0
발산역,하차,4846,12833,7195,245861,169073,146141,37590.0,62774.0,15623.0,27.0,168.0,271.0,702402.0
방배역,승차,3358,15441,9760,87708,170168,153850,22859.0,46946.0,11973.0,8.0,50.0,13.0,522134.0
방배역,하차,8826,13817,6442,177389,142939,109467,28463.0,40274.0,12212.0,14.0,39.0,14.0,539896.0
방이역,승차,2710,7405,10050,52838,47975,47796,20551.0,27699.0,7859.0,4.0,12.0,6.0,224905.0
방이역,하차,2522,12690,5262,43250,50991,58888,14297.0,29826.0,11823.0,2.0,9.0,6.0,229566.0
방화역,승차,3023,6711,1659,74045,47110,20860,25493.0,32882.0,5617.0,4.0,10.0,1.0,217415.0
방화역,하차,3211,4017,4070,24424,39959,69078,15051.0,33995.0,13664.0,1.0,4.0,12.0,207486.0
버티고개역,승차,678,839,525,18642,17246,12702,6228.0,7403.0,1675.0,3.0,15.0,24.0,65980.0
버티고개역,하차,446,1134,985,11098,14616,20575,4685.0,8624.0,3888.0,2.0,26.0,13.0,66092.0
보라매역,승차,1640,3922,1801,69030,56287,41638,11222.0,19986.0,5196.0,11.0,18.0,9.0,210760.0
보라매역,하차,2691,2940,2467,42982,54006,74593,9691.0,21698.0,6254.0,4.0,21.0,29.0,217376.0
보문역,승차,2181,4072,1741,85343,72013,49796,14338.0,17540.0,4318.0,19.0,23.0,20.0,251404.0
보문역,하차,3185,2631,2189,47054,57262,87774,9851.0,17519.0,7078.0,14.0,17.0,35.0,234609.0
복정역,승차,3210,5788,1900,102816,78359,57487,16779.0,22377.0,6942.0,3.0,2.0,2.0,295665.0
복정역,하차,2225,4006,4066,53948,62731,85856,14721.0,17648.0,8760.0,0.0,13.0,1.0,253975.0
봉천역,승차,4109,7167,3053,312303,158398,83030,61715.0,81846.0,18929.0,23.0,59.0,9.0,730641.0
봉천역,하차,2865,5208,5363,60699,152535,294574,33370.0,94732.0,34036.0,13.0,26.0,55.0,683476.0
봉화산역,승차,3611,3153,1051,124295,55533,24531,23979.0,27946.0,4846.0,2.0,3.0,0.0,268950.0
봉화산역,하차,453,3773,3883,26686,56226,106008,11554.0,30718.0,13568.0,1.0,2.0,0.0,252872.0
불광역,승차,4534,7332,3449,207958,150284,89794,57836.0,114632.0,26891.0,56.0,85.0,22.0,662873.0
불광역,하차,2512,7999,6033,91638,153008,226176,44629.0,126853.0,36921.0,25.0,56.0,70.0,695920.0
사가정역,승차,5318,5790,2283,189602,114050,67107,46069.0,57020.0,14759.0,5.0,10.0,8.0,502021.0
사가정역,하차,1502,6673,5739,58192,118275,193601,25050.0,66507.0,25822.0,1.0,4.0,14.0,501380.0
사당역,승차,14160,23882,14383,582152,538889,562722,83807.0,184493.0,70240.0,91.0,297.0,229.0,2075345.0
사당역,하차,7665,24522,24330,330739,586746,800199,85559.0,195445.0,52857.0,74.0,313.0,315.0,2108764.0
산성역,승차,4312,3164,822,88375,42721,15532,18968.0,17634.0,2742.0,3.0,5.0,4.0,194282.0
산성역,하차,770,4046,4245,18281,39829,87036,9087.0,22360.0,11206.0,1.0,10.0,0.0,196871.0
삼각지역,승차,1899,6346,2115,71071,148387,162981,9338.0,29415.0,11258.0,180.0,1410.0,416.0,444816.0
삼각지역,하차,3482,4638,2217,123746,143556,116088,14517.0,26339.0,6551.0,266.0,1221.0,302.0,442923.0
삼성역,승차,1953,22059,14864,79404,616365,710395,16298.0,87672.0,26348.0,797.0,5330.0,2990.0,1584475.0
삼성역,하차,11712,21048,4722,845796,447657,139286,52571.0,59653.0,8637.0,751.0,4679.0,2124.0,1598636.0
상계역,승차,9647,16116,9261,241437,121697,62899,58030.0,66289.0,14699.0,2.0,1.0,5.0,600083.0
상계역,하차,9219,13833,9868,48755,118937,219515,27361.0,72254.0,34427.0,0.0,8.0,6.0,554183.0
상도역,승차,3164,4780,2438,117421,108404,75886,30621.0,33970.0,7153.0,9.0,12.0,7.0,383865.0
상도역,하차,2031,5235,3998,67378,102065,129216,15385.0,37401.0,15335.0,4.0,12.0,16.0,378076.0
상봉역,승차,4068,6021,3436,202867,137137,97797,26025.0,41371.0,16653.0,11.0,42.0,29.0,535457.0
상봉역,하차,1194,6738,6164,68186,134163,221239,21205.0,43989.0,15670.0,7.0,47.0,31.0,518633.0
상수역,승차,1684,6361,6731,47813,107299,139208,7916.0,12334.0,3239.0,119.0,619.0,719.0,334042.0
상수역,하차,3450,8783,4227,88326,136947,109118,6640.0,12789.0,4258.0,59.0,609.0,512.0,375718.0
상왕십리역,승차,6322,5987,2267,161255,117543,72210,28030.0,36249.0,9890.0,55.0,113.0,69.0,439990.0
상왕십리역,하차,1931,8419,5043,64802,109156,163085,19584.0,39916.0,16032.0,22.0,91.0,111.0,428192.0
상월곡역,승차,3566,3137,955,74925,54961,28312,19776.0,21265.0,4414.0,11.0,13.0,11.0,211346.0
상월곡역,하차,1191,3365,2424,33384,44174,67381,10502.0,23165.0,10256.0,4.0,18.0,6.0,195870.0
상일동역,승차,7550,10402,2641,196234,87427,40823,46064.0,45521.0,10289.0,3.0,11.0,3.0,446968.0
상일동역,하차,889,8321,10415,37899,84890,177573,20445.0,52684.0,26709.0,0.0,5.0,8.0,419838.0
새절역,승차,4500,8192,2271,165317,83360,36560,45400.0,45752.0,9608.0,3.0,21.0,8.0,400992.0
새절역,하차,3172,5800,5187,35212,75733,147298,18784.0,56985.0,25362.0,2.0,8.0,12.0,373555.0
서대문역,승차,3756,15596,4683,71410,193474,210839,17414.0,47976.0,11445.0,205.0,382.0,159.0,577339.0
서대문역,하차,10540,6195,3672,303739,112408,72717,28652.0,36075.0,8489.0,35.0,293.0,341.0,583156.0
서울대입구역,승차,7008,18255,10538,493041,400321,297238,68720.0,93461.0,26284.0,52.0,117.0,55.0,1415090.0
서울대입구역,하차,7635,14495,11065,193205,367271,593188,41304.0,104877.0,35940.0,31.0,96.0,89.0,1369196.0
