역명,승하차구분,승객유형,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,합계
강남,승차,어린이,2,4,17,86,282,352,432,521,589,575,611,536,509,423,274,243,188,92,16,1,5753
강남,승차,외국인,2,1,12,13,70,131,147,203,248,275,298,265,347,284,248,254,195,145,46,9,3193
강남,승차,우대권,1695,4065,2906,3405,4790,7570,9773,9849,10864,15829,19220,15604,12330,8707,6379,5347,4654,2725,914,167,146793
강남,승차,일반,6176,11654,30974,52128,41467,39760,53884,68934,84242,90505,111157,139293,208082,275563,191176,147234,165826,141827,72445,12987,1945314
강남,승차,중고생,3,0,0,0,1,3,6,11,28,20,16,23,21,26,26,24,32,27,6,0,273
강남,승차,청소년,132,162,402,781,1249,1527,2235,3396,3719,3783,4381,5216,6215,5289,4404,4442,6352,7927,1599,221,63432
강남,하차,어린이,1,3,18,98,278,405,477,425,500,509,487,510,412,375,288,236,202,61,8,5,5298
강남,하차,외국인,1,1,3,44,93,179,190,253,301,275,265,295,297,236,242,135,109,72,31,3,3025
강남,하차,우대권,4798,10011,6890,8411,11255,10434,10328,9185,10509,10145,9005,7840,6470,4319,2750,2204,1594,936,542,159,127785
강남,하차,일반,5981,38136,123947,260736,282044,130546,86178,87834,99658,86979,86055,90694,116991,158361,95262,49617,39246,33641,20203,5825,1897934
강남,하차,중고생,0,0,2,6,49,30,12,18,17,20,21,34,26,15,17,9,8,3,1,1,289
강남,하차,청소년,33,151,3911,2061,4182,3247,3447,4381,4858,4295,4719,4913,5243,4960,3432,2395,2042,1641,601,140,60652
강남구청,승차,어린이,2,1,5,20,29,45,82,95,102,91,107,136,100,77,105,30,52,16,0,0,1095
강남구청,승차,외국인,0,1,0,0,0,2,5,6,9,13,9,17,11,12,8,15,3,0,0,0,111
강남구청,승차,우대권,466,1372,1140,1377,2117,2808,3119,3066,3449,4634,5856,4942,4240,3639,2358,1676,1497,707,198,19,48680
강남구청,승차,일반,1107,2047,4904,7065,5543,5322,7395,9681,11969,14713,18379,24277,41372,75274,45960,27883,26571,18852,8208,1472,357994
강남구청,승차,중고생,0,2,0,0,0,2,2,4,1,4,4,3,4,1,3,2,0,0,0,0,32
강남구청,승차,청소년,9,17,69,115,151,218,277,393,460,421,488,553,641,548,475,438,525,446,78,8,6330
강남구청,하차,어린이,0,0,5,24,34,105,99,86,105,106,144,102,120,95,54,34,27,14,3,2,1159
강남구청,하차,외국인,0,4,6,1,4,4,14,14,17,10,14,12,8,10,6,3,1,3,0,1,132
강남구청,하차,우대권,1043,4676,3312,4506,4684,3864,3356,3092,3636,3293,3202,2910,2686,1934,1298,1043,596,332,199,98,49760
강남구청,하차,일반,431,9432,26796,88184,88589,33758,18470,16078,17251,13783,11949,12198,14076,16678,10244,6917,5285,4570,3246,1633,399568
강남구청,하차,중고생,0,0,0,0,1,3,4,0,1,3,3,1,5,3,1,3,2,3,1,0,34
강남구청,하차,청소년,8,48,138,356,653,602,441,535,706,464,485,432,602,430,225,164,166,195,72,22,6744
강동,승차,어린이,2,1,18,98,155,210,220,201,171,259,201,185,135,111,79,51,37,15,2,1,2152
강동,승차,외국인,0,0,1,1,4,8,10,3,2,0,2,2,2,2,2,7,2,0,0,0,48
강동,승차,우대권,3568,3456,4549,6433,6971,8064,7449,7284,6716,7574,7924,8413,7487,5225,3276,2175,1539,825,340,67,99335
강동,승차,일반,6101,13814,41767,55116,25299,15888,14403,16456,15415,14701,16091,19699,30192,34371,15881,11857,10045,7739,3452,677,368964
강동,승차,중고생,0,0,0,0,1,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,7
강동,승차,청소년,18,69,415,396,391,370,415,592,637,584,472,569,671,447,409,323,232,189,87,19,7305
강동,하차,어린이,0,26,11,52,86,114,84,148,182,173,176,180,263,260,124,138,65,58,6,6,2152
강동,하차,외국인,0,1,1,0,0,0,1,4,2,6,2,4,13,2,2,6,1,4,6,0,55
강동,하차,우대권,771,3127,3446,5717,5331,5892,6325,7013,8606,8602,8659,8124,7133,5995,4334,3032,2430,1490,662,261,96950
강동,하차,일반,460,6267,21228,36558,17411,11368,9746,11077,13887,12843,14097,17544,24102,45191,34338,22959,21079,19376,12781,5515,357827
강동,하차,중고생,0,0,0,0,1,0,1,1,1,1,2,1,0,0,0,0,0,0,1,0,9
강동,하차,청소년,3,38,141,267,275,307,261,375,426,448,465,537,598,621,550,477,455,652,281,128,7305
강동구청,승차,어린이,3,4,26,79,121,132,134,163,177,157,130,124,104,89,72,25,10,5,0,0,1555
강동구청,승차,외국인,0,0,1,0,2,1,4,12,2,6,3,4,6,3,1,0,2,0,0,0,47
강동구청,승차,우대권,2370,2692,3146,4420,5087,5411,4964,4779,4892,4790,4923,4491,3619,2962,1427,1116,944,461,137,48,62679
강동구청,승차,일반,2219,7446,23308,32701,16449,8915,7997,8509,8573,7980,8342,10642,14428,21797,8780,6064,5611,3894,1686,342,205683
강동구청,승차,중고생,0,0,0,0,1,0,0,3,1,3,3,2,2,1,1,0,0,0,0,0,17
강동구청,승차,청소년,15,48,379,350,296,368,456,488,518,475,476,550,489,404,237,200,161,156,63,23,6152
강동구청,하차,어린이,1,3,3,14,48,58,89,110,134,167,151,168,203,162,102,99,81,37,8,1,1639
강동구청,하차,외국인,0,15,0,0,0,5,0,1,2,2,0,8,5,6,2,1,1,0,0,0,48
강동구청,하차,우대권,485,1943,2462,3436,3241,3924,4282,4197,4455,4930,5919,6107,5297,4520,2983,2165,1766,1020,386,141,63659
강동구청,하차,일반,302,3313,10553,27115,10216,5674,5288,6137,7762,7028,8557,10526,15452,28697,20817,13301,12123,10890,6426,2065,212242
강동구청,하차,중고생,0,0,0,0,1,0,0,3,0,0,2,1,3,2,3,1,0,1,1,0,18
강동구청,하차,청소년,1,28,79,59,117,139,200,258,384,436,518,533,491,549,443,360,488,727,213,42,6065
강변,승차,어린이,2,8,77,311,680,694,665,610,566,536,517,455,400,305,202,156,106,38,9,0,6337
강변,승차,외국인,0,0,5,22,30,33,45,52,26,42,37,55,23,27,36,30,22,16,9,0,510
강변,승차,우대권,2473,2830,4360,7011,8700,9515,9285,8146,8153,7947,8428,8290,6907,5769,4248,2914,1867,941,370,61,108215
강변,승차,일반,5475,20502,61989,94082,66825,48171,43822,40982,40329,35396,35356,38951,43069,47187,32995,25972,23267,14984,6230,979,726563
강변,승차,중고생,0,0,2,4,11,6,12,7,8,5,6,4,8,3,4,3,2,4,0,0,89
강변,승차,청소년,20,203,1186,2599,3591,3317,3402,3215,2814,2164,2023,2192,2513,1707,1379,997,870,564,215,18,34989
강변,하차,어린이,1,34,58,76,157,241,297,340,470,516,661,663,702,679,583,416,253,129,32,16,6324
강변,하차,외국인,0,0,7,7,21,23,16,39,51,40,42,38,48,27,32,27,7,10,1,0,436
강변,하차,우대권,512,4335,3813,4566,5358,7356,7481,7640,7871,9030,10170,9968,7977,6499,4480,3318,2361,1455,542,107,104839
강변,하차,일반,1284,12996,17036,32628,27772,27431,25892,30130,33799,36650,43486,48531,63059,90378,66121,43920,37084,32053,18282,4903,693435
강변,하차,중고생,0,2,2,0,2,1,3,2,10,4,4,7,5,9,5,5,5,4,2,0,72
강변,하차,청소년,24,311,407,640,685,919,1013,1328,1645,1644,1923,2275,3383,3455,3740,3315,2476,2881,869,125,33058
강일,승차,어린이,0,4,30,79,125,127,165,205,148,151,114,115,108,67,48,19,6,3,3,1,1518
강일,승차,외국인,2,0,0,0,2,0,4,7,0,3,3,0,0,1,3,0,0,0,0,0,25
강일,승차,우대권,1071,1807,3081,4235,4428,4798,3813,3056,3189,2489,2725,2150,1464,1672,625,426,289,221,40,8,41587
강일,승차,일반,1286,5131,18843,15842,7598,5298,4752,4643,4262,3702,4156,5216,5849,6251,2773,2004,1648,1397,381,86,101118
강일,승차,중고생,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,5
강일,승차,청소년,11,93,426,377,412,432,482,668,633,613,516,679,671,448,210,129,111,85,56,24,7076
강일,하차,어린이,0,0,2,11,18,26,38,65,75,125,170,135,203,159,115,89,80,27,12,2,1352
강일,하차,외국인,0,1,1,0,0,0,0,1,0,0,1,4,2,3,0,2,10,0,0,0,25
강일,하차,우대권,348,1419,1462,1735,1082,1528,1870,2852,2222,2801,3668,3849,4383,3530,2466,1754,1400,838,431,71,39709
강일,하차,일반,231,1943,2977,5560,2933,1749,1483,2273,2399,2833,3362,4082,6902,12601,13402,7341,6842,6203,4618,1555,91289
강일,하차,중고생,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,4
강일,하차,청소년,3,13,33,49,84,78,123,206,317,334,415,428,606,593,672,615,712,998,432,64,6775
개롱,승차,어린이,1,7,5,46,103,120,137,144,121,132,154,143,103,63,32,52,11,3,2,0,1379
개롱,승차,외국인,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,4
개롱,승차,우대권,1449,1603,2409,3887,4301,4273,3928,3874,3839,3520,3282,3415,3161,2212,1320,934,625,250,54,4,48340
개롱,승차,일반,1795,5804,16603,15947,7184,5199,4860,5226,4845,4347,4386,5673,7073,9194,4350,3281,2622,1992,649,90,111120
개롱,승차,중고생,0,0,0,5,2,0,0,2,3,2,1,11,2,1,0,0,1,0,0,0,30
개롱,승차,청소년,15,94,271,376,582,410,570,1691,864,563,558,1157,1030,516,274,144,123,119,33,8,9398
개롱,하차,어린이,0,3,10,21,49,56,68,68,137,184,141,118,145,138,115,56,60,60,10,1,1440
개롱,하차,외국인,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
개롱,하차,우대권,640,1101,2077,2812,2556,2788,3055,3228,3316,4070,4193,5101,4474,3441,2689,1784,1234,861,353,74,49847
개롱,하차,일반,127,1287,3535,10868,5309,3028,2801,3370,3877,4576,4286,6503,8994,14948,15106,8139,6663,7530,4585,1615,117147
개롱,하차,중고생,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,2,0,0,13
개롱,하차,청소년,3,9,388,404,207,186,282,361,551,482,445,578,672,627,609,528,540,1374,302,69,8617
개화산,승차,어린이,5,7,15,51,56,106,87,80,153,118,108,86,89,53,29,23,11,7,0,0,1084
개화산,승차,외국인,0,1,0,0,0,0,2,1,1,0,1,3,0,1,0,1,0,0,0,0,11
개화산,승차,우대권,1539,1698,2321,3164,3447,3206,3003,3221,3262,2977,2644,2166,1901,1448,810,552,468,245,88,18,38178
개화산,승차,일반,2338,5524,16020,16137,7112,4541,4584,4703,4535,4068,4379,5880,9770,11335,4927,2686,2546,2382,692,92,114251
개화산,승차,중고생,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
개화산,승차,청소년,22,73,272,161,222,195,325,306,413,301,302,298,360,305,141,109,73,74,42,1,3995
개화산,하차,어린이,0,0,5,18,25,30,29,78,88,78,79,140,132,112,73,83,42,40,14,6,1072
개화산,하차,외국인,0,0,0,0,0,0,0,0,4,0,0,4,0,3,2,3,0,0,1,0,17
개화산,하차,우대권,203,1269,941,2152,2361,2566,2655,2900,2459,2764,3248,3343,3126,2538,1959,1264,956,584,323,58,37669
개화산,하차,일반,112,2515,4640,13239,4871,2632,2753,3615,3243,3481,4134,4910,7438,13205,11887,7425,7190,6179,3981,1517,108967
개화산,하차,중고생,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
개화산,하차,청소년,4,18,22,36,38,93,95,151,194,190,252,299,327,317,321,300,321,522,191,74,3765
거여,승차,어린이,3,6,22,125,204,187,200,176,142,155,131,115,107,74,26,19,23,12,1,1,1729
거여,승차,외국인,0,0,0,0,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,6
거여,승차,우대권,2425,2942,4374,5759,6261,5704,4826,4867,4621,4008,4090,3872,3256,2073,1328,888,747,321,84,18,62464
거여,승차,일반,3303,10823,32305,32379,14656,8810,7831,8404,7833,6829,6818,8593,10724,11380,5388,4262,3632,2709,994,132,187805
거여,승차,중고생,0,0,1,2,1,3,2,1,5,1,1,3,4,0,0,0,0,0,0,0,24
거여,승차,청소년,24,114,399,544,658,523,570,726,800,552,589,802,860,510,286,163,152,140,44,2,8458
거여,하차,어린이,0,1,2,9,39,51,56,61,206,122,146,179,181,200,126,129,88,59,22,2,1679
거여,하차,외국인,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0,7
거여,하차,우대권,384,1364,2014,2986,3096,2956,3365,3444,4183,4406,5310,6783,5520,5455,3605,2363,1747,1328,576,176,61061
거여,하차,일반,186,1885,4986,12237,5372,3718,3758,4330,5790,5838,6770,10288,14797,28733,26151,13813,11203,12529,7221,2673,182278
거여,하차,중고생,0,0,0,0,0,1,3,0,1,0,0,2,1,2,0,5,3,1,3,0,22
거여,하차,청소년,3,9,26,114,63,110,210,318,602,407,448,641,802,777,709,700,647,1459,335,97,8477
건대입구,승차,어린이,3,9,40,120,213,288,339,505,635,648,790,742,703,569,430,354,266,88,35,3,6780
건대입구,승차,외국인,0,10,6,12,52,51,82,70,68,83,64,83,89,92,68,52,34,37,11,2,966
건대입구,승차,우대권,3778,3667,5480,7204,8927,9778,11201,10507,10798,12116,13452,12864,9981,8172,6094,4764,3432,2220,824,95,145354
건대입구,승차,일반,12330,19591,51519,91647,60480,38092,37051,43636,48475,51359,58850,69038,90199,99929,74012,77992,82124,82269,49287,8304,1146184
건대입구,승차,중고생,2,1,3,1,4,15,4,6,15,12,7,10,15,15,14,17,16,17,8,0,182
건대입구,승차,청소년,609,518,776,747,721,784,1179,1975,2392,2751,3377,4009,4850,4994,4901,5049,5261,5050,2738,407,53088
건대입구,하차,어린이,2,7,21,69,164,460,591,639,761,871,709,707,627,528,364,253,178,102,69,22,7144
건대입구,하차,외국인,0,2,3,12,24,31,55,59,38,83,56,91,92,100,70,94,42,42,27,6,927
건대입구,하차,우대권,965,5774,5719,7981,9057,9688,12078,11822,11660,11522,12346,11553,10899,8745,5372,3743,2943,1792,759,326,144744
건대입구,하차,일반,1745,14942,31718,72282,62888,48257,48833,56290,63880,63102,69267,80418,108515,161792,111998,67063,60967,52877,32081,12472,1221387
건대입구,하차,중고생,0,2,2,2,2,6,10,15,17,17,11,12,28,20,18,8,8,10,6,5,199
건대입구,하차,청소년,34,76,238,525,1215,1833,3256,4466,5266,4982,4970,5565,6464,6258,4282,2748,2096,1992,1018,376,57660
경복궁,승차,어린이,0,6,14,32,97,168,276,616,756,969,1245,1330,954,458,200,114,67,23,6,0,7331
경복궁,승차,외국인,0,4,16,2,26,186,353,525,750,1038,1017,1121,833,404,169,76,45,9,8,0,6582
경복궁,승차,우대권,754,1160,1546,2577,3924,4891,5335,5323,6696,8808,10050,9505,7311,5347,3186,2662,1962,953,335,26,82351
경복궁,승차,일반,1254,3762,9701,15267,13021,11224,14919,19837,25513,32080,39134,50086,68291,94977,39242,31372,31133,20158,7783,945,529699
경복궁,승차,중고생,0,0,0,0,1,6,3,3,3,8,8,9,9,7,2,3,1,3,2,0,68
경복궁,승차,청소년,4,67,313,281,408,490,752,1254,1173,1287,1612,2055,1796,1324,732,517,533,386,88,8,15080
경복궁,하차,어린이,0,0,15,100,688,1159,1482,1499,1295,986,689,404,238,180,114,84,54,32,14,2,9035
경복궁,하차,외국인,0,2,27,165,749,1395,1585,1178,974,719,533,259,127,84,78,26,14,25,22,2,7964
경복궁,하차,우대권,438,2674,3724,5595,8502,8645,8545,7585,6909,6078,5578,5080,4235,2906,1856,1412,984,564,331,86,81727
경복궁,하차,일반,747,9094,28647,106698,55099,38245,39159,38397,41585,34004,28401,24318,23546,25190,17549,9570,8175,7559,4428,1259,541670
경복궁,하차,중고생,0,0,1,0,8,8,5,11,11,9,7,18,8,1,1,0,0,2,0,0,90
경복궁,하차,청소년,2,20,399,370,802,1069,1446,1478,1753,1357,1088,1074,887,647,506,421,418,744,240,34,14755
경찰병원,승차,어린이,1,3,9,42,86,97,90,67,74,129,110,66,62,51,14,18,12,12,1,0,944
경찰병원,승차,외국인,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5
경찰병원,승차,우대권,957,1149,1919,2685,3464,3938,3555,3106,3161,3448,3552,2596,2122,2009,1077,927,597,304,47,5,40618
경찰병원,승차,일반,1504,5532,17518,21922,10589,6922,6159,6046,5973,5965,6495,6796,11897,17093,5965,4552,3852,2892,874,147,148693
경찰병원,승차,중고생,0,0,0,6,2,3,2,4,1,3,4,1,1,2,0,1,0,0,0,0,30
경찰병원,승차,청소년,10,44,332,361,278,212,204,319,350,231,246,300,482,252,83,110,127,55,23,0,4019
경찰병원,하차,어린이,0,0,2,12,7,26,20,57,72,59,88,69,105,104,85,55,47,66,21,3,898
경찰병원,하차,외국인,0,0,0,0,1,1,0,1,0,1,0,3,0,0,0,0,1,1,3,0,12
경찰병원,하차,우대권,196,1306,1697,2561,2913,2960,2595,3323,3357,3022,3476,3330,3410,3020,1816,1400,975,616,285,65,42323
경찰병원,하차,일반,51,1712,6761,23308,11321,4895,3506,4277,5223,4669,5379,6080,10062,17452,13970,8444,7449,6650,4229,1397,146835
경찰병원,하차,중고생,0,0,0,0,0,0,0,0,1,1,1,0,5,5,2,0,2,8,2,4,31
경찰병원,하차,청소년,0,8,14,86,108,80,75,140,262,201,229,240,402,359,291,291,293,854,160,52,4145
고덕,승차,어린이,3,5,36,96,225,258,240,336,312,313,337,334,287,293,182,155,133,37,3,0,3585
고덕,승차,외국인,0,0,0,0,0,0,2,1,0,3,0,2,0,1,0,0,3,0,0,0,12
고덕,승차,우대권,1194,2050,2511,3546,5281,6431,7105,7236,5783,6674,7053,6309,4650,2486,1674,1152,985,477,140,17,72754
고덕,승차,일반,2386,7842,23453,20278,9753,7373,7594,8283,7832,8463,9034,11053,16965,13904,6927,5793,5770,5488,1489,305,179985
고덕,승차,중고생,0,0,0,0,1,0,1,11,2,1,2,1,9,2,0,0,1,5,0,0,36
고덕,승차,청소년,16,216,352,553,629,662,1060,1385,1457,1819,1319,1716,2153,1544,1388,976,1127,1627,112,21,20132
고덕,하차,어린이,0,7,5,24,168,139,159,257,378,343,442,394,329,312,226,152,108,55,14,2,3514
고덕,하차,외국인,0,0,0,2,0,0,3,0,0,1,3,0,0,0,0,3,0,0,0,0,12
고덕,하차,우대권,949,2660,3413,4150,4930,6492,5617,4776,6023,4992,5998,5589,4269,4218,2828,1736,1458,846,346,90,71380
고덕,하차,일반,678,5006,9255,13953,8360,5827,5263,5897,8907,7164,8115,9632,10984,22249,20865,9958,9897,9145,5436,2447,179038
고덕,하차,중고생,0,0,0,1,2,0,4,1,1,1,3,4,0,3,2,1,3,13,0,0,39
고덕,하차,청소년,2,71,720,639,786,817,658,962,1437,1225,1305,1823,1750,1952,1114,744,872,984,406,153,18420
고려대,승차,어린이,1,7,2,19,26,32,55,91,104,103,101,105,68,51,19,14,9,5,2,0,814
고려대,승차,외국인,0,0,0,5,2,11,8,13,14,14,10,5,4,12,4,4,0,3,2,0,111
고려대,승차,우대권,1051,1221,1673,2562,2811,2497,2301,2788,2605,2455,2498,2886,1713,1502,1054,698,418,285,87,7,33112
고려대,승차,일반,1857,4856,15940,20564,10435,6418,6814,8382,9618,8374,9468,12626,17579,16147,7778,5896,5549,4816,2244,415,175776
고려대,승차,중고생,0,0,0,0,0,2,1,3,0,4,0,1,4,1,0,0,1,0,0,0,17
고려대,승차,청소년,13,20,144,225,159,178,239,441,519,380,460,387,397,298,180,121,122,105,41,11,4440
고려대,하차,어린이,0,0,3,22,37,65,84,60,71,71,63,63,65,49,23,31,34,5,7,3,756
고려대,하차,외국인,0,0,0,6,8,7,10,5,8,3,7,4,3,16,5,8,1,10,4,2,107
고려대,하차,우대권,406,927,1377,2174,1932,2101,1997,1881,2149,2222,2682,2909,2687,2403,1799,1114,841,511,345,76,32533
고려대,하차,일반,458,3456,7708,19615,11136,6505,5967,6185,8480,7087,6874,8279,10331,17183,14373,9052,8818,9176,6483,2085,169251
고려대,하차,중고생,0,0,0,0,0,0,1,2,0,3,4,2,1,1,2,2,0,1,0,0,19
고려대,하차,청소년,1,22,89,141,345,264,262,300,407,280,326,271,245,290,200,207,196,309,216,58,4429
고속터미널,승차,어린이,4,2,80,312,695,1006,1043,1196,1297,1378,1400,1409,1298,1069,862,702,411,187,50,6,14407
고속터미널,승차,외국인,3,1,5,15,40,84,88,146,172,219,215,198,232,278,234,227,142,43,19,2,2363
고속터미널,승차,우대권,2042,2463,3513,6262,11122,13986,17507,19080,21760,27392,32531,31027,23857,18117,14116,11436,6611,3616,917,95,267450
고속터미널,승차,일반,4117,7334,28110,51130,59026,61079,72600,87215,93776,100598,115876,131655,164491,160161,130788,143729,96435,64688,22375,2686,1597869
고속터미널,승차,중고생,0,1,3,5,13,21,42,38,18,16,13,14,15,16,11,6,4,11,3,1,251
고속터미널,승차,청소년,61,106,1274,2349,4795,4992,4836,5356,4933,4260,4144,4382,5039,3964,3240,3090,2868,2686,655,95,63125
고속터미널,하차,어린이,3,57,171,248,498,865,1060,1116,1207,1342,1310,1360,1220,990,649,346,308,102,36,7,12895
고속터미널,하차,외국인,0,11,15,11,47,105,136,166,158,168,191,176,180,127,72,68,23,14,9,2,1679
고속터미널,하차,우대권,1846,9996,10306,12438,15420,21346,26804,24028,24019,24417,22610,18120,14351,9228,6025,3839,2314,1148,558,83,248896
고속터미널,하차,일반,4154,40543,68024,104057,109363,97901,98690,94895,97409,100128,99826,102314,110019,122092,77938,48011,40789,27811,13916,2972,1460852
고속터미널,하차,중고생,0,3,4,1,5,6,9,12,15,13,18,16,18,11,16,10,9,7,10,1,184
고속터미널,하차,청소년,66,500,851,1317,2047,2159,2595,3172,3777,3658,3881,4409,5530,4839,3876,3359,2992,2904,726,107,52765
공덕,승차,어린이,9,33,77,171,286,357,401,412,373,412,411,375,275,271,168,104,45,33,3,1,4217
공덕,승차,외국인,12,29,74,87,168,317,328,206,187,137,163,130,127,143,104,79,66,29,23,3,2412
공덕,승차,우대권,2024,2979,3465,5515,7113,7604,8365,9304,9494,10761,12149,9882,8602,7709,4926,4019,2957,1636,565,44,119113
공덕,승차,일반,3683,9320,32779,52561,28522,22258,25208,27691,29338,29037,32985,41808,79653,125141,51719,41395,41004,32014,14684,1979,722779
공덕,승차,중고생,0,0,3,2,3,1,5,8,8,2,4,3,2,2,1,2,1,0,0,0,47
공덕,승차,청소년,19,98,513,529,563,562,845,1442,970,800,897,1059,1059,928,618,490,523,562,172,27,12676
공덕,하차,어린이,0,2,8,51,114,228,243,236,280,366,433,390,453,379,247,178,163,116,51,9,3947
공덕,하차,외국인,1,4,8,9,23,53,84,81,139,128,154,184,194,174,203,317,241,229,156,82,2464
공덕,하차,우대권,1507,3720,5501,7481,7822,7960,9320,9279,8283,8473,8747,9370,8116,6253,3898,2374,1787,1351,635,147,112024
공덕,하차,일반,1293,11794,52813,152442,70629,27882,24595,24244,26004,24774,25024,30689,47148,74383,43218,26446,24711,22295,14600,5073,730057
공덕,하차,중고생,0,0,6,2,3,2,1,6,0,2,4,2,5,4,1,3,0,0,0,0,41
공덕,하차,청소년,14,74,631,1172,481,467,611,699,789,753,829,953,1092,985,715,563,530,891,345,102,12696
공릉,승차,어린이,1,0,41,79,92,130,139,165,168,113,112,113,84,90,63,31,32,16,2,1,1472
공릉,승차,외국인,0,0,0,0,0,1,0,0,0,0,2,0,3,3,2,2,0,0,1,0,14
공릉,승차,우대권,2406,2893,3744,5299,5384,5966,6189,5933,5469,4914,5036,4178,3479,2754,1959,1280,953,659,196,20,68711
공릉,승차,일반,2984,9722,26926,31842,15243,10219,9741,11091,11359,11197,11895,13570,15669,17177,9617,8295,8250,7537,3904,617,236855
공릉,승차,중고생,0,0,0,1,0,1,2,3,0,3,7,2,2,5,1,3,5,2,1,0,38
공릉,승차,청소년,39,73,313,449,345,384,532,643,675,710,740,820,914,666,401,432,517,382,170,32,9237
공릉,하차,어린이,0,0,0,12,36,59,70,72,115,125,134,146,235,144,116,67,86,43,10,2,1472
공릉,하차,외국인,0,0,0,0,3,1,2,2,0,0,1,2,2,1,0,0,0,1,0,0,15
공릉,하차,우대권,560,1403,2351,2958,3900,4011,4621,4985,5005,5291,6475,7112,6152,5152,3611,2158,1717,1040,596,161,69259
공릉,하차,일반,270,1900,5068,15930,10671,7396,6717,8204,9493,9320,10598,12997,18254,31394,28679,15973,14320,13741,9203,3516,233644
공릉,하차,중고생,0,0,1,5,6,1,1,1,1,1,0,6,9,5,2,1,2,2,1,1,46
공릉,하차,청소년,4,16,62,334,473,442,391,479,634,480,531,642,787,711,627,507,579,776,379,103,8957
