month,역명,승하차구분,미성년_아침_유동인구,미성년_점심_유동인구,미성년_저녁_유동인구,성인_아침_유동인구,성인_점심_유동인구,성인_저녁_유동인구,노인_아침_유동인구,노인_점심_유동인구,노인_저녁_유동인구,외국인_아침_유동인구,외국인_점심_유동인구,외국인_저녁_유동인구,총유동인구
2,총신대입구역,하차,1618,7124,4663,81674,138742,173484,29623.0,94180.0,24962.0,10.0,54.0,37.0,556171.0
2,충무로역,승차,1662,7115,4717,63916,244394,314533,12592.0,67478.0,30767.0,1905.0,3153.0,1299.0,753531.0
2,충무로역,하차,2497,7860,3577,317889,202626,124718,47385.0,57150.0,7655.0,353.0,2812.0,3674.0,778196.0
2,충정로역,승차,1094,3935,1235,72173,117942,124484,17198.0,31731.0,7484.0,44.0,192.0,118.0,377630.0
2,충정로역,하차,1067,2824,2642,163632,80347,85532,18411.0,28906.0,10337.0,36.0,148.0,151.0,394033.0
2,태릉입구역,승차,1979,6314,2487,123490,104727,67765,24904.0,39039.0,10207.0,3.0,11.0,9.0,380935.0
2,태릉입구역,하차,1522,5096,4356,50986,95271,146879,16084.0,41682.0,13470.0,10.0,5.0,7.0,375368.0
2,하계역,승차,3899,10330,3682,176728,115961,54184,35418.0,58532.0,11485.0,0.0,0.0,3.0,470222.0
2,하계역,하차,1859,8487,6598,48660,99506,174282,23943.0,57459.0,20311.0,2.0,3.0,2.0,441112.0
2,하남검단산역,승차,2063,6834,3243,49354,40312,29707,20792.0,25278.0,4596.0,1.0,26.0,15.0,182221.0
2,하남검단산역,하차,791,6109,4946,20441,40760,51338,10658.0,28681.0,10604.0,2.0,31.0,4.0,174365.0
2,하남시청역,승차,1997,7004,3369,62717,46585,26991,26346.0,36995.0,7727.0,0.0,4.0,9.0,219744.0
2,하남시청역,하차,983,5368,5196,21322,37099,67973,15321.0,42055.0,14460.0,0.0,5.0,4.0,209786.0
2,하남풍산역,승차,994,3952,1718,27620,31247,23531,9557.0,17422.0,3846.0,1.0,7.0,1.0,119896.0
2,하남풍산역,하차,770,2893,3026,28551,23019,31270,8078.0,16853.0,5450.0,3.0,6.0,1.0,119920.0
2,학동역,승차,672,3863,3408,32943,191435,299836,11004.0,38182.0,12824.0,13.0,168.0,135.0,594483.0
2,학동역,하차,1941,4573,1340,383458,122196,49007,28591.0,25489.0,4972.0,27.0,132.0,144.0,621870.0
2,학여울역,승차,355,1673,456,10544,29695,11374,4752.0,12972.0,1606.0,0.0,0.0,0.0,73427.0
2,학여울역,하차,590,1696,506,18147,24195,11183,5207.0,11129.0,2937.0,0.0,6.0,0.0,75596.0
2,한강진역,승차,184,3792,3113,13697,94112,132032,3120.0,9549.0,2987.0,22.0,1211.0,694.0,264513.0
2,한강진역,하차,1109,4647,1468,97784,137152,43448,7480.0,6272.0,1661.0,107.0,1850.0,274.0,303252.0
2,한성대입구역,승차,2210,7679,2959,91533,106770,67356,21838.0,37718.0,8022.0,28.0,63.0,24.0,346200.0
2,한성대입구역,하차,2364,5810,4102,60253,91224,105921,17346.0,36357.0,12806.0,24.0,53.0,54.0,336314.0
2,한양대역,승차,526,4331,1434,23421,89377,61540,2285.0,7801.0,1984.0,14.0,107.0,29.0,192849.0
2,한양대역,하차,2073,4126,1114,86814,70044,32360,5301.0,6359.0,1162.0,19.0,82.0,48.0,209502.0
2,합정역,승차,3891,23869,19604,200080,375737,550664,25736.0,56852.0,19386.0,216.0,1314.0,1040.0,1278389.0
2,합정역,하차,6004,31266,12208,320622,471874,394393,28485.0,54518.0,16177.0,166.0,1252.0,946.0,1337911.0
2,행당역,승차,1999,4529,1441,89103,46541,22787,21610.0,22886.0,3928.0,7.0,16.0,6.0,214853.0
2,행당역,하차,562,3936,2783,17906,44568,77836,7954.0,25158.0,10793.0,0.0,12.0,6.0,191514.0
2,혜화역,승차,2044,26861,26235,67527,318819,410379,25637.0,81623.0,19279.0,86.0,446.0,308.0,979244.0
2,혜화역,하차,9019,37376,7965,239720,399194,170019,52692.0,61530.0,10326.0,129.0,390.0,384.0,988744.0
2,홍대입구역,승차,6727,74591,100599,249032,592218,898048,24082.0,49329.0,16795.0,2028.0,9815.0,9739.0,2033003.0
2,홍대입구역,하차,17463,140924,32428,319032,956307,614336,24436.0,47745.0,16001.0,1554.0,12689.0,9396.0,2192311.0
2,홍제역,승차,3572,7946,2318,168838,108061,53593,48205.0,72385.0,13304.0,25.0,127.0,33.0,478407.0
2,홍제역,하차,962,6444,5894,43305,97777,167615,26104.0,77125.0,29477.0,18.0,79.0,71.0,454871.0
2,화곡역,승차,5237,12848,4299,337903,172473,86074,58384.0,66418.0,13325.0,5.0,14.0,4.0,756984.0
2,화곡역,하차,1263,9554,10182,63447,161298,328227,25096.0,74180.0,33359.0,3.0,20.0,12.0,706641.0
2,화랑대역,승차,2746,6334,1791,143131,68436,26137,20383.0,21527.0,3874.0,1.0,7.0,0.0,294367.0
2,화랑대역,하차,1081,4400,3647,23036,52668,106842,9227.0,21798.0,9987.0,0.0,6.0,1.0,232693.0
2,회현역,승차,533,6657,2175,26695,239614,229922,12631.0,133949.0,18774.0,890.0,3007.0,1156.0,676003.0
2,회현역,하차,1650,7338,1005,298569,186066,40622,53742.0,106029.0,5412.0,727.0,3164.0,1636.0,705960.0
2,효창공원앞역,승차,842,2767,957,55839,50783,43390,12527.0,18135.0,4185.0,10.0,41.0,13.0,189489.0
2,효창공원앞역,하차,646,2099,1569,40180,38934,53246,7741.0,18689.0,6049.0,1.0,30.0,21.0,169205.0
3,가락시장역,승차,3186,5239,2162,105339,121189,118409,38750.0,89373.0,24444.0,10.0,48.0,38.0,508187.0
3,가락시장역,하차,2585,4616,4891,121010,109256,130087,40127.0,87524.0,23409.0,3.0,37.0,47.0,523592.0
3,가산디지털단지역,승차,1282,3591,3212,97118,410665,560899,15514.0,66746.0,22517.0,55.0,227.0,144.0,1181970.0
3,가산디지털단지역,하차,2491,3954,1855,780235,181709,108033,49074.0,43463.0,7106.0,41.0,234.0,62.0,1178257.0
3,강남구청역,승차,962,4270,3423,32186,142019,226026,10997.0,33213.0,11582.0,9.0,136.0,73.0,464896.0
3,강남구청역,하차,2531,4495,2052,270702,119263,55536,25162.0,25670.0,6308.0,32.0,129.0,42.0,511922.0
3,강남역,승차,4725,25606,31520,210453,830494,1098997,28885.0,104578.0,33659.0,319.0,3239.0,2085.0,2374560.0
3,강남역,하차,13359,29205,16638,932787,711727,452464,59198.0,71629.0,15201.0,543.0,3081.0,1561.0,2307393.0
3,강동구청역,승차,3154,4755,1547,104713,72213,52292,27157.0,35803.0,8189.0,9.0,41.0,16.0,309889.0
3,강동구청역,하차,1338,4260,3926,61360,68995,106020,17819.0,39435.0,15160.0,3.0,29.0,10.0,318355.0
3,강동역,승차,4175,4425,2251,181655,142444,92694,39103.0,60131.0,15221.0,43.0,36.0,11.0,542189.0
3,강동역,하차,1400,5665,4646,102400,117361,182484,28511.0,62279.0,21064.0,3.0,67.0,13.0,525893.0
3,강변역,승차,9008,16455,6897,333171,288221,158687,41282.0,65274.0,18736.0,147.0,290.0,159.0,938327.0
3,강변역,하차,2326,13567,14661,120547,293592,320863,30025.0,68558.0,21893.0,80.0,310.0,170.0,886592.0
3,강일역,승차,4574,4431,1235,68297,36565,15720,23290.0,21594.0,3807.0,0.0,20.0,0.0,179533.0
3,강일역,하차,344,4235,5773,17093,28774,62408,8588.0,25488.0,12514.0,1.0,1.0,3.0,165222.0
3,개롱역,승차,3521,8611,3043,63512,41518,24773,21413.0,28105.0,6182.0,14.0,2.0,3.0,200697.0
3,개롱역,하차,2640,5848,5663,27550,40746,67717,13540.0,31297.0,12322.0,0.0,2.0,4.0,207329.0
3,개화산역,승차,2491,2786,1009,59043,41435,26751,18055.0,21698.0,4217.0,3.0,8.0,1.0,177497.0
3,개화산역,하차,374,2584,3213,30980,32797,57475,10959.0,23054.0,9043.0,2.0,5.0,12.0,170498.0
3,거여역,승차,7049,6716,1848,122039,64174,32165,31852.0,33816.0,6517.0,3.0,1.0,1.0,306181.0
3,거여역,하차,2469,7748,6988,32492,60302,116439,14867.0,37876.0,17493.0,0.0,1.0,1.0,296676.0
3,건대입구역,승차,7604,25142,32501,320336,502982,568444,45887.0,90641.0,28926.0,215.0,796.0,450.0,1623924.0
3,건대입구역,하차,8363,36963,24463,295923,573637,585370,44821.0,91851.0,27381.0,110.0,679.0,609.0,1690170.0
3,경복궁역,승차,2622,22763,6405,66777,327910,270585,17729.0,65308.0,17974.0,532.0,7515.0,1158.0,807278.0
3,경복궁역,하차,11882,13820,4221,315333,279573,86862,36965.0,51764.0,9557.0,3922.0,6295.0,421.0,820615.0
3,경찰병원역,승차,2093,2274,744,73657,55886,38626,16381.0,24613.0,5738.0,1.0,7.0,0.0,220020.0
3,경찰병원역,하차,305,2144,2898,53538,45289,67002,12748.0,25985.0,9706.0,0.0,2.0,5.0,219622.0
3,고덕역,승차,3549,16965,10963,84319,75467,43460,24191.0,50369.0,8302.0,13.0,28.0,2.0,317628.0
3,고덕역,하차,6970,10685,8043,47762,64341,90222,25571.0,42633.0,13427.0,2.0,18.0,9.0,309683.0
3,고려대역,승차,1902,5188,1689,71469,97758,67104,13991.0,19379.0,5027.0,25.0,78.0,29.0,283639.0
3,고려대역,하차,3163,3687,2179,71230,69559,87474,10164.0,19024.0,8333.0,23.0,47.0,47.0,274930.0
3,고속터미널역,승차,10369,31088,20837,234138,830604,676128,45574.0,200766.0,64443.0,262.0,2131.0,1414.0,2117754.0
3,고속터미널역,하차,6322,29634,17054,460433,760267,354390,82551.0,177872.0,27107.0,407.0,1831.0,634.0,1918502.0
3,공덕역,승차,4238,13426,5433,176570,302491,342265,33848.0,77484.0,26543.0,893.0,1433.0,574.0,985198.0
3,공덕역,하차,8546,8291,6066,353020,232083,241667,39406.0,70834.0,19398.0,190.0,1364.0,1708.0,982573.0
3,공릉역,승차,3547,11462,5419,110801,104703,73895,30378.0,40080.0,9134.0,1.0,5.0,7.0,389432.0
3,공릉역,하차,6848,6127,6041,57678,90596,134598,17627.0,45560.0,16997.0,5.0,5.0,4.0,382086.0
3,광나루역,승차,4994,10234,3489,137325,113106,75875,23770.0,47313.0,11583.0,48.0,130.0,144.0,428011.0
3,광나루역,하차,4960,8521,7206,73260,102063,125482,29409.0,39550.0,12412.0,25.0,199.0,120.0,403207.0
3,광명사거리역,승차,5734,8617,3820,229223,132272,75048,50525.0,93797.0,20833.0,6.0,19.0,17.0,619911.0
3,광명사거리역,하차,2444,6883,7443,71416,144486,209534,31771.0,109888.0,28794.0,7.0,20.0,11.0,612697.0
3,광화문역,승차,860,13415,7601,46007,325193,452670,8516.0,72850.0,21143.0,314.0,1882.0,633.0,951084.0
3,광화문역,하차,6185,13213,2811,537525,252212,83148,39126.0,56245.0,6166.0,709.0,1757.0,496.0,999593.0
3,광흥창역,승차,3417,5084,1861,72449,71910,64745,18087.0,33675.0,5639.0,23.0,74.0,44.0,277008.0
3,광흥창역,하차,2262,4416,3901,66755,56341,74841,18864.0,28894.0,8890.0,12.0,39.0,61.0,265276.0
3,교대역,승차,5066,14260,13722,156698,432358,505570,37680.0,151947.0,58530.0,97.0,462.0,229.0,1376619.0
3,교대역,하차,9390,14290,10011,501189,343687,237186,76696.0,139674.0,22608.0,95.0,433.0,337.0,1355596.0
3,구로디지털단지역,승차,7758,10113,4469,538202,452202,439772,60500.0,102990.0,39011.0,417.0,566.0,127.0,1656127.0
3,구로디지털단지역,하차,2407,8663,10441,465126,369594,577637,51262.0,113445.0,37390.0,45.0,315.0,743.0,1637068.0
3,구산역,승차,2673,8491,5420,100448,51261,22268,24449.0,29897.0,4596.0,1.0,6.0,1.0,249511.0
3,구산역,하차,4673,5169,3025,14456,36075,66076,10020.0,36129.0,15113.0,2.0,3.0,3.0,190744.0
3,구의역,승차,5669,7902,3793,297774,199256,119034,44637.0,55334.0,14085.0,35.0,102.0,54.0,747675.0
3,구의역,하차,1492,8023,7703,106325,179136,310293,24011.0,65510.0,25007.0,27.0,100.0,58.0,727685.0
3,구파발역,승차,7716,14106,5753,254814,159332,80452,45415.0,76694.0,14162.0,11.0,91.0,39.0,658585.0
3,구파발역,하차,3650,14322,11485,86641,154027,238295,34923.0,72272.0,24285.0,36.0,98.0,35.0,640069.0
3,군자역,승차,5945,6740,4462,275359,208587,181997,44369.0,68948.0,25249.0,35.0,128.0,51.0,821870.0
3,군자역,하차,1653,8756,6490,121871,193601,296926,30692.0,72483.0,24820.0,23.0,107.0,79.0,757501.0
3,굽은다리역,승차,2998,4475,3312,101239,65111,39861,33618.0,43832.0,9567.0,3.0,15.0,11.0,304042.0
3,굽은다리역,하차,1079,5795,4359,29793,65104,106046,16765.0,45802.0,18842.0,2.0,15.0,4.0,293606.0
3,금호역,승차,3132,2746,812,95202,56601,29639,23808.0,28920.0,5841.0,4.0,47.0,20.0,246772.0
3,금호역,하차,407,3520,2937,19935,56609,88078,11412.0,32448.0,13183.0,5.0,44.0,9.0,228587.0
3,길동역,승차,1994,2589,1921,68297,56935,36553,26500.0,46929.0,10966.0,18.0,40.0,6.0,252748.0
3,길동역,하차,814,3259,2472,34993,54983,78615,21225.0,50022.0,14931.0,0.0,25.0,27.0,261366.0
3,길음역,승차,11338,17733,8842,255187,168666,86761,53034.0,65690.0,13660.0,28.0,38.0,27.0,681004.0
3,길음역,하차,8015,19207,14805,91090,160017,248786,24304.0,77355.0,30187.0,9.0,26.0,58.0,673859.0
3,김포공항역,승차,1567,5424,3948,53305,91170,84582,8245.0,29961.0,10098.0,80.0,1293.0,550.0,290223.0
3,김포공항역,하차,1316,6421,2164,66954,82516,30326,12528.0,28476.0,3879.0,322.0,698.0,164.0,235764.0
3,까치산역,승차,10370,10052,4009,388971,181912,82868,77673.0,76753.0,14523.0,22.0,83.0,21.0,847257.0
3,까치산역,하차,2684,10895,10538,54301,181957,383533,25539.0,98747.0,46393.0,10.0,53.0,80.0,814730.0
3,낙성대역,승차,5127,14453,6867,327210,235005,148395,44814.0,58983.0,13574.0,25.0,47.0,27.0,854527.0
3,낙성대역,하차,7188,7984,8687,117557,200062,369567,26426.0,66687.0,26441.0,9.0,41.0,45.0,830694.0
3,남구로역,승차,3219,2534,1285,115515,111200,129138,24092.0,32497.0,9805.0,63.0,70.0,28.0,429446.0
3,남구로역,하차,828,3447,2440,175073,99361,99324,19229.0,34666.0,12960.0,24.0,121.0,50.0,447523.0
3,남부터미널역,승차,4763,13945,11287,129913,308038,284478,28494.0,75724.0,27671.0,183.0,462.0,143.0,885101.0
3,남부터미널역,하차,4650,17708,8232,327869,245636,161803,50335.0,66916.0,15877.0,59.0,285.0,290.0,899660.0
3,남성역,승차,2734,4086,2704,135884,79679,44014,33927.0,41066.0,7690.0,0.0,3.0,1.0,351788.0
3,남성역,하차,1716,3781,3346,38435,76813,128169,16773.0,47418.0,18464.0,2.0,8.0,0.0,334925.0
3,남위례역,승차,1923,8310,2284,66108,55809,43188,13368.0,19164.0,4589.0,3.0,19.0,6.0,214771.0
3,남위례역,하차,5896,3820,3547,44157,50323,71675,9108.0,19087.0,8187.0,6.0,10.0,12.0,215828.0
3,남태령역,승차,436,1422,191,10909,13919,8203,3273.0,5337.0,590.0,0.0,2.0,2.0,44284.0
3,남태령역,하차,953,244,194,13054,6421,6859,2004.0,4757.0,1783.0,0.0,3.0,2.0,36274.0
3,남한산성입구역,승차,10577,11600,2943,164446,111611,45863,38725.0,37612.0,6305.0,0.0,7.0,1.0,429690.0
3,남한산성입구역,하차,6287,9362,6848,70800,79635,143059,15415.0,44739.0,18692.0,2.0,3.0,1.0,394843.0
3,내방역,승차,1869,4974,3394,76186,120759,138708,21013.0,43944.0,12498.0,11.0,52.0,10.0,423418.0
3,내방역,하차,1986,5308,3352,161556,93220,86511,26031.0,37038.0,11928.0,30.0,19.0,16.0,426995.0
3,노원역,승차,14989,38568,38604,406153,441181,372687,95696.0,191555.0,50713.0,293.0,162.0,88.0,1650689.0
3,노원역,하차,18851,53840,28721,297353,491816,553251,89184.0,193495.0,59597.0,24.0,161.0,360.0,1786653.0
3,녹번역,승차,7637,6845,2228,221176,100577,42550,37051.0,40334.0,6700.0,43.0,58.0,34.0,465233.0
3,녹번역,하차,1163,8057,6978,36752,93298,193074,14042.0,45527.0,23329.0,4.0,38.0,39.0,422301.0
3,녹사평역,승차,813,3339,1492,21923,52003,68380,6065.0,10977.0,2809.0,173.0,615.0,450.0,169039.0
3,녹사평역,하차,2324,1769,1083,41869,61897,40940,6194.0,9875.0,3243.0,77.0,428.0,498.0,170197.0
3,논현역,승차,923,2744,4941,44872,158231,259563,9705.0,26914.0,9961.0,24.0,118.0,56.0,518052.0
3,논현역,하차,1407,5279,2897,262048,137611,84342,18516.0,21160.0,5897.0,28.0,123.0,64.0,539372.0
3,단대오거리역,승차,5989,8290,3212,144093,84691,45268,35487.0,37291.0,7125.0,2.0,7.0,3.0,371458.0
3,단대오거리역,하차,2020,6874,5891,45334,71551,142328,15199.0,45461.0,17450.0,2.0,6.0,0.0,352116.0
3,답십리역,승차,4284,3775,1484,189572,118615,72345,31464.0,48358.0,12003.0,175.0,178.0,97.0,482350.0
3,답십리역,하차,809,4572,3803,75024,99881,167026,21859.0,50253.0,16559.0,28.0,147.0,285.0,440246.0
3,당고개역,승차,4128,3810,1513,114369,59875,27178,33003.0,39308.0,7847.0,1.0,1.0,0.0,291033.0
3,당고개역,하차,467,4065,4489,25384,48266,93093,16259.0,43082.0,19290.0,0.0,2.0,1.0,254398.0
3,당산역,승차,3893,7206,2793,166864,153808,135653,18155.0,34579.0,11114.0,7.0,68.0,53.0,534193.0
3,당산역,하차,4248,6358,5858,145364,155160,228613,19466.0,36844.0,12815.0,16.0,79.0,150.0,614971.0
3,대림역,승차,7126,7701,3816,356199,297754,171011,64198.0,99058.0,25267.0,173.0,344.0,155.0,1032802.0
3,대림역,하차,2168,9427,7270,177400,327827,334854,49985.0,109725.0,34093.0,72.0,419.0,231.0,1053471.0
3,대청역,승차,4351,12984,3371,98822,81531,51538,24133.0,34011.0,7746.0,12.0,21.0,7.0,318527.0
3,대청역,하차,6122,5622,7337,55897,60855,100244,15023.0,33821.0,15256.0,12.0,13.0,10.0,300212.0
3,대치역,승차,5080,16714,35825,85457,80805,75087,23626.0,41627.0,10757.0,5.0,15.0,18.0,375016.0
3,대치역,하차,8693,37493,11807,58732,88066,88409,21435.0,38441.0,13025.0,18.0,59.0,27.0,366205.0
3,대흥역,승차,1902,11070,7346,57363,87108,75524,14107.0,27495.0,8649.0,14.0,65.0,41.0,290684.0
3,대흥역,하차,8383,8258,3461,81219,78356,73508,16071.0,26681.0,8031.0,12.0,37.0,49.0,304066.0
3,도곡역,승차,1525,4475,1858,40193,52556,40101,8069.0,18145.0,4152.0,2.0,6.0,7.0,171089.0
3,도곡역,하차,2961,3680,2093,53027,41763,40672,9657.0,15587.0,4044.0,1.0,30.0,2.0,173517.0
3,도림천역,승차,532,1902,424,10361,10378,6543,2589.0,5075.0,1147.0,0.0,5.0,2.0,38958.0
3,도림천역,하차,1475,696,586,9740,8496,10535,3269.0,4810.0,1685.0,4.0,2.0,6.0,41304.0
3,도봉산역,승차,3737,4178,1218,127949,58666,22545,18861.0,29940.0,4375.0,0.0,8.0,1.0,271478.0
3,도봉산역,하차,2038,4436,4978,40080,66025,133925,22158.0,41623.0,14052.0,8.0,6.0,0.0,329329.0
3,독립문역,승차,3071,10999,2012,50988,69283,33176,23571.0,46542.0,7565.0,10.0,188.0,33.0,247438.0
3,독립문역,하차,4547,8636,3317,54797,57551,50647,26204.0,41368.0,11494.0,58.0,180.0,21.0,258820.0
3,독바위역,승차,1748,1775,614,36637,15463,5912,10197.0,10608.0,1812.0,8.0,9.0,0.0,84783.0
3,독바위역,하차,244,1499,1640,7007,15232,36333,6269.0,14229.0,7352.0,8.0,2.0,2.0,89817.0
3,돌곶이역,승차,4014,3260,1480,119036,73560,40436,25533.0,35537.0,7642.0,3.0,13.0,5.0,310519.0
3,돌곶이역,하차,1059,3695,2923,40402,62003,106906,15301.0,38696.0,13371.0,3.0,16.0,11.0,284386.0
3,동대문역,승차,3025,11950,5283,101239,344955,228360,45530.0,212254.0,48812.0,1058.0,4555.0,4151.0,1011172.0
3,동대문역,하차,3033,14442,3518,241362,297613,161950,98322.0,179891.0,24448.0,1116.0,6577.0,5746.0,1038018.0
3,동대문역사문화공원역,승차,2735,21795,10058,132488,407415,409415,17580.0,89171.0,33083.0,4639.0,10116.0,7797.0,1146292.0
3,동대문역사문화공원역,하차,11069,16990,6539,322731,358071,275849,52376.0,74904.0,11928.0,1481.0,10127.0,12445.0,1154510.0
3,동대입구역,승차,1208,7011,3038,29334,134692,128530,6013.0,28620.0,10756.0,470.0,991.0,301.0,350964.0
3,동대입구역,하차,5360,6692,1595,147628,127313,52688,19080.0,26260.0,4041.0,181.0,947.0,813.0,392598.0
3,동묘앞역,승차,2140,12462,3407,87242,177244,87511,27489.0,204437.0,29613.0,677.0,1164.0,466.0,633852.0
3,동묘앞역,하차,5225,12103,2445,92837,165586,110259,58975.0,183390.0,14579.0,121.0,1009.0,1023.0,647552.0
3,동작역,승차,50,451,233,5724,12700,10487,3294.0,8792.0,1708.0,13.0,54.0,38.0,43544.0
3,동작역,하차,66,343,257,11406,11478,10020,5332.0,7564.0,1221.0,13.0,61.0,33.0,47794.0
3,둔촌동역,승차,2693,4427,3142,73001,71655,45939,21756.0,40856.0,10690.0,12.0,142.0,59.0,274372.0
3,둔촌동역,하차,629,4690,3747,52702,58568,78447,18784.0,41228.0,13722.0,51.0,125.0,61.0,272754.0
3,디지털미디어시티역,승차,5517,4614,2543,156698,105225,96292,26243.0,31080.0,7306.0,25.0,51.0,25.0,435619.0
3,디지털미디어시티역,하차,1065,7214,7405,137430,91312,153977,15489.0,34431.0,15314.0,16.0,40.0,106.0,463799.0
3,뚝섬역,승차,2099,10301,6169,72021,246082,337679,16832.0,36778.0,12009.0,44.0,1130.0,527.0,741671.0
3,뚝섬역,하차,3171,11237,4330,314143,247997,120721,24926.0,30309.0,9771.0,201.0,1004.0,125.0,767935.0
3,마곡역,승차,3927,6245,3373,70010,116960,97266,16394.0,26798.0,5896.0,32.0,37.0,13.0,346951.0
3,마곡역,하차,959,6606,6069,134740,74846,77496,15482.0,23315.0,9408.0,9.0,34.0,22.0,348986.0
3,마들역,승차,3945,6858,2703,173829,76504,27149,41576.0,48503.0,7085.0,0.0,4.0,2.0,388158.0
3,마들역,하차,2865,5140,4107,25592,73450,155714,17942.0,54009.0,22910.0,3.0,2.0,2.0,361736.0
3,마장역,승차,1943,3179,1025,51095,46877,32159,14145.0,26429.0,6039.0,2.0,217.0,242.0,183352.0
3,마장역,하차,1454,2099,1896,33171,38354,50667,13791.0,24314.0,7584.0,8.0,289.0,177.0,173804.0
3,마천역,승차,7060,3172,956,97640,37904,18107,29749.0,28355.0,5227.0,0.0,1.0,4.0,228175.0
3,마천역,하차,256,6329,4523,19027,37659,77862,13272.0,34621.0,16716.0,0.0,6.0,3.0,210274.0
3,마포구청역,승차,4934,4094,3288,145440,110798,88509,33346.0,42096.0,9798.0,14.0,96.0,53.0,442466.0
3,마포구청역,하차,1022,6020,4350,72044,93546,140610,18958.0,42686.0,16003.0,7.0,64.0,54.0,395364.0
3,마포역,승차,2917,3031,1599,100476,119102,134080,20065.0,39570.0,11795.0,415.0,691.0,325.0,434066.0
3,마포역,하차,510,3679,3177,137848,105073,118385,21043.0,37943.0,12192.0,59.0,517.0,701.0,441127.0
3,망원역,승차,3601,5762,4444,98275,141493,146179,25911.0,50879.0,10970.0,81.0,683.0,255.0,488533.0
3,망원역,하차,1297,8803,4262,86903,190048,136267,19362.0,57150.0,14522.0,143.0,637.0,284.0,519678.0
3,매봉역,승차,2202,3810,2554,61202,99899,115396,20874.0,44645.0,10779.0,2.0,20.0,11.0,361394.0
3,매봉역,하차,1164,3954,2985,133613,70215,65768,24053.0,36593.0,10992.0,10.0,24.0,8.0,349379.0
3,먹골역,승차,3152,4451,2048,115671,72795,41886,28334.0,38557.0,8471.0,5.0,3.0,2.0,315375.0
3,먹골역,하차,819,4700,3938,32104,70649,121615,15346.0,44261.0,17381.0,0.0,6.0,3.0,310822.0
3,면목역,승차,5102,8072,2063,189958,110444,52076,40987.0,51141.0,12782.0,3.0,12.0,5.0,472645.0
3,면목역,하차,4164,5906,4746,55463,102508,175300,23609.0,61673.0,22362.0,3.0,9.0,10.0,455753.0
3,명동역,승차,2701,26926,14084,92537,394205,457482,6659.0,56542.0,18272.0,8500.0,18702.0,17471.0,1114081.0
3,명동역,하차,15934,23789,6073,334092,451253,229148,32824.0,47158.0,4751.0,4972.0,30381.0,22507.0,1202882.0
3,명일역,승차,2819,6179,2238,96882,58328,31057,31067.0,41050.0,9165.0,1.0,5.0,0.0,278791.0
3,명일역,하차,1925,4968,5313,27649,56754,104790,20142.0,45330.0,17515.0,0.0,8.0,4.0,284398.0
3,모란역,승차,1565,5818,2662,26531,31368,27388,11684.0,42062.0,7612.0,0.0,10.0,1.0,156701.0
3,모란역,하차,3351,3755,2771,16602,23422,27830,13163.0,29398.0,4063.0,0.0,3.0,4.0,124362.0
3,목동역,승차,4673,8130,8490,192265,118207,75693,34165.0,47149.0,10827.0,37.0,57.0,21.0,499714.0
3,목동역,하차,4405,10673,6900,64559,127820,221695,20134.0,50925.0,22547.0,29.0,35.0,63.0,529785.0
3,몽촌토성역,승차,971,1989,1550,51406,57982,53573,8560.0,23494.0,5667.0,48.0,93.0,48.0,205381.0
3,몽촌토성역,하차,526,2759,1279,58808,49293,57966,12693.0,19422.0,4529.0,3.0,63.0,66.0,207407.0
3,무악재역,승차,1839,1615,568,52303,28118,14050,14929.0,16900.0,3072.0,3.0,19.0,8.0,133424.0
3,무악재역,하차,448,2122,2086,12178,26858,52099,6558.0,20835.0,9503.0,4.0,22.0,2.0,132715.0
3,문래역,승차,3348,5133,3056,138786,175571,238862,23142.0,54904.0,14984.0,16.0,83.0,61.0,657946.0
3,문래역,하차,1370,5924,4405,243001,162338,170093,32679.0,47519.0,12778.0,19.0,95.0,87.0,680308.0
3,문정역,승차,1471,4106,3852,91134,201519,237722,16222.0,40721.0,10727.0,45.0,80.0,19.0,607618.0
3,문정역,하차,2745,3536,2696,327034,119730,110012,23815.0,34018.0,9494.0,13.0,28.0,92.0,633213.0
3,미사역,승차,8542,11529,11479,192220,123798,91072,33996.0,49715.0,11465.0,6.0,27.0,20.0,533869.0
3,미사역,하차,1884,20355,11850,63427,129843,223286,22172.0,50357.0,21934.0,5.0,16.0,28.0,545157.0
3,미아사거리역,승차,10334,20210,6145,274152,189077,118470,69821.0,106606.0,24264.0,14.0,45.0,26.0,819164.0
3,미아사거리역,하차,6211,14726,13417,87593,192846,289700,35896.0,121511.0,42596.0,8.0,46.0,48.0,804598.0
3,미아역,승차,4608,15513,7194,147583,120338,64754,45880.0,66526.0,13987.0,15.0,45.0,25.0,486468.0
3,미아역,하차,11908,7694,5211,71115,102034,142812,29440.0,73562.0,25021.0,7.0,32.0,39.0,468875.0
3,반포역,승차,1915,2622,1627,31768,61650,51464,7912.0,24114.0,8092.0,3.0,50.0,21.0,191238.0
3,반포역,하차,789,3727,2213,59917,47404,31731,13738.0,20252.0,4423.0,4.0,29.0,10.0,184237.0
3,발산역,승차,2726,12638,9631,89156,209323,234263,24532.0,72004.0,19791.0,174.0,307.0,90.0,674635.0
3,발산역,하차,5065,11833,7614,243257,170897,145667,35390.0,63137.0,14500.0,46.0,207.0,250.0,697863.0
3,방배역,승차,3015,19855,11283,86569,175071,150098,21755.0,49081.0,12147.0,15.0,47.0,12.0,528948.0
3,방배역,하차,13215,14997,6476,177995,140691,109840,28140.0,41973.0,11993.0,6.0,37.0,14.0,545377.0
