month,역명,승하차구분,미성년_아침_유동인구,미성년_점심_유동인구,미성년_저녁_유동인구,성인_아침_유동인구,성인_점심_유동인구,성인_저녁_유동인구,노인_아침_유동인구,노인_점심_유동인구,노인_저녁_유동인구,외국인_아침_유동인구,외국인_점심_유동인구,외국인_저녁_유동인구,총유동인구,평균면적당 임대료_공유오피스,평균면적당 임대료_기타,평균면적당 임대료_무인프린트,평균면적당 임대료_밀키트,평균면적당 임대료_사무실,평균면적당 임대료_식음료,평균면적당 임대료_의약업,평균면적당 임대료_패션잡화,평균면적당 임대료_편의점,평균면적당 임대료_플라워,평균면적당 임대료_화상면접,평균면적당 임대료_화장품,공실수,점포수_공유오피스,점포수_기타,점포수_무인프린트,점포수_밀키트,점포수_사무실,점포수_식음료,점포수_의약업,점포수_패션잡화,점포수_편의점,점포수_플라워,점포수_화상면접,점포수_화장품
3,교대역,승차,5066,14260,13722,156698,432358,505570,37680.0,151947.0,58530.0,97.0,462.0,229.0,1376619.0,0.0,19931.73888860798,0.0,0.0,6500.901829425406,186244.20062695927,0.0,76689.3191623698,47540.22988505747,54637.342908438055,0.0,0.0,1,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,1.0,2.0,0.0,0.0
3,교대역,하차,9390,14290,10011,501189,343687,237186,76696.0,139674.0,22608.0,95.0,433.0,337.0,1355596.0,0.0,19931.73888860798,0.0,0.0,6500.901829425406,186244.20062695927,0.0,76689.3191623698,47540.22988505747,54637.342908438055,0.0,0.0,1,0.0,3.0,0.0,0.0,5.0,4.0,0.0,3.0,1.0,2.0,0.0,0.0
3,구산역,승차,2673,8491,5420,100448,51261,22268,24449.0,29897.0,4596.0,1.0,6.0,1.0,249511.0,0.0,0.0,0.0,27230.666666666668,0.0,0.0,0.0,0.0,157480.69277108432,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,구산역,하차,4673,5169,3025,14456,36075,66076,10020.0,36129.0,15113.0,2.0,3.0,3.0,190744.0,0.0,0.0,0.0,27230.666666666668,0.0,0.0,0.0,0.0,157480.69277108432,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,군자역,승차,5945,6740,4462,275359,208587,181997,44369.0,68948.0,25249.0,35.0,128.0,51.0,821870.0,0.0,0.0,0.0,0.0,0.0,161602.82732447816,0.0,75587.26737953216,271626.9609631521,147611.06451612903,0.0,80591.00067159167,3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,1.0
3,군자역,하차,1653,8756,6490,121871,193601,296926,30692.0,72483.0,24820.0,23.0,107.0,79.0,757501.0,0.0,0.0,0.0,0.0,0.0,161602.82732447816,0.0,75587.26737953216,271626.9609631521,147611.06451612903,0.0,80591.00067159167,3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,1.0
3,굽은다리역,승차,2998,4475,3312,101239,65111,39861,33618.0,43832.0,9567.0,3.0,15.0,11.0,304042.0,0.0,13549.448275862069,0.0,0.0,0.0,50268.25442927679,0.0,73093.2326459483,120250.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3,굽은다리역,하차,1079,5795,4359,29793,65104,106046,16765.0,45802.0,18842.0,2.0,15.0,4.0,293606.0,0.0,13549.448275862069,0.0,0.0,0.0,50268.25442927679,0.0,73093.2326459483,120250.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3,남구로역,승차,3219,2534,1285,115515,111200,129138,24092.0,32497.0,9805.0,63.0,70.0,28.0,429446.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,53125.0,250324.32432432432,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,남구로역,하차,828,3447,2440,175073,99361,99324,19229.0,34666.0,12960.0,24.0,121.0,50.0,447523.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,53125.0,250324.32432432432,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,노원역,승차,14989,38568,38604,406153,441181,372687,95696.0,191555.0,50713.0,293.0,162.0,88.0,1650689.0,0.0,69416.20731707317,0.0,0.0,15865.689865689865,61838.35400793401,0.0,51604.499103253904,358679.7824116047,0.0,0.0,0.0,1,0.0,3.0,0.0,0.0,2.0,6.0,0.0,12.0,1.0,0.0,0.0,0.0
3,노원역,하차,18851,53840,28721,297353,491816,553251,89184.0,193495.0,59597.0,24.0,161.0,360.0,1786653.0,0.0,69416.20731707317,0.0,0.0,15865.689865689865,61838.35400793401,0.0,51604.499103253904,358679.7824116047,0.0,0.0,0.0,1,0.0,3.0,0.0,0.0,2.0,6.0,0.0,12.0,1.0,0.0,0.0,0.0
3,논현역,승차,923,2744,4941,44872,158231,259563,9705.0,26914.0,9961.0,24.0,118.0,56.0,518052.0,0.0,84000.0,0.0,0.0,0.0,102200.95758151314,63774.375,99125.92592592593,298266.2933930572,0.0,0.0,90305.08695652174,2,0.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0
3,논현역,하차,1407,5279,2897,262048,137611,84342,18516.0,21160.0,5897.0,28.0,123.0,64.0,539372.0,0.0,84000.0,0.0,0.0,0.0,102200.95758151314,63774.375,99125.92592592593,298266.2933930572,0.0,0.0,90305.08695652174,2,0.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0
3,단대오거리역,승차,5989,8290,3212,144093,84691,45268,35487.0,37291.0,7125.0,2.0,7.0,3.0,371458.0,0.0,46220.77215878195,0.0,0.0,0.0,0.0,0.0,50339.59248901318,191860.2769230769,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,단대오거리역,하차,2020,6874,5891,45334,71551,142328,15199.0,45461.0,17450.0,2.0,6.0,0.0,352116.0,0.0,46220.77215878195,0.0,0.0,0.0,0.0,0.0,50339.59248901318,191860.2769230769,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,당산역,승차,3893,7206,2793,166864,153808,135653,18155.0,34579.0,11114.0,7.0,68.0,53.0,534193.0,0.0,0.0,0.0,0.0,0.0,163211.88210721745,0.0,0.0,102177.3288439955,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
3,당산역,하차,4248,6358,5858,145364,155160,228613,19466.0,36844.0,12815.0,16.0,79.0,150.0,614971.0,0.0,0.0,0.0,0.0,0.0,163211.88210721745,0.0,0.0,102177.3288439955,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
3,대림역,승차,7126,7701,3816,356199,297754,171011,64198.0,99058.0,25267.0,173.0,344.0,155.0,1032802.0,0.0,743469.5244474213,0.0,0.0,0.0,414239.2668842581,0.0,233158.8311643953,394348.98000403953,111088.6656130052,0.0,186264.2280285036,1,0.0,1.0,0.0,0.0,0.0,5.0,0.0,8.0,2.0,2.0,0.0,1.0
3,대림역,하차,2168,9427,7270,177400,327827,334854,49985.0,109725.0,34093.0,72.0,419.0,231.0,1053471.0,0.0,743469.5244474213,0.0,0.0,0.0,414239.2668842581,0.0,233158.8311643953,394348.98000403953,111088.6656130052,0.0,186264.2280285036,1,0.0,1.0,0.0,0.0,0.0,5.0,0.0,8.0,2.0,2.0,0.0,1.0
3,대청역,승차,4351,12984,3371,98822,81531,51538,24133.0,34011.0,7746.0,12.0,21.0,7.0,318527.0,0.0,0.0,0.0,0.0,0.0,94573.46862081924,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,대청역,하차,6122,5622,7337,55897,60855,100244,15023.0,33821.0,15256.0,12.0,13.0,10.0,300212.0,0.0,0.0,0.0,0.0,0.0,94573.46862081924,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,대흥역,승차,1902,11070,7346,57363,87108,75524,14107.0,27495.0,8649.0,14.0,65.0,41.0,290684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65720.1740325166,159698.73333333334,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,대흥역,하차,8383,8258,3461,81219,78356,73508,16071.0,26681.0,8031.0,12.0,37.0,49.0,304066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65720.1740325166,159698.73333333334,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,독바위역,승차,1748,1775,614,36637,15463,5912,10197.0,10608.0,1812.0,8.0,9.0,0.0,84783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58778.01916932907,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,독바위역,하차,244,1499,1640,7007,15232,36333,6269.0,14229.0,7352.0,8.0,2.0,2.0,89817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58778.01916932907,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,동대문역,승차,3025,11950,5283,101239,344955,228360,45530.0,212254.0,48812.0,1058.0,4555.0,4151.0,1011172.0,0.0,0.0,0.0,0.0,0.0,175363.56799037303,0.0,151835.57878052405,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0
3,동대문역,하차,3033,14442,3518,241362,297613,161950,98322.0,179891.0,24448.0,1116.0,6577.0,5746.0,1038018.0,0.0,0.0,0.0,0.0,0.0,175363.56799037303,0.0,151835.57878052405,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0
3,동대입구역,승차,1208,7011,3038,29334,134692,128530,6013.0,28620.0,10756.0,470.0,991.0,301.0,350964.0,0.0,24843.564356435643,0.0,0.0,9314.614465032875,29034.048297585126,0.0,0.0,70481.220657277,0.0,0.0,0.0,3,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
3,동대입구역,하차,5360,6692,1595,147628,127313,52688,19080.0,26260.0,4041.0,181.0,947.0,813.0,392598.0,0.0,24843.564356435643,0.0,0.0,9314.614465032875,29034.048297585126,0.0,0.0,70481.220657277,0.0,0.0,0.0,3,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
3,동묘앞역,승차,2140,12462,3407,87242,177244,87511,27489.0,204437.0,29613.0,677.0,1164.0,466.0,633852.0,0.0,0.0,0.0,0.0,0.0,200564.97175141243,0.0,0.0,107574.83333333331,0.0,0.0,29486.558139534885,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,동묘앞역,하차,5225,12103,2445,92837,165586,110259,58975.0,183390.0,14579.0,121.0,1009.0,1023.0,647552.0,0.0,0.0,0.0,0.0,0.0,200564.97175141243,0.0,0.0,107574.83333333331,0.0,0.0,29486.558139534885,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3,디지털미디어시티역,승차,5517,4614,2543,156698,105225,96292,26243.0,31080.0,7306.0,25.0,51.0,25.0,435619.0,0.0,14170.0,0.0,0.0,0.0,45000.0,28716.950527169505,57063.21112515803,138627.36363636365,0.0,0.0,51034.42424242424,1,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0
3,디지털미디어시티역,하차,1065,7214,7405,137430,91312,153977,15489.0,34431.0,15314.0,16.0,40.0,106.0,463799.0,0.0,14170.0,0.0,0.0,0.0,45000.0,28716.950527169505,57063.21112515803,138627.36363636365,0.0,0.0,51034.42424242424,1,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0
3,마들역,승차,3945,6858,2703,173829,76504,27149,41576.0,48503.0,7085.0,0.0,4.0,2.0,388158.0,9190.216731686172,7106.628242074928,15303.030303030304,0.0,0.0,37777.77777777778,0.0,23076.92307692308,185368.7707641196,14139.39393939394,0.0,0.0,2,1.0,10.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
3,마들역,하차,2865,5140,4107,25592,73450,155714,17942.0,54009.0,22910.0,3.0,2.0,2.0,361736.0,9190.216731686172,7106.628242074928,15303.030303030304,0.0,0.0,37777.77777777778,0.0,23076.92307692308,185368.7707641196,14139.39393939394,0.0,0.0,2,1.0,10.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
3,마포구청역,승차,4934,4094,3288,145440,110798,88509,33346.0,42096.0,9798.0,14.0,96.0,53.0,442466.0,0.0,0.0,0.0,0.0,6961.643835616438,0.0,0.0,34582.5,166352.84615384616,0.0,0.0,35157.03921568627,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
3,마포구청역,하차,1022,6020,4350,72044,93546,140610,18958.0,42686.0,16003.0,7.0,64.0,54.0,395364.0,0.0,0.0,0.0,0.0,6961.643835616438,0.0,0.0,34582.5,166352.84615384616,0.0,0.0,35157.03921568627,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
3,면목역,승차,5102,8072,2063,189958,110444,52076,40987.0,51141.0,12782.0,3.0,12.0,5.0,472645.0,0.0,0.0,0.0,70317.1875,0.0,140625.0,43883.018867924526,57577.10809910011,292935.97560975613,0.0,0.0,0.0,3,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0
3,면목역,하차,4164,5906,4746,55463,102508,175300,23609.0,61673.0,22362.0,3.0,9.0,10.0,455753.0,0.0,0.0,0.0,70317.1875,0.0,140625.0,43883.018867924526,57577.10809910011,292935.97560975613,0.0,0.0,0.0,3,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0
3,미아사거리역,승차,10334,20210,6145,274152,189077,118470,69821.0,106606.0,24264.0,14.0,45.0,26.0,819164.0,0.0,82841.40102321921,0.0,0.0,0.0,321600.1715492214,53054.66237942122,159440.64729140344,0.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0,0.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0
3,미아사거리역,하차,6211,14726,13417,87593,192846,289700,35896.0,121511.0,42596.0,8.0,46.0,48.0,804598.0,0.0,82841.40102321921,0.0,0.0,0.0,321600.1715492214,53054.66237942122,159440.64729140344,0.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0,0.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0
3,미아역,승차,4608,15513,7194,147583,120338,64754,45880.0,66526.0,13987.0,15.0,45.0,25.0,486468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78502.37341772151,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,미아역,하차,11908,7694,5211,71115,102034,142812,29440.0,73562.0,25021.0,7.0,32.0,39.0,468875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78502.37341772151,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,봉화산역,승차,3440,3056,1007,123156,54548,24813,22169.0,27513.0,4684.0,4.0,2.0,2.0,264394.0,0.0,41851.851851851854,0.0,0.0,0.0,0.0,0.0,0.0,106465.82978723403,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,봉화산역,하차,510,3873,3608,27230,54946,106761,10548.0,30227.0,12827.0,0.0,5.0,3.0,250538.0,0.0,41851.851851851854,0.0,0.0,0.0,0.0,0.0,0.0,106465.82978723403,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,불광역,승차,4149,7206,3417,204223,148613,90371,53580.0,116936.0,26454.0,64.0,107.0,24.0,655144.0,0.0,20399.756246191348,38491.14703618168,0.0,0.0,56632.608695652176,0.0,44463.53139960575,29943.5,0.0,0.0,60390.53694843169,3,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0
3,불광역,하차,2711,7500,5853,90138,152597,223521,42388.0,127908.0,34437.0,23.0,77.0,73.0,687226.0,0.0,20399.756246191348,38491.14703618168,0.0,0.0,56632.608695652176,0.0,44463.53139960575,29943.5,0.0,0.0,60390.53694843169,3,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0
3,사가정역,승차,4850,6067,2547,188499,114292,66687,42625.0,52915.0,13804.0,8.0,20.0,10.0,492324.0,0.0,48386.477141759504,0.0,0.0,10662.100456621003,97742.18279569891,0.0,44088.50574712643,347843.83731760323,48377.455166524334,0.0,0.0,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0
3,사가정역,하차,2241,6403,5186,57573,117637,191814,21988.0,63681.0,24287.0,0.0,24.0,10.0,490844.0,0.0,48386.477141759504,0.0,0.0,10662.100456621003,97742.18279569891,0.0,44088.50574712643,347843.83731760323,48377.455166524334,0.0,0.0,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0
3,사당역,승차,12145,22064,14254,570878,536663,568819,78468.0,195576.0,72601.0,122.0,448.0,267.0,2072305.0,0.0,76753.59062042013,0.0,0.0,0.0,250579.4565551121,251631.8785578748,134959.94496715782,0.0,169032.25806451612,0.0,450935.0485100485,5,0.0,4.0,0.0,0.0,0.0,8.0,2.0,17.0,0.0,1.0,0.0,1.0
3,사당역,하차,7857,21614,22654,323112,598597,790994,77247.0,211100.0,52033.0,76.0,427.0,344.0,2106055.0,0.0,76753.59062042013,0.0,0.0,0.0,250579.4565551121,251631.8785578748,134959.94496715782,0.0,169032.25806451612,0.0,450935.0485100485,5,0.0,4.0,0.0,0.0,0.0,8.0,2.0,17.0,0.0,1.0,0.0,1.0
3,상계역,승차,7791,16253,8559,238769,122562,60206,54020.0,66485.0,13771.0,4.0,11.0,3.0,588434.0,0.0,73926.1975308642,0.0,0.0,0.0,0.0,0.0,63468.3498873216,0.0,0.0,0.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
3,상계역,하차,9131,12303,9290,46722,116562,219248,26492.0,70834.0,33026.0,0.0,8.0,8.0,543624.0,0.0,73926.1975308642,0.0,0.0,0.0,0.0,0.0,63468.3498873216,0.0,0.0,0.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
3,상봉역,승차,3994,5633,3446,200321,135608,98485,23951.0,40816.0,15678.0,9.0,63.0,23.0,528027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58007.39570571926,303167.5461741425,41290.55405405405,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
3,상봉역,하차,1223,6022,5977,65950,133692,218839,19141.0,44048.0,14318.0,7.0,39.0,32.0,509288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58007.39570571926,303167.5461741425,41290.55405405405,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
3,상수역,승차,1584,6056,6947,46153,105389,142863,7670.0,12284.0,3119.0,148.0,716.0,729.0,333658.0,0.0,64473.68421052631,0.0,31722.310344827587,0.0,0.0,0.0,0.0,216258.7142857143,70731.70731707317,0.0,78757.57575757576,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3,상수역,하차,3252,8575,4608,87805,137432,109509,6762.0,12386.0,4172.0,84.0,603.0,487.0,375675.0,0.0,64473.68421052631,0.0,31722.310344827587,0.0,0.0,0.0,0.0,216258.7142857143,70731.70731707317,0.0,78757.57575757576,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3,서대문역,승차,1929,14390,4495,72303,189355,215629,16854.0,47592.0,11198.0,333.0,475.0,219.0,574772.0,0.0,54485.93350383631,44000.0,0.0,0.0,253451.1784511784,0.0,0.0,194357.54189944133,56512.89009497965,0.0,0.0,2,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
3,서대문역,하차,8743,5430,3125,304228,108046,72894,26872.0,36362.0,8099.0,77.0,327.0,473.0,574676.0,0.0,54485.93350383631,44000.0,0.0,0.0,253451.1784511784,0.0,0.0,194357.54189944133,56512.89009497965,0.0,0.0,2,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
3,서초역,승차,3055,11623,3122,92325,227971,212888,18460.0,66196.0,14006.0,38.0,163.0,72.0,649919.0,0.0,0.0,0.0,0.0,0.0,140111.1764705882,134989.54703832752,110775.76009995834,310182.3860087445,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
3,서초역,하차,4674,5332,3391,285146,145586,81351,43685.0,46624.0,7707.0,50.0,136.0,113.0,623795.0,0.0,0.0,0.0,0.0,0.0,140111.1764705882,134989.54703832752,110775.76009995834,310182.3860087445,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
3,석계역,승차,4306,7431,2830,147425,86899,48126,35996.0,39929.0,9127.0,3.0,9.0,3.0,382084.0,0.0,77395.9696969697,0.0,0.0,0.0,256638.5214007782,0.0,23750.0,202950.4827586207,0.0,0.0,0.0,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3,석계역,하차,3115,6077,5370,39236,91760,164768,15377.0,50267.0,20360.0,3.0,7.0,8.0,396348.0,0.0,77395.9696969697,0.0,0.0,0.0,256638.5214007782,0.0,23750.0,202950.4827586207,0.0,0.0,0.0,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3,성수역,승차,2608,12619,11881,90450,415794,624587,26600.0,60085.0,20543.0,167.0,3616.0,1983.0,1270933.0,0.0,51892.5518925519,0.0,0.0,0.0,170129.25170068027,0.0,93000.0,0.0,203931.20393120396,0.0,141285.98591549296,1,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0
3,성수역,하차,3311,20468,5692,556487,504272,188282,45937.0,49247.0,13726.0,1137.0,4980.0,654.0,1394193.0,0.0,51892.5518925519,0.0,0.0,0.0,170129.25170068027,0.0,93000.0,0.0,203931.20393120396,0.0,141285.98591549296,1,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0
3,송정역,승차,2236,2476,1033,59690,44568,29861,18909.0,28285.0,7115.0,74.0,36.0,21.0,194304.0,0.0,0.0,0.0,0.0,0.0,110386.83127572016,0.0,57849.5367987648,55227.75548737314,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
3,송정역,하차,767,2392,2739,24919,39334,62817,12456.0,29416.0,9867.0,6.0,39.0,91.0,184843.0,0.0,0.0,0.0,0.0,0.0,110386.83127572016,0.0,57849.5367987648,55227.75548737314,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
3,수락산역,승차,4022,5099,1655,137204,84493,40896,36993.0,60105.0,12386.0,9.0,1.0,4.0,382867.0,0.0,30477.58620689655,0.0,0.0,3455.61880666245,0.0,0.0,29567.98866855524,233866.1562829989,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,수락산역,하차,858,4153,4731,39916,73919,137872,27120.0,61955.0,22040.0,4.0,2.0,2.0,372572.0,0.0,30477.58620689655,0.0,0.0,3455.61880666245,0.0,0.0,29567.98866855524,233866.1562829989,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,숙대입구역,승차,2312,13774,5746,78284,164052,158404,17849.0,32107.0,9567.0,391.0,626.0,423.0,483535.0,0.0,0.0,0.0,0.0,0.0,91902.83400809715,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,숙대입구역,하차,9115,6728,3603,131951,138491,118645,15462.0,29853.0,10171.0,96.0,599.0,660.0,465374.0,0.0,0.0,0.0,0.0,0.0,91902.83400809715,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,숭실대입구역,승차,4348,12790,6547,130876,164545,97354,31804.0,32525.0,5650.0,4.0,41.0,13.0,486497.0,0.0,47562.642857142855,0.0,0.0,0.0,161311.080835604,0.0,43371.22784810127,250331.89106642912,0.0,0.0,49900.33613445378,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
3,숭실대입구역,하차,8825,9882,5908,106824,132772,151923,11846.0,41977.0,18868.0,2.0,19.0,24.0,488870.0,0.0,47562.642857142855,0.0,0.0,0.0,161311.080835604,0.0,43371.22784810127,250331.89106642912,0.0,0.0,49900.33613445378,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
3,신금호역,승차,2578,7295,1401,69821,45921,27174,16090.0,20788.0,5256.0,17.0,27.0,13.0,196381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81208.48237097598,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,신금호역,하차,4781,4136,3121,26558,48078,73618,9925.0,27684.0,10454.0,6.0,22.0,32.0,208415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81208.48237097598,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,신당역,승차,4381,12942,5307,166495,194829,201916,29303.0,82672.0,26583.0,205.0,671.0,582.0,725886.0,0.0,80000.0,25050.92307692308,0.0,0.0,88609.97547015535,0.0,58619.17820953798,136409.35,66166.66666666667,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0
3,신당역,하차,9101,8590,5098,147017,199499,241575,43941.0,76650.0,18224.0,74.0,640.0,820.0,751229.0,0.0,80000.0,25050.92307692308,0.0,0.0,88609.97547015535,0.0,58619.17820953798,136409.35,66166.66666666667,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0
