month,역명,영업업종,월임대료,점포수,평균 면적
3,숭실대입구역,편의점,9835540.0,1,39.29
3,숭실대입구역,화장품,1781442.0,1,35.7
3,시청역,기타,1858300.0,1,57.6
3,시청역,식음료,4145884.0,1,25.0
3,시청역,패션잡화,2528600.0,3,21.91
3,시청역,플라워,2470600.0,1,25.0
3,신금호역,공실,0.0,1,23.5
3,신금호역,편의점,3178500.0,1,39.14
3,신길역,식음료,7560000.0,1,20.0
3,신길역,패션잡화,7100000.0,1,10.0
3,신길역,플라워,3542000.0,1,40.0
3,신당역,공실,0.0,1,30.0
3,신당역,기타,880000.0,1,11.0
3,신당역,무인프린트,651324.0,1,26.0
3,신당역,식음료,2167400.0,2,24.46
3,신당역,패션잡화,6305665.0,2,107.57
3,신당역,편의점,5456374.0,1,40.0
3,신당역,플라워,1985000.0,1,30.0
3,신대방삼거리역,공실,0.0,1,49.0
3,신대방삼거리역,기타,1768200.0,1,42.0
3,신대방삼거리역,무인프린트,1139500.0,1,27.0
3,신대방삼거리역,밀키트,1771200.0,1,42.0
3,신대방삼거리역,패션잡화,2550574.5,4,43.765
3,신대방삼거리역,편의점,13025870.0,1,51.49
3,신대방삼거리역,화장품,1762389.0,1,42.0
3,신대방역,식음료,4046100.0,1,24.9
3,신대방역,패션잡화,18396736.0,1,240.3
3,신대방역,편의점,4751700.0,1,27.8
3,신도림역,식음료,10504625.4,5,39.818
3,신도림역,의약업,3310000.0,1,22.5
3,신도림역,패션잡화,4988166.0,1,27.4
3,신도림역,편의점,8613177.0,2,23.03
3,신도림역,플라워,5636112.0,2,42.7
3,신도림역,화장품,6022805.0,1,24.13
3,신림역,공실,0.0,1,16.0
3,신림역,식음료,7759161.5,2,14.0
3,신림역,패션잡화,5115000.0,1,14.0
3,신림역,플라워,4550000.0,1,8.0
3,신사역,식음료,4700165.25,4,20.3275
3,신사역,의약업,2533400.0,1,23.7
3,신사역,패션잡화,5201968.125,8,27.82375
3,신사역,플라워,1520000.0,1,17.36
3,신용산역,공실,0.0,2,21.2
3,신용산역,기타,1186900.0,2,19.630000000000003
3,신용산역,식음료,2525000.0,2,17.375
3,신용산역,패션잡화,1328643.5,2,23.05
3,신용산역,플라워,786350.0,2,16.5
3,신정네거리역,밀키트,1622575.0,1,42.45
3,신정역,공실,0.0,1,42.71
3,신정역,편의점,2457000.0,1,24.0
3,신촌역,공실,0.0,3,18.816666666666663
3,신촌역,식음료,10283584.5,2,24.085
3,신촌역,의약업,6783300.0,1,21.0
3,신촌역,패션잡화,4407400.0,1,9.8
3,신촌역,편의점,15722963.0,1,44.42
3,신촌역,화장품,17632662.0,1,33.0
3,신풍역,공실,0.0,5,38.0
3,신풍역,패션잡화,2020000.0,1,30.0
3,신풍역,편의점,8322600.0,1,32.82
3,신흥역,편의점,4391715.0,1,40.0
3,쌍문역,편의점,2643669.0,1,20.2
3,아차산역,공실,0.0,1,19.6
3,아차산역,식음료,3007689.5,2,31.91
3,아차산역,패션잡화,3262057.5,2,39.79
3,아차산역,편의점,4660500.0,1,28.72
3,아현역,밀키트,1124425.0,1,25.0
3,아현역,식음료,460000.0,1,22.58
3,아현역,패션잡화,1951902.0,1,34.8
3,아현역,플라워,1028675.0,1,24.05
3,아현역,화장품,2353016.0,1,35.2
3,안국역,기타,528700.0,4,21.9725
3,안국역,무인프린트,668300.0,2,23.8
3,안국역,의약업,2066900.0,1,26.31
3,안국역,패션잡화,2516750.0,2,23.185
3,안국역,플라워,1037900.0,2,23.8
3,안암역,식음료,1573300.0,2,22.0
3,안암역,의약업,3630000.0,2,31.0
3,안암역,편의점,10717338.0,1,42.2
3,안암역,화장품,2417302.0,1,40.99
3,암사역,기타,2519417.0,2,41.5
3,암사역,패션잡화,2001877.5,2,25.685
3,암사역,편의점,10014441.0,1,35.0
3,압구정역,공실,0.0,1,37.0
3,압구정역,식음료,2543548.0,2,19.15
3,압구정역,플라워,2611408.0,1,18.62
3,압구정역,화장품,7195687.0,1,23.76
3,애오개역,편의점,3159000.0,1,32.2
3,약수역,식음료,3260820.0,1,11.57
3,약수역,편의점,7685502.0,1,77.0
3,약수역,화장품,3780596.0,1,22.32
3,양재역,기타,4110000.0,1,40.0
3,양재역,식음료,4866457.0,1,20.0
3,양재역,패션잡화,5584479.0,5,37.996
3,양재역,편의점,3173291.0,1,18.0
3,양천구청역,밀키트,965550.0,1,26.04
3,양천구청역,식음료,886500.0,1,18.84
3,어린이대공원역,공실,0.0,10,41.109
3,어린이대공원역,편의점,12632620.0,1,35.6
3,여의나루역,식음료,2021800.0,1,34.86
3,여의나루역,편의점,5869500.0,1,33.39
3,여의도역,공실,0.0,1,19.93
3,여의도역,기타,2434950.0,2,35.325
3,여의도역,식음료,2300000.0,1,22.04
3,여의도역,편의점,4582500.0,1,35.24
3,여의도역,플라워,2929289.0,1,23.65
3,역삼역,식음료,6897475.4,5,37.96
3,역삼역,의약업,7385207.333333333,3,139.4
3,역삼역,패션잡화,9584313.0,1,52.32
3,역삼역,편의점,4879147.0,1,26.4
3,역촌역,공실,0.0,3,48.66666666666666
3,역촌역,편의점,2585123.0,1,31.5
3,연신내역,기타,965000.0,1,19.96
3,연신내역,식음료,1386900.0,1,12.0
3,연신내역,의약업,1875800.0,1,22.0
3,연신내역,패션잡화,2988698.75,4,28.69
3,연신내역,편의점,8734634.0,1,44.0
3,영등포구청역,공실,0.0,1,22.32
3,영등포구청역,공유오피스,5779441.0,1,313.4
3,영등포구청역,식음료,3860357.3333333335,6,23.991666666666664
3,영등포구청역,패션잡화,6206426.0,1,26.01
3,영등포구청역,편의점,2496000.0,1,34.33
3,영등포시장역,편의점,3100500.0,1,37.3
3,오금역,편의점,2691000.0,1,27.38
3,오목교역,공실,0.0,1,118.84
3,오목교역,기타,4100476.1904761903,21,55.167142857142856
3,오목교역,식음료,0.0,14,32.29642857142857
3,오목교역,패션잡화,0.0,8,43.495
3,오목교역,편의점,5577000.0,1,43.51
3,오목교역,플라워,0.0,1,7.61
3,옥수역,기타,13500000.0,1,555.0
3,옥수역,패션잡화,3640000.0,1,11.6
3,옥수역,편의점,2010000.0,1,18.9
3,옥수역,화장품,4736736.0,1,41.64
3,온수역,사무실,795000.0,1,35.0
3,온수역,식음료,2029650.0,2,27.25
3,온수역,패션잡화,3200000.0,1,23.1
3,온수역,편의점,6966960.0,1,29.81
3,올림픽공원역,편의점,2437500.0,1,37.2
3,왕십리역,공실,0.0,2,69.09
3,왕십리역,공유오피스,2556015.0,1,204.0
3,왕십리역,기타,3779559.0,1,30.06
3,왕십리역,사무실,567800.0,1,50.0
3,왕십리역,식음료,3271457.25,4,31.7775
3,왕십리역,패션잡화,2762987.4285714286,7,42.45
3,왕십리역,편의점,2054500.0,2,26.175
3,왕십리역,플라워,566257.0,1,10.3
3,왕십리역,화장품,3968788.0,1,50.84
3,용마산역,공실,0.0,5,50.0
3,용마산역,편의점,5070780.0,1,28.8
3,용마산역,화장품,1309883.0,1,55.0
3,우장산역,무인프린트,850000.0,1,14.8
3,우장산역,사무실,1685600.0,1,44.8
3,우장산역,패션잡화,1921624.6666666667,3,21.16
3,우장산역,편의점,4777500.0,1,33.0
3,월곡역,공실,0.0,1,27.0
3,월곡역,식음료,700000.0,2,23.915
3,월곡역,패션잡화,2880000.0,1,30.0
3,월곡역,편의점,8190105.0,1,35.0
3,월곡역,화장품,1315554.0,1,58.0
3,월드컵경기장역,편의점,2765893.0,1,43.0
3,을지로3가역,공실,0.0,1,11.5
3,을지로3가역,기타,502866.6666666667,3,15.4
3,을지로3가역,식음료,1588333.3333333333,3,21.03333333333333
3,을지로3가역,패션잡화,1935275.0,4,20.39
3,을지로3가역,플라워,1037850.0,2,18.75
3,을지로4가역,공실,0.0,1,14.9
3,을지로4가역,기타,852500.0,2,18.87
3,을지로4가역,사무실,407400.0,2,35.635000000000005
3,을지로4가역,식음료,1813804.0,2,35.4
3,을지로4가역,패션잡화,834440.0,5,23.19
3,을지로4가역,편의점,7488000.0,1,34.98
3,을지로입구역,공실,0.0,2,80.55
3,을지로입구역,기타,14910683.333333334,6,43.8
3,을지로입구역,식음료,9773014.75,4,37.82
3,을지로입구역,의약업,6150000.0,1,17.6
3,을지로입구역,패션잡화,5838838.666666667,3,31.12333333333333
3,을지로입구역,편의점,14993000.0,1,17.2
3,을지로입구역,플라워,2269740.0,1,19.0
3,응암역,기타,2032373.0,1,30.0
3,응암역,식음료,5950405.0,2,42.32
3,응암역,패션잡화,1562000.0,1,15.0
3,응암역,편의점,12005352.0,1,38.8
3,응암역,화장품,2214894.0,1,31.0
3,이대역,기타,2252100.0,2,26.5
3,이대역,식음료,3150000.0,1,27.66
3,이대역,패션잡화,2250000.0,2,14.005
3,이대역,플라워,3020000.0,1,21.13
3,이수역,공실,0.0,6,60.89166666666667
3,이수역,기타,10552300.0,1,592.0
3,이수역,사무실,650000.0,1,48.0
3,이수역,식음료,4532176.0,1,27.22
3,이수역,패션잡화,4651985.666666667,3,48.76
3,이수역,편의점,14677520.0,1,54.05
3,이수역,플라워,2039400.0,1,22.5
3,이촌역,식음료,1386563.0,1,19.3
3,이촌역,플라워,1319000.0,1,22.0
3,이태원역,편의점,8483995.0,1,25.0
3,이태원역,화장품,3123307.0,1,34.0
3,일원역,공실,0.0,2,449.0
3,일원역,사무실,467500.0,1,51.7
3,일원역,의약업,3522150.0,2,56.24
3,일원역,편의점,8800000.0,1,46.0
3,잠실나루역,기타,4080000.0,2,68.55
3,잠실나루역,식음료,2810000.0,1,24.0
3,잠실나루역,의약업,9763550.0,2,65.02
3,잠실나루역,패션잡화,1230000.0,1,28.6
3,잠실나루역,편의점,6956940.0,1,48.1
3,잠실나루역,플라워,2100000.0,1,25.62
3,잠실새내역,공실,0.0,1,19.44
3,잠실새내역,패션잡화,3410000.0,1,19.44
3,잠실새내역,편의점,4790715.0,1,24.65
3,잠실역,기타,22492923.125,8,130.24875
3,잠실역,식음료,4943649.761904762,21,38.067142857142855
3,잠실역,의약업,6081431.666666667,3,57.4
3,잠실역,패션잡화,7298098.272727272,11,35.17
3,잠실역,편의점,9662133.333333334,3,34.833333333333336
3,잠실역,화장품,11022647.0,1,144.0
3,장승배기역,패션잡화,2710000.0,1,35.52
3,장승배기역,편의점,8185320.0,1,36.18
3,장지역,공실,0.0,1,251.23
3,장지역,식음료,4998300.0,1,38.82
3,장지역,편의점,8275943.0,1,35.2
3,장지역,플라워,2500000.0,1,12.85
3,장한평역,기타,2161133.0,1,31.98
3,장한평역,식음료,3054944.5,2,32.71
3,장한평역,패션잡화,2260000.0,1,31.9
3,장한평역,편의점,5206500.0,1,52.8
3,종각역,공실,0.0,4,29.6925
3,종각역,식음료,5005000.0,2,15.57
3,종각역,의약업,7511100.0,1,29.62
3,종각역,패션잡화,2310000.0,1,23.14
3,종각역,편의점,6559320.0,1,29.3
3,종각역,플라워,2960800.0,2,14.82
3,종로3가역,공실,0.0,4,19.7
3,종로3가역,기타,5275000.0,2,22.75
3,종로3가역,식음료,6695629.5,4,24.25
3,종로3가역,의약업,9072439.0,2,134.95
3,종로3가역,패션잡화,7020100.0,1,40.0
3,종로3가역,편의점,6552000.0,1,29.48
3,종로3가역,플라워,2261006.0,1,18.05
3,종로5가역,식음료,5310000.0,1,25.13
3,종로5가역,패션잡화,4110000.0,1,16.16
3,종합운동장역,공실,0.0,1,53.2
3,종합운동장역,기타,4851600.0,1,65.37
3,종합운동장역,식음료,3036210.0,2,25.0
3,종합운동장역,편의점,4982350.0,2,51.45
3,중계역,공실,0.0,1,50.0
3,중계역,기타,1222400.0,1,47.6
3,중계역,식음료,4560000.0,1,105.6
3,중계역,패션잡화,1740000.0,1,34.0
3,중계역,편의점,8936070.0,1,32.91
3,중계역,화장품,929961.0,1,41.0
3,중곡역,밀키트,1467835.0,1,46.0
3,중곡역,패션잡화,2500300.0,1,46.99
3,중곡역,편의점,5995990.0,1,35.16
3,중화역,공실,0.0,3,54.66666666666666
3,중화역,기타,594000.0,2,39.215
3,중화역,무인프린트,855144.0,1,18.0
3,중화역,식음료,1521300.0,1,37.38
3,중화역,패션잡화,2266080.0,5,49.764
3,중화역,편의점,7671950.0,1,29.7
3,증산역,공실,0.0,1,48.0
3,증산역,기타,1768200.0,1,37.0
3,증산역,패션잡화,3154000.0,1,31.0
3,증산역,편의점,5775771.0,1,28.0
3,증산역,화장품,1414221.0,1,29.0
3,창동역,공실,0.0,1,23.0
3,창동역,패션잡화,5568000.0,2,34.75
3,창신역,편의점,1956310.0,1,28.0
3,천왕역,기타,1313400.0,1,900.39
3,천왕역,편의점,6160440.0,1,36.93
3,천호역,기타,3185944.0,1,23.92
3,천호역,사무실,1309027.0,1,38.7
3,천호역,식음료,8059910.8,5,77.3
3,천호역,의약업,7893765.0,1,66.6
3,천호역,패션잡화,9774528.857142856,14,75.80285714285715
3,천호역,편의점,2775855.0,1,23.42
3,천호역,화장품,9617631.25,4,71.32249999999999
3,철산역,기타,3398000.0,1,15.5
3,철산역,밀키트,1653080.0,1,18.0
3,철산역,식음료,2824011.6666666665,3,38.16666666666666
3,철산역,패션잡화,3926065.0,1,41.0
3,철산역,편의점,12851410.0,1,36.61
3,철산역,플라워,3214320.0,1,35.0
3,청구역,식음료,3141348.0,2,24.0
3,청구역,패션잡화,2357147.0,1,47.89
3,청구역,편의점,4368000.0,1,46.33
3,청담역,공실,0.0,7,57.74428571428572
3,청담역,기타,1301600.0,1,35.2
3,청담역,식음료,3417040.0,1,65.36
3,청담역,패션잡화,3190100.0,2,107.555
3,청담역,편의점,16639480.0,1,52.34
3,청담역,플라워,1775339.0,1,35.0
3,청담역,화장품,2652655.5,2,49.0
3,총신대입구역,공실,0.0,3,16.099999999999998
3,총신대입구역,기타,1288833.3333333333,3,16.3
3,총신대입구역,무인프린트,916600.0,1,16.3
3,총신대입구역,사무실,186000.0,1,16.3
3,총신대입구역,식음료,3536749.25,4,19.4375
3,총신대입구역,패션잡화,2313138.2,5,24.668
3,총신대입구역,화장품,5451432.0,1,25.06
3,충무로역,공실,0.0,1,17.57
3,충무로역,사무실,1900000.0,1,147.5
3,충무로역,식음료,3576383.0,1,21.0
3,충무로역,편의점,3485000.0,2,19.065
3,충무로역,플라워,2018500.0,1,18.86
3,충무로역,화장품,6921841.0,1,31.54
3,충정로역,공실,0.0,1,36.85
3,충정로역,무인프린트,450000.0,1,29.01
3,충정로역,사무실,550000.0,1,42.0
3,충정로역,식음료,3512000.0,1,15.0
3,충정로역,패션잡화,427250.0,2,24.505000000000003
3,충정로역,편의점,3861000.0,1,45.0
3,충정로역,화장품,5693895.0,1,26.12
3,태릉입구역,공실,0.0,3,54.333333333333336
3,태릉입구역,기타,1483300.0,1,33.0
3,태릉입구역,무인프린트,718035.0,1,31.0
3,태릉입구역,식음료,1680000.0,1,40.0
3,태릉입구역,패션잡화,3522956.0,8,51.72125
3,태릉입구역,편의점,9603880.0,1,37.14
3,태릉입구역,플라워,906588.0,1,39.0
3,태릉입구역,화장품,1020689.0,1,50.0
3,하계역,기타,2663300.0,2,34.285
3,하계역,무인프린트,906839.0,1,32.0
3,하계역,식음료,7260000.0,1,55.01
3,하계역,패션잡화,2835166.6666666665,3,53.66666666666666
3,하계역,편의점,14478750.0,1,40.8
3,하계역,화장품,898206.0,1,33.0
3,학동역,공실,0.0,3,20.613333333333333
3,학동역,식음료,4631032.0,4,38.7725
3,학동역,의약업,5567600.0,2,98.0
3,학동역,패션잡화,3141076.0,2,44.695
3,학동역,편의점,15504060.0,1,55.45
3,한강진역,식음료,2133300.0,1,62.0
3,한강진역,패션잡화,1780200.0,1,64.0
3,한강진역,편의점,6033063.0,1,40.0
3,한강진역,화장품,1524228.0,1,64.0
3,한양대역,공실,0.0,1,20.04
3,한양대역,기타,4912200.0,1,90.1
3,한양대역,사무실,418000.0,1,46.8
3,한양대역,식음료,3170000.0,1,13.9
3,한양대역,편의점,3400000.0,1,18.0
3,합정역,공실,0.0,1,13.69
3,합정역,기타,4942407.5,2,42.21
3,합정역,무인프린트,1750000.0,1,13.16
3,합정역,식음료,7423664.8,5,22.054
3,합정역,의약업,4769300.0,4,49.6625
3,합정역,패션잡화,7001156.0,10,39.645
3,합정역,편의점,12316207.5,2,41.525
3,합정역,플라워,5441083.333333333,3,37.09333333333333
3,합정역,화장품,4383868.0,2,19.595
3,행당역,공실,0.0,1,39.0
3,행당역,식음료,2200000.0,1,46.78
3,행당역,편의점,4095000.0,1,41.46
3,행당역,플라워,1258300.0,1,30.84
3,혜화역,식음료,6410000.0,2,18.73
3,홍대입구역,식음료,5192551.0,1,17.11
3,홍대입구역,패션잡화,17603743.5,2,59.30499999999999
3,홍대입구역,편의점,9031258.0,1,31.0
3,홍대입구역,플라워,9613837.0,1,33.0
3,홍대입구역,화장품,7428858.0,1,12.0
3,홍제역,공실,0.0,9,15.408888888888889
3,홍제역,기타,46465000.0,1,1351.0
3,홍제역,식음료,2420400.0,1,15.52
3,홍제역,패션잡화,1140000.0,1,16.8
3,화곡역,기타,0.0,1,16.67
3,화곡역,식음료,8296201.0,1,67.04
3,화곡역,패션잡화,9312733.333333334,3,52.47666666666667
3,화곡역,편의점,9321000.0,1,30.0
3,화곡역,화장품,7500000.0,1,27.0
3,화랑대역,기타,785867.0,1,35.0
3,화랑대역,밀키트,1003697.0,1,34.6
3,화랑대역,식음료,4014800.0,1,28.0
3,화랑대역,패션잡화,1130000.0,1,32.0
3,화랑대역,편의점,5423103.0,1,30.0
3,화랑대역,화장품,3740000.0,1,80.0
3,회현역,공실,0.0,1,30.0
3,회현역,패션잡화,9326000.0,2,51.0
3,효창공원앞역,공실,0.0,4,40.0
3,효창공원앞역,편의점,6485543.0,1,43.0
3,효창공원앞역,화장품,984397.0,1,31.0
4,가락시장역,기타,1012000.0,1,19.84
4,가락시장역,식음료,1693000.0,2,22.805
4,가락시장역,패션잡화,4099800.0,1,52.16
4,가락시장역,편의점,5233461.0,1,33.0
4,가산디지털단지역,식음료,13751200.0,1,34.0
4,가산디지털단지역,편의점,16485040.0,1,35.8
4,가산디지털단지역,플라워,4196536.0,1,41.97
4,가산디지털단지역,화상면접,975346.0,1,69.0
4,강남구청역,공실,0.0,1,41.0
4,강남구청역,기타,1852388.888888889,9,53.46666666666667
4,강남구청역,의약업,3955500.0,2,188.85
4,강남구청역,패션잡화,2539119.0,4,39.0
4,강남구청역,편의점,16140410.0,1,63.8
4,강남구청역,플라워,2288553.0,1,55.0
4,강남역,공실,0.0,1,20.3
4,강남역,기타,3295000.0,1,13.3
4,강남역,식음료,29358258.0,1,60.97
4,강남역,의약업,14551200.0,1,26.6
4,강남역,패션잡화,10000800.0,1,26.55
4,강남역,화장품,22234458.0,1,35.5
4,강동구청역,공실,0.0,1,37.45
4,강동구청역,식음료,2500000.0,1,46.69
4,강동구청역,패션잡화,1833000.0,1,36.96
4,강동구청역,편의점,6354679.0,1,30.0
4,강동역,공실,0.0,6,66.14666666666666
4,강동역,식음료,2842500.0,1,15.0
4,강동역,패션잡화,2259000.0,2,19.72
4,강동역,편의점,6532500.0,1,57.26
4,강변역,편의점,14410000.0,1,41.0
4,강변역,화장품,8729997.0,1,36.5
4,개롱역,편의점,3490500.0,1,40.0
4,개화산역,편의점,3022500.0,1,30.0
4,거여역,편의점,3159000.0,1,28.98
4,건대입구역,공실,0.0,3,31.68
4,건대입구역,기타,18989000.0,1,867.64
4,건대입구역,식음료,6688602.2,5,40.556
4,건대입구역,의약업,20875000.0,2,75.5
4,건대입구역,패션잡화,5011000.0,1,29.5
4,건대입구역,편의점,8118383.0,2,28.43
4,건대입구역,플라워,3411217.0,3,24.07333333333333
4,경복궁역,식음료,1508490.0,1,25.5
4,경찰병원역,의약업,3510000.0,2,47.2
4,고덕역,식음료,5555500.0,1,42.94
4,고덕역,편의점,3354000.0,1,28.62
4,고려대역,편의점,7763133.0,1,35.0
4,고려대역,플라워,1080094.0,1,38.4
4,고려대역,화상면접,553620.6666666666,3,41.66666666666666
4,고속터미널역,기타,1200736.3636363635,11,78.80909090909091
4,고속터미널역,식음료,4792774.25,8,24.8825
4,고속터미널역,의약업,0.0,1,0.0
4,고속터미널역,패션잡화,16463635.3125,32,262.7646875
4,고속터미널역,편의점,23453430.0,1,60.27
4,고속터미널역,플라워,3235240.0,1,95.0
4,고속터미널역,화장품,5195865.333333333,3,9.6
4,공덕역,공실,0.0,4,26.15
4,공덕역,공유오피스,654706.1666666666,6,33.81666666666667
4,공덕역,기타,324390.0,10,12.221
4,공덕역,무인프린트,1375000.0,1,34.0
4,공덕역,식음료,8747920.8,5,65.4
4,공덕역,패션잡화,6161190.0,10,69.51
4,공덕역,편의점,8516759.0,2,37.15
4,공덕역,플라워,2211950.0,4,43.47
4,공덕역,화장품,7030000.0,1,24.0
4,공릉역,기타,2079853.0,1,40.0
4,공릉역,식음료,3600000.0,1,50.0
4,공릉역,패션잡화,2450506.5,2,29.65
4,공릉역,편의점,7699120.0,1,28.91
4,공릉역,플라워,2300000.0,1,30.0
4,광나루역,식음료,3063600.0,1,62.2
4,광나루역,패션잡화,3766731.0,1,53.26
4,광나루역,편의점,6922500.0,1,45.0
4,광나루역,플라워,2221600.0,1,17.86
4,광명사거리역,공실,0.0,1,44.0
4,광명사거리역,기타,3143467.0,1,37.0
4,광명사거리역,무인프린트,1204446.0,1,13.0
4,광명사거리역,식음료,4462329.0,2,42.870000000000005
4,광명사거리역,패션잡화,2708482.0,1,41.0
4,광명사거리역,편의점,12292280.0,1,34.27
4,광명사거리역,플라워,3897086.0,1,40.0
4,광명사거리역,화장품,3849143.0,1,37.17
4,광화문역,기타,4629150.0,2,457.17
4,광화문역,패션잡화,1319999.0,1,10.0
4,광화문역,편의점,9574500.0,1,56.0
4,광흥창역,공실,0.0,2,106.0
4,광흥창역,편의점,3992468.0,1,40.0
4,교대역,공실,0.0,2,22.14
4,교대역,기타,1313966.6666666667,3,65.92333333333333
4,교대역,사무실,504600.0,5,77.62
4,교대역,식음료,5424952.0,5,31.130000000000003
4,교대역,패션잡화,994600.0,1,37.7
4,교대역,편의점,5376800.0,1,113.1
4,교대역,플라워,1521650.0,2,27.85
4,구로디지털단지역,식음료,9902195.0,2,19.83
4,구로디지털단지역,의약업,17010000.0,1,103.0
4,구로디지털단지역,패션잡화,10230000.0,1,100.8
4,구산역,기타,0.0,1,30.0
4,구산역,밀키트,898612.0,1,33.0
4,구산역,편의점,5228359.0,1,33.2
4,구의역,식음료,1361150.0,2,19.825
4,구의역,패션잡화,2211000.0,1,20.0
4,구의역,플라워,2561360.0,1,23.1
4,구의역,화장품,6940535.0,1,50.46
4,군자역,공실,0.0,4,40.6
4,군자역,식음료,4258234.5,2,26.35
4,군자역,패션잡화,4975892.6,5,65.978
4,군자역,편의점,14890590.0,1,54.82
4,군자역,플라워,4575943.0,1,31.0
4,군자역,화장품,3600000.0,1,44.67
4,굽은다리역,공실,0.0,1,23.0
4,굽은다리역,기타,196467.0,1,14.5
4,굽은다리역,식음료,1730736.0,1,34.43
4,굽은다리역,패션잡화,2516600.0,1,34.43
4,굽은다리역,편의점,3607500.0,1,30.0
4,금호역,식음료,779000.0,2,23.305
4,금호역,편의점,1675000.0,1,25.3
4,금호역,플라워,1082300.0,1,21.0
4,금호역,화장품,2285262.0,1,50.3
4,길동역,편의점,2281500.0,1,31.82
4,길음역,밀키트,5500000.0,1,100.0
4,길음역,화장품,1948081.0,1,20.04
4,김포공항역,사무실,845200.0,2,64.355
4,김포공항역,식음료,5433888.0,2,49.18
4,김포공항역,패션잡화,4265945.333333333,6,39.58833333333333
4,김포공항역,편의점,3256500.0,1,32.34
4,김포공항역,플라워,4310000.0,1,21.53
4,김포공항역,화상면접,613792.0,1,53.15
4,까치산역,기타,9300000.0,1,24.15
4,까치산역,식음료,8195000.0,2,29.05
4,까치산역,패션잡화,7807125.0,4,26.3875
4,까치산역,편의점,8970000.0,1,37.82
4,까치산역,플라워,6383300.0,1,19.28
4,낙성대역,공실,0.0,1,16.7
4,낙성대역,기타,1010000.0,1,112.42
4,낙성대역,패션잡화,3172500.0,2,21.11
4,남구로역,공실,0.0,2,45.57
4,남구로역,기타,2000000.0,1,40.0
4,남구로역,패션잡화,1700000.0,1,32.0
4,남구로역,편의점,8428420.0,1,33.67
4,남성역,식음료,7166003.0,1,65.0
4,남성역,편의점,9788350.0,1,45.25
4,남한산성입구역,기타,2300000.0,1,34.32
4,남한산성입구역,식음료,1616800.0,3,31.28333333333333
4,남한산성입구역,패션잡화,1809246.0,1,34.18
4,남한산성입구역,편의점,8863280.0,1,36.0
4,내방역,밀키트,1259909.0,1,34.0
4,내방역,식음료,3967708.0,1,28.0
4,내방역,패션잡화,3014500.0,2,37.89
4,내방역,편의점,15240940.0,1,62.21
4,내방역,화장품,1619492.0,1,28.0
4,노원역,공실,0.0,1,37.0
4,노원역,기타,1514242.5,4,23.0
4,노원역,사무실,649700.0,2,40.95
4,노원역,식음료,1656685.6666666667,3,27.936666666666667
4,노원역,패션잡화,1742402.7692307692,13,31.86923076923077
4,노원역,편의점,19781190.0,1,55.15
4,노원역,플라워,1975651.0,1,41.0
4,녹번역,무인프린트,531600.0,1,12.65
4,녹번역,식음료,713000.0,1,13.47
4,녹번역,패션잡화,1020700.0,3,50.81666666666666
4,녹사평역,편의점,6254867.0,1,40.0
4,논현역,공실,0.0,2,32.0
4,논현역,기타,2100000.0,1,25.0
4,논현역,식음료,4304704.333333333,3,42.12
4,논현역,의약업,5101950.0,2,80.0
4,논현역,패션잡화,4349150.0,4,43.875
4,논현역,편의점,13317590.0,1,44.65
4,논현역,화장품,2077017.0,1,23.0
4,단대오거리역,공실,0.0,1,54.03
4,단대오거리역,기타,1700000.0,1,36.78
4,단대오거리역,패션잡화,3780000.0,1,75.09
4,단대오거리역,편의점,6235459.0,1,32.5
4,답십리역,기타,421600.0,1,61.97
4,답십리역,식음료,3380000.0,2,43.375
4,답십리역,패션잡화,1552500.0,2,42.9
4,답십리역,편의점,2476500.0,1,40.0
4,답십리역,플라워,1800000.0,1,25.5
4,당고개역,기타,2307000.0,1,27.84
4,당고개역,밀키트,1732250.0,1,28.01
4,당고개역,식음료,5753500.0,2,183.65
4,당산역,공실,0.0,2,29.5
4,당산역,식음료,7032800.0,2,43.09
4,당산역,편의점,3641600.0,1,35.64
4,대림역,공실,0.0,1,22.0
4,대림역,기타,11100000.0,1,14.93
4,대림역,식음료,6599660.0,5,15.932
4,대림역,패션잡화,8532738.875,8,36.59625
4,대림역,편의점,9762109.0,2,24.755000000000003
4,대림역,플라워,4920117.0,2,44.29
4,대림역,화장품,3920862.0,1,21.05
4,대청역,공실,0.0,1,23.0
4,대청역,식음료,2516600.0,1,26.61
4,대흥역,공실,0.0,1,23.0
4,대흥역,패션잡화,2870000.0,1,43.67
4,대흥역,편의점,7186443.0,1,45.0
4,도곡역,기타,991800.0,1,25.04
4,도곡역,패션잡화,1488166.6666666667,3,24.426666666666662
4,도봉산역,식음료,1096650.0,2,41.0
4,도봉산역,패션잡화,1310000.0,1,36.0
4,독바위역,공실,0.0,1,85.0
4,독바위역,편의점,1839752.0,1,31.3
4,돌곶이역,기타,982333.0,1,22.0
4,돌곶이역,식음료,700000.0,1,15.0
4,돌곶이역,패션잡화,1738535.25,4,40.25
4,돌곶이역,편의점,6371979.0,1,37.8
4,동대문역,공실,0.0,2,22.200000000000003
4,동대문역,식음료,3886056.6666666665,3,22.16
4,동대문역,패션잡화,4379155.0,7,28.84142857142857
4,동대문역사문화공원역,사무실,1562000.0,2,46.1
4,동대문역사문화공원역,식음료,6823334.333333333,3,21.33333333333333
4,동대문역사문화공원역,패션잡화,5059796.0,6,44.68333333333334
4,동대문역사문화공원역,편의점,7122000.0,1,25.7
4,동대입구역,공실,0.0,3,23.78
