역명,승하차구분,미성년_아침_유동인구,미성년_점심_유동인구,미성년_저녁_유동인구,성인_아침_유동인구,성인_점심_유동인구,성인_저녁_유동인구,노인_아침_유동인구,노인_점심_유동인구,노인_저녁_유동인구,외국인_아침_유동인구,외국인_점심_유동인구,외국인_저녁_유동인구,총유동인구
돌곶이역,하차,930,3082,2588,37289,55162,99764,17497,32312,13419,0,9,42,262094
동대문역,승차,2101,14673,5800,91124,304791,193269,43724,164382,41195,1025,4562,3705,870351
동대문역,하차,3680,16261,3455,203130,257077,137881,86426,136136,21527,992,5974,5148,877687
동대문역사문화공원역,승차,3216,24105,12615,117990,399803,385117,16796,74394,30957,4676,11246,7521,1088436
동대문역사문화공원역,하차,8557,22284,8462,311356,343223,251970,48894,61311,11274,1403,10172,12458,1091364
동대입구역,승차,753,2865,1679,25966,89162,103305,5979,20133,8498,329,813,243,259725
동대입구역,하차,1054,3466,1566,111410,82904,45853,14909,17107,3804,144,795,590,283602
동묘앞역,승차,1790,11199,2875,79979,145819,75836,30090,147809,24720,679,1164,419,522379
동묘앞역,하차,3912,10513,2666,78271,127763,101124,53989,131760,14752,94,922,964,526730
동작역,승차,44,313,310,4580,9351,12228,3314,5458,2305,11,38,34,37986
동작역,하차,77,339,333,10275,7679,11206,4769,4736,1469,18,47,31,40979
둔촌동역,승차,1778,4466,2868,66540,64187,41832,21939,35608,10172,21,107,40,249558
둔촌동역,하차,772,4624,3068,48971,51952,70554,18278,36801,13218,24,85,21,248368
디지털미디어시티역,승차,3813,4885,2102,140744,99167,91684,25194,24975,7091,22,29,15,399721
디지털미디어시티역,하차,968,5797,6587,136858,82124,138918,15641,27037,14898,24,35,73,428960
뚝섬역,승차,1836,9584,6111,67230,228266,309211,17713,33315,10756,61,1284,819,686186
뚝섬역,하차,2197,11233,4108,304536,217213,113585,26371,26643,9191,209,1095,288,716669
마곡역,승차,2943,6356,2991,64379,111808,92273,15857,23967,5865,13,34,9,326495
마곡역,하차,1003,6514,5169,130793,70345,72129,15967,19847,9085,3,32,9,330896
마들역,승차,3073,6075,2302,162782,69453,26287,41613,45082,7391,2,1,0,364061
마들역,하차,1689,4518,4064,24173,68998,145828,19202,50405,22976,2,0,2,341857
마장역,승차,1243,2553,840,49502,38945,26059,13140,23555,5019,2,130,271,161259
마장역,하차,835,1680,1663,26556,31940,46393,13126,20582,7002,2,285,186,150250
마천역,승차,4079,3187,798,89066,32352,17383,28138,24261,5125,1,6,4,204400
마천역,하차,234,4117,3849,17503,32452,70522,12880,29887,15990,0,6,9,187449
마포구청역,승차,3076,4644,2759,133462,102213,82499,33563,37757,9654,31,118,68,409844
마포구청역,하차,1108,5096,3649,70143,86372,128564,19529,39203,16271,14,85,95,370129
마포역,승차,2167,3778,1439,89993,116045,123133,17958,34245,10827,367,973,396,401321
마포역,하차,625,3432,3335,135153,94964,107598,19722,31117,11079,34,480,942,408481
망원역,승차,2382,6644,4366,90301,128306,133654,26285,42967,11694,77,649,197,447522
망원역,하차,1485,8940,3858,83189,169742,127613,20602,49782,14562,160,659,218,480810
매봉역,승차,1347,3939,2702,55569,94159,111020,19894,39979,9804,5,30,4,338452
매봉역,하차,1336,3832,2461,130253,63194,59061,23613,30976,9725,2,11,7,324471
먹골역,승차,2032,4130,1616,107134,65183,37401,28670,32157,8342,1,14,1,286681
먹골역,하차,749,3897,3128,29868,64226,111858,14036,40173,16453,0,12,9,284409
면목역,승차,3496,4075,1266,176294,81803,43227,39998,46318,12142,19,27,12,408677
면목역,하차,467,3760,4182,37290,83451,155120,24027,55061,21375,2,23,22,384780
명동역,승차,3142,17532,12856,83626,349990,416638,6801,45943,16981,8828,20227,17002,999566
명동역,하차,6579,22158,8185,303209,402024,210035,30293,36831,4355,4312,31176,21745,1080902
명일역,승차,1926,5751,2015,82029,48306,27112,27963,31430,7836,2,7,5,234382
명일역,하차,1514,4056,4264,23313,47023,88250,18024,35997,15269,0,9,11,237730
모란역,승차,1153,4478,1779,26092,29613,25341,13840,40954,8112,1,9,1,151373
모란역,하차,1868,2924,1986,16375,22268,26435,16263,29367,4717,2,4,4,122213
목동역,승차,3059,8888,8528,173719,107165,73870,32048,39637,9808,29,58,34,456843
목동역,하차,4074,10525,6068,63402,117177,200471,18412,43402,21192,11,41,68,484843
몽촌토성역,승차,900,2660,1749,49324,56884,54094,8522,17462,5577,30,96,58,197356
몽촌토성역,하차,725,2901,1447,59035,47395,57604,12010,13962,4460,11,58,49,199657
무악재역,승차,1263,1901,558,47795,25716,13789,14156,15725,2713,5,11,2,123634
무악재역,하차,172,1807,1830,10322,23832,47179,6774,18625,9262,3,24,7,119837
문래역,승차,2476,5999,3207,129184,164893,229854,22640,50221,15219,29,104,103,623929
문래역,하차,1771,6008,3991,238098,145665,162271,33816,41259,12036,39,127,91,645172
문정역,승차,1195,4136,3000,88683,193081,226296,15411,36518,10077,16,60,70,578543
문정역,하차,2206,3770,2587,315109,110488,106133,23245,29503,9009,8,33,71,602162
미사역,승차,6039,12944,11414,177800,117592,89956,31607,42837,11892,15,39,39,502174
미사역,하차,2350,18664,11157,64887,120787,205982,22889,43017,20113,18,38,25,509927
미아사거리역,승차,7345,17861,5434,254865,175862,110035,67315,93481,23844,16,40,23,756121
미아사거리역,하차,4283,13149,11596,82029,176583,268330,36009,109023,40547,14,38,32,741633
미아역,승차,3536,10203,4635,134586,98284,58775,44723,56971,13672,42,31,21,425479
미아역,하차,6009,5681,4671,57858,86756,130980,28922,63160,24492,11,41,46,408627
반포역,승차,1224,2947,1601,27569,59602,49866,7724,23919,8182,1,49,28,182712
반포역,하차,866,3228,1961,59096,43216,28103,13945,19350,4177,3,20,11,173976
발산역,승차,2382,11331,7274,83234,196722,213427,23809,62926,17797,200,232,49,619383
발산역,하차,3333,10886,6477,231701,151726,135320,34855,52561,13899,21,203,284,641266
방배역,승차,2173,8298,5835,79438,131244,123938,20056,38670,11260,7,66,31,421016
방배역,하차,2935,8339,5506,140616,104425,100949,25440,32937,10730,15,62,36,431990
방이역,승차,1505,7834,10122,46507,45614,45467,18521,24507,6953,1,19,7,207057
방이역,하차,2650,12415,4535,42231,46013,53562,13318,25184,10674,1,13,6,210602
방화역,승차,2181,5570,1299,69356,42163,20039,24048,29101,5599,20,45,9,199430
방화역,하차,1735,3303,3458,22139,35742,66437,13437,31603,13176,0,14,32,191076
버티고개역,승차,457,935,465,16123,15051,12038,5709,7025,1580,3,17,14,59417
버티고개역,하차,394,1104,858,9831,13106,18720,4529,7596,3678,4,22,9,59851
보라매역,승차,975,3204,1606,62354,47608,36818,9780,16022,4748,17,19,7,183158
보라매역,하차,1825,2457,2096,37751,45379,67598,8095,17268,5661,1,22,18,188171
보문역,승차,1508,3020,1170,78331,61678,41556,12915,14291,3938,11,22,22,218462
보문역,하차,1805,2061,1764,39274,47470,78843,8305,14490,6375,9,12,17,200425
복정역,승차,2111,4538,1112,94581,66631,54314,15060,19269,6153,7,7,1,263784
복정역,하차,933,2919,3622,45313,53863,79699,13283,15215,8076,2,6,2,222933
봉천역,승차,2750,6360,2811,295058,148289,81841,58223,74146,17916,28,64,17,687503
봉천역,하차,1800,4630,4717,57574,144548,279639,33381,85666,31467,9,56,55,643542
봉화산역,승차,2597,3215,936,111977,50405,22850,21616,25784,4595,2,3,1,243981
봉화산역,하차,408,3402,3092,24321,49823,96608,10936,28453,11872,3,10,1,228929
불광역,승차,2805,6592,2978,194817,136063,84221,53930,106814,27158,34,82,44,615538
불광역,하차,1635,6324,5429,83884,138590,210448,43185,119155,33693,20,40,71,642474
사가정역,승차,3318,5161,1762,174567,98763,61415,42251,47534,13450,2,5,1,448229
사가정역,하차,741,4777,4854,52758,107017,179440,23457,57759,23561,2,10,3,454379
사당역,승차,10029,22938,12526,545023,494356,529250,75533,149458,54939,101,384,246,1894783
사당역,하차,3956,20256,22079,288211,544638,755349,69195,158632,47105,72,392,321,1910206
산성역,승차,2481,2984,679,81729,37538,13822,17132,15127,2262,4,14,3,173775
산성역,하차,438,3059,3514,15512,35487,81831,8069,19223,10007,4,4,7,177155
삼각지역,승차,1200,5563,1905,64326,134982,153812,8184,23667,10738,141,1413,423,406354
삼각지역,하차,1704,5057,1994,116851,131111,110390,12823,20713,5773,298,1194,343,408251
삼성역,승차,1836,29217,20724,71540,615262,713195,14784,81737,25994,665,5765,3735,1584454
삼성역,하차,10869,31706,5604,822932,460710,134756,50275,55086,7985,739,5831,2096,1588589
상계역,승차,5366,14045,8229,219215,109943,58893,52622,55960,13755,8,16,2,538054
상계역,하차,6537,11614,8087,43250,107231,202505,25043,62325,31416,3,11,10,498032
상도역,승차,2193,3702,1334,109374,82724,50982,28116,30408,6388,5,14,11,315251
상도역,하차,591,3462,3155,44085,74610,116335,14997,32469,14206,4,14,15,303943
상봉역,승차,2730,5799,2971,188425,126283,92100,24059,35203,14496,28,65,38,492197
상봉역,하차,1010,5538,5104,64927,124320,205090,19613,37358,13670,22,59,42,476753
상수역,승차,1331,5628,6495,45384,84994,126099,7328,10307,2872,126,637,711,291912
상수역,하차,1619,9623,3565,62235,127595,105354,6044,10561,3932,83,614,455,331680
상왕십리역,승차,3934,6032,2200,150312,106947,64775,26167,32932,8539,104,205,100,402247
상왕십리역,하차,1733,6471,4511,59634,98938,156113,18476,36304,14681,44,176,211,397292
상월곡역,승차,2195,2357,1036,68369,39662,23138,18200,19901,3725,4,4,4,178595
상월곡역,하차,412,2277,2128,20164,33313,61474,10242,20968,9521,0,7,3,160509
상일동역,승차,4685,9958,2629,175251,78665,38722,41501,40478,8720,5,5,2,400621
상일동역,하차,781,6708,9134,36259,74441,163389,19743,46123,23705,2,2,3,380290
새절역,승차,2404,5905,1825,151733,68029,31977,41537,39396,8704,5,24,13,351552
새절역,하차,1355,4094,4240,26180,64989,135769,17715,48901,23205,6,17,26,326497
서대문역,승차,1744,10443,3421,67231,171055,199934,16238,42466,10436,220,469,240,523897
서대문역,하차,4854,5614,2926,288216,93438,66375,25605,31489,7631,60,282,382,526872
서울대입구역,승차,4550,14667,6151,477660,360400,260425,63411,84330,24184,34,134,64,1296010
서울대입구역,하차,4807,10811,9611,167991,333952,568855,41380,90827,33377,41,131,86,1261869
서울역,승차,8739,25298,11153,262206,734521,665545,52485,140646,46441,2778,11258,5763,1966833
서울역,하차,9559,28382,15935,795429,674624,390854,84986,126617,31499,5520,11602,5410,2180417
서초역,승차,2285,11099,2696,87020,218222,200388,17497,50210,12261,53,145,94,601970
서초역,하차,3890,5231,3826,278285,130803,77564,37033,35286,6726,28,152,185,579009
석계역,승차,3139,5890,1800,139476,73770,39535,35843,35788,8861,12,21,9,344144
석계역,하차,1672,4643,4640,29394,77439,148922,16571,44656,19683,1,10,14,347645
석촌역,승차,774,2982,3417,55201,63870,60599,15503,33047,7777,4,47,33,243254
석촌역,하차,948,5046,2652,51727,81018,77564,17908,30856,9644,14,54,36,277467
선릉역,승차,2538,12803,18375,115706,525193,645107,25542,149233,58595,282,806,472,1554652
선릉역,하차,7041,16783,6923,676279,295981,158629,86582,105359,13947,114,585,691,1368914
성수역,승차,1868,16741,13869,81081,407148,592314,24264,51600,17947,172,4569,2776,1214349
성수역,하차,3758,26080,5825,545953,470635,176148,42569,39633,12150,1354,6607,954,1331666
성신여대입구역,승차,4646,14684,10236,156923,181412,145108,27121,46723,13456,499,804,266,601878
성신여대입구역,하차,4192,15261,9515,82414,172548,217479,22561,48197,16712,47,442,845,590213
송정역,승차,1511,2374,852,56649,42972,27168,18642,24412,7042,100,86,9,181817
송정역,하차,542,1916,2250,23673,36301,58183,12581,25931,9579,6,67,114,171143
송파역,승차,1944,6672,2602,86635,63120,37980,25395,34209,7469,0,10,4,266040
송파역,하차,2259,4982,3771,38990,59643,84446,15776,34835,15789,1,12,6,260510
수락산역,승차,2833,6315,1768,127385,80747,40107,37481,56178,13275,2,10,2,366103
수락산역,하차,1212,4848,4346,40717,74499,129211,28922,57445,21498,0,5,2,362705
수서역,승차,5867,10948,2895,124509,157614,117177,36482,61702,18214,23,55,37,535523
수서역,하차,3527,7292,8706,127904,127867,142072,33552,56808,22724,19,51,12,530534
수유역,승차,7949,13941,6321,336937,245178,153936,72013,90715,26003,75,122,42,953232
수유역,하차,1697,13624,12568,111284,228084,393897,42791,101727,44567,21,80,142,950482
수진역,승차,1060,6404,2521,53167,32474,16594,16949,25912,4832,14,14,0,159941
수진역,하차,4504,3336,2174,13975,27880,47785,12372,26177,7574,1,7,17,145802
숙대입구역,승차,1415,7690,3305,71368,130252,130440,17549,28162,9241,280,727,461,400890
숙대입구역,하차,3780,4624,2723,105680,113540,108397,15291,26152,9422,113,526,826,391074
숭실대입구역,승차,2650,5144,1681,118921,93134,54068,31307,27867,4944,6,52,18,339792
숭실대입구역,하차,1349,4776,3928,44890,84476,132487,11967,36723,17277,5,28,41,337947
시청역,승차,2416,14892,7225,85909,492331,649402,16161,104995,34138,3741,8531,4570,1424311
시청역,하차,5410,10583,4313,776402,301527,119910,63223,78100,7015,1092,6338,5331,1379244
신금호역,승차,1936,5005,1011,64918,41357,24844,15989,17752,4771,18,46,9,177656
신금호역,하차,2350,3469,2789,25291,42974,66907,9897,23705,10006,2,19,41,187450
신길역,승차,601,696,432,63875,34726,28576,3943,6016,2436,204,252,71,141828
신길역,하차,145,781,928,26266,34311,67555,4333,5770,2587,21,183,266,143146
신답역,승차,297,487,75,21850,8840,3808,4358,3807,857,1,21,9,44410
신답역,하차,29,366,607,3416,10223,24865,1862,5432,2386,2,12,4,49204
신당역,승차,2539,11719,5399,152796,178931,180419,29471,73122,24102,176,694,455,659823
신당역,하차,6110,8918,5072,131033,184451,218998,43116,67347,17544,63,641,806,684099
신대방삼거리역,승차,2191,5362,2829,173679,86815,50263,38776,48416,9488,6,14,6,417845
신대방삼거리역,하차,1626,4459,3499,38955,87340,165231,23551,55845,20570,1,4,9,401090
신대방역,승차,4027,6123,2755,333885,162708,80130,57446,55353,14614,40,66,28,717175
신대방역,하차,685,5475,6562,55692,159424,330274,26980,68848,31507,2,48,80,685577
신도림역,승차,6460,17053,8537,435491,396633,364041,64980,124607,37832,40,210,112,1455996
신도림역,하차,3092,16604,13605,252387,407629,515773,54807,124897,36010,52,220,210,1425286
신림역,승차,6411,16825,8985,707525,402643,246904,76677,91064,28695,107,211,83,1586130
신림역,하차,3988,15184,12959,130813,393848,778223,41077,108136,45566,23,130,208,1530155
신사역,승차,1380,8837,9204,56306,262537,364662,13760,39824,12670,395,2270,1831,773676
신사역,하차,3829,12039,4532,327455,261513,137237,27843,28340,7203,428,2545,1235,814199
신설동역,승차,1356,4604,2271,100104,140483,107539,34206,87945,23349,461,859,495,503672
신설동역,하차,2010,2995,2078,127621,96520,113506,48443,79070,17704,95,634,892,491568
신용산역,승차,1289,7264,4406,52537,197370,254958,10708,32769,11986,182,1033,733,575235
신용산역,하차,2778,9311,3056,231392,202763,112961,18765,29770,7707,262,1142,705,620612
신정네거리역,승차,2466,4022,1133,118616,56138,25687,32489,32227,6902,6,6,1,279693
신정네거리역,하차,407,3397,3989,22089,63257,122837,13845,40230,18929,2,7,10,288999
신정역,승차,2940,5805,2274,184493,74099,34425,33841,25192,5577,8,30,4,368688
신정역,하차,2428,4395,4122,28795,69976,137615,10840,34178,17897,0,8,28,310282
신촌역,승차,2329,15526,11779,158797,382749,373550,25280,75171,19074,455,1785,1008,1067503
신촌역,하차,5850,16564,7159,236640,384779,318574,40731,62758,13919,264,1304,1340,1089882
신풍역,승차,1900,3931,1205,123128,67337,39154,31378,34475,8039,12,18,5,310582
신풍역,하차,1140,2778,2508,42589,64812,102835,18461,37883,16078,2,14,12,289112
신흥역,승차,1324,3828,1726,53194,29791,16531,14444,22535,6286,3,13,6,149681
신흥역,하차,488,3687,2765,13732,32563,55674,8264,28771,8191,1,4,25,154165
쌍문역,승차,7349,13996,4013,355593,184275,81608,79552,76930,16770,18,27,9,820140
쌍문역,하차,2051,9806,11222,62524,165800,337078,32364,92438,45303,8,23,28,758645
아차산역,승차,3622,15273,5324,133607,93725,60109,38804,46946,12980,10,93,84,410577
아차산역,하차,7193,8303,4943,51454,94586,137785,22402,52335,22526,11,120,45,401703
아현역,승차,2326,8633,2431,101548,80410,45028,23923,32622,7766,26,167,106,304986
아현역,하차,4594,3845,3397,39932,68014,99272,15829,33919,13573,23,128,96,282622
안국역,승차,2028,21121,8192,41647,305730,253411,9334,68317,17670,1191,7912,2355,738908
안국역,하차,12599,13570,3450,317899,245508,57863,47091,48114,4638,2762,6085,1356,760935
안암역,승차,895,4722,2343,40620,123668,92991,9596,23090,4522,37,112,59,302655
안암역,하차,2001,3912,1906,90420,89384,75831,17045,16050,3175,36,81,68,299909
암사역,승차,3773,5849,1781,221751,99557,51046,49326,54027,11943,3,32,3,499091
암사역,하차,594,5203,5280,40224,102461,186888,22460,65417,26060,2,3,22,454614
