역명,영업업종,월임대료,점포수,평균 면적
잠실나루역,패션잡화,1230000.0,1,28.6
잠실나루역,편의점,6956940.0,1,48.1
잠실나루역,플라워,2100000.0,1,25.62
잠실새내역,의약업,2916600.0,1,19.44
잠실새내역,패션잡화,3410000.0,1,19.44
잠실새내역,편의점,4790715.0,1,24.65
잠실역,공실,0.0,3,36.96666666666667
잠실역,기타,17843234.53846154,13,101.07615384615384
잠실역,식음료,5211036.05882353,17,41.135882352941174
잠실역,의약업,3061847.0,1,40.0
잠실역,패션잡화,3016575.6,10,29.287
잠실역,편의점,9662133.333333334,3,34.833333333333336
잠실역,화장품,11022647.0,1,144.0
장승배기역,패션잡화,2710000.0,1,35.52
장승배기역,편의점,8185320.0,1,36.18
장지역,공실,0.0,1,251.23
장지역,식음료,4998300.0,1,38.82
장지역,편의점,8275943.0,1,35.2
장지역,플라워,2500000.0,1,12.85
장한평역,기타,2161133.0,1,31.98
장한평역,식음료,3054944.5,2,32.71
장한평역,패션잡화,2260000.0,1,31.9
장한평역,편의점,5206500.0,1,52.8
종각역,공실,0.0,5,25.701999999999998
종각역,기타,935400.0,2,33.775
종각역,식음료,5680000.0,1,12.0
종각역,의약업,7511100.0,1,29.62
종각역,패션잡화,2310000.0,1,23.14
종각역,편의점,6559320.0,1,29.3
종각역,플라워,2960800.0,2,14.82
종로3가역,공실,0.0,2,21.7
종로3가역,기타,4377766.666666667,3,22.3
종로3가역,식음료,4604172.666666667,3,16.2
종로3가역,의약업,9072439.0,2,134.95
종로3가역,패션잡화,10357833.333333334,3,34.13333333333333
종로3가역,편의점,6552000.0,1,29.48
종로3가역,플라워,2261006.0,1,18.05
종로5가역,기타,5310000.0,1,25.13
종로5가역,패션잡화,4110000.0,1,16.16
종합운동장역,기타,4851600.0,1,65.37
종합운동장역,식음료,4040806.6666666665,3,34.4
종합운동장역,편의점,4982350.0,2,51.45
중계역,공실,0.0,1,50.0
중계역,기타,1222400.0,1,47.6
중계역,식음료,3248000.0,2,69.8
중계역,편의점,8936070.0,1,32.91
중계역,화장품,929961.0,1,41.0
중곡역,밀키트,1467835.0,1,46.0
중곡역,패션잡화,2500300.0,1,46.99
중곡역,편의점,5995990.0,1,35.16
중화역,공실,0.0,2,47.0
중화역,기타,1188000.0,1,28.43
중화역,무인프린트,855144.0,1,18.0
중화역,식음료,1770650.0,2,38.2
중화역,패션잡화,2043400.0,6,54.96666666666667
중화역,편의점,7671950.0,1,29.7
증산역,공실,0.0,1,31.0
증산역,기타,1768200.0,1,37.0
증산역,패션잡화,2650000.0,1,48.0
증산역,편의점,5775771.0,1,28.0
증산역,화장품,1414221.0,1,29.0
창동역,패션잡화,5568000.0,2,34.75
창신역,편의점,1956310.0,1,28.0
천왕역,기타,1313400.0,1,900.39
천왕역,편의점,6160440.0,1,36.93
천호역,기타,3185944.0,1,23.92
천호역,사무실,1309027.0,1,38.7
천호역,식음료,8059910.8,5,77.3
천호역,의약업,7893765.0,1,66.6
천호역,패션잡화,9774528.857142856,14,75.80285714285715
천호역,편의점,2775855.0,1,23.42
천호역,화장품,9617631.25,4,71.32249999999999
철산역,기타,3398000.0,1,15.5
철산역,식음료,2824011.6666666665,3,38.166666666666664
철산역,패션잡화,2789572.5,2,29.5
철산역,편의점,12851410.0,1,36.61
철산역,플라워,3214320.0,1,35.0
청구역,식음료,3141348.0,2,24.0
청구역,패션잡화,2357147.0,1,47.89
청구역,편의점,4368000.0,1,46.33
청담역,공실,0.0,6,66.31833333333333
청담역,기타,1357600.0,1,35.2
청담역,식음료,3417040.0,1,65.36
청담역,패션잡화,3190100.0,2,107.555
청담역,편의점,16639480.0,1,52.34
청담역,플라워,1775339.0,1,35.0
청담역,화장품,2652655.5,2,49.0
총신대입구역,공실,0.0,1,16.3
총신대입구역,기타,1288833.3333333333,3,16.3
총신대입구역,무인프린트,916600.0,1,16.3
총신대입구역,사무실,186000.0,1,16.3
총신대입구역,식음료,3536749.25,4,19.4375
총신대입구역,패션잡화,2256500.0,6,22.39
총신대입구역,플라워,1325000.0,1,21.0
총신대입구역,화장품,5451432.0,1,25.06
충무로역,사무실,1900000.0,1,147.5
충무로역,식음료,3576383.0,1,21.0
충무로역,패션잡화,4770000.0,1,17.57
충무로역,편의점,3562850.0,2,19.064999999999998
충무로역,플라워,2018500.0,1,18.86
충무로역,화장품,6921841.0,1,31.54
충정로역,공실,0.0,2,28.425
충정로역,무인프린트,450000.0,1,29.01
충정로역,사무실,550000.0,1,42.0
충정로역,식음료,3512000.0,1,15.0
충정로역,패션잡화,427250.0,2,24.505000000000003
충정로역,편의점,3861000.0,1,45.0
충정로역,화장품,5693895.0,1,26.12
태릉입구역,공실,0.0,3,50.99
태릉입구역,기타,1191650.0,2,33.0
태릉입구역,무인프린트,718035.0,1,31.0
태릉입구역,식음료,1680000.0,1,40.0
태릉입구역,패션잡화,3816447.625,8,51.72125
태릉입구역,편의점,9603880.0,1,37.14
태릉입구역,플라워,906588.0,1,39.0
태릉입구역,화장품,1020689.0,1,50.0
하계역,기타,2761000.0,2,34.285
하계역,무인프린트,906839.0,1,32.0
하계역,식음료,7260000.0,1,55.01
하계역,패션잡화,2835166.6666666665,3,53.666666666666664
하계역,편의점,14478750.0,1,40.8
하계역,화장품,898206.0,1,33.0
학동역,공실,0.0,3,33.0
학동역,기타,1982690.0,1,29.44
학동역,식음료,5366476.0,3,43.36333333333332
학동역,의약업,5567600.0,2,98.0
학동역,패션잡화,2683000.0,1,31.39
학동역,편의점,15504060.0,1,55.45
학동역,플라워,3000000.0,1,16.4
한강진역,공실,0.0,1,64.0
한강진역,식음료,2133300.0,1,62.0
한강진역,편의점,6033063.0,1,40.0
한강진역,화장품,1524228.0,1,64.0
한양대역,기타,4912200.0,1,90.1
한양대역,사무실,435600.0,1,46.8
한양대역,식음료,3370000.0,2,16.97
한양대역,편의점,3400000.0,1,18.0
합정역,공실,0.0,1,42.41
합정역,기타,2687407.5,2,39.84
합정역,무인프린트,1750000.0,1,13.16
합정역,식음료,7219720.666666667,6,20.66
합정역,의약업,4769300.0,4,49.6625
합정역,패션잡화,7269455.333333333,9,39.864444444444445
합정역,편의점,12316207.5,2,41.525
합정역,플라워,5441083.333333333,3,37.093333333333334
합정역,화장품,4383868.0,2,19.595
행당역,기타,1258300.0,1,30.84
행당역,식음료,2128800.0,2,42.89
행당역,편의점,4095000.0,1,41.46
혜화역,식음료,6410000.0,2,18.73
홍대입구역,식음료,7403194.0,2,25.055
홍대입구역,패션잡화,17603743.5,2,59.30499999999999
홍대입구역,편의점,9031258.0,1,31.0
홍대입구역,화장품,7428858.0,1,12.0
홍제역,공실,0.0,14,15.222857142857142
홍제역,기타,46465000.0,1,1351.0
홍제역,식음료,2420400.0,1,15.52
화곡역,식음료,8296201.0,1,67.04
화곡역,패션잡화,6984550.0,4,43.525
화곡역,편의점,9321000.0,1,30.0
화곡역,화장품,7500000.0,1,27.0
화랑대역,기타,785867.0,1,35.0
화랑대역,밀키트,1003697.0,1,34.6
화랑대역,식음료,4014800.0,1,28.0
화랑대역,패션잡화,1178500.0,1,32.0
화랑대역,편의점,5423103.0,1,30.0
화랑대역,화장품,3740000.0,1,80.0
회현역,패션잡화,7507633.333333333,3,44.0
효창공원앞역,공실,0.0,3,42.333333333333336
효창공원앞역,패션잡화,1600000.0,1,33.0
효창공원앞역,편의점,6485543.0,1,43.0
효창공원앞역,화장품,984397.0,1,31.0
