역명,승하차구분,미성년_아침_유동인구,미성년_점심_유동인구,미성년_저녁_유동인구,성인_아침_유동인구,성인_점심_유동인구,성인_저녁_유동인구,노인_아침_유동인구,노인_점심_유동인구,노인_저녁_유동인구,외국인_아침_유동인구,외국인_점심_유동인구,외국인_저녁_유동인구,총유동인구
남한산성입구역,하차,841,6963,5866,43798,66244,140474,15316,41688,18502,3,1,1,339697
내방역,승차,1760,4560,2989,75307,122881,143659,21362,44743,12986,12,61,11,430331
내방역,하차,1550,5275,3025,174161,89570,82846,27270,36612,11985,42,29,16,432381
노원역,승차,12763,38882,34101,404339,414588,364515,96786,183848,50350,401,232,69,1600874
노원역,하차,17290,53194,22735,301033,459067,539280,92551,181986,58599,23,179,428,1726365
녹번역,승차,5808,6411,2131,224506,89880,41545,37176,37292,7094,23,20,25,451911
녹번역,하차,932,6931,5800,35551,88769,194309,14907,42557,22746,7,28,28,412565
녹사평역,승차,650,2824,1774,19828,46121,66911,6150,9506,2630,119,438,301,157252
녹사평역,하차,1988,2027,1050,43149,52311,39663,6013,8841,3062,35,329,394,158862
논현역,승차,718,3418,4893,44343,164949,277693,10128,26991,9874,18,125,76,543226
논현역,하차,1893,6048,2325,289297,134884,80438,20293,20027,5869,47,125,84,561330
단대오거리역,승차,4195,5358,1794,151154,67430,40264,37054,34409,7607,1,3,0,349269
단대오거리역,하차,631,5883,4626,40920,66792,142526,16390,44105,16893,0,5,2,338773
답십리역,승차,3626,3623,1173,197037,108332,71539,31747,44885,11852,99,198,68,474179
답십리역,하차,776,4064,3190,75453,94137,166167,21976,47413,16653,20,149,186,430184
당고개역,승차,3120,4135,1431,118003,55716,27153,34329,37755,7983,4,10,1,289640
당고개역,하차,639,3720,3934,26277,46006,92094,17662,41877,19123,4,9,6,251351
당산역,승차,2973,6875,2465,166668,141326,140455,18286,29588,10958,18,61,37,519710
당산역,하차,3684,5680,5414,158438,139750,226462,19299,32382,12469,22,76,111,603787
대림역,승차,6388,9512,3616,363172,272294,169116,67963,92825,25981,205,375,173,1011620
대림역,하차,2647,9805,6885,180638,302179,336716,52706,103422,34313,86,427,269,1030093
대청역,승차,5280,10916,3126,103133,79674,53243,24733,32758,7824,13,20,2,320722
대청역,하차,5224,6864,6652,59151,59567,100437,15916,32833,14452,6,16,13,301131
대치역,승차,4241,19750,32616,83796,83258,87814,22965,39345,10673,1,21,12,384492
대치역,하차,12142,32697,9571,72196,87218,87267,21756,36286,12742,5,72,26,371978
대흥역,승차,2386,8595,5121,57496,74392,65578,15141,27653,8556,17,62,35,265032
대흥역,하차,6070,7126,3121,69150,68275,70725,16615,25821,8153,13,64,65,275198
도곡역,승차,2028,4269,1682,39402,52821,42653,8064,16479,4239,10,11,7,171665
도곡역,하차,2206,3666,2327,55254,38377,40045,9993,13123,3786,4,27,18,168826
도림천역,승차,432,1813,278,10634,11035,6647,2963,4873,1611,2,0,3,40291
도림천역,하차,1143,769,502,10432,8437,10655,3927,4789,1825,1,5,4,42489
도봉산역,승차,2719,3244,936,134235,46799,21050,19968,27666,5299,0,2,6,261924
도봉산역,하차,622,4046,4435,29230,61363,137973,21127,39046,14398,1,6,0,312247
독립문역,승차,3298,8484,1622,51625,56180,31779,23916,40629,7698,21,116,41,225409
독립문역,하차,4293,6160,2820,48842,43373,49579,23600,36317,11594,32,91,28,226729
독바위역,승차,1490,1842,436,38175,14923,5907,10395,9885,2021,0,7,1,85082
독바위역,하차,317,1429,1431,6105,15166,37455,5767,14029,7168,0,7,4,88878
돌곶이역,승차,3329,2798,883,125510,68360,35954,26133,34069,8050,8,11,3,305108
돌곶이역,하차,735,3067,2492,40038,57077,109647,18238,35025,13947,1,11,6,280284
동대문역,승차,2561,15864,5873,99813,334701,207783,48048,189433,46711,820,4042,2975,958624
동대문역,하차,4006,17419,3273,243035,266242,143112,98828,156326,24577,846,5070,4133,966867
동대문역사문화공원역,승차,4073,36240,12648,120683,412318,401407,18212,84526,32616,4104,10946,6592,1144365
동대문역사문화공원역,하차,16134,29083,8288,344789,344603,258680,54285,67973,12085,1265,9185,11286,1157656
동대입구역,승차,854,3063,1775,27604,99745,117818,6080,24799,8736,318,847,374,292013
동대입구역,하차,1556,3437,1329,124480,94377,45974,18889,18527,3970,161,863,518,314081
동묘앞역,승차,2265,11968,3064,86038,147876,79536,28911,159208,26261,530,1163,362,547182
동묘앞역,하차,4522,11602,2757,86949,126749,107388,56230,141387,14723,147,764,1014,554232
동작역,승차,69,399,255,5140,10394,11710,3514,7003,2566,13,42,39,41144
동작역,하차,129,391,279,11546,8242,10833,5464,6067,1625,9,40,44,44669
둔촌동역,승차,2265,4929,2737,73693,66831,45969,22524,38661,11218,34,167,36,269064
둔촌동역,하차,1091,5153,3133,54780,54426,77176,19675,40016,13581,20,119,79,269249
디지털미디어시티역,승차,4943,4943,2064,157506,102760,97729,26174,27010,7485,10,84,32,430740
디지털미디어시티역,하차,1304,7394,6242,151663,86861,151352,15770,29993,15510,8,73,105,466275
뚝섬역,승차,2375,10248,6369,74305,234882,334948,18165,36121,11483,76,1094,798,730864
뚝섬역,하차,2528,12183,3930,340043,218065,120029,28055,28695,9243,121,1087,292,764271
마곡역,승차,4120,6583,3120,71587,119701,104198,17252,26305,6377,7,47,34,359331
마곡역,하차,974,7666,5128,148464,73536,78677,17632,22068,9376,13,33,18,363585
마들역,승차,3791,6338,2274,181057,69408,27156,43934,47254,7591,4,2,1,388810
마들역,하차,2261,5171,3724,25197,73110,159905,19621,53443,23508,0,2,2,365944
마장역,승차,1829,2579,829,53991,40037,27710,14088,25277,5494,8,125,168,172135
마장역,하차,1191,2001,1638,29692,32778,49046,13830,22285,7285,16,237,121,160120
마천역,승차,5538,3184,819,100107,33333,18435,29960,25944,5231,1,8,4,222564
마천역,하차,646,5056,3850,19226,34252,77295,13429,32609,16447,0,6,7,202823
마포구청역,승차,3881,4551,2823,147763,104156,86950,34641,41034,10056,64,88,87,436094
마포구청역,하차,1240,5722,3759,76485,88450,138956,20822,41470,16812,16,69,119,393920
마포역,승차,2461,3515,1464,100962,120728,135332,19071,36075,11790,374,864,279,432915
마포역,하차,705,3725,3258,149456,100484,116822,20610,33780,11562,42,447,810,441701
망원역,승차,2867,6091,3992,98945,128419,133184,27054,47277,11924,50,700,239,460742
망원역,하차,1576,8643,3690,89613,162410,133645,21355,54257,15046,194,705,191,491325
매봉역,승차,1765,5216,3073,62122,103097,122763,21129,44402,10939,8,32,5,374551
매봉역,하차,2280,4882,2788,147277,67081,65624,25506,35109,10616,10,18,15,361206
먹골역,승차,2347,4132,1745,119536,66763,40034,29321,33901,8814,4,10,3,306610
먹골역,하차,777,4207,3300,32211,67342,120693,14330,42328,16947,0,12,6,302153
면목역,승차,4165,4039,1212,194515,86035,44743,41833,49293,13039,3,14,8,438899
면목역,하차,785,4377,4115,41226,91415,175098,25506,59827,22416,3,14,18,424800
명동역,승차,2863,17378,12089,77216,343922,419787,7013,48889,16739,7347,18724,15445,987412
명동역,하차,7293,20869,7648,325799,381430,194660,31736,38843,4297,3883,27663,19435,1063556
명일역,승차,2574,6391,2055,96292,51975,29835,31536,36173,8778,3,10,1,265623
명일역,하차,1834,4861,4952,25899,52290,103095,19266,42359,17329,0,7,4,271896
모란역,승차,1388,5182,1956,28092,28025,26081,12952,38188,8059,10,40,34,150007
모란역,하차,2532,3467,2227,17110,21201,26586,14542,26747,4574,0,34,41,119061
목동역,승차,4076,8989,8064,193554,110107,78321,34304,42778,10578,35,55,28,490889
목동역,하차,4492,10829,6037,69031,123290,219969,19961,47196,22130,21,44,58,523058
몽촌토성역,승차,1150,2346,1340,53533,55391,53591,8759,19528,5594,38,98,57,201425
몽촌토성역,하차,787,2611,1454,62669,45370,58784,12305,15889,4560,5,44,76,204554
무악재역,승차,1512,1755,517,52865,26500,14856,15268,16175,2907,1,21,5,132382
무악재역,하차,232,1917,1791,10996,25048,52491,6904,20075,9614,4,23,2,129097
문래역,승차,2868,6171,3056,144730,174977,254042,24259,53680,15912,17,103,113,679928
문래역,하차,1729,6339,3880,268307,152791,174443,35349,45149,12799,36,130,66,701018
문정역,승차,1492,4317,3285,98241,206384,253464,16131,39443,10592,41,71,21,633482
문정역,하차,2421,4098,2733,357935,113520,116958,25120,31309,9513,7,52,57,663723
미사역,승차,6020,14884,12222,198320,118951,92410,34281,45963,11846,25,33,19,534974
미사역,하차,3206,20910,11220,67474,124656,224370,23444,46860,21274,17,31,30,543492
미아사거리역,승차,9130,20802,5661,281356,178562,115948,69933,97739,23957,10,50,14,803162
미아사거리역,하차,6559,15620,11313,87624,183035,290472,36398,114951,41319,10,40,35,787376
미아역,승차,5134,12631,4443,147235,100572,61825,46586,61092,14763,18,37,20,454356
미아역,하차,8674,5956,4554,63648,88330,141547,30596,68162,25503,3,17,33,437023
반포역,승차,1492,3025,1659,30616,62260,52169,8258,24568,8265,5,44,38,192399
반포역,하차,1007,3669,1901,62296,46319,29665,14682,20329,4298,4,18,17,184205
발산역,승차,3019,12395,7498,90483,206494,234799,25144,67802,19414,175,234,88,667545
발산역,하차,3920,12401,6677,258890,157221,142440,37759,57056,14628,29,169,265,691455
방배역,승차,2928,8894,5702,88910,137387,133439,21412,42822,11824,13,69,46,453446
방배역,하차,2989,8898,5888,155625,110005,108164,26771,37164,11322,16,55,38,466935
방이역,승차,2211,7933,9135,51770,47167,49182,19341,26464,7506,1,9,6,220725
방이역,하차,3005,12579,4261,46408,48786,58925,14222,28109,11360,4,10,6,227675
방화역,승차,2787,6183,1246,76153,43821,20989,24334,29977,5456,17,32,9,211004
방화역,하차,2738,3862,3446,24502,37485,71363,14011,32470,12960,0,9,57,202903
버티고개역,승차,491,1063,477,18119,15844,12982,6049,7054,1812,5,33,16,63945
버티고개역,하차,464,1069,980,11145,14083,20551,4538,8236,3731,3,32,17,64849
보라매역,승차,1235,3438,1510,68278,51412,40473,10240,17576,5103,8,10,8,199291
보라매역,하차,2259,2745,2020,43219,48768,73522,8782,19058,5971,6,9,14,206373
보문역,승차,1898,3457,1133,86261,63846,45324,13440,15541,4201,13,20,12,235146
보문역,하차,2523,2164,1717,44496,49619,85318,8912,15855,6653,2,19,19,217297
복정역,승차,2585,4233,1194,104530,66365,55470,15652,19564,5989,5,0,3,275590
복정역,하차,917,3295,3624,45705,56805,87034,12693,16194,8181,3,3,2,234456
봉천역,승차,3710,6629,2701,324912,149752,84840,60651,79844,19124,43,48,31,732285
봉천역,하차,2234,5282,4946,61507,149214,304016,34376,92899,32489,10,46,71,687090
봉화산역,승차,2927,3158,895,126350,51355,24635,22529,26915,4813,0,1,0,263578
봉화산역,하차,491,3601,3140,27064,53006,106306,11320,29546,12495,0,6,1,246976
불광역,승차,3648,7226,3173,213897,138151,88284,55286,110115,26854,43,90,40,646807
불광역,하차,2031,7815,5347,88287,145224,226799,42315,123544,34431,18,78,81,675970
사가정역,승차,4050,5375,1669,192160,101461,64182,43661,51738,13853,2,2,3,478156
사가정역,하차,997,5436,4646,55558,110147,191898,24395,62080,23656,1,1,4,478819
사당역,승차,10945,23491,12679,596873,501042,547072,79682,167901,60450,118,309,209,2000771
사당역,하차,4555,21348,22214,306749,564442,789268,74326,179938,48693,89,293,304,2012219
산성역,승차,2946,3167,724,91684,37836,14970,17750,16035,2673,1,6,0,187792
산성역,하차,531,3905,3482,15284,38905,90018,8228,20988,10569,0,7,0,191917
삼각지역,승차,1383,7158,1796,68870,137241,160002,8687,25352,9541,148,1304,308,421790
삼각지역,하차,3485,4818,2011,125860,131666,113929,13762,21869,6059,269,1137,296,425161
삼성역,승차,2050,30997,20214,78331,642709,781963,15630,84529,26478,616,5975,3898,1693390
삼성역,하차,13716,30427,6222,931285,458695,143301,53238,55241,8345,859,5721,2071,1709121
상계역,승차,7555,14604,7593,243529,112074,60586,54869,60013,14088,7,25,10,574953
상계역,하차,7679,12735,8089,45924,112289,221118,25978,67385,32059,3,9,10,533278
상도역,승차,2659,3693,1201,122021,86175,53218,29366,32748,6795,6,24,4,337910
상도역,하차,628,4040,3196,46656,79361,126304,15549,34851,14907,2,15,14,325523
상봉역,승차,3003,6440,2741,208261,128240,96440,25017,38189,15457,10,72,50,523920
상봉역,하차,1282,6085,4944,69085,128666,220703,19921,40503,14320,42,59,31,505641
상수역,승차,1420,5366,6453,47355,89782,129550,7665,11378,3126,128,639,751,303613
상수역,하차,1585,9036,3680,71696,124046,104420,6566,11590,4007,62,550,505,337743
상왕십리역,승차,5311,6135,2106,167836,110043,69613,27439,35541,9459,61,125,82,433751
상왕십리역,하차,2054,7316,4625,65609,105852,168651,19607,39503,15116,21,151,138,428643
상월곡역,승차,2732,2266,826,76119,39658,24188,19286,20242,4095,2,22,7,189443
상월곡역,하차,427,2570,1943,22814,34348,66196,10343,22401,9726,0,9,17,170794
상일동역,승차,6594,11441,2736,199408,82874,40842,43880,43351,9626,6,11,0,440769
상일동역,하차,983,8677,9928,38705,80045,181462,20492,50290,24796,0,7,7,415392
새절역,승차,3511,6332,1774,170485,70459,33180,43745,41375,8846,3,29,1,379740
새절역,하차,1741,4818,4311,28155,69153,148643,18023,52542,23975,0,12,10,351383
서대문역,승차,4081,14285,2838,73133,185345,225034,17131,46218,10746,168,380,224,579583
서대문역,하차,9434,5323,2719,326549,97349,71180,27830,34546,7874,34,278,381,583497
서울대입구역,승차,5475,16096,7040,519243,369990,275104,66642,90613,25228,32,132,75,1375670
서울대입구역,하차,5516,12979,9844,184471,348926,608654,41741,99878,34112,49,97,98,1346365
서울역,승차,8376,23641,10717,273767,747413,705508,53710,148781,47678,2377,9957,5056,2036981
서울역,하차,9381,25626,14656,863259,661330,389763,87920,132860,31869,4253,9975,5084,2235976
서초역,승차,3189,10656,2939,94529,228605,223081,18420,54998,13163,47,175,75,649877
서초역,하차,4154,5269,4001,308190,138037,83076,39344,39530,7319,25,158,150,629253
석계역,승차,3530,6187,1773,153588,75690,41702,37349,37794,9170,2,7,8,366800
석계역,하차,1980,5040,4687,32238,82034,164909,17046,48039,20376,6,8,4,376367
석촌역,승차,869,2917,3096,59743,60916,57707,16293,34239,8013,3,39,23,243858
석촌역,하차,1011,5142,2640,53654,78498,80796,18913,32994,9756,6,35,18,283463
선릉역,승차,3707,16674,18415,124270,563235,715667,26959,163760,59738,334,763,371,1693893
선릉역,하차,9070,17947,8367,756369,310730,167001,94578,111163,14640,99,648,635,1491247
성수역,승차,2209,18724,15647,89507,419335,643502,25811,57191,19762,147,3807,2399,1298041
성수역,하차,4310,29564,5999,610248,476226,186642,45878,44449,12981,1029,5726,830,1423882
성신여대입구역,승차,5345,16755,10693,171021,185514,149668,28267,50426,14031,526,753,223,633222
성신여대입구역,하차,4989,17533,9565,88763,174520,227553,23475,51378,17021,33,370,817,616017
송정역,승차,1837,2697,782,61729,43309,29234,19126,26229,7083,73,68,20,192187
송정역,하차,807,2228,2231,25266,37789,62527,13141,27169,9662,16,49,111,180996
송파역,승차,2631,8096,2778,98047,64888,40065,27191,35620,7862,8,7,5,287198
송파역,하차,3179,5826,4146,42173,63382,92974,16245,37957,15928,5,10,5,281830
수락산역,승차,3487,5692,1434,140404,76736,39807,39619,55744,12389,3,12,1,375328
수락산역,하차,1099,4411,4243,38727,73383,140151,27199,59437,22296,1,4,9,370960
수서역,승차,6146,10456,2687,134673,160591,121439,37859,65796,18826,22,79,23,558597
수서역,하차,4324,7153,8282,136848,129475,150223,35363,60540,23529,15,53,15,555820
수유역,승차,9460,15203,6090,365890,246811,160324,74796,96928,26457,54,143,54,1002210
수유역,하차,2590,15404,12509,120321,236477,417393,44490,108404,45298,13,61,165,1003125
수진역,승차,1417,6330,2610,57627,32954,17805,17059,27419,5070,13,39,7,168350
수진역,하차,4699,3495,2281,16260,28811,51422,13494,27260,7653,0,6,54,155435
숙대입구역,승차,2664,9514,3505,77713,136222,139886,18458,29641,9340,234,644,328,428149
숙대입구역,하차,5467,5432,3015,117373,117053,115562,15986,28077,9461,70,440,580,418516
숭실대입구역,승차,3361,5662,1660,132441,97719,54687,33080,30361,5337,28,102,86,364524
숭실대입구역,하차,1569,5899,4066,48677,90765,141423,12384,40408,18194,73,102,36,363596
시청역,승차,3025,18505,6973,83092,525250,716715,15180,99550,36913,3202,7901,4249,1520555
시청역,하차,7498,12346,4227,875915,312761,117785,63747,72066,7404,1083,5419,4775,1485026
신금호역,승차,2579,6411,1203,72214,42890,26739,16247,19086,5214,18,24,25,192650
신금호역,하차,3829,3931,2806,27390,45158,74284,10121,25413,10314,2,33,38,203319
신길역,승차,612,721,369,68497,35022,29485,4470,6139,2402,135,172,60,148084
신길역,하차,167,834,817,28983,35290,72230,4827,5824,2794,8,102,174,152050
신답역,승차,399,542,73,24752,9423,4002,4648,4174,962,2,7,4,48988
신답역,하차,55,436,604,3892,11041,27638,1997,5869,2331,0,14,18,53895
신당역,승차,3830,12973,5509,171366,183891,192262,30305,77940,25735,158,623,353,704945
신당역,하차,7672,10084,4887,149833,188808,235332,45929,71511,18061,65,476,658,733316
신대방삼거리역,승차,2740,6614,2910,190676,87873,52752,40186,49765,9634,10,16,7,443183
신대방삼거리역,하차,2223,5173,3609,40929,90333,180373,23202,58943,21018,4,12,19,425838
신대방역,승차,4484,6500,2743,362696,165193,83373,60003,59316,15501,29,83,33,759954
신대방역,하차,763,6240,6496,62025,167603,354000,28567,74681,32125,2,39,82,732623
신도림역,승차,7824,17085,7748,476752,401209,382803,68306,128978,38222,62,211,121,1529321
신도림역,하차,3346,17625,13263,271883,413262,551088,56805,127358,37328,68,222,238,1492486
신림역,승차,8260,18660,9466,763474,400984,253605,79679,96610,28872,92,239,61,1660002
신림역,하차,4863,18327,12969,137685,400189,820109,42308,115035,46216,38,105,203,1598047
신사역,승차,1842,10445,10355,61007,276945,397174,14543,43477,13742,309,2228,1753,833820
신사역,하차,5753,12833,4965,362802,269969,143833,29076,31930,7863,498,2607,1090,873219
신설동역,승차,1807,4795,2093,108138,146710,118007,34016,93490,23759,430,803,360,534408
신설동역,하차,2278,3120,2030,142956,98151,119499,50265,82516,17926,76,558,834,520209
신용산역,승차,1459,7680,4562,56133,207545,275177,10943,34443,11759,167,1048,974,611890
신용산역,하차,2912,9718,3080,258666,202403,120796,19444,30996,7573,197,1170,1011,657966
신정네거리역,승차,3139,4331,1219,133186,57565,27024,33664,34355,7080,9,16,19,301607
신정네거리역,하차,523,4339,3946,23403,67858,134647,13630,44079,19503,5,19,19,311971
신정역,승차,4130,6314,2208,205147,75715,36708,35062,25906,5973,35,35,10,397243
신정역,하차,3321,5122,4218,31823,74167,149949,11238,35281,18293,0,17,26,333455
신촌역,승차,2708,18674,14089,171555,412319,394213,26003,79644,19514,391,1642,963,1141715
신촌역,하차,6621,20826,7985,265050,402217,335016,42159,66660,14263,227,1225,1139,1163388
신풍역,승차,2264,4311,1276,136184,70992,42627,32272,38028,8687,9,20,10,336680
신풍역,하차,1645,3074,2551,46987,68151,113578,19227,41230,17058,1,13,19,313534
신흥역,승차,1633,4099,1702,58446,29847,17240,14551,22882,6056,0,2,1,156459
신흥역,하차,543,4298,2722,14724,33406,60583,8291,29240,8174,0,0,1,161982
쌍문역,승차,9073,14735,3878,392345,187451,85229,83455,82629,17275,5,24,3,876102
쌍문역,하차,2518,11249,11204,66710,173919,362673,34027,99373,46819,1,18,9,808520
아차산역,승차,5109,16666,4465,145779,94922,62099,40240,51405,13755,7,116,37,434600
아차산역,하차,7653,9059,5085,53855,97025,147730,23356,56704,22907,16,80,21,423491
아현역,승차,2976,10407,2799,113385,83164,48656,24805,34540,8121,26,209,141,329229
아현역,하차,5862,4721,3585,42356,73299,108474,16191,36030,14062,15,228,50,304873
안국역,승차,3601,26164,7444,42283,316077,270112,9559,73840,19610,1113,7330,2136,779269
안국역,하차,17645,13817,3373,347920,245720,57783,49735,52649,4896,2361,5319,1488,802706
안암역,승차,1044,4950,2004,44730,135634,100613,10416,25268,4515,31,118,116,329439
안암역,하차,2524,3704,2023,103323,94513,81725,18195,17810,3168,25,95,87,327192
암사역,승차,5072,6111,1642,276468,103737,50564,52817,53087,11891,11,19,2,561421
