역명,승하차구분,승객유형,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,합계
마포,하차,중고생,0,0,0,0,0,0,1,1,2,0,0,1,2,0,0,0,0,0,1,0,8
마포,하차,청소년,2,39,64,99,160,254,339,447,390,342,411,749,576,454,375,298,356,390,134,32,5911
마포구청,승차,어린이,2,1,28,74,53,58,72,111,89,141,151,165,233,173,110,51,34,16,6,0,1568
마포구청,승차,외국인,0,2,6,0,25,32,7,28,11,19,18,12,17,12,14,3,9,2,1,0,218
마포구청,승차,우대권,2475,3472,4872,6039,8439,7773,7649,7008,7248,6321,6186,5635,4702,3433,2232,1510,1254,717,198,28,87191
마포구청,승차,일반,3775,10657,33500,48841,26456,15475,14444,15325,15090,14468,15450,18199,23158,31435,15333,10953,10495,7778,4015,660,335507
마포구청,승차,중고생,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,2,0,0,8
마포구청,승차,청소년,11,271,1799,689,491,302,317,465,414,445,499,696,798,587,409,422,306,214,88,7,9230
마포구청,하차,어린이,0,2,3,77,24,55,69,63,89,111,236,213,173,169,125,73,49,61,9,5,1606
마포구청,하차,외국인,0,1,0,0,9,2,16,7,19,12,12,7,8,20,11,28,24,4,13,1,194
마포구청,하차,우대권,723,2247,2832,4684,4287,4688,5100,6792,6188,5816,7376,7043,6245,5459,3681,2562,1947,1596,620,139,80025
마포구청,하차,일반,956,4699,11347,29811,14258,9105,8585,9921,11730,10886,13520,16068,23496,38362,28445,19596,18791,18751,12774,3495,304596
마포구청,하차,중고생,0,0,1,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,6
마포구청,하차,청소년,6,32,178,411,293,300,361,584,562,595,793,1149,805,655,479,407,490,701,216,38,9055
망원,승차,어린이,1,1,22,29,39,52,79,115,178,202,203,234,183,190,90,64,35,20,4,0,1741
망원,승차,외국인,2,14,11,10,26,49,100,159,154,148,100,98,84,66,57,30,15,13,11,0,1147
망원,승차,우대권,2088,2160,3391,4420,6097,6950,7352,7714,7813,7881,8601,7609,5658,3689,2726,1898,1261,707,352,30,88397
망원,승차,일반,3616,7258,21565,31813,18225,12415,12557,17477,18915,20325,21945,25932,32032,38178,26487,23681,22791,18814,9244,1514,384784
망원,승차,중고생,0,0,0,1,0,0,1,2,2,1,4,1,2,3,1,0,1,0,0,0,19
망원,승차,청소년,30,110,1363,548,412,336,303,523,511,671,803,1117,1156,1096,842,789,618,478,162,26,11894
망원,하차,어린이,0,0,12,3,26,100,132,138,169,180,157,219,164,171,113,77,65,39,11,0,1776
망원,하차,외국인,2,6,2,6,49,115,148,121,123,91,84,97,62,95,78,45,42,54,28,8,1256
망원,하차,우대권,434,2139,1977,2876,5009,6010,7432,8042,8325,8708,10300,9621,7281,4810,3290,1952,1610,1179,550,84,91629
망원,하차,일반,412,3439,7651,28726,26862,17980,21633,23303,27313,23951,27048,30003,35715,46096,32654,17893,16053,13986,10471,2678,413867
망원,하차,중고생,0,0,0,0,0,0,3,1,2,2,1,2,3,3,1,1,1,0,0,0,20
망원,하차,청소년,0,15,201,167,438,504,806,1079,1278,1197,1213,1418,1140,813,630,438,442,549,201,34,12563
매봉,승차,어린이,0,1,12,68,32,33,75,91,84,125,163,143,179,105,57,55,36,26,11,1,1297
매봉,승차,외국인,0,0,0,0,0,2,2,4,2,4,3,2,9,9,3,0,0,0,0,0,40
매봉,승차,우대권,908,2017,2444,3482,4564,6437,6870,6100,6691,7998,8280,7224,5960,3894,2495,2438,1812,702,216,24,80556
매봉,승차,일반,841,4606,14843,18198,10887,8950,8731,9742,10777,12189,14026,18165,34904,54028,17764,13444,15659,9956,3188,486,281384
매봉,승차,중고생,0,0,0,1,0,0,0,2,1,1,0,2,0,1,6,1,0,2,0,0,17
매봉,승차,청소년,5,61,707,389,277,287,278,412,494,559,701,751,780,602,418,358,452,449,76,15,8071
매봉,하차,어린이,0,6,8,71,29,65,66,69,97,142,165,139,131,122,97,54,40,37,3,1,1342
매봉,하차,외국인,0,0,0,0,0,3,2,4,1,5,3,5,5,4,0,2,2,1,0,0,37
매봉,하차,우대권,480,4265,3916,5418,5247,5663,7615,5293,4673,5116,5596,5408,5657,3786,2502,1994,1643,950,403,78,75703
매봉,하차,일반,266,5572,20251,67356,27671,11476,9682,9278,9449,8597,9382,11040,16962,21955,14040,8333,7875,7665,4516,1514,272880
매봉,하차,중고생,0,0,0,0,1,3,0,2,1,2,0,1,6,3,1,0,0,0,0,0,20
매봉,하차,청소년,0,31,155,628,497,328,422,510,614,533,650,597,673,501,421,317,318,441,133,20,7789
먹골,승차,어린이,7,1,44,107,66,79,69,102,104,120,118,102,127,63,35,39,16,13,2,0,1214
먹골,승차,외국인,0,0,0,0,2,0,3,0,0,1,0,1,0,1,0,0,2,0,0,0,10
먹골,승차,우대권,3151,2799,4249,5148,5756,6253,6311,5928,5851,5408,5180,4682,3695,2756,2225,1500,1297,578,168,48,72983
먹골,승차,일반,4207,9501,27840,35438,18852,11573,10051,10620,10189,9892,9475,11211,12148,14048,8557,6650,5480,4183,2010,394,222319
먹골,승차,중고생,0,0,0,0,1,0,0,0,0,2,1,1,3,0,0,1,0,0,0,0,9
먹골,승차,청소년,9,157,822,695,455,247,309,462,502,455,570,560,614,434,285,218,170,148,44,5,7161
먹골,하차,어린이,0,0,5,22,6,21,42,58,55,91,131,145,205,171,89,76,47,34,13,4,1215
먹골,하차,외국인,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5,5,0,13
먹골,하차,우대권,301,1208,1803,2446,3419,4232,4798,5563,5624,5901,7569,8349,6930,5771,3889,2745,2000,1385,596,119,74648
