역명,month,미성년_아침_유동인구,미성년_점심_유동인구,미성년_저녁_유동인구,meanshift_label
봉화산역,5,453,3773,3883,0
불광역,5,4534,7332,3449,0
불광역,5,2512,7999,6033,0
사가정역,5,5318,5790,2283,0
사가정역,5,1502,6673,5739,0
사당역,5,14160,23882,14383,26
사당역,5,7665,24522,24330,1
상계역,5,9647,16116,9261,26
상계역,5,9219,13833,9868,26
상봉역,5,4068,6021,3436,0
상봉역,5,1194,6738,6164,0
상수역,5,1684,6361,6731,0
상수역,5,3450,8783,4227,0
새절역,5,4500,8192,2271,0
새절역,5,3172,5800,5187,0
서대문역,5,3756,15596,4683,0
서대문역,5,10540,6195,3672,0
서초역,5,3094,11364,3086,0
서초역,5,4502,5103,3738,0
석계역,5,4770,7380,2538,0
석계역,5,2881,6558,5747,0
선릉역,5,3850,10759,15494,1
선릉역,5,6218,14755,6969,0
성수역,5,2456,18344,15189,1
성수역,5,4665,28243,6134,5
송정역,5,2286,2615,901,0
송정역,5,790,2455,2639,0
수락산역,5,4859,5730,1765,0
수락산역,5,1080,4806,4950,0
숙대입구역,5,2874,12383,4806,0
숙대입구역,5,7611,6843,3579,0
숭실대입구역,5,4755,10948,5851,0
숭실대입구역,5,7331,9358,5628,0
신금호역,5,2953,6776,1776,0
신금호역,5,4818,4211,3290,0
신당역,5,4476,12915,7244,0
신당역,5,8899,10278,5785,0
신대방삼거리역,5,3500,6317,3416,0
신대방삼거리역,5,2381,4785,4480,0
신대방역,5,5758,6385,2735,0
신대방역,5,954,6496,7558,0
신사역,5,1624,6776,8261,0
신사역,5,2777,10661,4608,0
신용산역,5,1416,6406,4365,0
신용산역,5,2964,8547,2898,0
신정역,5,5062,6654,2494,0
신정역,5,3758,5221,5105,0
신촌역,5,3386,18279,17636,1
신촌역,5,9047,20389,11056,26
신풍역,5,2798,4328,1389,0
신풍역,5,1639,3106,3088,0
안암역,5,1925,9512,6621,0
안암역,5,6402,7696,4686,0
암사역,5,6862,6145,1554,0
암사역,5,759,6467,6468,0
압구정역,5,1907,12088,10560,0
압구정역,5,5324,15342,5407,0
어린이대공원역,5,2713,27722,8630,5
어린이대공원역,5,22454,15365,3764,17
여의도역,5,1577,9366,5047,0
여의도역,5,4091,9054,3271,0
역삼역,5,1139,6024,5375,0
역삼역,5,2972,7133,3674,0
역촌역,5,1015,1070,417,0
역촌역,5,165,1431,1438,0
연신내역,5,9569,21684,12187,26
연신내역,5,7423,18160,12988,1
영등포구청역,5,2953,5943,4049,0
영등포구청역,5,3210,6620,4395,0
오목교역,5,7407,14420,13690,1
오목교역,5,4819,24180,11072,5
왕십리역,5,4099,16422,9101,0
왕십리역,5,7181,12666,7983,0
용마산역,5,2537,2707,1165,0
용마산역,5,1356,3271,2520,0
우장산역,5,8698,21108,8495,26
우장산역,5,8440,13778,13122,1
월곡역,5,5083,6443,1905,0
월곡역,5,2098,6618,4831,0
을지로3가역,5,2576,9030,4832,0
을지로3가역,5,3341,7274,3935,0
을지로4가역,5,1097,5127,2459,0
을지로4가역,5,2620,3682,2077,0
을지로입구역,5,2338,12691,7402,0
을지로입구역,5,3145,11528,6549,0
이수역,5,2773,4791,4001,0
이수역,5,1472,6452,3910,0
일원역,5,6565,13458,2904,0
일원역,5,6211,5957,8316,0
잠실새내역,5,13377,16660,11699,26
잠실새내역,5,3989,23850,13609,1
잠실역,5,16093,88367,73183,24
잠실역,5,68438,74281,40634,13
장지역,5,5099,9864,5092,0
장지역,5,3149,8507,5562,0
종각역,5,854,11548,8437,0
종각역,5,4858,11066,2522,0
종로3가역,5,1631,13949,8551,0
종로3가역,5,5135,13691,4267,0
종합운동장역,5,2390,26281,28136,2
종합운동장역,5,15953,36330,11309,25
중화역,5,3757,5445,2440,0
중화역,5,2186,5069,4473,0
창동역,5,8513,14654,6718,0
창동역,5,3921,13244,13004,0
청담역,5,1324,4600,3520,0
청담역,5,3277,5182,2179,0
총신대입구역,5,4415,7972,4047,0
총신대입구역,5,2725,8810,5346,0
충무로역,5,2621,10781,8374,0
충무로역,5,6886,9648,4848,0
충정로역,5,1985,5702,1875,0
충정로역,5,3583,3565,2953,0
태릉입구역,5,4059,9265,4335,0
태릉입구역,5,3654,9418,6305,0
학동역,5,1108,4149,4358,0
학동역,5,2568,4847,2132,0
한양대역,5,1140,14827,6530,0
한양대역,5,13616,9011,2902,21
합정역,5,6688,19716,17556,1
합정역,5,6712,26060,13450,5
행당역,5,4231,4393,1433,0
행당역,5,900,4955,3384,0
홍제역,5,7331,7725,3006,0
홍제역,5,1987,8728,7318,0
회현역,5,707,5631,2468,0
회현역,5,1704,6214,1266,0
효창공원앞역,5,1659,4101,1249,0
효창공원앞역,5,2530,2678,1719,0
강남역,6,3548,24423,27117,2
강남역,6,11763,26336,14913,9
강동구청역,6,2413,4106,1290,0
강동구청역,6,1186,3785,3002,0
강동역,6,3579,4338,1946,0
강동역,6,1277,5142,4143,0
건대입구역,6,5739,19054,21753,1
건대입구역,6,5802,27587,16167,5
공덕역,6,4272,11322,4831,0
공덕역,6,7297,8239,5214,0
광명사거리역,6,4102,7995,3430,0
광명사거리역,6,2112,5782,6044,0
광흥창역,6,2614,4609,1817,0
광흥창역,6,2200,4012,2992,0
교대역,6,4331,13090,10552,0
교대역,6,7305,13134,8132,0
군자역,6,4744,5968,3932,0
군자역,6,1130,7781,5193,0
굽은다리역,6,2375,4407,2904,0
굽은다리역,6,1001,5185,3635,0
낙성대역,6,4191,11955,4661,0
낙성대역,6,5275,6850,6489,0
남구로역,6,2761,2442,1211,0
남구로역,6,815,3183,2065,0
노원역,6,11964,32398,30350,3
노원역,6,15714,43529,22579,6
논현역,6,667,2779,4187,0
논현역,6,1273,4777,2507,0
당산역,6,2798,5994,2429,0
당산역,6,3773,5061,4748,0
대림역,6,6952,7531,3521,0
대림역,6,2132,9412,6509,0
대청역,6,4483,10752,3525,0
대청역,6,5177,6009,6401,0
독바위역,6,1464,1730,561,0
독바위역,6,226,1357,1444,0
동대문역,6,2572,10503,4595,0
동대문역,6,2847,11653,2799,0
동대입구역,6,950,3423,1731,0
동대입구역,6,2106,3911,1462,0
동묘앞역,6,1999,11646,3562,0
동묘앞역,6,4919,11808,2481,0
디지털미디어시티역,6,4377,3955,1963,0
디지털미디어시티역,6,912,6114,6442,0
마포구청역,6,3999,4100,2621,0
마포구청역,6,1285,5500,3761,0
면목역,6,4256,5018,1549,0
면목역,6,1732,4511,4382,0
미아사거리역,6,9286,17507,5147,26
미아사거리역,6,6020,12829,11041,0
미아역,6,3867,11629,6113,0
미아역,6,8575,6153,4646,0
봉화산역,6,2863,2653,934,0
봉화산역,6,408,3335,3108,0
불광역,6,3287,6411,2793,0
불광역,6,1943,6531,4933,0
사가정역,6,3755,4584,1774,0
사가정역,6,1126,4994,4585,0
사당역,6,9627,18618,11451,26
사당역,6,4727,18550,18495,1
삼각지역,6,1468,6518,1927,0
삼각지역,6,3024,5151,1932,0
상계역,6,6351,13918,8409,0
상계역,6,8224,11329,7503,0
상봉역,6,3166,5110,2900,0
상봉역,6,990,5540,4824,0
상수역,6,1441,4784,5408,0
상수역,6,1960,7448,3583,0
새절역,6,3310,6663,1849,0
새절역,6,2282,4511,4361,0
서대문역,6,1910,12028,3673,0
서대문역,6,6873,4707,2890,0
서초역,6,2485,10190,2755,0
서초역,6,4351,4550,3211,0
석계역,6,3666,5456,1956,0
석계역,6,1999,4783,4381,0
선릉역,6,2579,10485,14847,0
선릉역,6,6394,12866,6079,0
성수역,6,2066,11604,9954,0
성수역,6,3074,18128,4847,0
송정역,6,1774,2426,932,0
송정역,6,719,2163,2349,0
수락산역,6,3448,5031,1381,0
수락산역,6,869,4068,4052,0
숙대입구역,6,1941,9910,3659,0
숙대입구역,6,5985,4946,2727,0
숭실대입구역,6,3402,7115,3266,0
숭실대입구역,6,3310,7090,4235,0
신금호역,6,2304,5747,1584,0
신금호역,6,4089,3686,2774,0
신당역,6,3652,10829,5357,0
신당역,6,8016,7816,4402,0
신대방삼거리역,6,2918,5774,3098,0
신대방삼거리역,6,2215,4536,3555,0
신대방역,6,4520,5248,2205,0
신대방역,6,575,5435,6161,0
신사역,6,1561,7661,7850,0
신사역,6,3816,10315,4165,0
신용산역,6,1256,5485,3738,0
신용산역,6,2320,7082,2611,0
신정역,6,3973,5554,2380,0
신정역,6,3111,4423,4259,0
신촌역,6,2456,13791,11574,0
신촌역,6,6066,14690,7425,0
신풍역,6,2254,4099,1355,0
신풍역,6,1537,2912,2605,0
안암역,6,1286,6368,3433,0
안암역,6,3708,4883,2653,0
암사역,6,5081,5462,1474,0
암사역,6,535,5225,5480,0
압구정역,6,1812,16672,13876,1
압구정역,6,9204,17592,5447,26
어린이대공원역,6,2047,11905,5982,0
어린이대공원역,6,7630,10768,2755,0
여의도역,6,1322,7493,4292,0
여의도역,6,2995,7434,2876,0
역삼역,6,1239,6277,5120,0
역삼역,6,3113,7116,3479,0
역촌역,6,830,946,397,0
역촌역,6,164,1172,1235,0
연신내역,6,6882,17266,10174,0
연신내역,6,6692,13479,10463,0
영등포구청역,6,2403,5104,3401,0
영등포구청역,6,2558,5339,3556,0
오목교역,6,4747,11621,12423,0
오목교역,6,4235,19456,8101,0
왕십리역,6,3113,13776,6705,0
왕십리역,6,5826,9979,5870,0
용마산역,6,2117,2192,1012,0
용마산역,6,855,2692,2032,0
우장산역,6,6067,19659,7876,0
우장산역,6,7970,11056,11231,0
월곡역,6,4057,4128,1464,0
월곡역,6,1119,5322,3704,0
을지로3가역,6,2034,7079,3687,0
을지로3가역,6,2531,5548,3207,0
을지로4가역,6,861,4100,1999,0
을지로4가역,6,2367,3098,1628,0
을지로입구역,6,1985,11775,7028,0
을지로입구역,6,3196,10372,5860,0
이수역,6,1700,4823,3407,0
이수역,6,1318,5423,3210,0
잠실역,6,12160,50357,45676,11
잠실역,6,29956,51426,29826,8
장지역,6,3505,8183,4010,0
장지역,6,2547,6274,4591,0
종각역,6,740,9696,7059,0
종각역,6,4237,10195,2082,0
종로3가역,6,1517,10074,6657,0
종로3가역,6,2938,11191,3374,0
중화역,6,2685,4655,2121,0
중화역,6,1927,3799,3662,0
창동역,6,6961,11982,6105,0
창동역,6,3586,11380,10162,0
청담역,6,1148,4399,3229,0
청담역,6,2918,4888,1814,0
총신대입구역,6,2694,6589,3572,0
총신대입구역,6,2407,6485,4454,0
충무로역,6,2347,7510,5438,0
충무로역,6,3603,7384,4370,0
충정로역,6,1759,4668,1639,0
충정로역,6,3062,2919,2478,0
태릉입구역,6,3221,5806,2574,0
태릉입구역,6,1671,6052,4528,0
학동역,6,935,3672,3638,0
학동역,6,2297,4402,1758,0
합정역,6,4972,15050,13729,1
합정역,6,4309,20518,11081,1
행당역,6,3481,3921,1511,0
행당역,6,917,4585,2750,0
홍제역,6,5785,6354,2420,0
홍제역,6,1121,7399,5867,0
회현역,6,639,5362,2198,0
회현역,6,1628,5929,1161,0
효창공원앞역,6,1061,3369,1031,0
효창공원앞역,6,1661,2425,1477,0
강남역,7,5183,37348,36110,4
강남역,7,17251,38802,19879,6
강동구청역,7,2661,5139,1421,0
강동구청역,7,1513,4490,3309,0
강동역,7,3677,5032,2123,0
강동역,7,1685,5688,4192,0
강일역,7,3853,5363,1212,0
강일역,7,437,4786,5528,0
건대입구역,7,5823,24265,25537,1
건대입구역,7,5417,37110,16885,5
공덕역,7,4655,13521,4438,0
공덕역,7,8196,8749,6174,0
광명사거리역,7,3692,9148,3230,0
광명사거리역,7,2080,6017,6302,0
광흥창역,7,2747,4981,1880,0
광흥창역,7,1960,4652,3106,0
교대역,7,5492,16984,11902,1
교대역,7,8678,15928,10063,26
군자역,7,4646,6725,3902,0
군자역,7,1453,8474,5040,0
굽은다리역,7,2346,6330,3967,0
굽은다리역,7,1566,6628,4229,0
낙성대역,7,4824,11636,4640,0
낙성대역,7,4733,7441,6866,0
남구로역,7,2804,2641,1322,0
남구로역,7,964,3376,2123,0
남위례역,7,2133,7123,1906,0
남위례역,7,4335,3761,3634,0
노원역,7,12763,38882,34101,3
노원역,7,17290,53194,22735,23
논현역,7,718,3418,4893,0
논현역,7,1893,6048,2325,0
당산역,7,2973,6875,2465,0
당산역,7,3684,5680,5414,0
대림역,7,6388,9512,3616,0
대림역,7,2647,9805,6885,0
대청역,7,5280,10916,3126,0
대청역,7,5224,6864,6652,0
동대문역,7,2561,15864,5873,0
동대문역,7,4006,17419,3273,0
동대입구역,7,854,3063,1775,0
동대입구역,7,1556,3437,1329,0
동묘앞역,7,2265,11968,3064,0
동묘앞역,7,4522,11602,2757,0
디지털미디어시티역,7,4943,4943,2064,0
디지털미디어시티역,7,1304,7394,6242,0
마포구청역,7,3881,4551,2823,0
마포구청역,7,1240,5722,3759,0
면목역,7,4165,4039,1212,0
면목역,7,785,4377,4115,0
미아사거리역,7,9130,20802,5661,26
미아사거리역,7,6559,15620,11313,0
미아역,7,5134,12631,4443,0
미아역,7,8674,5956,4554,0
봉화산역,7,2927,3158,895,0
봉화산역,7,491,3601,3140,0
불광역,7,3648,7226,3173,0
불광역,7,2031,7815,5347,0
사가정역,7,4050,5375,1669,0
사가정역,7,997,5436,4646,0
사당역,7,10945,23491,12679,26
사당역,7,4555,21348,22214,1
삼각지역,7,1383,7158,1796,0
삼각지역,7,3485,4818,2011,0
상계역,7,7555,14604,7593,0
상계역,7,7679,12735,8089,0
상봉역,7,3003,6440,2741,0
상봉역,7,1282,6085,4944,0
상수역,7,1420,5366,6453,0
상수역,7,1585,9036,3680,0
새절역,7,3511,6332,1774,0
새절역,7,1741,4818,4311,0
서대문역,7,4081,14285,2838,0
서대문역,7,9434,5323,2719,0
서초역,7,3189,10656,2939,0
서초역,7,4154,5269,4001,0
석계역,7,3530,6187,1773,0
석계역,7,1980,5040,4687,0
선릉역,7,3707,16674,18415,1
선릉역,7,9070,17947,8367,26
성수역,7,2209,18724,15647,1
성수역,7,4310,29564,5999,5
송정역,7,1837,2697,782,0
송정역,7,807,2228,2231,0
수락산역,7,3487,5692,1434,0
수락산역,7,1099,4411,4243,0
숙대입구역,7,2664,9514,3505,0
숙대입구역,7,5467,5432,3015,0
숭실대입구역,7,3361,5662,1660,0
숭실대입구역,7,1569,5899,4066,0
신금호역,7,2579,6411,1203,0
신금호역,7,3829,3931,2806,0
신당역,7,3830,12973,5509,0
신당역,7,7672,10084,4887,0
신대방삼거리역,7,2740,6614,2910,0
신대방삼거리역,7,2223,5173,3609,0
신대방역,7,4484,6500,2743,0
신대방역,7,763,6240,6496,0
신사역,7,1842,10445,10355,0
신사역,7,5753,12833,4965,0
신용산역,7,1459,7680,4562,0
신용산역,7,2912,9718,3080,0
신정역,7,4130,6314,2208,0
신정역,7,3321,5122,4218,0
신촌역,7,2708,18674,14089,1
신촌역,7,6621,20826,7985,0
신풍역,7,2264,4311,1276,0
신풍역,7,1645,3074,2551,0
안암역,7,1044,4950,2004,0
안암역,7,2524,3704,2023,0
암사역,7,5072,6111,1642,0
암사역,7,646,5536,5969,0
압구정역,7,2265,24340,19974,1
압구정역,7,15032,24556,6382,26
어린이대공원역,7,1605,6745,3339,0
어린이대공원역,7,2619,7145,2408,0
여의도역,7,1246,8076,4509,0
여의도역,7,2619,7831,2871,0
역삼역,7,1613,8428,6076,0
역삼역,7,3627,9565,4373,0
역촌역,7,648,1147,450,0
역촌역,7,198,1195,1116,0
연신내역,7,7727,21097,10390,26
연신내역,7,6766,16576,11197,1
영등포구청역,7,2600,6271,3533,0
영등포구청역,7,2869,6661,3945,0
오목교역,7,4871,15874,13464,1
오목교역,7,6238,22302,8763,5
온수역,7,3904,7797,1626,0
온수역,7,4726,3651,3561,0
왕십리역,7,4532,14758,6304,0
왕십리역,7,5710,11876,6197,0
용마산역,7,1889,2690,821,0
용마산역,7,1001,2794,2077,0
우장산역,7,7674,21052,6905,26
우장산역,7,7218,12643,12250,0
월곡역,7,3783,4095,1586,0
월곡역,7,900,5674,3536,0
을지로3가역,7,2680,9506,4704,0
을지로3가역,7,3228,7856,4437,0
을지로입구역,7,2413,13482,8168,0
을지로입구역,7,2883,12487,7782,0
이대역,7,1842,6732,4757,0
이대역,7,2058,7830,4520,0
이수역,7,1733,6230,3610,0
이수역,7,1661,6548,3395,0
잠실역,7,13150,74602,74452,10
잠실역,7,42754,82052,41015,15
장지역,7,3734,10414,5125,0
장지역,7,2961,8924,5035,0
종각역,7,737,9936,7418,0
종각역,7,3846,10862,2413,0
종로3가역,7,1801,13198,7652,0
종로3가역,7,4094,13906,4210,0
중화역,7,2792,5125,1681,0
중화역,7,1753,4024,3677,0
증산역,7,2690,3863,1194,0
증산역,7,628,3832,3767,0
청담역,7,1141,5233,3475,0
청담역,7,3218,5814,1838,0
총신대입구역,7,2947,7474,4014,0
총신대입구역,7,2349,7564,4702,0
충무로역,7,2701,6995,4065,0
충무로역,7,2858,7128,4667,0
충정로역,7,1770,4947,1402,0
충정로역,7,2434,3536,2659,0
태릉입구역,7,2699,5698,2384,0
태릉입구역,7,1362,5360,4509,0
학동역,7,844,4110,3638,0
학동역,7,2311,4740,1739,0
한강진역,7,228,3826,3420,0
한강진역,7,818,5537,2061,0
합정역,7,4788,20498,17657,1
합정역,7,5870,27642,12192,5
행당역,7,3481,4543,1317,0
행당역,7,955,4835,3094,0
홍제역,7,5871,7192,2271,0
홍제역,7,1414,7914,6138,0
회현역,7,759,5927,1835,0
회현역,7,1612,5691,1294,0
효창공원앞역,7,1262,3085,900,0
효창공원앞역,7,1465,2148,1527,0
강남역,8,4402,31902,31880,2
강남역,8,13765,33991,18907,9
강동구청역,8,1929,4700,1494,0
강동구청역,8,1024,3990,3248,0
강동역,8,3094,5026,2077,0
강동역,8,1340,5056,4226,0
강일역,8,2819,5219,1238,0
강일역,8,447,3856,5485,0
건대입구역,8,4873,20907,23459,1
건대입구역,8,4402,31789,16296,5
공덕역,8,3696,11035,4377,0
공덕역,8,4455,8122,6356,0
광명사거리역,8,3641,8374,3274,0
광명사거리역,8,1710,5886,6112,0
광흥창역,8,2133,4555,1902,0
광흥창역,8,1710,4068,2976,0
교대역,8,4316,15598,10961,0
교대역,8,7147,14131,9353,0
군자역,8,3735,6440,3743,0
군자역,8,1097,7473,5030,0
굽은다리역,8,1941,5148,3439,0
굽은다리역,8,1187,5278,3971,0
낙성대역,8,3965,10819,4317,0
낙성대역,8,4041,6627,6576,0
남구로역,8,2131,2621,1174,0
남구로역,8,759,2937,2185,0
남위례역,8,1817,5905,1929,0
남위례역,8,3219,3700,3435,0
노원역,8,9675,33520,33555,4
노원역,8,13389,46862,22473,7
논현역,8,638,3268,5056,0
논현역,8,1805,6039,2386,0
당산역,8,2429,6483,2312,0
당산역,8,2401,5069,5498,0
대림역,8,4991,8762,3732,0
대림역,8,1880,8754,6928,0
대청역,8,3369,11077,3087,0
대청역,8,4422,5536,6849,0
동대문역,8,2101,14673,5800,0
동대문역,8,3680,16261,3455,0
동대입구역,8,753,2865,1679,0
동대입구역,8,1054,3466,1566,0
동묘앞역,8,1790,11199,2875,0
동묘앞역,8,3912,10513,2666,0
디지털미디어시티역,8,3813,4885,2102,0
디지털미디어시티역,8,968,5797,6587,0
마포구청역,8,3076,4644,2759,0
마포구청역,8,1108,5096,3649,0
면목역,8,3496,4075,1266,0
면목역,8,467,3760,4182,0
미아사거리역,8,7345,17861,5434,0
미아사거리역,8,4283,13149,11596,0
미아역,8,3536,10203,4635,0
미아역,8,6009,5681,4671,0
봉화산역,8,2597,3215,936,0
봉화산역,8,408,3402,3092,0
불광역,8,2805,6592,2978,0
불광역,8,1635,6324,5429,0
사가정역,8,3318,5161,1762,0
사가정역,8,741,4777,4854,0
사당역,8,10029,22938,12526,26
사당역,8,3956,20256,22079,1
삼각지역,8,1200,5563,1905,0
삼각지역,8,1704,5057,1994,0
상계역,8,5366,14045,8229,0
상계역,8,6537,11614,8087,0
상봉역,8,2730,5799,2971,0
상봉역,8,1010,5538,5104,0
상수역,8,1331,5628,6495,0
상수역,8,1619,9623,3565,0
새절역,8,2404,5905,1825,0
새절역,8,1355,4094,4240,0
서초역,8,2285,11099,2696,0
서초역,8,3890,5231,3826,0
석계역,8,3139,5890,1800,0
석계역,8,1672,4643,4640,0
선릉역,8,2538,12803,18375,1
선릉역,8,7041,16783,6923,0
성수역,8,1868,16741,13869,1
성수역,8,3758,26080,5825,5
송정역,8,1511,2374,852,0
송정역,8,542,1916,2250,0
수락산역,8,2833,6315,1768,0
수락산역,8,1212,4848,4346,0
숙대입구역,8,1415,7690,3305,0
숙대입구역,8,3780,4624,2723,0
숭실대입구역,8,2650,5144,1681,0
숭실대입구역,8,1349,4776,3928,0
신금호역,8,1936,5005,1011,0
신금호역,8,2350,3469,2789,0
신당역,8,2539,11719,5399,0
신당역,8,6110,8918,5072,0
신대방삼거리역,8,2191,5362,2829,0
신대방삼거리역,8,1626,4459,3499,0
신대방역,8,4027,6123,2755,0
신대방역,8,685,5475,6562,0
신사역,8,1380,8837,9204,0
신사역,8,3829,12039,4532,0
신용산역,8,1289,7264,4406,0
신용산역,8,2778,9311,3056,0
신정역,8,2940,5805,2274,0
신정역,8,2428,4395,4122,0
신촌역,8,2329,15526,11779,0
신촌역,8,5850,16564,7159,0
신풍역,8,1900,3931,1205,0
신풍역,8,1140,2778,2508,0
안암역,8,895,4722,2343,0
안암역,8,2001,3912,1906,0
암사역,8,3773,5849,1781,0
암사역,8,594,5203,5280,0
압구정역,8,1528,15804,13709,0
압구정역,8,7540,19186,5308,26
양재역,8,3719,10689,5859,0
양재역,8,5090,10555,7123,0
어린이대공원역,8,1382,6172,3463,0
어린이대공원역,8,2219,6757,2398,0
여의도역,8,1246,7902,4368,0
여의도역,8,2472,7587,3109,0
역삼역,8,1278,8183,6255,0
역삼역,8,3478,9662,4151,0
역촌역,8,677,1151,383,0
역촌역,8,144,1075,1295,0
연신내역,8,5795,18337,10087,0
연신내역,8,5016,14203,10928,0
영등포구청역,8,2321,5893,3538,0
영등포구청역,8,2383,6021,3883,0
오목교역,8,3416,14762,14279,1
오목교역,8,5799,20680,8892,0
온수역,8,3180,6716,1818,0
온수역,8,3577,3347,3714,0
왕십리역,8,2506,12753,6227,0
왕십리역,8,4231,10382,5817,0
용마산역,8,1545,2777,885,0
용마산역,8,890,2402,2207,0
우장산역,8,5483,18383,7163,0
우장산역,8,5573,11465,11991,0
월곡역,8,3310,3944,1318,0
월곡역,8,572,4497,3838,0
을지로3가역,8,2145,8337,4358,0
을지로3가역,8,1870,7335,4061,0
을지로입구역,8,2575,13384,8057,0
을지로입구역,8,2641,12597,7906,0
이대역,8,1588,6104,4652,0
이대역,8,1931,6971,4289,0
이수역,8,1659,5361,3461,0
이수역,8,1352,5919,3259,0
잠실역,8,11727,77977,78439,10
잠실역,8,45900,82774,42603,14
장지역,8,3039,9037,4902,0
장지역,8,2512,7520,4814,0
종각역,8,767,9839,7694,0
종각역,8,3549,10945,2455,0
종로3가역,8,2150,11870,6940,0
종로3가역,8,3045,12918,4309,0
중화역,8,2227,4656,1755,0
중화역,8,1309,3279,3765,0
증산역,8,2073,3498,1140,0
증산역,8,490,3114,3512,0
청담역,8,960,4692,3532,0
청담역,8,2848,5621,1868,0
총신대입구역,8,2268,6837,3766,0
총신대입구역,8,2026,6817,4384,0
충무로역,8,2597,6605,4395,0
충무로역,8,2191,7524,4625,0
충정로역,8,1549,3862,1366,0
충정로역,8,1507,3101,2795,0
태릉입구역,8,2148,5128,2359,0
태릉입구역,8,1163,4870,4372,0
학동역,8,705,4127,3633,0
학동역,8,2372,4601,1648,0
한강진역,8,196,4182,3067,0
한강진역,8,1214,4774,1740,0
합정역,8,4151,19763,17039,1
합정역,8,4936,26421,12405,5
행당역,8,2748,4524,1290,0
행당역,8,716,4298,3067,0
홍제역,8,4679,7026,2117,0
홍제역,8,1004,6516,5917,0
회현역,8,765,5935,1882,0
회현역,8,1442,6031,1344,0
효창공원앞역,8,1021,2858,956,0
효창공원앞역,8,952,1919,1629,0
강남역,9,3134,20484,23339,1
강남역,9,8555,24510,13379,29
강동구청역,9,2013,4339,1361,0
강동구청역,9,1368,3689,2841,0
강동역,9,3336,4112,1944,0
강동역,9,1336,5037,3730,0
강일역,9,3162,4189,1052,0
강일역,9,474,3385,4763,0
건대입구역,9,4960,17726,18719,1
건대입구역,9,4439,25484,14182,5
공덕역,9,3284,10887,4034,0
공덕역,9,6882,7326,4626,0
광명사거리역,9,3831,7887,3273,0
광명사거리역,9,2090,5638,5810,0
광흥창역,9,2267,4266,1703,0
광흥창역,9,1968,3835,2790,0
교대역,9,3804,12226,8824,0
교대역,9,5426,12458,7548,0
군자역,9,4330,5788,3707,0
군자역,9,1094,7358,4783,0
굽은다리역,9,1963,4068,2807,0
굽은다리역,9,783,4570,3387,0
낙성대역,9,3671,10360,4268,0
낙성대역,9,4835,5815,5856,0
남구로역,9,2757,2383,1149,0
남구로역,9,650,3215,2115,0
남위례역,9,1781,7029,1924,0
남위례역,9,4784,3568,2951,0
노원역,9,6240,24843,27644,2
노원역,9,8886,37460,18060,29
논현역,9,713,2992,4566,0
논현역,9,1351,5511,2400,0
당산역,9,2369,6003,2581,0
당산역,9,3398,4821,4879,0
대림역,9,5932,7760,3434,0
대림역,9,1962,8803,6712,0
대청역,9,4253,10208,3113,0
대청역,9,5191,5181,5990,0
동대문역,9,2299,8971,4314,0
동대문역,9,2290,10393,2423,0
동묘앞역,9,1614,10185,2863,0
동묘앞역,9,4028,10217,1959,0
디지털미디어시티역,9,4105,3827,2118,0
디지털미디어시티역,9,942,5749,6057,0
마포구청역,9,3565,3572,3045,0
마포구청역,9,1000,5175,3433,0
면목역,9,3471,4338,1387,0
면목역,9,1227,3734,3852,0
미아사거리역,9,8263,18261,5590,26
미아사거리역,9,5619,12893,10932,0
미아역,9,3369,11305,6063,0
미아역,9,8545,5836,4320,0
봉화산역,9,2579,2725,875,0
봉화산역,9,278,3109,2737,0
불광역,9,3023,5641,2563,0
불광역,9,1762,5751,4559,0
사가정역,9,3670,4703,1842,0
사가정역,9,1174,4992,4751,0
사당역,9,8751,18535,10728,26
사당역,9,4412,17396,17874,1
삼각지역,9,1292,4451,1572,0
삼각지역,9,1755,3823,1773,0
상계역,9,5904,13658,8209,0
상계역,9,7313,11219,7833,0
상봉역,9,2761,4479,2556,0
상봉역,9,785,4856,4567,0
상수역,9,1051,4263,4625,0
상수역,9,1867,6589,2997,0
상일동역,9,4247,8241,2177,0
상일동역,9,813,5698,7648,0
새절역,9,2649,6539,1782,0
새절역,9,1874,4110,3934,0
서초역,9,2006,10640,2982,0
서초역,9,4281,5140,3061,0
석계역,9,3298,5708,1896,0
석계역,9,2121,4536,4329,0
선릉역,9,1813,8920,13956,0
선릉역,9,5150,12517,5023,0
성수역,9,1787,13421,11238,0
성수역,9,3658,20198,4876,0
송정역,9,1664,2171,804,0
송정역,9,549,1916,2189,0
수락산역,9,3130,5124,1402,0
수락산역,9,877,3961,4239,0
숙대입구역,9,1549,8936,3489,0
숙대입구역,9,5397,4333,2457,0
신금호역,9,2085,5139,1235,0
신금호역,9,3343,3396,2577,0
신당역,9,3225,9999,4422,0
신당역,9,6488,7751,3968,0
신대방삼거리역,9,2335,5709,2955,0
신대방삼거리역,9,2130,4231,3501,0
신대방역,9,4045,5027,2313,0
신대방역,9,752,5100,5742,0
신사역,9,1321,5920,6974,0
신사역,9,2285,9173,3633,0
신용산역,9,1025,6143,3567,0
신용산역,9,2863,7670,2195,0
신정역,9,3294,5674,2265,0
신정역,9,3105,4179,4336,0
신촌역,9,2010,12402,10120,0
신촌역,9,5581,12915,6216,0
신풍역,9,2060,3891,1189,0
신풍역,9,1447,2629,2475,0
안암역,9,1221,5527,3030,0
안암역,9,3185,3939,2876,0
