역명,month,성인_아침_유동인구,성인_점심_유동인구,성인_저녁_유동인구,dbscan_label
불광역,5,207958,150284,89794,0
불광역,5,91638,153008,226176,0
사가정역,5,189602,114050,67107,0
사가정역,5,58192,118275,193601,0
사당역,5,582152,538889,562722,0
사당역,5,330739,586746,800199,0
상계역,5,241437,121697,62899,0
상계역,5,48755,118937,219515,0
상봉역,5,202867,137137,97797,0
상봉역,5,68186,134163,221239,0
상수역,5,47813,107299,139208,0
상수역,5,88326,136947,109118,0
새절역,5,165317,83360,36560,0
새절역,5,35212,75733,147298,0
서대문역,5,71410,193474,210839,0
서대문역,5,303739,112408,72717,0
서초역,5,92635,225286,208066,0
서초역,5,285747,138941,80943,0
석계역,5,149191,88478,50063,0
석계역,5,39606,94291,163968,0
선릉역,5,124554,526954,648769,0
선릉역,5,678062,304289,165889,0
성수역,5,90300,432896,620958,0
성수역,5,559924,522019,191834,0
송정역,5,60686,44786,29711,0
송정역,5,25136,39172,62467,0
수락산역,5,138860,84365,40347,0
수락산역,5,38581,76158,138567,0
숙대입구역,5,78758,162116,151171,0
숙대입구역,5,129385,134174,116377,0
숭실대입구역,5,132688,158445,98237,0
숭실대입구역,5,99457,134109,152963,0
신금호역,5,70478,45963,26696,0
신금호역,5,27194,48033,73217,0
신당역,5,168403,196219,202317,0
신당역,5,149861,199362,242997,0
신대방삼거리역,5,188451,96203,54065,0
신대방삼거리역,5,40795,96049,180847,0
신대방역,5,356636,179780,86960,0
신대방역,5,63336,176677,355508,0
신사역,5,62307,282413,382394,0
신사역,5,338320,283491,148809,0
신용산역,5,56062,198617,252051,0
신용산역,5,234778,199136,113343,0
신정역,5,200140,82187,35921,0
신정역,5,30353,75920,150233,0
신촌역,5,174630,431771,461880,0
신촌역,5,283968,453639,368935,0
신풍역,5,135788,74548,41952,0
신풍역,5,45250,72020,113508,0
안암역,5,45934,182093,150728,0
안암역,5,144287,143386,103859,0
암사역,5,267570,110908,50866,0
암사역,5,40639,113906,212258,0
압구정역,5,73220,307212,365903,0
압구정역,5,388712,297577,128548,0
어린이대공원역,5,98385,217697,171965,0
어린이대공원역,5,185403,190484,127991,0
여의도역,5,50029,312963,368124,0
여의도역,5,482192,219376,89667,0
역삼역,5,87786,486553,615034,0
역삼역,5,918460,301330,155273,0
역촌역,5,43961,21740,11420,0
역촌역,5,14177,27858,55293,0
연신내역,5,387993,230549,125194,0
연신내역,5,83868,217180,403975,0
영등포구청역,5,170930,219803,249051,0
영등포구청역,5,276055,179906,204218,0
오목교역,5,162323,178960,170781,0
오목교역,5,152888,194280,195568,0
왕십리역,5,142215,188759,196086,0
왕십리역,5,108980,184846,213644,0
용마산역,5,77501,39784,19633,0
용마산역,5,22521,39216,68794,0
우장산역,5,165280,97757,43611,0
우장산역,5,46249,93592,159884,0
월곡역,5,125235,105826,63266,0
월곡역,5,61973,86840,130968,0
을지로3가역,5,84968,346325,496105,0
을지로3가역,5,487469,259761,185019,0
을지로4가역,5,51493,215815,200145,0
을지로4가역,5,238429,151809,85189,0
을지로입구역,5,88425,500814,688967,0
을지로입구역,5,710555,400974,204504,0
이수역,5,117908,138167,146302,0
이수역,5,103142,135478,150817,0
일원역,5,75689,110286,38160,0
일원역,5,82261,66656,66207,0
잠실새내역,5,226575,184456,178173,0
잠실새내역,5,85176,231645,261464,0
잠실역,5,570161,915305,1006261,1
잠실역,5,702738,1028804,804256,1
장지역,5,152933,136514,114293,0
장지역,5,119441,118002,131401,0
종각역,5,46249,370309,547171,0
종각역,5,569682,271009,107615,0
종로3가역,5,77215,462893,635012,0
종로3가역,5,398802,520700,274448,0
종합운동장역,5,65545,105405,207453,0
종합운동장역,5,61350,222162,144583,0
중화역,5,123371,81592,47969,0
중화역,5,43939,75515,120875,0
창동역,5,256493,181652,113657,0
창동역,5,95386,197366,291737,0
청담역,5,44851,179211,226618,0
청담역,5,325498,118204,60409,0
총신대입구역,5,157972,132450,117043,0
총신대입구역,5,94172,156035,195389,0
충무로역,5,87552,318811,389877,0
충무로역,5,388245,266063,161832,0
충정로역,5,84029,135811,135677,0
충정로역,5,181764,95627,95121,0
태릉입구역,5,148355,178001,107327,0
태릉입구역,5,91505,184748,185828,0
학동역,5,38394,212017,322892,0
학동역,5,416938,136366,54490,0
한양대역,5,31820,194382,136659,0
한양대역,5,187587,155979,66207,0
합정역,5,238857,433591,603924,0
합정역,5,364559,527195,453170,0
행당역,5,102625,51364,25682,0
행당역,5,20664,50728,85073,0
홍제역,5,197895,133997,66417,0
홍제역,5,61991,118506,189464,0
회현역,5,34715,299661,255824,0
회현역,5,347879,230647,50380,0
효창공원앞역,5,66939,65122,52736,0
효창공원앞역,5,55472,52162,60842,0
강남역,6,196899,786567,1013694,0
강남역,6,886799,661966,422221,0
강동구청역,6,97127,69049,46869,0
강동구청역,6,56911,66080,95629,0
강동역,6,171134,134613,84633,0
강동역,6,96906,110919,168910,0
건대입구역,6,301732,463981,515875,0
건대입구역,6,264274,534744,543482,0
공덕역,6,162816,287022,318408,0
공덕역,6,332858,217849,226206,0
광명사거리역,6,210878,122596,71456,0
광명사거리역,6,69825,132325,192204,0
광흥창역,6,66761,70928,61511,0
광흥창역,6,64576,55592,67784,0
교대역,6,147504,419553,470934,0
교대역,6,480149,323894,219517,0
군자역,6,256752,197234,170196,0
군자역,6,114754,182390,274659,0
굽은다리역,6,93783,62614,35614,0
굽은다리역,6,29121,59099,95960,0
낙성대역,6,310233,219721,133221,0
낙성대역,6,102339,190866,343054,0
남구로역,6,107126,103262,119443,0
남구로역,6,163525,91475,92227,0
노원역,6,380491,421917,346773,0
노원역,6,284211,464542,516300,0
논현역,6,42337,153582,249636,0
논현역,6,252163,130347,78650,0
당산역,6,154121,143349,134332,0
당산역,6,141350,145720,216928,0
대림역,6,343444,275244,166946,0
대림역,6,170948,305651,322514,0
대청역,6,93275,78062,48705,0
대청역,6,52643,59299,92438,0
독바위역,6,33952,15151,5928,0
독바위역,6,6399,14946,33258,0
동대문역,6,95927,322416,206990,0
동대문역,6,227414,265623,146451,0
동대입구역,6,27779,111144,111816,0
동대입구역,6,129323,103893,45366,0
동묘앞역,6,80973,158476,82010,0
동묘앞역,6,85806,143990,102245,0
디지털미디어시티역,6,143304,99960,91431,0
디지털미디어시티역,6,130021,85878,139444,0
마포구청역,6,134982,104992,81473,0
마포구청역,6,68637,87933,127196,0
면목역,6,176675,97321,46777,0
면목역,6,46366,94940,161769,0
미아사거리역,6,256944,182230,111905,0
미아사거리역,6,84475,182477,270411,0
미아역,6,136599,108716,60865,0
미아역,6,63691,92741,132669,0
봉화산역,6,114293,52077,23289,0
봉화산역,6,24776,53021,97259,0
불광역,6,194587,141402,84259,0
불광역,6,84785,144742,211436,0
사가정역,6,175574,105761,62345,0
사가정역,6,53535,110127,177666,0
사당역,6,544205,516681,537041,0
사당역,6,305910,571700,749707,0
삼각지역,6,65494,142902,155614,0
삼각지역,6,115616,141144,109181,0
상계역,6,222208,115824,59537,0
상계역,6,45857,112577,203032,0
상봉역,6,188890,129965,93284,0
상봉역,6,64391,128189,206271,0
상수역,6,45972,92671,128220,0
상수역,6,72105,130177,102203,0
새절역,6,153592,76026,33696,0
새절역,6,30477,68548,136432,0
서대문역,6,67736,176911,194194,0
서대문역,6,280599,101150,67719,0
서초역,6,87646,219180,199649,0
서초역,6,272938,138219,77812,0
석계역,6,138037,80202,42449,0
석계역,6,33736,84528,151285,0
선릉역,6,116938,512487,618441,0
선릉역,6,644768,295671,158098,0
성수역,6,83688,412572,580852,0
성수역,6,525575,499631,180816,0
송정역,6,57252,43444,28092,0
송정역,6,23418,37793,58809,0
수락산역,6,128102,79716,39171,0
수락산역,6,37894,72957,128419,0
숙대입구역,6,76049,148579,137848,0
숙대입구역,6,114927,127832,109477,0
숭실대입구역,6,121638,121848,72992,0
숭실대입구역,6,64733,111499,136032,0
신금호역,6,64597,44246,26099,0
신금호역,6,25326,45354,68364,0
신당역,6,155577,183907,183421,0
신당역,6,136333,188709,223772,0
신대방삼거리역,6,174059,91985,51389,0
신대방삼거리역,6,38877,90634,167934,0
신대방역,6,332229,172565,83167,0
신대방역,6,59965,166701,334717,0
신사역,6,58576,271052,362347,0
신사역,6,319088,273474,138265,0
신용산역,6,53624,194670,247628,0
신용산역,6,221862,201949,112771,0
신정역,6,186700,77661,34642,0
신정역,6,28526,71751,138827,0
신촌역,6,160561,403413,389434,0
신촌역,6,252725,404919,320604,0
신풍역,6,125730,70809,40248,0
신풍역,6,43574,68210,105625,0
안암역,6,42066,150268,112250,0
안암역,6,114010,113600,82289,0
암사역,6,247943,107882,48209,0
암사역,6,39236,107498,199298,0
압구정역,6,68353,292991,342532,0
압구정역,6,366674,278514,118616,0
어린이대공원역,6,90117,180695,143429,0
어린이대공원역,6,149144,159202,110847,0
여의도역,6,46426,302629,350522,0
여의도역,6,461290,219557,85311,0
역삼역,6,83163,472237,577212,0
역삼역,6,865634,292883,147457,0
역촌역,6,39914,21317,10423,0
역촌역,6,13529,26235,51328,0
연신내역,6,359402,216853,120634,0
연신내역,6,78713,206212,373486,0
영등포구청역,6,160190,207189,231135,0
영등포구청역,6,254120,170712,190362,0
오목교역,6,147338,170333,161505,0
오목교역,6,143757,184450,180380,0
왕십리역,6,131230,177119,174625,0
왕십리역,6,101599,176588,195968,0
용마산역,6,71720,38247,18391,0
용마산역,6,21053,37815,64613,0
우장산역,6,151777,93608,41992,0
우장산역,6,43551,88478,147610,0
월곡역,6,113796,88963,55664,0
월곡역,6,53094,76736,119075,0
을지로3가역,6,78468,328243,458072,0
을지로3가역,6,458953,242507,167490,0
을지로4가역,6,50352,203629,186659,0
을지로4가역,6,221852,142524,82164,0
을지로입구역,6,81151,488655,664041,0
을지로입구역,6,675731,403529,194508,0
이수역,6,109030,131734,139545,0
이수역,6,97488,131710,141894,0
잠실역,6,533090,875547,952414,1
잠실역,6,663203,984088,760043,1
장지역,6,141108,131093,108825,0
장지역,6,113204,113115,123415,0
종각역,6,42912,343020,506481,0
종각역,6,536324,262295,94031,0
종로3가역,6,73185,424936,572994,0
종로3가역,6,370936,475282,239631,0
중화역,6,114524,70738,39997,0
중화역,6,39421,66463,112069,0
창동역,6,234312,171311,108961,0
창동역,6,91243,186284,268535,0
청담역,6,40877,169843,211650,0
청담역,6,304174,111120,56200,0
총신대입구역,6,145379,129504,111964,0
총신대입구역,6,88824,148878,182945,0
충무로역,6,81521,284718,336916,0
충무로역,6,346316,232027,146791,0
충정로역,6,78143,129944,126529,0
충정로역,6,170320,91987,87985,0
태릉입구역,6,134292,124149,76945,0
태릉입구역,6,64784,113162,163183,0
학동역,6,36506,202842,302147,0
학동역,6,390586,131137,51717,0
합정역,6,220839,409683,572617,0
합정역,6,340805,508942,429473,0
행당역,6,94378,49548,24213,0
행당역,6,19632,47597,79169,0
홍제역,6,182524,121634,58951,0
홍제역,6,53089,108866,173644,0
회현역,6,33254,276613,239035,0
회현역,6,324841,212261,47542,0
효창공원앞역,6,61059,58959,47254,0
효창공원앞역,6,47995,46710,54827,0
강남역,7,213717,862456,1147096,0
강남역,7,1034234,710086,450259,0
강동구청역,7,107407,69340,51910,0
강동구청역,7,65391,65431,106428,0
강동역,7,188835,136939,91527,0
강동역,7,111211,111658,182925,0
강일역,7,71227,34932,16033,0
강일역,7,16564,27659,65116,0
건대입구역,7,324530,438880,490141,0
건대입구역,7,268371,504011,549393,0
공덕역,7,174986,297535,357825,0
공덕역,7,385995,221548,238190,0
광명사거리역,7,231113,119095,72769,0
광명사거리역,7,72831,131351,206365,0
광흥창역,7,73109,73162,68371,0
광흥창역,7,73215,56660,73924,0
교대역,7,158525,445597,530138,0
교대역,7,546242,342211,230341,0
군자역,7,283412,191929,174113,0
군자역,7,121524,182849,292464,0
굽은다리역,7,101468,62273,38390,0
굽은다리역,7,31349,60325,103534,0
낙성대역,7,349096,213080,138824,0
낙성대역,7,107320,190131,375816,0
남구로역,7,113578,109705,137395,0
남구로역,7,188542,93296,97666,0
남위례역,7,69490,52584,45303,0
남위례역,7,47386,46811,74212,0
노원역,7,404339,414588,364515,0
노원역,7,301033,459067,539280,0
논현역,7,44343,164949,277693,0
논현역,7,289297,134884,80438,0
당산역,7,166668,141326,140455,0
당산역,7,158438,139750,226462,0
대림역,7,363172,272294,169116,0
대림역,7,180638,302179,336716,0
대청역,7,103133,79674,53243,0
대청역,7,59151,59567,100437,0
동대문역,7,99813,334701,207783,0
동대문역,7,243035,266242,143112,0
동대입구역,7,27604,99745,117818,0
동대입구역,7,124480,94377,45974,0
동묘앞역,7,86038,147876,79536,0
동묘앞역,7,86949,126749,107388,0
디지털미디어시티역,7,157506,102760,97729,0
디지털미디어시티역,7,151663,86861,151352,0
마포구청역,7,147763,104156,86950,0
마포구청역,7,76485,88450,138956,0
면목역,7,194515,86035,44743,0
면목역,7,41226,91415,175098,0
미아사거리역,7,281356,178562,115948,0
미아사거리역,7,87624,183035,290472,0
미아역,7,147235,100572,61825,0
미아역,7,63648,88330,141547,0
봉화산역,7,126350,51355,24635,0
봉화산역,7,27064,53006,106306,0
불광역,7,213897,138151,88284,0
불광역,7,88287,145224,226799,0
사가정역,7,192160,101461,64182,0
사가정역,7,55558,110147,191898,0
사당역,7,596873,501042,547072,0
사당역,7,306749,564442,789268,0
삼각지역,7,68870,137241,160002,0
삼각지역,7,125860,131666,113929,0
상계역,7,243529,112074,60586,0
상계역,7,45924,112289,221118,0
상봉역,7,208261,128240,96440,0
상봉역,7,69085,128666,220703,0
상수역,7,47355,89782,129550,0
상수역,7,71696,124046,104420,0
새절역,7,170485,70459,33180,0
새절역,7,28155,69153,148643,0
서대문역,7,73133,185345,225034,0
서대문역,7,326549,97349,71180,0
서초역,7,94529,228605,223081,0
서초역,7,308190,138037,83076,0
석계역,7,153588,75690,41702,0
석계역,7,32238,82034,164909,0
선릉역,7,124270,563235,715667,0
선릉역,7,756369,310730,167001,0
성수역,7,89507,419335,643502,0
성수역,7,610248,476226,186642,0
송정역,7,61729,43309,29234,0
송정역,7,25266,37789,62527,0
수락산역,7,140404,76736,39807,0
수락산역,7,38727,73383,140151,0
숙대입구역,7,77713,136222,139886,0
숙대입구역,7,117373,117053,115562,0
숭실대입구역,7,132441,97719,54687,0
숭실대입구역,7,48677,90765,141423,0
신금호역,7,72214,42890,26739,0
신금호역,7,27390,45158,74284,0
신당역,7,171366,183891,192262,0
신당역,7,149833,188808,235332,0
신대방삼거리역,7,190676,87873,52752,0
신대방삼거리역,7,40929,90333,180373,0
신대방역,7,362696,165193,83373,0
신대방역,7,62025,167603,354000,0
신사역,7,61007,276945,397174,0
신사역,7,362802,269969,143833,0
신용산역,7,56133,207545,275177,0
신용산역,7,258666,202403,120796,0
신정역,7,205147,75715,36708,0
신정역,7,31823,74167,149949,0
신촌역,7,171555,412319,394213,0
신촌역,7,265050,402217,335016,0
신풍역,7,136184,70992,42627,0
신풍역,7,46987,68151,113578,0
안암역,7,44730,135634,100613,0
안암역,7,103323,94513,81725,0
암사역,7,276468,103737,50564,0
암사역,7,41688,109672,219816,0
압구정역,7,70453,311674,385915,0
압구정역,7,413657,292232,125297,0
어린이대공원역,7,96146,141005,116537,0
어린이대공원역,7,120437,113961,111036,0
여의도역,7,49690,330049,404747,0
여의도역,7,541471,200561,87029,0
역삼역,7,88387,537591,704116,0
역삼역,7,1053444,312940,158479,0
역촌역,7,44140,20864,11101,0
역촌역,7,14466,25034,53071,0
연신내역,7,392799,209749,122601,0
연신내역,7,82195,205506,398833,0
영등포구청역,7,179105,211642,260157,0
영등포구청역,7,287650,172975,207463,0
오목교역,7,158891,171888,176012,0
오목교역,7,161181,184203,192098,0
온수역,7,140617,52129,27323,0
온수역,7,29515,54190,114839,0
왕십리역,7,145699,173170,176975,0
왕십리역,7,109715,173993,205321,0
용마산역,7,77573,33214,17091,0
용마산역,7,17909,33941,68133,0
우장산역,7,165429,90725,42615,0
우장산역,7,42101,88522,162200,0
월곡역,7,124897,76904,57209,0
월곡역,7,53775,70818,126797,0
을지로3가역,7,78075,356500,509853,0
을지로3가역,7,541719,241588,165839,0
을지로입구역,7,82450,503165,724851,0
을지로입구역,7,781302,381823,192263,0
이대역,7,115447,165818,110948,0
이대역,7,109384,152109,167218,0
이수역,7,117841,132958,149103,0
이수역,7,106397,133454,150160,0
잠실역,7,590773,891540,1008627,1
잠실역,7,730088,1000718,808630,1
장지역,7,155309,132369,117879,0
장지역,7,125928,113108,133926,0
종각역,7,43129,369926,561655,0
종각역,7,630112,244669,96215,0
종로3가역,7,71187,439239,561720,0
종로3가역,7,417529,446880,213496,0
중화역,7,123876,68796,41077,0
중화역,7,41279,65838,119665,0
증산역,7,121700,56270,28960,0
증산역,7,22578,58086,122749,0
청담역,7,41513,176648,235691,0
청담역,7,343713,107012,55913,0
총신대입구역,7,157423,126122,118954,0
총신대입구역,7,96251,148973,193264,0
충무로역,7,81296,283143,354876,0
충무로역,7,379332,215996,149811,0
충정로역,7,86337,136003,143496,0
충정로역,7,196880,89084,95674,0
태릉입구역,7,145536,111167,74341,0
태릉입구역,7,60351,101628,169069,0
학동역,7,38016,218269,353540,0
학동역,7,453973,134506,54280,0
한강진역,7,16056,104559,156200,0
한강진역,7,118191,151188,54985,0
합정역,7,235027,411093,607835,0
합정역,7,381898,505856,439169,0
행당역,7,104407,48247,24983,0
행당역,7,20566,48471,87044,0
홍제역,7,199738,113523,56749,0
홍제역,7,51249,106226,186767,0
회현역,7,33248,276714,262812,0
회현역,7,361046,191609,47103,0
효창공원앞역,7,66649,56129,48711,0
효창공원앞역,7,48915,43161,59017,0
강남역,8,196889,821586,1059799,0
강남역,8,934282,685285,440865,0
강동구청역,8,96080,68757,50586,0
강동구청역,8,61224,64070,96415,0
강동역,8,171697,136775,92789,0
강동역,8,109497,109479,170716,0
강일역,8,62526,32783,15686,0
강일역,8,15365,25351,58299,0
건대입구역,8,299291,424236,472182,0
건대입구역,8,241453,496786,533120,0
공덕역,8,159520,281228,322674,0
공덕역,8,344949,208521,222888,0
광명사거리역,8,206922,116582,69511,0
광명사거리역,8,68923,125463,188346,0
광흥창역,8,65912,69321,62190,0
광흥창역,8,65556,53102,68742,0
교대역,8,143367,415247,472302,0
교대역,8,485447,313805,212691,0
군자역,8,258797,187631,164257,0
군자역,8,110825,176166,271913,0
굽은다리역,8,92565,60528,36440,0
굽은다리역,8,29181,58833,96184,0
낙성대역,8,317944,209066,132008,0
낙성대역,8,97925,183991,347369,0
남구로역,8,107893,102154,122601,0
남구로역,8,166288,91341,93138,0
남위례역,8,60625,50872,42186,0
남위례역,8,43019,44120,66677,0
노원역,8,365892,396109,338915,0
노원역,8,275835,438491,494990,0
논현역,8,41896,152863,249293,0
논현역,8,255926,129476,77379,0
당산역,8,149390,135300,129579,0
당산역,8,142087,131590,209517,0
대림역,8,339495,259907,161057,0
대림역,8,165971,289520,319209,0
대청역,8,93336,76893,49260,0
대청역,8,54442,56915,91749,0
동대문역,8,91124,304791,193269,0
동대문역,8,203130,257077,137881,0
동대입구역,8,25966,89162,103305,0
동대입구역,8,111410,82904,45853,0
동묘앞역,8,79979,145819,75836,0
동묘앞역,8,78271,127763,101124,0
디지털미디어시티역,8,140744,99167,91684,0
디지털미디어시티역,8,136858,82124,138918,0
마포구청역,8,133462,102213,82499,0
마포구청역,8,70143,86372,128564,0
면목역,8,176294,81803,43227,0
면목역,8,37290,83451,155120,0
미아사거리역,8,254865,175862,110035,0
미아사거리역,8,82029,176583,268330,0
미아역,8,134586,98284,58775,0
미아역,8,57858,86756,130980,0
봉화산역,8,111977,50405,22850,0
봉화산역,8,24321,49823,96608,0
불광역,8,194817,136063,84221,0
불광역,8,83884,138590,210448,0
사가정역,8,174567,98763,61415,0
사가정역,8,52758,107017,179440,0
사당역,8,545023,494356,529250,0
사당역,8,288211,544638,755349,0
삼각지역,8,64326,134982,153812,0
삼각지역,8,116851,131111,110390,0
상계역,8,219215,109943,58893,0
상계역,8,43250,107231,202505,0
상봉역,8,188425,126283,92100,0
상봉역,8,64927,124320,205090,0
상수역,8,45384,84994,126099,0
상수역,8,62235,127595,105354,0
새절역,8,151733,68029,31977,0
새절역,8,26180,64989,135769,0
서초역,8,87020,218222,200388,0
서초역,8,278285,130803,77564,0
석계역,8,139476,73770,39535,0
석계역,8,29394,77439,148922,0
선릉역,8,115706,525193,645107,0
선릉역,8,676279,295981,158629,0
성수역,8,81081,407148,592314,0
성수역,8,545953,470635,176148,0
송정역,8,56649,42972,27168,0
송정역,8,23673,36301,58183,0
수락산역,8,127385,80747,40107,0
수락산역,8,40717,74499,129211,0
숙대입구역,8,71368,130252,130440,0
숙대입구역,8,105680,113540,108397,0
숭실대입구역,8,118921,93134,54068,0
숭실대입구역,8,44890,84476,132487,0
신금호역,8,64918,41357,24844,0
신금호역,8,25291,42974,66907,0
신당역,8,152796,178931,180419,0
신당역,8,131033,184451,218998,0
신대방삼거리역,8,173679,86815,50263,0
신대방삼거리역,8,38955,87340,165231,0
신대방역,8,333885,162708,80130,0
신대방역,8,55692,159424,330274,0
신사역,8,56306,262537,364662,0
신사역,8,327455,261513,137237,0
신용산역,8,52537,197370,254958,0
신용산역,8,231392,202763,112961,0
신정역,8,184493,74099,34425,0
신정역,8,28795,69976,137615,0
신촌역,8,158797,382749,373550,0
신촌역,8,236640,384779,318574,0
신풍역,8,123128,67337,39154,0
신풍역,8,42589,64812,102835,0
안암역,8,40620,123668,92991,0
안암역,8,90420,89384,75831,0
암사역,8,221751,99557,51046,0
암사역,8,40224,102461,186888,0
압구정역,8,62915,289383,350466,0
압구정역,8,371845,272622,116916,0
양재역,8,123292,312279,394020,0
양재역,8,478692,228105,192799,0
어린이대공원역,8,88381,130801,109991,0
어린이대공원역,8,104375,111542,104634,0
여의도역,8,46114,307636,358417,0
여의도역,8,481526,194456,82414,0
역삼역,8,83445,501355,626976,0
역삼역,8,940755,294581,150654,0
역촌역,8,40208,21116,10623,0
역촌역,8,13627,25328,50448,0
연신내역,8,358087,208511,123244,0
연신내역,8,78336,201012,372932,0
영등포구청역,8,162152,203157,235888,0
영등포구청역,8,256691,166256,193220,0
오목교역,8,140574,164982,166341,0
오목교역,8,148753,176693,177819,0
온수역,8,127582,53720,25837,0
온수역,8,29910,52617,105974,0
왕십리역,8,133210,168732,166621,0
왕십리역,8,100762,168976,196243,0
용마산역,8,70520,32651,17194,0
용마산역,8,16917,33739,63247,0
우장산역,8,149553,89602,41370,0
우장산역,8,41739,84437,149366,0
월곡역,8,111943,73827,52949,0
월곡역,8,47669,68620,116763,0
을지로3가역,8,76475,336602,462880,0
을지로3가역,8,472744,238758,166956,0
을지로입구역,8,83355,484654,675161,0
을지로입구역,8,701033,378638,195626,0
이대역,8,104326,157497,104038,0
이대역,8,98591,146804,155949,0
이수역,8,106882,130559,137444,0
이수역,8,99200,128723,139309,0
잠실역,8,522764,909218,1018781,1
잠실역,8,696337,1029727,757719,1
장지역,8,139870,130669,113616,0
장지역,8,118700,111943,124816,0
종각역,8,42928,354484,510193,0
종각역,8,566815,244380,96816,0
종로3가역,8,71550,413971,518980,0
종로3가역,8,366898,434937,211230,0
중화역,8,114211,66072,38522,0
중화역,8,37256,62878,111125,0
증산역,8,109775,55441,27185,0
증산역,8,21172,54533,112541,0
청담역,8,37470,166318,210174,0
청담역,8,305321,100887,51865,0
총신대입구역,8,140502,122322,110349,0
총신대입구역,8,88502,141064,177273,0
충무로역,8,83418,273350,326285,0
충무로역,8,340649,217245,151085,0
충정로역,8,78192,124263,126922,0
충정로역,8,171537,84359,88830,0
태릉입구역,8,128349,104641,69909,0
태릉입구역,8,55638,95907,153077,0
학동역,8,35385,203574,315669,0
학동역,8,403856,126518,50149,0
한강진역,8,14506,100419,143009,0
한강진역,8,108581,147541,51388,0
합정역,8,215536,405148,582007,0
합정역,8,349444,505463,425957,0
행당역,8,93432,47065,23660,0
행당역,8,19648,45836,78983,0
홍제역,8,178298,110475,54317,0
홍제역,8,47778,101462,171014,0
회현역,8,33258,257039,239642,0
회현역,8,322267,185559,47411,0
효창공원앞역,8,58930,52825,45270,0
효창공원앞역,8,42329,40250,53872,0
강남역,9,183356,740533,937156,0
강남역,9,833645,625799,397198,0
강동구청역,9,91027,68501,47347,0
강동구청역,9,58229,64861,88837,0
강동역,9,163089,133365,86215,0
강동역,9,102953,108237,161062,0
강일역,9,61850,32810,15232,0
강일역,9,14846,26992,55433,0
건대입구역,9,286148,450682,478649,0
건대입구역,9,255787,503144,517233,0
공덕역,9,154462,273659,295599,0
공덕역,9,315964,207679,212717,0
광명사거리역,9,198909,119377,67171,0
광명사거리역,9,65568,129891,178587,0
광흥창역,9,63704,67948,57905,0
광흥창역,9,60667,53349,65079,0
교대역,9,139450,400454,438360,0
교대역,9,448229,304614,204246,0
군자역,9,242784,186199,156883,0
군자역,9,105226,174218,257414,0
굽은다리역,9,88619,59293,33595,0
굽은다리역,9,27434,57155,88959,0
낙성대역,9,291331,208483,130933,0
낙성대역,9,101779,182739,324780,0
남구로역,9,100940,102614,112301,0
남구로역,9,153286,91016,87753,0
남위례역,9,60633,51522,38561,0
남위례역,9,40586,45237,63591,0
노원역,9,281111,321478,253368,0
노원역,9,193534,362227,399353,0
논현역,9,40156,146286,228419,0
논현역,9,231862,127249,75213,0
당산역,9,153097,142629,129009,0
당산역,9,134551,144172,212244,0
대림역,9,320837,274093,156998,0
대림역,9,160851,301627,301429,0
대청역,9,90140,73040,45138,0
대청역,9,49559,55720,88098,0
동대문역,9,92816,311378,208507,0
동대문역,9,204421,267173,152938,0
동묘앞역,9,79264,155662,78251,0
동묘앞역,9,79214,144513,100008,0
디지털미디어시티역,9,137632,98755,90993,0
디지털미디어시티역,9,124164,86015,134113,0
마포구청역,9,128616,103517,84968,0
마포구청역,9,65938,88428,122704,0
면목역,9,166289,96050,45628,0
면목역,9,47094,87122,145502,0
미아사거리역,9,243830,177281,105827,0
미아사거리역,9,80248,176303,255487,0
미아역,9,131584,108246,58242,0
미아역,9,60898,94603,128088,0
봉화산역,9,106481,51901,21806,0
봉화산역,9,23337,50886,91777,0
불광역,9,185829,139240,82024,0
불광역,9,85668,139707,198775,0
사가정역,9,165608,101499,59191,0
사가정역,9,53662,109459,170725,0
사당역,9,513032,486843,502650,0
사당역,9,288090,538465,707844,0
삼각지역,9,62781,133930,145067,0
삼각지역,9,110021,130398,105297,0
상계역,9,213975,114587,57294,0
상계역,9,44048,112606,196574,0
상봉역,9,176758,123805,87605,0
상봉역,9,60181,122878,195495,0
상수역,9,43952,98523,124368,0
상수역,9,81036,125591,100130,0
상일동역,9,169549,77440,35932,0
상일동역,9,33422,75997,152586,0
새절역,9,143319,72532,31997,0
새절역,9,29425,68335,127934,0
서초역,9,81169,209973,190641,0
서초역,9,260123,136917,75660,0
석계역,9,131646,80735,43539,0
석계역,9,34414,84696,142953,0
선릉역,9,110542,488113,567808,0
선릉역,9,606187,272901,146182,0
성수역,9,76961,419055,558862,0
성수역,9,508851,498348,172351,0
송정역,9,53369,42053,25324,0
송정역,9,22448,35671,55109,0
수락산역,9,122825,78282,37650,0
수락산역,9,35448,72640,124578,0
숙대입구역,9,69910,148933,138004,0
숙대입구역,9,116672,124710,106446,0
신금호역,9,62911,41431,24082,0
신금호역,9,24399,43757,65089,0
신당역,9,149490,177471,174056,0
신당역,9,126099,182699,217050,0
신대방삼거리역,9,165221,86903,47722,0
신대방삼거리역,9,35675,88340,157400,0
신대방역,9,314013,162897,77349,0
신대방역,9,54753,159280,311286,0
신사역,9,54925,251934,331344,0
신사역,9,295982,251680,129864,0
신용산역,9,50759,191581,234335,0
신용산역,9,210781,200825,106141,0
신정역,9,175198,73838,32501,0
신정역,9,26959,68973,130454,0
신촌역,9,155187,392851,392776,0
