역명,month,외국인_아침_유동인구,외국인_점심_유동인구,외국인_저녁_유동인구,dbscan_label
교대역,5,107.0,435.0,242.0,0
교대역,5,88.0,471.0,281.0,0
군자역,5,37.0,116.0,52.0,0
군자역,5,29.0,91.0,70.0,0
굽은다리역,5,3.0,11.0,10.0,0
굽은다리역,5,7.0,12.0,13.0,0
낙성대역,5,30.0,72.0,29.0,0
낙성대역,5,12.0,58.0,74.0,0
남구로역,5,47.0,54.0,25.0,0
남구로역,5,16.0,117.0,37.0,0
노원역,5,197.0,111.0,54.0,0
노원역,5,12.0,113.0,229.0,0
논현역,5,30.0,149.0,89.0,0
논현역,5,40.0,139.0,90.0,0
단대오거리역,5,0.0,3.0,1.0,0
단대오거리역,5,2.0,9.0,0.0,0
당산역,5,22.0,87.0,49.0,0
당산역,5,11.0,105.0,91.0,0
대림역,5,233.0,334.0,131.0,0
대림역,5,74.0,371.0,215.0,0
대청역,5,16.0,28.0,4.0,0
대청역,5,0.0,13.0,27.0,0
대흥역,5,12.0,59.0,40.0,0
대흥역,5,10.0,65.0,55.0,0
독바위역,5,0.0,5.0,0.0,0
독바위역,5,0.0,9.0,1.0,0
동대문역,5,759.0,3611.0,2775.0,0
동대문역,5,767.0,4413.0,4067.0,0
동대입구역,5,378.0,921.0,355.0,0
동대입구역,5,177.0,809.0,606.0,0
동묘앞역,5,549.0,1038.0,355.0,0
동묘앞역,5,131.0,877.0,809.0,0
디지털미디어시티역,5,22.0,96.0,55.0,0
디지털미디어시티역,5,21.0,60.0,110.0,0
마들역,5,0.0,2.0,0.0,0
마들역,5,0.0,3.0,2.0,0
마포구청역,5,19.0,96.0,45.0,0
마포구청역,5,9.0,31.0,49.0,0
면목역,5,23.0,11.0,10.0,0
면목역,5,3.0,13.0,24.0,0
미아사거리역,5,16.0,48.0,33.0,0
미아사거리역,5,12.0,34.0,33.0,0
미아역,5,14.0,36.0,16.0,0
미아역,5,7.0,23.0,40.0,0
봉화산역,5,2.0,3.0,0.0,0
봉화산역,5,1.0,2.0,0.0,0
불광역,5,56.0,85.0,22.0,0
불광역,5,25.0,56.0,70.0,0
사가정역,5,5.0,10.0,8.0,0
사가정역,5,1.0,4.0,14.0,0
사당역,5,91.0,297.0,229.0,0
사당역,5,74.0,313.0,315.0,0
상계역,5,2.0,1.0,5.0,0
상계역,5,0.0,8.0,6.0,0
상봉역,5,11.0,42.0,29.0,0
상봉역,5,7.0,47.0,31.0,0
상수역,5,119.0,619.0,719.0,0
상수역,5,59.0,609.0,512.0,0
새절역,5,3.0,21.0,8.0,0
새절역,5,2.0,8.0,12.0,0
서대문역,5,205.0,382.0,159.0,0
서대문역,5,35.0,293.0,341.0,0
서초역,5,31.0,115.0,73.0,0
서초역,5,19.0,92.0,114.0,0
석계역,5,4.0,14.0,5.0,0
석계역,5,1.0,15.0,8.0,0
선릉역,5,432.0,882.0,413.0,0
선릉역,5,124.0,655.0,616.0,0
성수역,5,144.0,3046.0,2004.0,0
성수역,5,871.0,4661.0,757.0,0
송정역,5,50.0,40.0,18.0,0
송정역,5,5.0,27.0,90.0,0
수락산역,5,5.0,5.0,4.0,0
수락산역,5,0.0,6.0,3.0,0
숙대입구역,5,257.0,586.0,347.0,0
숙대입구역,5,58.0,450.0,507.0,0
숭실대입구역,5,11.0,21.0,8.0,0
숭실대입구역,5,2.0,17.0,10.0,0
신금호역,5,21.0,56.0,20.0,0
신금호역,5,2.0,23.0,60.0,0
신당역,5,204.0,577.0,459.0,0
신당역,5,49.0,515.0,741.0,0
신대방삼거리역,5,24.0,10.0,0.0,0
신대방삼거리역,5,4.0,11.0,14.0,0
신대방역,5,48.0,112.0,31.0,0
신대방역,5,12.0,54.0,79.0,0
신사역,5,363.0,2073.0,1736.0,0
신사역,5,392.0,2506.0,1228.0,0
신용산역,5,118.0,829.0,441.0,0
신용산역,5,126.0,783.0,619.0,0
신정역,5,16.0,59.0,6.0,0
신정역,5,0.0,9.0,24.0,0
신촌역,5,419.0,1451.0,939.0,0
신촌역,5,248.0,1142.0,1230.0,0
신풍역,5,12.0,10.0,4.0,0
신풍역,5,1.0,14.0,10.0,0
안암역,5,16.0,68.0,33.0,0
안암역,5,19.0,71.0,44.0,0
암사역,5,6.0,8.0,3.0,0
암사역,5,0.0,13.0,10.0,0
압구정역,5,267.0,1907.0,1142.0,0
압구정역,5,489.0,2523.0,926.0,0
어린이대공원역,5,40.0,207.0,107.0,0
어린이대공원역,5,37.0,154.0,83.0,0
여의도역,5,139.0,783.0,740.0,0
여의도역,5,227.0,1184.0,411.0,0
역삼역,5,410.0,971.0,513.0,0
역삼역,5,152.0,823.0,903.0,0
역촌역,5,13.0,24.0,3.0,0
역촌역,5,2.0,11.0,29.0,0
연신내역,5,27.0,103.0,33.0,0
연신내역,5,26.0,69.0,55.0,0
영등포구청역,5,52.0,240.0,98.0,0
영등포구청역,5,79.0,171.0,157.0,0
오목교역,5,5.0,86.0,58.0,0
오목교역,5,17.0,85.0,31.0,0
왕십리역,5,120.0,219.0,181.0,0
왕십리역,5,44.0,239.0,268.0,0
용마산역,5,1.0,12.0,14.0,0
용마산역,5,1.0,16.0,10.0,0
우장산역,5,11.0,22.0,1.0,0
우장산역,5,5.0,15.0,21.0,0
월곡역,5,3.0,20.0,10.0,0
월곡역,5,3.0,12.0,16.0,0
을지로3가역,5,2134.0,4017.0,1837.0,0
을지로3가역,5,497.0,3644.0,3473.0,0
을지로4가역,5,1169.0,2899.0,1325.0,0
을지로4가역,5,491.0,2770.0,2685.0,0
을지로입구역,5,2837.0,8744.0,6710.0,1
을지로입구역,5,1203.0,8881.0,6923.0,0
이수역,5,19.0,45.0,28.0,0
이수역,5,12.0,22.0,31.0,0
일원역,5,0.0,23.0,3.0,0
일원역,5,6.0,12.0,2.0,0
잠실새내역,5,51.0,169.0,222.0,0
잠실새내역,5,32.0,226.0,230.0,0
잠실역,5,421.0,5002.0,4433.0,0
잠실역,5,1610.0,5997.0,1850.0,0
장지역,5,23.0,49.0,11.0,0
장지역,5,3.0,35.0,43.0,0
종각역,5,733.0,1956.0,1058.0,0
종각역,5,376.0,1795.0,1142.0,0
종로3가역,5,2160.0,4809.0,1916.0,0
종로3가역,5,902.0,4457.0,3469.0,0
종합운동장역,5,9.0,243.0,479.0,0
종합운동장역,5,22.0,555.0,220.0,0
중화역,5,3.0,7.0,5.0,0
중화역,5,0.0,7.0,8.0,0
창동역,5,18.0,18.0,3.0,0
창동역,5,4.0,22.0,15.0,0
청담역,5,139.0,396.0,178.0,0
청담역,5,77.0,321.0,277.0,0
총신대입구역,5,10.0,51.0,32.0,0
총신대입구역,5,21.0,48.0,35.0,0
충무로역,5,2246.0,3231.0,1370.0,0
충무로역,5,471.0,3431.0,3598.0,0
충정로역,5,89.0,277.0,170.0,0
충정로역,5,68.0,234.0,246.0,0
태릉입구역,5,6.0,72.0,19.0,0
태릉입구역,5,14.0,57.0,19.0,0
학동역,5,39.0,217.0,116.0,0
학동역,5,32.0,180.0,151.0,0
한양대역,5,24.0,137.0,57.0,0
한양대역,5,76.0,128.0,71.0,0
합정역,5,350.0,1623.0,1230.0,0
합정역,5,324.0,1548.0,1185.0,0
행당역,5,10.0,25.0,13.0,0
행당역,5,2.0,27.0,11.0,0
홍제역,5,46.0,218.0,58.0,0
홍제역,5,10.0,138.0,125.0,0
회현역,5,1284.0,3907.0,1446.0,0
회현역,5,905.0,4134.0,1814.0,0
효창공원앞역,5,24.0,47.0,40.0,0
효창공원앞역,5,18.0,23.0,44.0,0
강남역,6,295.0,2766.0,1996.0,0
강남역,6,621.0,2856.0,1480.0,0
강동구청역,6,1.0,25.0,1.0,0
강동구청역,6,0.0,14.0,10.0,0
강동역,6,51.0,30.0,14.0,0
강동역,6,12.0,47.0,31.0,0
건대입구역,6,176.0,672.0,479.0,0
건대입구역,6,77.0,643.0,559.0,0
공덕역,6,789.0,1368.0,580.0,0
공덕역,6,186.0,1170.0,1499.0,0
광명사거리역,6,6.0,15.0,7.0,0
광명사거리역,6,7.0,15.0,12.0,0
광흥창역,6,23.0,44.0,40.0,0
광흥창역,6,8.0,42.0,65.0,0
교대역,6,81.0,439.0,232.0,0
교대역,6,86.0,461.0,306.0,0
군자역,6,28.0,154.0,38.0,0
군자역,6,26.0,96.0,70.0,0
굽은다리역,6,3.0,13.0,6.0,0
굽은다리역,6,8.0,6.0,5.0,0
낙성대역,6,38.0,67.0,45.0,0
낙성대역,6,9.0,62.0,95.0,0
남구로역,6,36.0,54.0,30.0,0
남구로역,6,20.0,78.0,49.0,0
노원역,6,215.0,128.0,52.0,0
노원역,6,19.0,155.0,224.0,0
논현역,6,25.0,159.0,103.0,0
논현역,6,36.0,129.0,97.0,0
당산역,6,14.0,68.0,62.0,0
당산역,6,13.0,73.0,129.0,0
대림역,6,146.0,260.0,177.0,0
대림역,6,77.0,283.0,235.0,0
대청역,6,10.0,30.0,16.0,0
대청역,6,2.0,14.0,34.0,0
독바위역,6,0.0,7.0,1.0,0
독바위역,6,2.0,5.0,0.0,0
동대문역,6,896.0,3426.0,2985.0,0
동대문역,6,812.0,4580.0,4332.0,0
동대입구역,6,346.0,806.0,273.0,0
동대입구역,6,178.0,747.0,543.0,0
동묘앞역,6,509.0,1157.0,405.0,0
동묘앞역,6,123.0,867.0,872.0,0
디지털미디어시티역,6,13.0,46.0,35.0,0
디지털미디어시티역,6,6.0,40.0,69.0,0
마포구청역,6,19.0,91.0,119.0,0
마포구청역,6,36.0,49.0,76.0,0
면목역,6,19.0,36.0,7.0,0
면목역,6,1.0,19.0,37.0,0
미아사거리역,6,18.0,34.0,34.0,0
미아사거리역,6,7.0,45.0,40.0,0
미아역,6,15.0,22.0,12.0,0
미아역,6,3.0,36.0,30.0,0
봉화산역,6,3.0,3.0,0.0,0
봉화산역,6,3.0,8.0,1.0,0
불광역,6,21.0,119.0,45.0,0
불광역,6,15.0,69.0,87.0,0
사가정역,6,1.0,6.0,3.0,0
사가정역,6,1.0,10.0,10.0,0
사당역,6,107.0,326.0,217.0,0
사당역,6,95.0,338.0,272.0,0
삼각지역,6,214.0,1465.0,349.0,0
삼각지역,6,274.0,1218.0,336.0,0
상계역,6,2.0,9.0,6.0,0
상계역,6,1.0,4.0,3.0,0
상봉역,6,7.0,43.0,40.0,0
상봉역,6,11.0,45.0,32.0,0
상수역,6,152.0,567.0,612.0,0
상수역,6,63.0,522.0,512.0,0
새절역,6,4.0,14.0,4.0,0
새절역,6,3.0,9.0,8.0,0
서대문역,6,227.0,320.0,217.0,0
서대문역,6,24.0,230.0,317.0,0
서초역,6,34.0,155.0,103.0,0
서초역,6,17.0,146.0,113.0,0
석계역,6,7.0,13.0,1.0,0
석계역,6,0.0,10.0,4.0,0
선릉역,6,436.0,927.0,384.0,0
선릉역,6,112.0,643.0,727.0,0
성수역,6,129.0,3295.0,2477.0,0
성수역,6,937.0,5418.0,885.0,0
송정역,6,73.0,44.0,24.0,0
송정역,6,9.0,42.0,102.0,0
수락산역,6,4.0,5.0,4.0,0
수락산역,6,0.0,4.0,5.0,0
숙대입구역,6,373.0,667.0,386.0,0
숙대입구역,6,98.0,547.0,575.0,0
숭실대입구역,6,14.0,21.0,5.0,0
숭실대입구역,6,6.0,20.0,13.0,0
신금호역,6,17.0,43.0,18.0,0
신금호역,6,2.0,18.0,51.0,0
신당역,6,230.0,630.0,473.0,0
신당역,6,75.0,548.0,737.0,0
신대방삼거리역,6,4.0,6.0,6.0,0
신대방삼거리역,6,3.0,5.0,15.0,0
신대방역,6,40.0,89.0,32.0,0
신대방역,6,8.0,37.0,84.0,0
신사역,6,334.0,2101.0,1798.0,0
신사역,6,484.0,2373.0,1128.0,0
신용산역,6,185.0,806.0,588.0,0
신용산역,6,184.0,853.0,729.0,0
신정역,6,12.0,29.0,4.0,0
신정역,6,0.0,28.0,14.0,0
신촌역,6,354.0,1385.0,868.0,0
신촌역,6,242.0,1103.0,1187.0,0
신풍역,6,11.0,18.0,6.0,0
신풍역,6,3.0,17.0,16.0,0
안암역,6,33.0,109.0,44.0,0
안암역,6,30.0,73.0,76.0,0
암사역,6,5.0,25.0,4.0,0
암사역,6,2.0,8.0,23.0,0
압구정역,6,255.0,1809.0,1030.0,0
압구정역,6,497.0,2564.0,920.0,0
어린이대공원역,6,36.0,237.0,78.0,0
어린이대공원역,6,42.0,180.0,91.0,0
여의도역,6,138.0,1000.0,640.0,0
여의도역,6,236.0,1336.0,504.0,0
역삼역,6,427.0,1077.0,547.0,0
역삼역,6,126.0,799.0,1010.0,0
역촌역,6,42.0,43.0,23.0,0
역촌역,6,3.0,17.0,48.0,0
연신내역,6,25.0,83.0,38.0,0
연신내역,6,11.0,50.0,43.0,0
영등포구청역,6,54.0,207.0,80.0,0
영등포구청역,6,41.0,176.0,136.0,0
오목교역,6,3.0,50.0,43.0,0
오목교역,6,13.0,61.0,40.0,0
왕십리역,6,80.0,229.0,177.0,0
왕십리역,6,29.0,315.0,228.0,0
용마산역,6,1.0,14.0,4.0,0
용마산역,6,3.0,18.0,6.0,0
우장산역,6,7.0,17.0,0.0,0
우장산역,6,0.0,27.0,16.0,0
월곡역,6,9.0,14.0,3.0,0
월곡역,6,0.0,4.0,9.0,0
을지로3가역,6,2546.0,4502.0,1941.0,0
을지로3가역,6,541.0,3839.0,3901.0,0
을지로4가역,6,1380.0,3217.0,1376.0,0
을지로4가역,6,613.0,3034.0,2960.0,0
을지로입구역,6,2860.0,9283.0,7195.0,1
을지로입구역,6,1268.0,9256.0,7595.0,0
이수역,6,16.0,66.0,21.0,0
이수역,6,6.0,45.0,21.0,0
잠실역,6,484.0,5073.0,5210.0,0
잠실역,6,1919.0,6639.0,1849.0,0
장지역,6,11.0,45.0,42.0,0
장지역,6,2.0,45.0,53.0,0
종각역,6,661.0,1989.0,1083.0,0
종각역,6,318.0,1733.0,1131.0,0
종로3가역,6,1995.0,4921.0,2183.0,0
종로3가역,6,886.0,4383.0,3549.0,0
중화역,6,0.0,1.0,1.0,0
중화역,6,11.0,5.0,2.0,0
창동역,6,11.0,31.0,5.0,0
창동역,6,6.0,20.0,29.0,0
청담역,6,125.0,369.0,218.0,0
청담역,6,76.0,363.0,307.0,0
총신대입구역,6,23.0,72.0,26.0,0
총신대입구역,6,22.0,78.0,34.0,0
충무로역,6,2495.0,3578.0,1666.0,0
충무로역,6,499.0,3500.0,4025.0,0
충정로역,6,83.0,268.0,169.0,0
충정로역,6,51.0,225.0,236.0,0
태릉입구역,6,10.0,13.0,10.0,0
태릉입구역,6,3.0,15.0,18.0,0
학동역,6,54.0,236.0,113.0,0
학동역,6,41.0,202.0,208.0,0
합정역,6,410.0,1905.0,1315.0,0
합정역,6,316.0,1669.0,1301.0,0
행당역,6,10.0,22.0,26.0,0
행당역,6,2.0,24.0,22.0,0
홍제역,6,75.0,175.0,51.0,0
홍제역,6,10.0,147.0,112.0,0
회현역,6,1140.0,3983.0,1534.0,0
회현역,6,1008.0,4336.0,1893.0,0
효창공원앞역,6,14.0,27.0,37.0,0
효창공원앞역,6,4.0,35.0,53.0,0
강남역,7,260.0,2971.0,2098.0,0
강남역,7,663.0,2893.0,1224.0,0
강동구청역,7,6.0,28.0,9.0,0
강동구청역,7,1.0,28.0,10.0,0
강동역,7,46.0,15.0,17.0,0
강동역,7,29.0,52.0,25.0,0
강일역,7,1.0,6.0,2.0,0
강일역,7,3.0,1.0,3.0,0
건대입구역,7,205.0,802.0,519.0,0
건대입구역,7,132.0,625.0,570.0,0
공덕역,7,751.0,1496.0,574.0,0
공덕역,7,140.0,1241.0,1473.0,0
광명사거리역,7,7.0,34.0,17.0,0
광명사거리역,7,6.0,30.0,21.0,0
광흥창역,7,16.0,63.0,27.0,0
광흥창역,7,4.0,58.0,48.0,0
교대역,7,91.0,516.0,261.0,0
교대역,7,135.0,424.0,324.0,0
군자역,7,31.0,152.0,54.0,0
군자역,7,41.0,96.0,57.0,0
굽은다리역,7,2.0,12.0,4.0,0
굽은다리역,7,1.0,15.0,3.0,0
낙성대역,7,32.0,58.0,29.0,0
낙성대역,7,25.0,68.0,54.0,0
남구로역,7,44.0,84.0,54.0,0
남구로역,7,19.0,107.0,62.0,0
남위례역,7,8.0,20.0,4.0,0
남위례역,7,1.0,15.0,25.0,0
노원역,7,401.0,232.0,69.0,0
노원역,7,23.0,179.0,428.0,0
논현역,7,18.0,125.0,76.0,0
논현역,7,47.0,125.0,84.0,0
당산역,7,18.0,61.0,37.0,0
당산역,7,22.0,76.0,111.0,0
대림역,7,205.0,375.0,173.0,0
대림역,7,86.0,427.0,269.0,0
대청역,7,13.0,20.0,2.0,0
대청역,7,6.0,16.0,13.0,0
동대문역,7,820.0,4042.0,2975.0,0
동대문역,7,846.0,5070.0,4133.0,0
동대입구역,7,318.0,847.0,374.0,0
동대입구역,7,161.0,863.0,518.0,0
동묘앞역,7,530.0,1163.0,362.0,0
동묘앞역,7,147.0,764.0,1014.0,0
디지털미디어시티역,7,10.0,84.0,32.0,0
디지털미디어시티역,7,8.0,73.0,105.0,0
마포구청역,7,64.0,88.0,87.0,0
마포구청역,7,16.0,69.0,119.0,0
면목역,7,3.0,14.0,8.0,0
면목역,7,3.0,14.0,18.0,0
미아사거리역,7,10.0,50.0,14.0,0
미아사거리역,7,10.0,40.0,35.0,0
미아역,7,18.0,37.0,20.0,0
미아역,7,3.0,17.0,33.0,0
봉화산역,7,0.0,1.0,0.0,0
봉화산역,7,0.0,6.0,1.0,0
불광역,7,43.0,90.0,40.0,0
불광역,7,18.0,78.0,81.0,0
사가정역,7,2.0,2.0,3.0,0
사가정역,7,1.0,1.0,4.0,0
사당역,7,118.0,309.0,209.0,0
사당역,7,89.0,293.0,304.0,0
삼각지역,7,148.0,1304.0,308.0,0
삼각지역,7,269.0,1137.0,296.0,0
상계역,7,7.0,25.0,10.0,0
상계역,7,3.0,9.0,10.0,0
상봉역,7,10.0,72.0,50.0,0
상봉역,7,42.0,59.0,31.0,0
상수역,7,128.0,639.0,751.0,0
상수역,7,62.0,550.0,505.0,0
새절역,7,3.0,29.0,1.0,0
새절역,7,0.0,12.0,10.0,0
서대문역,7,168.0,380.0,224.0,0
서대문역,7,34.0,278.0,381.0,0
서초역,7,47.0,175.0,75.0,0
서초역,7,25.0,158.0,150.0,0
석계역,7,2.0,7.0,8.0,0
석계역,7,6.0,8.0,4.0,0
선릉역,7,334.0,763.0,371.0,0
선릉역,7,99.0,648.0,635.0,0
성수역,7,147.0,3807.0,2399.0,0
성수역,7,1029.0,5726.0,830.0,0
송정역,7,73.0,68.0,20.0,0
송정역,7,16.0,49.0,111.0,0
수락산역,7,3.0,12.0,1.0,0
수락산역,7,1.0,4.0,9.0,0
숙대입구역,7,234.0,644.0,328.0,0
숙대입구역,7,70.0,440.0,580.0,0
숭실대입구역,7,28.0,102.0,86.0,0
숭실대입구역,7,73.0,102.0,36.0,0
신금호역,7,18.0,24.0,25.0,0
신금호역,7,2.0,33.0,38.0,0
신당역,7,158.0,623.0,353.0,0
신당역,7,65.0,476.0,658.0,0
신대방삼거리역,7,10.0,16.0,7.0,0
신대방삼거리역,7,4.0,12.0,19.0,0
신대방역,7,29.0,83.0,33.0,0
신대방역,7,2.0,39.0,82.0,0
신사역,7,309.0,2228.0,1753.0,0
신사역,7,498.0,2607.0,1090.0,0
신용산역,7,167.0,1048.0,974.0,0
신용산역,7,197.0,1170.0,1011.0,0
신정역,7,35.0,35.0,10.0,0
신정역,7,0.0,17.0,26.0,0
신촌역,7,391.0,1642.0,963.0,0
신촌역,7,227.0,1225.0,1139.0,0
신풍역,7,9.0,20.0,10.0,0
신풍역,7,1.0,13.0,19.0,0
안암역,7,31.0,118.0,116.0,0
안암역,7,25.0,95.0,87.0,0
암사역,7,11.0,19.0,2.0,0
암사역,7,1.0,12.0,17.0,0
압구정역,7,253.0,1916.0,1117.0,0
압구정역,7,421.0,2716.0,908.0,0
어린이대공원역,7,26.0,269.0,98.0,0
어린이대공원역,7,51.0,218.0,61.0,0
여의도역,7,118.0,1072.0,852.0,0
여의도역,7,191.0,1456.0,507.0,0
역삼역,7,396.0,1028.0,485.0,0
역삼역,7,156.0,852.0,959.0,0
역촌역,7,9.0,56.0,16.0,0
역촌역,7,1.0,7.0,67.0,0
연신내역,7,33.0,126.0,35.0,0
연신내역,7,26.0,100.0,64.0,0
영등포구청역,7,41.0,188.0,88.0,0
영등포구청역,7,43.0,225.0,106.0,0
오목교역,7,2.0,84.0,42.0,0
오목교역,7,14.0,84.0,28.0,0
온수역,7,17.0,8.0,11.0,0
온수역,7,5.0,4.0,20.0,0
왕십리역,7,83.0,275.0,160.0,0
왕십리역,7,68.0,271.0,262.0,0
용마산역,7,5.0,21.0,9.0,0
용마산역,7,5.0,25.0,9.0,0
우장산역,7,6.0,13.0,5.0,0
우장산역,7,3.0,17.0,10.0,0
월곡역,7,8.0,12.0,17.0,0
월곡역,7,4.0,16.0,10.0,0
을지로3가역,7,2775.0,5618.0,2081.0,0
을지로3가역,7,564.0,4666.0,4901.0,0
을지로입구역,7,3227.0,10606.0,7110.0,1
을지로입구역,7,1246.0,10466.0,8372.0,0
이대역,7,214.0,1125.0,400.0,0
이대역,7,212.0,1256.0,492.0,0
이수역,7,14.0,42.0,21.0,0
이수역,7,10.0,31.0,22.0,0
잠실역,7,327.0,5732.0,7255.0,0
잠실역,7,2557.0,8176.0,2008.0,0
장지역,7,52.0,98.0,32.0,0
장지역,7,7.0,63.0,80.0,0
종각역,7,691.0,1968.0,1024.0,0
종각역,7,339.0,1783.0,1186.0,0
종로3가역,7,2134.0,4730.0,2218.0,0
종로3가역,7,768.0,4304.0,3790.0,0
중화역,7,2.0,4.0,1.0,0
중화역,7,0.0,10.0,6.0,0
증산역,7,19.0,32.0,9.0,0
증산역,7,1.0,15.0,44.0,0
청담역,7,88.0,388.0,176.0,0
청담역,7,69.0,324.0,206.0,0
총신대입구역,7,7.0,73.0,31.0,0
총신대입구역,7,17.0,74.0,36.0,0
충무로역,7,2630.0,4582.0,1680.0,0
충무로역,7,440.0,3950.0,4524.0,0
충정로역,7,82.0,274.0,149.0,0
충정로역,7,71.0,260.0,266.0,0
태릉입구역,7,2.0,9.0,10.0,0
태릉입구역,7,4.0,7.0,10.0,0
학동역,7,54.0,219.0,166.0,0
학동역,7,37.0,201.0,163.0,0
한강진역,7,84.0,1538.0,1017.0,0
한강진역,7,227.0,2632.0,436.0,0
합정역,7,446.0,2184.0,1415.0,0
합정역,7,322.0,1892.0,1490.0,0
행당역,7,5.0,30.0,24.0,0
행당역,7,4.0,29.0,23.0,0
홍제역,7,71.0,207.0,77.0,0
홍제역,7,9.0,114.0,165.0,0
회현역,7,1421.0,4199.0,1422.0,0
회현역,7,913.0,4365.0,1937.0,0
효창공원앞역,7,5.0,55.0,28.0,0
효창공원앞역,7,10.0,22.0,42.0,0
강남역,8,239.0,2858.0,1888.0,0
강남역,8,523.0,2771.0,1251.0,0
강동구청역,8,4.0,47.0,19.0,0
강동구청역,8,8.0,26.0,13.0,0
강동역,8,53.0,37.0,10.0,0
강동역,8,19.0,78.0,37.0,0
강일역,8,0.0,2.0,1.0,0
강일역,8,6.0,3.0,2.0,0
건대입구역,8,223.0,810.0,481.0,0
건대입구역,8,81.0,754.0,630.0,0
공덕역,8,939.0,1918.0,694.0,0
공덕역,8,211.0,1332.0,1892.0,0
광명사거리역,8,14.0,21.0,11.0,0
광명사거리역,8,1.0,14.0,26.0,0
광흥창역,8,15.0,72.0,25.0,0
광흥창역,8,10.0,64.0,31.0,0
교대역,8,72.0,428.0,241.0,0
교대역,8,58.0,422.0,236.0,0
군자역,8,46.0,92.0,56.0,0
군자역,8,49.0,99.0,68.0,0
굽은다리역,8,4.0,10.0,5.0,0
굽은다리역,8,2.0,21.0,8.0,0
낙성대역,8,22.0,56.0,29.0,0
낙성대역,8,8.0,28.0,40.0,0
남구로역,8,41.0,67.0,34.0,0
남구로역,8,11.0,94.0,80.0,0
남위례역,8,18.0,16.0,3.0,0
남위례역,8,2.0,10.0,9.0,0
노원역,8,308.0,193.0,113.0,0
노원역,8,39.0,215.0,354.0,0
논현역,8,27.0,122.0,76.0,0
논현역,8,24.0,118.0,62.0,0
당산역,8,33.0,89.0,58.0,0
당산역,8,24.0,69.0,158.0,0
대림역,8,122.0,386.0,242.0,0
대림역,8,105.0,398.0,310.0,0
대청역,8,5.0,27.0,7.0,0
대청역,8,6.0,22.0,8.0,0
동대문역,8,1025.0,4562.0,3705.0,0
동대문역,8,992.0,5974.0,5148.0,0
동대입구역,8,329.0,813.0,243.0,0
동대입구역,8,144.0,795.0,590.0,0
동묘앞역,8,679.0,1164.0,419.0,0
동묘앞역,8,94.0,922.0,964.0,0
디지털미디어시티역,8,22.0,29.0,15.0,0
디지털미디어시티역,8,24.0,35.0,73.0,0
마포구청역,8,31.0,118.0,68.0,0
마포구청역,8,14.0,85.0,95.0,0
면목역,8,19.0,27.0,12.0,0
면목역,8,2.0,23.0,22.0,0
미아사거리역,8,16.0,40.0,23.0,0
미아사거리역,8,14.0,38.0,32.0,0
미아역,8,42.0,31.0,21.0,0
미아역,8,11.0,41.0,46.0,0
봉화산역,8,2.0,3.0,1.0,0
봉화산역,8,3.0,10.0,1.0,0
불광역,8,34.0,82.0,44.0,0
불광역,8,20.0,40.0,71.0,0
사가정역,8,2.0,5.0,1.0,0
사가정역,8,2.0,10.0,3.0,0
사당역,8,101.0,384.0,246.0,0
사당역,8,72.0,392.0,321.0,0
삼각지역,8,141.0,1413.0,423.0,0
삼각지역,8,298.0,1194.0,343.0,0
상계역,8,8.0,16.0,2.0,0
상계역,8,3.0,11.0,10.0,0
상봉역,8,28.0,65.0,38.0,0
상봉역,8,22.0,59.0,42.0,0
상수역,8,126.0,637.0,711.0,0
상수역,8,83.0,614.0,455.0,0
새절역,8,5.0,24.0,13.0,0
새절역,8,6.0,17.0,26.0,0
서초역,8,53.0,145.0,94.0,0
서초역,8,28.0,152.0,185.0,0
석계역,8,12.0,21.0,9.0,0
석계역,8,1.0,10.0,14.0,0
선릉역,8,282.0,806.0,472.0,0
선릉역,8,114.0,585.0,691.0,0
성수역,8,172.0,4569.0,2776.0,0
성수역,8,1354.0,6607.0,954.0,0
송정역,8,100.0,86.0,9.0,0
송정역,8,6.0,67.0,114.0,0
수락산역,8,2.0,10.0,2.0,0
수락산역,8,0.0,5.0,2.0,0
숙대입구역,8,280.0,727.0,461.0,0
숙대입구역,8,113.0,526.0,826.0,0
숭실대입구역,8,6.0,52.0,18.0,0
숭실대입구역,8,5.0,28.0,41.0,0
신금호역,8,18.0,46.0,9.0,0
신금호역,8,2.0,19.0,41.0,0
신당역,8,176.0,694.0,455.0,0
신당역,8,63.0,641.0,806.0,0
신대방삼거리역,8,6.0,14.0,6.0,0
신대방삼거리역,8,1.0,4.0,9.0,0
신대방역,8,40.0,66.0,28.0,0
신대방역,8,2.0,48.0,80.0,0
신사역,8,395.0,2270.0,1831.0,0
신사역,8,428.0,2545.0,1235.0,0
신용산역,8,182.0,1033.0,733.0,0
신용산역,8,262.0,1142.0,705.0,0
신정역,8,8.0,30.0,4.0,0
신정역,8,0.0,8.0,28.0,0
신촌역,8,455.0,1785.0,1008.0,0
신촌역,8,264.0,1304.0,1340.0,0
신풍역,8,12.0,18.0,5.0,0
신풍역,8,2.0,14.0,12.0,0
안암역,8,37.0,112.0,59.0,0
안암역,8,36.0,81.0,68.0,0
암사역,8,3.0,32.0,3.0,0
암사역,8,2.0,3.0,22.0,0
압구정역,8,180.0,1738.0,1152.0,0
압구정역,8,440.0,2530.0,863.0,0
양재역,8,175.0,383.0,170.0,0
양재역,8,53.0,255.0,331.0,0
어린이대공원역,8,65.0,301.0,106.0,0
어린이대공원역,8,55.0,225.0,137.0,0
