역명,month,노인_아침_유동인구,노인_점심_유동인구,노인_저녁_유동인구,kmeans_label
미아역,4,47534.0,64166.0,14519.0,0
미아역,4,29451.0,71438.0,26267.0,0
봉화산역,4,23395.0,26438.0,4768.0,0
봉화산역,4,10914.0,29467.0,13173.0,0
불광역,4,55256.0,110670.0,25808.0,1
불광역,4,41715.0,123229.0,35573.0,1
사가정역,4,44619.0,56295.0,14263.0,0
사가정역,4,24954.0,65402.0,25025.0,0
사당역,4,81593.0,184712.0,72362.0,1
사당역,4,84589.0,196764.0,52489.0,1
상계역,4,55839.0,70584.0,14459.0,0
상계역,4,28551.0,73567.0,33279.0,0
상봉역,4,25250.0,39459.0,16260.0,0
상봉역,4,20298.0,42650.0,15268.0,0
상수역,4,7745.0,12007.0,3248.0,0
상수역,4,6657.0,12494.0,4249.0,0
서대문역,4,16926.0,47009.0,10919.0,0
서대문역,4,28018.0,34925.0,7856.0,0
서초역,4,20406.0,60511.0,13974.0,0
서초역,4,39964.0,44221.0,7573.0,0
석계역,4,37548.0,38273.0,9354.0,0
석계역,4,15772.0,48213.0,20737.0,0
선릉역,4,26713.0,156780.0,55805.0,1
선릉역,4,83514.0,111753.0,15076.0,1
성수역,4,26949.0,59437.0,20760.0,0
성수역,4,46327.0,48085.0,13888.0,0
송정역,4,19352.0,28350.0,7534.0,0
송정역,4,13488.0,29102.0,10175.0,0
수락산역,4,39050.0,57205.0,12048.0,0
수락산역,4,25640.0,60733.0,22792.0,0
숙대입구역,4,18015.0,31914.0,9392.0,0
숙대입구역,4,15495.0,29282.0,10156.0,0
숭실대입구역,4,33414.0,32565.0,5615.0,0
숭실대입구역,4,12174.0,43017.0,19464.0,0
신금호역,4,16836.0,20078.0,5225.0,0
신금호역,4,10246.0,27129.0,10774.0,0
신당역,4,29736.0,79812.0,26915.0,0
신당역,4,45056.0,73891.0,18851.0,0
신대방삼거리역,4,39112.0,49753.0,9521.0,0
신대방삼거리역,4,21373.0,58041.0,21511.0,0
신대방역,4,61379.0,64785.0,15500.0,0
신대방역,4,27950.0,80233.0,34149.0,0
신사역,4,14935.0,46663.0,14452.0,0
신사역,4,29531.0,35398.0,8284.0,0
신용산역,4,11894.0,36176.0,13251.0,0
신용산역,4,20709.0,32950.0,8258.0,0
신정역,4,35307.0,27842.0,5893.0,0
신정역,4,11032.0,37241.0,19021.0,0
신촌역,4,25770.0,79928.0,19611.0,0
신촌역,4,41310.0,66977.0,14893.0,0
신풍역,4,32570.0,39032.0,8538.0,0
신풍역,4,18065.0,42728.0,17432.0,0
안암역,4,9895.0,23522.0,4603.0,0
안암역,4,16677.0,17512.0,3410.0,0
암사역,4,52720.0,53272.0,11246.0,0
암사역,4,20007.0,66281.0,28066.0,0
압구정역,4,29829.0,90660.0,27870.0,0
압구정역,4,60053.0,71465.0,16333.0,0
어린이대공원역,4,12994.0,32310.0,7463.0,0
어린이대공원역,4,17695.0,28363.0,7366.0,0
여의도역,4,10042.0,40479.0,10551.0,0
여의도역,4,24669.0,28969.0,5272.0,0
역삼역,4,18709.0,99391.0,32503.0,0
역삼역,4,63185.0,79417.0,12472.0,0
역촌역,4,14008.0,18041.0,3459.0,0
역촌역,4,7644.0,19800.0,7969.0,0
연신내역,4,95582.0,143795.0,31156.0,1
연신내역,4,53373.0,148938.0,58457.0,1
영등포구청역,4,31877.0,74132.0,23799.0,0
영등포구청역,4,43968.0,67544.0,16905.0,0
오목교역,4,26321.0,56117.0,17468.0,0
오목교역,4,27329.0,54783.0,16828.0,0
왕십리역,4,20321.0,46172.0,15861.0,0
왕십리역,4,23763.0,42529.0,11292.0,0
용마산역,4,18015.0,16584.0,3375.0,0
용마산역,4,8888.0,21761.0,10472.0,0
우장산역,4,40102.0,55829.0,10124.0,0
우장산역,4,22441.0,64069.0,23303.0,0
월곡역,4,30707.0,36014.0,7949.0,0
월곡역,4,15340.0,41802.0,16135.0,0
을지로3가역,4,12687.0,80159.0,33799.0,0
을지로3가역,4,57530.0,58397.0,6919.0,0
을지로4가역,4,12244.0,80975.0,30655.0,0
을지로4가역,4,56280.0,62001.0,5067.0,0
을지로입구역,4,8586.0,70021.0,26369.0,0
을지로입구역,4,37335.0,54455.0,5907.0,0
이수역,4,22943.0,49440.0,15581.0,0
이수역,4,22523.0,46327.0,13778.0,0
일원역,4,22981.0,43882.0,6948.0,0
일원역,4,24723.0,37043.0,12060.0,0
잠실새내역,4,37988.0,64668.0,18159.0,0
잠실새내역,4,26893.0,69577.0,22893.0,0
잠실역,4,65712.0,210195.0,69119.0,1
잠실역,4,87339.0,198722.0,45258.0,1
장지역,4,30334.0,48707.0,13367.0,0
장지역,4,21178.0,48990.0,17478.0,0
종각역,4,13791.0,100685.0,35547.0,0
종각역,4,57319.0,73680.0,8702.0,0
종로3가역,4,36600.0,306086.0,117425.0,1
종로3가역,4,124216.0,298183.0,24989.0,1
종합운동장역,4,14388.0,31293.0,14240.0,0
종합운동장역,4,24603.0,29501.0,8793.0,0
중화역,4,29000.0,33333.0,8838.0,0
중화역,4,15893.0,37679.0,16995.0,0
증산역,4,36262.0,36444.0,7248.0,0
증산역,4,13555.0,46371.0,21017.0,0
창동역,4,74382.0,122016.0,33676.0,1
창동역,4,50449.0,140268.0,45238.0,1
청담역,4,19250.0,47541.0,15597.0,0
청담역,4,38923.0,31109.0,9635.0,0
총신대입구역,4,48016.0,95624.0,25921.0,1
총신대입구역,4,36526.0,108498.0,31836.0,1
충무로역,4,15216.0,79328.0,35739.0,0
충무로역,4,58192.0,65816.0,9355.0,0
충정로역,4,20810.0,34401.0,8899.0,0
충정로역,4,21134.0,31546.0,12302.0,0
태릉입구역,4,31016.0,45934.0,12954.0,0
태릉입구역,4,20750.0,48451.0,16695.0,0
학동역,4,12856.0,42988.0,13439.0,0
학동역,4,32831.0,27467.0,5908.0,0
한양대역,4,2877.0,8814.0,2747.0,0
한양대역,4,6642.0,7207.0,1641.0,0
합정역,4,31078.0,64024.0,22991.0,0
합정역,4,34897.0,61368.0,19375.0,0
행당역,4,25875.0,25073.0,4504.0,0
행당역,4,9225.0,27931.0,12634.0,0
홍제역,4,58204.0,80244.0,16551.0,0
홍제역,4,30764.0,86423.0,34658.0,0
회현역,4,15843.0,187149.0,25360.0,1
회현역,4,72274.0,148905.0,6781.0,1
효창공원앞역,4,15232.0,20933.0,4947.0,0
효창공원앞역,4,9810.0,20895.0,7511.0,0
강남역,5,30788.0,105065.0,32592.0,0
강남역,5,61002.0,71298.0,15183.0,0
강동구청역,5,28879.0,37061.0,8222.0,0
강동구청역,5,19251.0,40251.0,15730.0,0
강동역,5,41858.0,61028.0,15660.0,0
강동역,5,30461.0,63626.0,21944.0,0
건대입구역,5,48580.0,90225.0,29736.0,1
건대입구역,5,45815.0,91192.0,29222.0,1
공덕역,5,36974.0,77500.0,26655.0,0
공덕역,5,41429.0,70353.0,20912.0,0
광명사거리역,5,55239.0,91815.0,21431.0,1
광명사거리역,5,34520.0,109640.0,30377.0,1
광흥창역,5,19678.0,34590.0,6139.0,0
광흥창역,5,19720.0,29656.0,9737.0,0
교대역,5,40501.0,151415.0,56082.0,1
교대역,5,81371.0,134181.0,22973.0,1
군자역,5,47314.0,73025.0,26177.0,0
군자역,5,35325.0,73749.0,26481.0,0
굽은다리역,5,35850.0,42527.0,9665.0,0
굽은다리역,5,17054.0,45806.0,19604.0,0
낙성대역,5,47395.0,57804.0,14205.0,0
낙성대역,5,27037.0,66148.0,27809.0,0
남구로역,5,25991.0,31521.0,10214.0,0
남구로역,5,19821.0,35262.0,13139.0,0
노원역,5,104005.0,201362.0,54061.0,1
노원역,5,97410.0,201719.0,64093.0,1
논현역,5,10675.0,27545.0,10135.0,0
논현역,5,19804.0,21582.0,6365.0,0
단대오거리역,5,38715.0,37564.0,7768.0,0
단대오거리역,5,16550.0,46381.0,17968.0,0
당산역,5,19540.0,32967.0,11700.0,0
당산역,5,20746.0,35716.0,13426.0,0
대림역,5,70768.0,97392.0,25417.0,1
대림역,5,52379.0,109397.0,35624.0,1
대청역,5,25421.0,33513.0,8055.0,0
대청역,5,15471.0,33889.0,15462.0,0
대흥역,5,15710.0,29978.0,8806.0,0
대흥역,5,17223.0,28397.0,8662.0,0
독바위역,5,10522.0,10397.0,1936.0,0
독바위역,5,6385.0,14206.0,7511.0,0
동대문역,5,49817.0,205304.0,50160.0,1
동대문역,5,104979.0,170293.0,24901.0,1
동대입구역,5,6620.0,28652.0,10965.0,0
동대입구역,5,20945.0,24828.0,4280.0,0
동묘앞역,5,30135.0,188708.0,30341.0,1
동묘앞역,5,62930.0,167929.0,15652.0,1
디지털미디어시티역,5,28041.0,30539.0,8585.0,0
디지털미디어시티역,5,16523.0,33988.0,16139.0,0
마들역,5,44981.0,49144.0,7886.0,0
마들역,5,18850.0,55884.0,24822.0,0
마포구청역,5,35596.0,42487.0,11385.0,0
마포구청역,5,20170.0,43525.0,17062.0,0
면목역,5,44025.0,51170.0,13279.0,0
면목역,5,24536.0,62440.0,23980.0,0
미아사거리역,5,74769.0,103001.0,24932.0,1
미아사거리역,5,38202.0,120314.0,44239.0,1
미아역,5,48847.0,65666.0,15014.0,0
미아역,5,31597.0,72291.0,26838.0,0
봉화산역,5,23979.0,27946.0,4846.0,0
봉화산역,5,11554.0,30718.0,13568.0,0
불광역,5,57836.0,114632.0,26891.0,1
불광역,5,44629.0,126853.0,36921.0,1
사가정역,5,46069.0,57020.0,14759.0,0
사가정역,5,25050.0,66507.0,25822.0,0
사당역,5,83807.0,184493.0,70240.0,1
사당역,5,85559.0,195445.0,52857.0,1
상계역,5,58030.0,66289.0,14699.0,0
상계역,5,27361.0,72254.0,34427.0,0
상봉역,5,26025.0,41371.0,16653.0,0
상봉역,5,21205.0,43989.0,15670.0,0
상수역,5,7916.0,12334.0,3239.0,0
상수역,5,6640.0,12789.0,4258.0,0
새절역,5,45400.0,45752.0,9608.0,0
새절역,5,18784.0,56985.0,25362.0,0
서대문역,5,17414.0,47976.0,11445.0,0
서대문역,5,28652.0,36075.0,8489.0,0
서초역,5,19264.0,61151.0,13645.0,0
서초역,5,42646.0,43263.0,7757.0,0
석계역,5,38773.0,40510.0,10073.0,0
석계역,5,16710.0,50546.0,21234.0,0
선릉역,5,28541.0,158206.0,56862.0,1
선릉역,5,86902.0,112157.0,15283.0,1
성수역,5,26690.0,59273.0,20294.0,0
성수역,5,44812.0,48296.0,13846.0,0
송정역,5,19954.0,28332.0,7731.0,0
송정역,5,13981.0,29771.0,10067.0,0
수락산역,5,40597.0,59039.0,12658.0,0
수락산역,5,27592.0,62168.0,23710.0,0
숙대입구역,5,18401.0,31124.0,9283.0,0
숙대입구역,5,15521.0,29138.0,10011.0,0
숭실대입구역,5,34584.0,32492.0,5549.0,0
숭실대입구역,5,12495.0,43456.0,19366.0,0
신금호역,5,17266.0,20439.0,5379.0,0
신금호역,5,10529.0,27099.0,10771.0,0
신당역,5,31476.0,80472.0,27050.0,0
신당역,5,46456.0,74449.0,19314.0,0
신대방삼거리역,5,40805.0,50028.0,9795.0,0
신대방삼거리역,5,21885.0,59656.0,22067.0,0
신대방역,5,62959.0,64390.0,15851.0,0
신대방역,5,29220.0,80471.0,34562.0,0
신사역,5,15208.0,46482.0,14357.0,0
신사역,5,29732.0,35335.0,8450.0,0
신용산역,5,12022.0,35326.0,12540.0,0
신용산역,5,20080.0,32539.0,8012.0,0
신정역,5,36024.0,27750.0,6029.0,0
신정역,5,11180.0,37685.0,19023.0,0
신촌역,5,26741.0,81601.0,20805.0,0
신촌역,5,43401.0,68197.0,15327.0,0
신풍역,5,33282.0,39320.0,8902.0,0
신풍역,5,18741.0,42447.0,18019.0,0
안암역,5,10174.0,24030.0,5010.0,0
안암역,5,17017.0,17941.0,3727.0,0
암사역,5,54790.0,52762.0,11870.0,0
암사역,5,20311.0,67519.0,28367.0,0
압구정역,5,31075.0,91968.0,29027.0,0
압구정역,5,61755.0,72566.0,16942.0,0
어린이대공원역,5,13699.0,30292.0,7399.0,0
어린이대공원역,5,17879.0,26054.0,7498.0,0
여의도역,5,10315.0,37230.0,10460.0,0
여의도역,5,23803.0,25874.0,5431.0,0
역삼역,5,19237.0,95371.0,31705.0,0
역삼역,5,61756.0,76166.0,12579.0,0
역촌역,5,14786.0,19052.0,3826.0,0
역촌역,5,8043.0,20889.0,8047.0,0
연신내역,5,99542.0,147069.0,31934.0,1
연신내역,5,57359.0,151977.0,59118.0,1
영등포구청역,5,32616.0,74208.0,24088.0,0
영등포구청역,5,44537.0,67580.0,17251.0,0
오목교역,5,27333.0,56363.0,17568.0,0
오목교역,5,28237.0,54853.0,17394.0,0
왕십리역,5,21019.0,46815.0,15804.0,0
왕십리역,5,23723.0,43665.0,11849.0,0
용마산역,5,18514.0,17501.0,3624.0,0
용마산역,5,9336.0,22861.0,10505.0,0
우장산역,5,41279.0,56262.0,10202.0,0
우장산역,5,23387.0,65148.0,23714.0,0
월곡역,5,31622.0,37240.0,8330.0,0
월곡역,5,16153.0,43273.0,16789.0,0
을지로3가역,5,13076.0,80728.0,32750.0,0
을지로3가역,5,57450.0,59011.0,6755.0,0
을지로4가역,5,12829.0,81653.0,30322.0,0
을지로4가역,5,57151.0,61475.0,5345.0,0
을지로입구역,5,8749.0,71695.0,26545.0,0
을지로입구역,5,37980.0,56085.0,5871.0,0
이수역,5,24054.0,49646.0,15415.0,0
이수역,5,22999.0,46596.0,14329.0,0
일원역,5,22715.0,43109.0,7126.0,0
일원역,5,24474.0,36572.0,11838.0,0
잠실새내역,5,39850.0,64508.0,17970.0,0
잠실새내역,5,27058.0,70245.0,23627.0,0
잠실역,5,68005.0,190243.0,64275.0,1
잠실역,5,83591.0,180292.0,45604.0,1
장지역,5,31535.0,49996.0,13936.0,0
장지역,5,22104.0,50653.0,17616.0,0
종각역,5,15160.0,108897.0,37848.0,0
종각역,5,61887.0,80299.0,9084.0,0
종로3가역,5,39496.0,316552.0,119413.0,1
종로3가역,5,132532.0,304294.0,25818.0,1
종합운동장역,5,15304.0,32291.0,14051.0,0
종합운동장역,5,26154.0,29237.0,9188.0,0
중화역,5,29622.0,40117.0,11702.0,0
중화역,5,17955.0,41952.0,17461.0,0
창동역,5,77908.0,129824.0,36093.0,1
창동역,5,56682.0,147152.0,46850.0,1
청담역,5,19857.0,49216.0,16334.0,0
청담역,5,39919.0,33105.0,9920.0,0
총신대입구역,5,49915.0,93022.0,25479.0,1
총신대입구역,5,37190.0,107108.0,31958.0,1
충무로역,5,15584.0,75423.0,34664.0,0
충무로역,5,56637.0,61779.0,9292.0,0
충정로역,5,21379.0,34718.0,8702.0,0
충정로역,5,21042.0,32062.0,12455.0,0
태릉입구역,5,33149.0,84281.0,20761.0,0
태릉입구역,5,36455.0,86511.0,19210.0,0
학동역,5,13272.0,42053.0,13698.0,0
학동역,5,32246.0,27420.0,6176.0,0
한양대역,5,2930.0,8852.0,2858.0,0
한양대역,5,6667.0,7439.0,1593.0,0
합정역,5,31815.0,65750.0,23349.0,0
합정역,5,35190.0,62783.0,20373.0,0
행당역,5,26473.0,25623.0,4879.0,0
행당역,5,9430.0,28547.0,12969.0,0
홍제역,5,60924.0,82359.0,16754.0,0
홍제역,5,32518.0,88075.0,35917.0,0
회현역,5,16576.0,190098.0,25089.0,1
회현역,5,75028.0,150276.0,6715.0,1
효창공원앞역,5,15938.0,21341.0,4995.0,0
효창공원앞역,5,10484.0,21059.0,7471.0,0
강남역,6,28598.0,96930.0,30580.0,0
강남역,6,57177.0,65376.0,14296.0,0
강동구청역,6,27642.0,33720.0,7767.0,0
강동구청역,6,18021.0,36757.0,15117.0,0
강동역,6,40344.0,56858.0,14996.0,0
강동역,6,29117.0,59238.0,21365.0,0
건대입구역,6,46238.0,86113.0,28543.0,0
건대입구역,6,45161.0,86066.0,28007.0,0
공덕역,6,34678.0,72012.0,25393.0,0
공덕역,6,39598.0,65445.0,19868.0,0
광명사거리역,6,52917.0,84846.0,21035.0,0
광명사거리역,6,34623.0,101072.0,29703.0,0
광흥창역,6,18781.0,33081.0,5967.0,0
광흥창역,6,19222.0,28275.0,9323.0,0
교대역,6,38281.0,142933.0,56962.0,1
교대역,6,77186.0,129196.0,22888.0,1
군자역,6,44438.0,66427.0,25653.0,0
군자역,6,32718.0,67884.0,25235.0,0
굽은다리역,6,34298.0,39728.0,9596.0,0
굽은다리역,6,16342.0,43398.0,19024.0,0
낙성대역,6,45569.0,55968.0,14055.0,0
낙성대역,6,26925.0,63290.0,26715.0,0
남구로역,6,24512.0,29859.0,9518.0,0
남구로역,6,19554.0,32632.0,12611.0,0
노원역,6,98572.0,179859.0,52041.0,1
노원역,6,91919.0,179965.0,61147.0,1
논현역,6,9979.0,25584.0,9701.0,0
논현역,6,18419.0,19888.0,6025.0,0
당산역,6,18460.0,29750.0,11618.0,0
당산역,6,19063.0,33300.0,13172.0,0
대림역,6,67277.0,91142.0,25321.0,1
대림역,6,51635.0,101094.0,34895.0,1
대청역,6,24187.0,32394.0,7955.0,0
대청역,6,15177.0,32774.0,14822.0,0
독바위역,6,10262.0,9866.0,2044.0,0
독바위역,6,6246.0,13845.0,7309.0,0
동대문역,6,48094.0,191670.0,47911.0,1
동대문역,6,99376.0,159203.0,25344.0,1
동대입구역,6,6645.0,27473.0,10816.0,0
동대입구역,6,20888.0,22697.0,4222.0,0
동묘앞역,6,30204.0,173088.0,30387.0,1
동묘앞역,6,60451.0,154291.0,15055.0,1
디지털미디어시티역,6,26451.0,27580.0,7555.0,0
디지털미디어시티역,6,16094.0,29991.0,15737.0,0
마포구청역,6,34001.0,40277.0,9918.0,0
마포구청역,6,19654.0,40685.0,16731.0,0
면목역,6,42062.0,47763.0,13000.0,0
면목역,6,24126.0,58505.0,22901.0,0
미아사거리역,6,70065.0,96029.0,24272.0,1
미아사거리역,6,36713.0,111673.0,42321.0,1
미아역,6,46360.0,59982.0,14259.0,0
미아역,6,30113.0,65975.0,25843.0,0
봉화산역,6,22551.0,25881.0,5014.0,0
봉화산역,6,11047.0,28981.0,12583.0,0
불광역,6,55336.0,107020.0,27132.0,1
불광역,6,43134.0,119872.0,35583.0,1
사가정역,6,43374.0,52047.0,14024.0,0
사가정역,6,24126.0,60552.0,25052.0,0
사당역,6,79924.0,181484.0,73742.0,1
사당역,6,79254.0,198306.0,52817.0,1
삼각지역,6,9077.0,28225.0,11771.0,0
삼각지역,6,14568.0,24501.0,6386.0,0
상계역,6,54833.0,60536.0,14611.0,0
상계역,6,26759.0,66707.0,32946.0,0
상봉역,6,25276.0,37816.0,16310.0,0
상봉역,6,20158.0,40765.0,14777.0,0
상수역,6,7464.0,11624.0,3233.0,0
상수역,6,6052.0,12350.0,4140.0,0
새절역,6,42906.0,41560.0,9043.0,0
새절역,6,17873.0,52000.0,24346.0,0
서대문역,6,16595.0,44453.0,11037.0,0
서대문역,6,26501.0,33594.0,7954.0,0
서초역,6,18996.0,62274.0,14117.0,0
서초역,6,42937.0,44088.0,7816.0,0
석계역,6,36952.0,36838.0,9381.0,0
석계역,6,16343.0,46357.0,20361.0,0
선릉역,6,26641.0,147906.0,55591.0,1
선릉역,6,83406.0,104502.0,14395.0,1
성수역,6,25183.0,54985.0,19293.0,0
성수역,6,42812.0,44168.0,13206.0,0
송정역,6,18991.0,26136.0,7662.0,0
송정역,6,13314.0,26994.0,9937.0,0
수락산역,6,38893.0,55712.0,12979.0,0
수락산역,6,27925.0,58138.0,22832.0,0
숙대입구역,6,18292.0,29403.0,9360.0,0
숙대입구역,6,15033.0,27397.0,9945.0,0
숭실대입구역,6,32705.0,29556.0,5467.0,0
숭실대입구역,6,12033.0,39501.0,18896.0,0
신금호역,6,16167.0,18669.0,5253.0,0
신금호역,6,10020.0,24727.0,10538.0,0
신당역,6,29735.0,74796.0,25609.0,0
신당역,6,43703.0,69600.0,18278.0,0
신대방삼거리역,6,38915.0,47182.0,9820.0,0
신대방삼거리역,6,21524.0,56099.0,21328.0,0
신대방역,6,58993.0,60285.0,15762.0,0
신대방역,6,28494.0,74089.0,33160.0,0
신사역,6,14274.0,42488.0,13779.0,0
신사역,6,27829.0,32310.0,8177.0,0
신용산역,6,11321.0,33730.0,12520.0,0
신용산역,6,18922.0,30957.0,8191.0,0
신정역,6,34002.0,26307.0,6118.0,0
신정역,6,11082.0,34554.0,18365.0,0
신촌역,6,25673.0,78493.0,20682.0,0
신촌역,6,41577.0,66388.0,14790.0,0
신풍역,6,31827.0,37471.0,8414.0,0
신풍역,6,18448.0,40181.0,17295.0,0
안암역,6,9827.0,22435.0,4776.0,0
안암역,6,16082.0,16832.0,3450.0,0
암사역,6,51932.0,50015.0,11591.0,0
암사역,6,20442.0,63068.0,27392.0,0
압구정역,6,29717.0,84204.0,26927.0,0
압구정역,6,55518.0,67717.0,15929.0,0
어린이대공원역,6,12869.0,26198.0,7205.0,0
어린이대공원역,6,16009.0,22915.0,7527.0,0
여의도역,6,9593.0,36732.0,10380.0,0
여의도역,6,23068.0,25620.0,5002.0,0
역삼역,6,18643.0,91596.0,30090.0,0
역삼역,6,60282.0,72063.0,12040.0,0
역촌역,6,13948.0,18108.0,3724.0,0
역촌역,6,8191.0,19331.0,7732.0,0
연신내역,6,95210.0,134396.0,31571.0,1
연신내역,6,55144.0,139141.0,56392.0,1
영등포구청역,6,31037.0,70374.0,23165.0,0
영등포구청역,6,42710.0,63798.0,16581.0,0
오목교역,6,25714.0,50381.0,16611.0,0
오목교역,6,26082.0,49986.0,16515.0,0
왕십리역,6,19764.0,44749.0,15254.0,0
왕십리역,6,23033.0,41654.0,10942.0,0
용마산역,6,17873.0,19059.0,3543.0,0
용마산역,6,11116.0,22371.0,10277.0,0
우장산역,6,39433.0,52121.0,10146.0,0
우장산역,6,22791.0,59560.0,23150.0,0
월곡역,6,29768.0,34241.0,8007.0,0
월곡역,6,15766.0,39546.0,15741.0,0
을지로3가역,6,13198.0,77044.0,31455.0,0
을지로3가역,6,55128.0,55901.0,6516.0,0
을지로4가역,6,12386.0,74195.0,28018.0,0
을지로4가역,6,53037.0,54667.0,5175.0,0
을지로입구역,6,8526.0,67109.0,25125.0,0
을지로입구역,6,35881.0,53181.0,5660.0,0
이수역,6,22464.0,45699.0,15684.0,0
이수역,6,22405.0,43179.0,13777.0,0
잠실역,6,64697.0,187637.0,60249.0,1
잠실역,6,80209.0,176821.0,43975.0,1
장지역,6,30081.0,46889.0,13527.0,0
장지역,6,21331.0,47624.0,16910.0,0
종각역,6,14249.0,96630.0,35924.0,0
종각역,6,56721.0,72541.0,8642.0,0
종로3가역,6,39076.0,291190.0,117128.0,1
종로3가역,6,126718.0,285762.0,25680.0,1
중화역,6,27739.0,32123.0,8661.0,0
중화역,6,15825.0,35646.0,16624.0,0
창동역,6,73951.0,116974.0,36545.0,1
창동역,6,55205.0,134613.0,45601.0,1
청담역,6,18755.0,44917.0,15417.0,0
청담역,6,37270.0,29729.0,9384.0,0
총신대입구역,6,47668.0,89064.0,25619.0,0
총신대입구역,6,36996.0,100480.0,31581.0,1
충무로역,6,14767.0,69272.0,32705.0,0
충무로역,6,52484.0,56441.0,9084.0,0
충정로역,6,20624.0,32869.0,8324.0,0
충정로역,6,20333.0,30464.0,11663.0,0
태릉입구역,6,30254.0,45499.0,13846.0,0
태릉입구역,6,20721.0,48720.0,16810.0,0
학동역,6,12719.0,39997.0,13243.0,0
학동역,6,31081.0,26072.0,5909.0,0
합정역,6,30245.0,61536.0,23131.0,0
합정역,6,33869.0,58805.0,19764.0,0
행당역,6,24940.0,23564.0,4530.0,0
행당역,6,9192.0,25985.0,12312.0,0
홍제역,6,56999.0,74351.0,16301.0,0
홍제역,6,30863.0,79530.0,34033.0,0
회현역,6,16289.0,176721.0,24974.0,1
회현역,6,73297.0,137652.0,6883.0,1
효창공원앞역,6,15115.0,20063.0,4770.0,0
효창공원앞역,6,10066.0,19198.0,7301.0,0
강남역,7,28772.0,101891.0,31875.0,0
강남역,7,61080.0,66839.0,13947.0,0
강동구청역,7,27739.0,34121.0,7982.0,0
강동구청역,7,18544.0,37508.0,14963.0,0
강동역,7,41332.0,61041.0,14796.0,0
강동역,7,32164.0,61384.0,21483.0,0
강일역,7,23252.0,19612.0,4057.0,0
강일역,7,9410.0,23665.0,12058.0,0
건대입구역,7,46910.0,86462.0,27193.0,0
건대입구역,7,46202.0,85512.0,26664.0,0
공덕역,7,34221.0,73818.0,26291.0,0
공덕역,7,42112.0,65814.0,19471.0,0
광명사거리역,7,53101.0,85315.0,20539.0,0
광명사거리역,7,34379.0,102475.0,28851.0,0
광흥창역,7,18810.0,32356.0,6014.0,0
광흥창역,7,18303.0,28708.0,9202.0,0
교대역,7,38508.0,146462.0,55032.0,1
교대역,7,83090.0,127127.0,21269.0,1
군자역,7,44104.0,65603.0,24563.0,0
군자역,7,32037.0,68446.0,24445.0,0
굽은다리역,7,34748.0,41765.0,10042.0,0
굽은다리역,7,17016.0,45835.0,18792.0,0
낙성대역,7,46617.0,55678.0,13259.0,0
낙성대역,7,27497.0,63804.0,26348.0,0
남구로역,7,24640.0,31167.0,9795.0,0
남구로역,7,20457.0,33223.0,12464.0,0
남위례역,7,13542.0,17279.0,4769.0,0
남위례역,7,9578.0,16590.0,8221.0,0
노원역,7,96786.0,183848.0,50350.0,1
노원역,7,92551.0,181986.0,58599.0,1
논현역,7,10128.0,26991.0,9874.0,0
논현역,7,20293.0,20027.0,5869.0,0
당산역,7,18286.0,29588.0,10958.0,0
당산역,7,19299.0,32382.0,12469.0,0
대림역,7,67963.0,92825.0,25981.0,1
대림역,7,52706.0,103422.0,34313.0,1
대청역,7,24733.0,32758.0,7824.0,0
대청역,7,15916.0,32833.0,14452.0,0
동대문역,7,48048.0,189433.0,46711.0,1
동대문역,7,98828.0,156326.0,24577.0,1
동대입구역,7,6080.0,24799.0,8736.0,0
동대입구역,7,18889.0,18527.0,3970.0,0
동묘앞역,7,28911.0,159208.0,26261.0,1
동묘앞역,7,56230.0,141387.0,14723.0,1
디지털미디어시티역,7,26174.0,27010.0,7485.0,0
디지털미디어시티역,7,15770.0,29993.0,15510.0,0
마포구청역,7,34641.0,41034.0,10056.0,0
마포구청역,7,20822.0,41470.0,16812.0,0
면목역,7,41833.0,49293.0,13039.0,0
면목역,7,25506.0,59827.0,22416.0,0
미아사거리역,7,69933.0,97739.0,23957.0,1
미아사거리역,7,36398.0,114951.0,41319.0,1
미아역,7,46586.0,61092.0,14763.0,0
미아역,7,30596.0,68162.0,25503.0,0
봉화산역,7,22529.0,26915.0,4813.0,0
봉화산역,7,11320.0,29546.0,12495.0,0
불광역,7,55286.0,110115.0,26854.0,1
불광역,7,42315.0,123544.0,34431.0,1
사가정역,7,43661.0,51738.0,13853.0,0
사가정역,7,24395.0,62080.0,23656.0,0
사당역,7,79682.0,167901.0,60450.0,1
사당역,7,74326.0,179938.0,48693.0,1
삼각지역,7,8687.0,25352.0,9541.0,0
삼각지역,7,13762.0,21869.0,6059.0,0
상계역,7,54869.0,60013.0,14088.0,0
상계역,7,25978.0,67385.0,32059.0,0
상봉역,7,25017.0,38189.0,15457.0,0
상봉역,7,19921.0,40503.0,14320.0,0
상수역,7,7665.0,11378.0,3126.0,0
상수역,7,6566.0,11590.0,4007.0,0
새절역,7,43745.0,41375.0,8846.0,0
새절역,7,18023.0,52542.0,23975.0,0
서대문역,7,17131.0,46218.0,10746.0,0
서대문역,7,27830.0,34546.0,7874.0,0
서초역,7,18420.0,54998.0,13163.0,0
서초역,7,39344.0,39530.0,7319.0,0
석계역,7,37349.0,37794.0,9170.0,0
석계역,7,17046.0,48039.0,20376.0,0
선릉역,7,26959.0,163760.0,59738.0,1
선릉역,7,94578.0,111163.0,14640.0,1
성수역,7,25811.0,57191.0,19762.0,0
