역명,month,평균면적당 임대료_공유오피스,평균면적당 임대료_무인프린트,평균면적당 임대료_밀키트,평균면적당 임대료_사무실,평균면적당 임대료_식음료,평균면적당 임대료_의약업,평균면적당 임대료_패션잡화,평균면적당 임대료_편의점,평균면적당 임대료_플라워,평균면적당 임대료_화상면접,평균면적당 임대료_화장품,dbscan_label
동대입구역,1,0.0,0.0,0.0,9314.614465032875,29034.048297585126,0.0,0.0,70481.220657277,0.0,0.0,0.0,0
동묘앞역,1,0.0,0.0,0.0,0.0,200564.97175141243,0.0,0.0,107574.83333333331,0.0,0.0,29486.558139534885,0
동묘앞역,1,0.0,0.0,0.0,0.0,200564.97175141243,0.0,0.0,107574.83333333331,0.0,0.0,29486.558139534885,0
디지털미디어시티역,1,0.0,0.0,0.0,0.0,45000.0,28716.950527169505,57063.21112515803,138627.36363636365,0.0,0.0,51034.42424242424,0
디지털미디어시티역,1,0.0,0.0,0.0,0.0,45000.0,28716.950527169505,57063.21112515803,138627.36363636365,0.0,0.0,51034.42424242424,0
뚝섬역,1,0.0,0.0,0.0,0.0,50039.29787791459,0.0,56219.25509486999,0.0,102742.15552523876,0.0,0.0,0
뚝섬역,1,0.0,0.0,0.0,0.0,50039.29787791459,0.0,56219.25509486999,0.0,102742.15552523876,0.0,0.0,0
마들역,1,9190.216731686172,15303.030303030304,0.0,0.0,37777.77777777778,0.0,42264.15094339623,185368.7707641196,14139.39393939394,0.0,0.0,0
마들역,1,9190.216731686172,15303.030303030304,0.0,0.0,37777.77777777778,0.0,42264.15094339623,185368.7707641196,14139.39393939394,0.0,0.0,0
마포구청역,1,0.0,0.0,0.0,6961.643835616438,0.0,0.0,34582.5,166352.84615384616,0.0,0.0,35157.03921568627,0
마포구청역,1,0.0,0.0,0.0,6961.643835616438,0.0,0.0,34582.5,166352.84615384616,0.0,0.0,35157.03921568627,0
면목역,1,0.0,0.0,70317.1875,0.0,140625.0,43883.018867924526,57577.10809910011,292935.97560975613,0.0,0.0,0.0,0
면목역,1,0.0,0.0,70317.1875,0.0,140625.0,43883.018867924526,57577.10809910011,292935.97560975613,0.0,0.0,0.0,0
미아사거리역,1,0.0,0.0,0.0,0.0,333033.8363636364,53054.66237942122,169740.2352410657,0.0,0.0,0.0,0.0,0
미아사거리역,1,0.0,0.0,0.0,0.0,333033.8363636364,53054.66237942122,169740.2352410657,0.0,0.0,0.0,0.0,0
미아역,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78502.37341772151,0.0,0.0,0.0,0
미아역,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78502.37341772151,0.0,0.0,0.0,0
불광역,1,0.0,38491.14703618168,0.0,0.0,56632.608695652176,0.0,44463.53139960575,29943.5,0.0,0.0,60390.53694843169,0
불광역,1,0.0,38491.14703618168,0.0,0.0,56632.608695652176,0.0,44463.53139960575,29943.5,0.0,0.0,60390.53694843169,0
사가정역,1,0.0,0.0,0.0,10662.100456621003,97742.18279569891,0.0,44088.50574712643,347843.83731760323,48377.455166524334,0.0,0.0,0
사가정역,1,0.0,0.0,0.0,10662.100456621003,97742.18279569891,0.0,44088.50574712643,347843.83731760323,48377.455166524334,0.0,0.0,0
사당역,1,0.0,0.0,0.0,0.0,250579.4565551121,166449.51140065148,131933.65678181063,0.0,169032.25806451612,0.0,450935.0485100485,0
사당역,1,0.0,0.0,0.0,0.0,250579.4565551121,166449.51140065148,131933.65678181063,0.0,169032.25806451612,0.0,450935.0485100485,0
상계역,1,0.0,0.0,0.0,0.0,117494.60043196545,0.0,57690.60839839239,0.0,0.0,0.0,0.0,0
상계역,1,0.0,0.0,0.0,0.0,117494.60043196545,0.0,57690.60839839239,0.0,0.0,0.0,0.0,0
상봉역,1,0.0,0.0,0.0,0.0,0.0,0.0,58007.39570571926,303167.5461741425,41290.55405405405,0.0,0.0,0
상봉역,1,0.0,0.0,0.0,0.0,0.0,0.0,58007.39570571926,303167.5461741425,41290.55405405405,0.0,0.0,0
상수역,1,0.0,0.0,31722.310344827587,0.0,0.0,0.0,0.0,216258.7142857143,70731.70731707317,0.0,78757.57575757576,0
상수역,1,0.0,0.0,31722.310344827587,0.0,0.0,0.0,0.0,216258.7142857143,70731.70731707317,0.0,78757.57575757576,0
서대문역,1,0.0,44000.0,0.0,0.0,253451.1784511784,0.0,0.0,194357.54189944133,56512.89009497965,0.0,0.0,0
서대문역,1,0.0,44000.0,0.0,0.0,253451.1784511784,0.0,0.0,194357.54189944133,56512.89009497965,0.0,0.0,0
서초역,1,0.0,0.0,0.0,0.0,141199.16666666666,134989.54703832752,107546.56357388316,310182.3860087445,0.0,0.0,0.0,0
서초역,1,0.0,0.0,0.0,0.0,141199.16666666666,134989.54703832752,107546.56357388316,310182.3860087445,0.0,0.0,0.0,0
석계역,1,0.0,0.0,0.0,0.0,256638.5214007782,0.0,23750.0,202950.4827586207,0.0,0.0,0.0,0
석계역,1,0.0,0.0,0.0,0.0,256638.5214007782,0.0,23750.0,202950.4827586207,0.0,0.0,0.0,0
송정역,1,0.0,0.0,0.0,0.0,110386.83127572016,0.0,57849.5367987648,55227.75548737314,0.0,0.0,0.0,0
송정역,1,0.0,0.0,0.0,0.0,110386.83127572016,0.0,57849.5367987648,55227.75548737314,0.0,0.0,0.0,0
수락산역,1,0.0,0.0,0.0,3455.61880666245,0.0,0.0,29567.98866855524,233866.1562829989,0.0,0.0,0.0,0
수락산역,1,0.0,0.0,0.0,3455.61880666245,0.0,0.0,29567.98866855524,233866.1562829989,0.0,0.0,0.0,0
숙대입구역,1,0.0,0.0,0.0,0.0,91902.83400809715,0.0,0.0,0.0,0.0,0.0,0.0,0
숙대입구역,1,0.0,0.0,0.0,0.0,91902.83400809715,0.0,0.0,0.0,0.0,0.0,0.0,0
숭실대입구역,1,0.0,0.0,0.0,0.0,161311.080835604,0.0,43371.22784810127,250331.89106642912,0.0,0.0,49900.33613445378,0
숭실대입구역,1,0.0,0.0,0.0,0.0,161311.080835604,0.0,43371.22784810127,250331.89106642912,0.0,0.0,49900.33613445378,0
신길역,1,0.0,0.0,0.0,0.0,0.0,0.0,710000.0,0.0,79095.075,0.0,0.0,-1
신길역,1,0.0,0.0,0.0,0.0,0.0,0.0,710000.0,0.0,79095.075,0.0,0.0,-1
신당역,1,0.0,25050.92307692308,0.0,0.0,88609.97547015535,0.0,58619.17820953798,136409.35,66166.66666666667,0.0,0.0,0
신당역,1,0.0,25050.92307692308,0.0,0.0,88609.97547015535,0.0,58619.17820953798,136409.35,66166.66666666667,0.0,0.0,0
신대방삼거리역,1,0.0,42203.7037037037,42171.42857142857,0.0,0.0,0.0,53398.193933017705,252978.63662847155,0.0,0.0,41961.642857142855,0
신대방삼거리역,1,0.0,42203.7037037037,42171.42857142857,0.0,0.0,0.0,53398.193933017705,252978.63662847155,0.0,0.0,41961.642857142855,0
신림역,1,0.0,0.0,0.0,0.0,554225.8214285715,0.0,365357.1428571429,0.0,568750.0,0.0,0.0,2
신림역,1,0.0,0.0,0.0,0.0,554225.8214285715,0.0,365357.1428571429,0.0,568750.0,0.0,0.0,2
신용산역,1,0.0,0.0,0.0,0.0,145323.74100719424,0.0,57641.80043383948,0.0,47657.57575757576,0.0,0.0,0
신용산역,1,0.0,0.0,0.0,0.0,145323.74100719424,0.0,57641.80043383948,0.0,47657.57575757576,0.0,0.0,0
신정역,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,0.0,0.0,0
신정역,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,0.0,0.0,0
신촌역,1,0.0,0.0,0.0,0.0,426970.50031139713,323014.28571428574,449734.693877551,353961.34624043223,391825.0,0.0,534323.0909090909,3
신촌역,1,0.0,0.0,0.0,0.0,426970.50031139713,323014.28571428574,449734.693877551,353961.34624043223,391825.0,0.0,534323.0909090909,3
신풍역,1,0.0,0.0,0.0,0.0,0.0,0.0,67333.33333333333,253583.1809872029,0.0,0.0,0.0,0
신풍역,1,0.0,0.0,0.0,0.0,0.0,0.0,67333.33333333333,253583.1809872029,0.0,0.0,0.0,0
아차산역,1,0.0,0.0,0.0,0.0,94255.3901598245,0.0,81981.84217139985,162273.67688022286,0.0,0.0,0.0,0
아차산역,1,0.0,0.0,0.0,0.0,94255.3901598245,0.0,81981.84217139985,162273.67688022286,0.0,0.0,0.0,0
어린이대공원역,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354848.8764044944,0.0,0.0,0.0,0
어린이대공원역,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354848.8764044944,0.0,0.0,0.0,0
여의도역,1,0.0,0.0,0.0,0.0,104355.7168784029,0.0,0.0,130036.88989784336,0.0,0.0,0.0,0
여의도역,1,0.0,0.0,0.0,0.0,104355.7168784029,0.0,0.0,130036.88989784336,0.0,0.0,0.0,0
역촌역,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82067.39682539682,0.0,0.0,0.0,0
역촌역,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82067.39682539682,0.0,0.0,0.0,0
영등포구청역,1,18441.10082961072,0.0,0.0,0.0,160904.09169850644,0.0,238616.91657054977,72706.0879697058,0.0,0.0,0.0,4
영등포구청역,1,18441.10082961072,0.0,0.0,0.0,160904.09169850644,0.0,238616.91657054977,72706.0879697058,0.0,0.0,0.0,4
오목교역,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128177.43047575271,0.0,0.0,0.0,0
오목교역,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128177.43047575271,0.0,0.0,0.0,0
왕십리역,1,12529.485294117649,0.0,0.0,11356.0,102948.85532216192,0.0,65088.0430758876,70200.0,54976.40776699029,0.0,78064.28009441384,0
왕십리역,1,12529.485294117649,0.0,0.0,11356.0,102948.85532216192,0.0,65088.0430758876,70200.0,54976.40776699029,0.0,78064.28009441384,0
용마산역,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176068.75,0.0,0.0,23816.054545454543,0
용마산역,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176068.75,0.0,0.0,23816.054545454543,0
월곡역,1,0.0,0.0,0.0,0.0,29270.332427346853,0.0,96000.0,234003.0,0.0,0.0,22681.96551724138,0
월곡역,1,0.0,0.0,0.0,0.0,29270.332427346853,0.0,96000.0,234003.0,0.0,0.0,22681.96551724138,0
을지로3가역,1,0.0,0.0,0.0,0.0,75515.05546751189,0.0,94912.94752329572,0.0,55352.0,0.0,0.0,0
을지로3가역,1,0.0,0.0,0.0,0.0,75515.05546751189,0.0,94912.94752329572,0.0,55352.0,0.0,0.0,0
을지로4가역,1,0.0,0.0,0.0,11432.580328328888,51237.40112994351,0.0,35982.751185855974,214065.180102916,0.0,0.0,0.0,0
을지로4가역,1,0.0,0.0,0.0,11432.580328328888,51237.40112994351,0.0,35982.751185855974,214065.180102916,0.0,0.0,0.0,0
을지로입구역,1,0.0,0.0,0.0,0.0,258408.63960867265,349431.8181818182,187603.25586376784,871686.046511628,100782.42105263156,0.0,0.0,5
을지로입구역,1,0.0,0.0,0.0,0.0,258408.63960867265,349431.8181818182,187603.25586376784,871686.046511628,100782.42105263156,0.0,0.0,5
이수역,1,0.0,0.0,0.0,13541.666666666666,166501.68993387217,0.0,95405.77659283568,271554.486586494,82922.26666666666,0.0,0.0,0
이수역,1,0.0,0.0,0.0,13541.666666666666,166501.68993387217,0.0,95405.77659283568,271554.486586494,82922.26666666666,0.0,0.0,0
일원역,1,0.0,0.0,0.0,9042.553191489362,0.0,62627.13371266003,0.0,191304.34782608692,0.0,0.0,0.0,0
일원역,1,0.0,0.0,0.0,9042.553191489362,0.0,62627.13371266003,0.0,191304.34782608692,0.0,0.0,0.0,0
잠실새내역,1,0.0,0.0,0.0,0.0,0.0,0.0,175411.52263374484,194349.49290060851,0.0,0.0,0.0,0
잠실새내역,1,0.0,0.0,0.0,0.0,0.0,0.0,175411.52263374484,194349.49290060851,0.0,0.0,0.0,0
장지역,1,0.0,0.0,0.0,0.0,128755.79598145286,0.0,0.0,235112.01704545453,194552.52918287937,0.0,0.0,0
장지역,1,0.0,0.0,0.0,0.0,128755.79598145286,0.0,0.0,235112.01704545453,194552.52918287937,0.0,0.0,0
종각역,1,0.0,0.0,0.0,0.0,321451.509312781,253582.0391627279,99827.13915298184,223867.57679180888,199784.0755735493,0.0,0.0,0
종각역,1,0.0,0.0,0.0,0.0,321451.509312781,253582.0391627279,99827.13915298184,223867.57679180888,199784.0755735493,0.0,0.0,0
종로3가역,1,0.0,0.0,0.0,0.0,292652.29537366546,67228.15116709893,175502.5,222252.37449118047,125263.49030470914,0.0,0.0,0
종로3가역,1,0.0,0.0,0.0,0.0,292652.29537366546,67228.15116709893,175502.5,222252.37449118047,125263.49030470914,0.0,0.0,0
종합운동장역,1,0.0,0.0,0.0,0.0,122896.8,0.0,0.0,96838.67832847424,0.0,0.0,0.0,0
종합운동장역,1,0.0,0.0,0.0,0.0,122896.8,0.0,0.0,96838.67832847424,0.0,0.0,0.0,0
중화역,1,0.0,47508.0,0.0,0.0,40698.23434991974,0.0,45536.53243308416,258314.81481481483,0.0,0.0,0.0,0
중화역,1,0.0,47508.0,0.0,0.0,40698.23434991974,0.0,45536.53243308416,258314.81481481483,0.0,0.0,0.0,0
증산역,1,0.0,0.0,0.0,0.0,0.0,0.0,101741.93548387096,206277.5357142857,0.0,0.0,48766.24137931035,0
증산역,1,0.0,0.0,0.0,0.0,0.0,0.0,101741.93548387096,206277.5357142857,0.0,0.0,48766.24137931035,0
창동역,1,0.0,0.0,0.0,0.0,0.0,0.0,160230.21582733814,0.0,0.0,0.0,0.0,0
창동역,1,0.0,0.0,0.0,0.0,0.0,0.0,160230.21582733814,0.0,0.0,0.0,0.0,0
청담역,1,0.0,0.0,0.0,0.0,52280.29375764994,0.0,29660.173864534423,317911.348872755,50723.97142857143,0.0,54135.82653061225,0
청담역,1,0.0,0.0,0.0,0.0,52280.29375764994,0.0,29660.173864534423,317911.348872755,50723.97142857143,0.0,54135.82653061225,0
총신대입구역,1,0.0,56233.12883435583,0.0,11411.042944785277,181954.9453376206,0.0,93770.8042808497,0.0,0.0,0.0,217535.19553072625,0
총신대입구역,1,0.0,56233.12883435583,0.0,11411.042944785277,181954.9453376206,0.0,93770.8042808497,0.0,0.0,0.0,217535.19553072625,0
충무로역,1,0.0,0.0,0.0,12881.35593220339,170303.95238095237,0.0,0.0,182795.6989247312,107025.4506892895,0.0,219462.30183893468,0
충무로역,1,0.0,0.0,0.0,12881.35593220339,170303.95238095237,0.0,0.0,182795.6989247312,107025.4506892895,0.0,219462.30183893468,0
충정로역,1,0.0,15511.892450879006,0.0,13095.238095238095,234133.3333333333,0.0,17435.217302591307,85800.0,0.0,0.0,217989.854517611,0
충정로역,1,0.0,15511.892450879006,0.0,13095.238095238095,234133.3333333333,0.0,17435.217302591307,85800.0,0.0,0.0,217989.854517611,0
태릉입구역,1,0.0,23162.41935483871,0.0,0.0,42000.0,0.0,68114.28571428571,258585.89122240173,23245.846153846152,0.0,20413.78,0
태릉입구역,1,0.0,23162.41935483871,0.0,0.0,42000.0,0.0,68114.28571428571,258585.89122240173,23245.846153846152,0.0,20413.78,0
학동역,1,0.0,0.0,0.0,0.0,119441.15029982592,56812.24489795919,70278.01767535518,279604.32822362485,0.0,0.0,0.0,0
학동역,1,0.0,0.0,0.0,0.0,119441.15029982592,56812.24489795919,70278.01767535518,279604.32822362485,0.0,0.0,0.0,0
한강진역,1,0.0,0.0,0.0,0.0,34408.06451612903,0.0,0.0,150826.575,0.0,0.0,23816.0625,0
한강진역,1,0.0,0.0,0.0,0.0,34408.06451612903,0.0,0.0,150826.575,0.0,0.0,23816.0625,0
합정역,1,0.0,132978.72340425532,0.0,0.0,333485.18877057114,96034.23105965264,176596.19119687224,296597.4111980735,118077.8217109993,0.0,223723.80709364635,6
합정역,1,0.0,132978.72340425532,0.0,0.0,333485.18877057114,96034.23105965264,176596.19119687224,296597.4111980735,118077.8217109993,0.0,223723.80709364635,6
행당역,1,0.0,0.0,0.0,0.0,47028.6447199658,0.0,0.0,98769.8986975398,40800.90791180285,0.0,0.0,0
행당역,1,0.0,0.0,0.0,0.0,47028.6447199658,0.0,0.0,98769.8986975398,40800.90791180285,0.0,0.0,0
홍제역,1,0.0,0.0,0.0,0.0,155953.60824742267,0.0,67857.14285714286,0.0,0.0,0.0,0.0,0
홍제역,1,0.0,0.0,0.0,0.0,155953.60824742267,0.0,67857.14285714286,0.0,0.0,0.0,0.0,0
회현역,1,0.0,0.0,0.0,0.0,0.0,0.0,182862.7450980392,0.0,0.0,0.0,0.0,0
회현역,1,0.0,0.0,0.0,0.0,0.0,0.0,182862.7450980392,0.0,0.0,0.0,0.0,0
효창공원앞역,1,0.0,0.0,0.0,0.0,83332.25806451614,0.0,0.0,150826.58139534885,0.0,0.0,31754.74193548387,0
효창공원앞역,1,0.0,0.0,0.0,0.0,83332.25806451614,0.0,0.0,150826.58139534885,0.0,0.0,31754.74193548387,0
가락시장역,2,0.0,0.0,0.0,0.0,74238.10567857926,0.0,78600.4601226994,158589.72727272726,0.0,0.0,0.0,0
가락시장역,2,0.0,0.0,0.0,0.0,74238.10567857926,0.0,78600.4601226994,158589.72727272726,0.0,0.0,0.0,0
강남구청역,2,0.0,0.0,0.0,0.0,0.0,20945.194598888007,65105.61538461538,252984.4827586207,41610.05454545454,0.0,0.0,0
강남구청역,2,0.0,0.0,0.0,0.0,0.0,20945.194598888007,65105.61538461538,252984.4827586207,41610.05454545454,0.0,0.0,0
강동구청역,2,0.0,0.0,0.0,0.0,53544.65624330692,0.0,49594.155844155845,211822.63333333333,0.0,0.0,0.0,0
강동구청역,2,0.0,0.0,0.0,0.0,53544.65624330692,0.0,49594.155844155845,211822.63333333333,0.0,0.0,0.0,0
건대입구역,2,0.0,0.0,0.0,0.0,168720.42123775228,276490.0662251656,169864.40677966102,285556.91171297926,141701.0661866519,0.0,0.0,0
건대입구역,2,0.0,0.0,0.0,0.0,168720.42123775228,276490.0662251656,169864.40677966102,285556.91171297926,141701.0661866519,0.0,0.0,0
공덕역,2,19360.458353868897,40441.17647058824,0.0,0.0,133760.25688073394,0.0,80841.76661492874,229253.27052489907,50884.5180584311,0.0,292916.6666666667,1
공덕역,2,19360.458353868897,40441.17647058824,0.0,0.0,133760.25688073394,0.0,80841.76661492874,229253.27052489907,50884.5180584311,0.0,292916.6666666667,1
광화문역,2,0.0,0.0,0.0,0.0,0.0,0.0,131999.9,170973.2142857143,0.0,0.0,0.0,0
광화문역,2,0.0,0.0,0.0,0.0,0.0,0.0,131999.9,170973.2142857143,0.0,0.0,0.0,0
광흥창역,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99811.7,0.0,0.0,0.0,0
광흥창역,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99811.7,0.0,0.0,0.0,0
교대역,2,0.0,0.0,0.0,6500.901829425406,186244.20062695927,0.0,76689.3191623698,47540.22988505747,54637.342908438055,0.0,0.0,0
교대역,2,0.0,0.0,0.0,6500.901829425406,186244.20062695927,0.0,76689.3191623698,47540.22988505747,54637.342908438055,0.0,0.0,0
구산역,2,0.0,0.0,27230.666666666668,0.0,0.0,0.0,0.0,157480.69277108432,0.0,0.0,0.0,0
구산역,2,0.0,0.0,27230.666666666668,0.0,0.0,0.0,0.0,157480.69277108432,0.0,0.0,0.0,0
군자역,2,0.0,0.0,0.0,0.0,161602.82732447816,0.0,75587.26737953216,271626.9609631521,147611.06451612903,0.0,80591.00067159167,0
군자역,2,0.0,0.0,0.0,0.0,161602.82732447816,0.0,75587.26737953216,271626.9609631521,147611.06451612903,0.0,80591.00067159167,0
굽은다리역,2,0.0,0.0,0.0,0.0,50268.25442927679,0.0,73093.2326459483,120250.0,0.0,0.0,0.0,0
굽은다리역,2,0.0,0.0,0.0,0.0,50268.25442927679,0.0,73093.2326459483,120250.0,0.0,0.0,0.0,0
남구로역,2,0.0,0.0,0.0,0.0,0.0,0.0,53125.0,250324.32432432432,0.0,0.0,0.0,0
남구로역,2,0.0,0.0,0.0,0.0,0.0,0.0,53125.0,250324.32432432432,0.0,0.0,0.0,0
노원역,2,0.0,0.0,0.0,15865.689865689865,61838.35400793401,0.0,51604.499103253904,358679.7824116047,0.0,0.0,0.0,0
노원역,2,0.0,0.0,0.0,15865.689865689865,61838.35400793401,0.0,51604.499103253904,358679.7824116047,0.0,0.0,0.0,0
논현역,2,0.0,0.0,0.0,0.0,102200.95758151314,63774.375,99125.92592592593,298266.2933930572,0.0,0.0,90305.08695652174,0
논현역,2,0.0,0.0,0.0,0.0,102200.95758151314,63774.375,99125.92592592593,298266.2933930572,0.0,0.0,90305.08695652174,0
단대오거리역,2,0.0,0.0,0.0,0.0,0.0,0.0,50339.59248901318,191860.2769230769,0.0,0.0,0.0,0
단대오거리역,2,0.0,0.0,0.0,0.0,0.0,0.0,50339.59248901318,191860.2769230769,0.0,0.0,0.0,0
당고개역,2,0.0,0.0,61843.98429132452,0.0,31328.614211815955,0.0,0.0,0.0,0.0,0.0,0.0,0
당고개역,2,0.0,0.0,61843.98429132452,0.0,31328.614211815955,0.0,0.0,0.0,0.0,0.0,0.0,0
당산역,2,0.0,0.0,0.0,0.0,145355.44245608276,0.0,0.0,0.0,0.0,0.0,0.0,0
당산역,2,0.0,0.0,0.0,0.0,145355.44245608276,0.0,0.0,0.0,0.0,0.0,0.0,0
대림역,2,0.0,0.0,0.0,0.0,414239.2668842581,0.0,233158.8311643953,394348.98000403953,111088.6656130052,0.0,186264.2280285036,0
대림역,2,0.0,0.0,0.0,0.0,414239.2668842581,0.0,233158.8311643953,394348.98000403953,111088.6656130052,0.0,186264.2280285036,0
대청역,2,0.0,0.0,0.0,0.0,94573.46862081924,0.0,0.0,0.0,0.0,0.0,0.0,0
대청역,2,0.0,0.0,0.0,0.0,94573.46862081924,0.0,0.0,0.0,0.0,0.0,0.0,0
대흥역,2,0.0,0.0,0.0,0.0,0.0,0.0,65720.1740325166,159698.73333333334,0.0,0.0,0.0,0
